,t0p,t1p,t2p,t3p,t4p,t5p,t6p,t7p,t8p,t9p,t0m,t1m,t2m,t3m,t4m,t5m,t6m,t7m,t8m,t9m
SPAC10F6.02c,1.0,0.9937354910944517,1.21261623885824,1.1820697231048334,1.0456229809637512,0.9903330163660976,0.834828311560095,0.884548022729838,0.9059805524375827,0.992053330867337,1.144457,2.9013447999999995,2.8330553,1.5491936000000002,0.3810745,0.24223766,0.8552039,1.0903167999999999,1.3087535,1.5061985
SPAC10F6.03c,1.0,1.4575923617337665,1.52170540731571,1.38132928077801,1.2356489406603701,1.15558889836333,1.19446476761657,1.2035695723473268,1.23910665882734,1.22374206356324,0.64280075,1.4132316,0.78329825,0.75555414,0.8810667,1.2073436000000002,0.8738305000000001,0.5580147,0.53054786,0.48192945
SPAC10F6.05c,1.0,2.123803220659433,3.203466753969387,4.409766820826287,6.273231988212516,8.90435212645677,8.96503030456284,6.52252286620621,4.0907316945678165,2.0883963269293235,1.6967338,2.193379,2.332104,2.8528792999999997,4.1223664,11.609627,6.873193700000001,4.7486463,3.8326222999999997,3.1200812
SPAC10F6.06,1.0,0.9537638130086004,0.9396099300973256,1.043464297946661,1.21832888210957,1.2757955127332632,1.2995122689957235,1.3731152992126665,1.42720793028765,1.3356564880282498,1.9345506000000001,1.1175691,1.7476822,1.7701380000000002,1.6290905,0.7702576999999999,0.7120535,0.78712344,0.94877785,1.1154077
SPAC10F6.08c,1.0,1.03846709820451,1.0597864627142348,1.12438965985298,1.1474394388447666,1.0585835790687474,0.9645015249121517,0.7925462866487614,0.777700615956246,0.802053678131763,0.8311661,0.8002062,0.80791646,0.7699874,0.9436277,1.0427516,0.7575239,0.83284545,0.8016452,0.8809174999999999
SPAC10F6.09c,1.0,1.6639120379794499,3.846569535167287,4.740182280803927,3.41464095311097,1.3035925958230767,0.7215180728176024,0.6020490468401999,0.5931826560578136,0.50791439567315,1.4896246000000002,5.0751038,5.6792364,3.9910936,0.7407185000000001,0.28771216,0.8761222,1.1535101,1.2124846000000002,1.1345295
SPAC10F6.10,1.0,1.2915427221564533,1.3513636594452099,1.3178606419543601,1.2117224150597565,1.1868413623432323,1.14794733306757,1.1597950598848767,1.1119204624847703,1.1118693837015263,0.71610165,1.6642512999999999,1.0522045,0.7401739,0.5711111999999999,0.64653385,0.7512451,0.6726382,0.6617057,0.72049814
SPAC10F6.11c,1.0,0.8810402668707331,1.1212988783710467,1.3349793942725734,1.5608888665451202,1.7077677739548134,2.132765174079527,2.2645120755321,2.2613962628394297,2.33146645677775,1.6076704,0.90051174,1.3769076999999998,1.9178951000000002,2.0809035,2.6507206,4.4401283,2.855891,2.4357305,2.3055463
SPAC10F6.12c,1.0,1.210445045671867,1.2688602416535935,1.1953597302918033,1.0436656345537048,0.9021677984313593,0.8915636010805494,0.94506200244484,0.8580257693023876,0.7653067837993465,1.4099617,0.92530656,0.44390413,0.25372466,0.23084027,0.24400398,0.28745052,0.42966107,0.4663854,0.45523065
SPAC10F6.13c,1.0,0.8777039905343934,0.721915167368449,0.6178751783202175,0.5563644622039653,0.5207321968366557,0.519918773268179,0.529063263263568,0.5473985539687,0.566502309759837,0.88187456,0.29739654,0.35202107,0.25669885,0.17990494,0.15540299999999999,0.49359077,0.49828222,0.51184064,0.6843901
SPAC10F6.14c,1.0,0.962771201706638,1.002060349475175,0.982919480954787,0.9320482606935226,0.9722811288334327,0.9375301968185729,0.9796443245242127,0.9595986334188836,1.0422079952363108,0.5818401999999999,0.89212847,0.82449746,0.9580190999999999,0.9564308000000001,0.710841,0.85753363,0.69482344,0.64945084,0.71111965
SPAC10F6.16,1.0,0.9166117288707628,1.0139712657213114,1.0913684826173633,0.9597397520737346,0.96993222115748,1.1572544031214467,1.1841171615144068,1.1410297794578832,1.0981075437916465,0.8018211,1.4349983999999998,1.8323685,1.3432196,0.702893,0.54642427,1.3466588,1.3694576999999999,1.2923913999999999,1.8843086
SPAC10F6.17c,1.0,0.9760149274700377,1.0502386405732524,1.2183046626529999,1.635637018417513,1.8794361443866834,2.003524278807593,2.0838223118539103,2.115920896954347,2.199660724760077,0.71664876,1.0124315000000002,1.2365454,1.4647614,1.7567108,2.601522,1.5220853,1.3241754,1.2743357,1.2181598999999999
SPAC110.02,1.0,1.1944913122426168,1.4615485551822036,1.5375415362724834,1.3938143812514159,1.224592768073931,0.9582474063149254,0.8067666925456486,0.8831508583077263,0.9017499546546869,1.237482,2.611719,2.7006207000000004,1.7194113999999998,0.46458268,0.28932329999999995,0.67169464,0.98887056,1.1142571000000001,1.2213205
SPAC110.03,1.0,1.013980365157057,1.05336354167542,1.1399946828088598,1.1952307638395034,1.3252040849730602,1.8132596729611699,2.405947619572633,2.5306576783157997,2.415297508825567,1.6199602,1.0137874,0.8734038000000001,0.9075329,1.332651,4.2882323,6.7445974,7.367259,3.8213712999999996,1.8860216
SPAC110.04c,1.0,1.2550267064619767,1.5672007316158734,1.7472580902818,1.8815905595063234,1.9151697202284035,1.88967976520667,1.90590736736572,1.90608683344325,1.88926144368195,0.3056163,2.2379119999999997,1.439843,1.5260688,1.3017413999999998,1.4985206,0.41824713,0.33500066,0.33921364,0.36805552
SPAC1142.01,1.0,1.0574493373726679,1.2666187174173367,1.4439367141876733,1.5144409328132866,1.4807102874280034,1.42002000210812,1.2173893205150932,1.0473971604366423,0.9298796833432551,1.0100446,1.3588348999999997,1.4203385,1.634952,1.3262595,1.3987343,1.7145869999999999,1.5531142,1.6937514999999999,1.9781479
SPAC1142.02c,1.0,1.0576557044364634,1.0860346235797536,1.17217878061784,1.2910813006576534,1.2251590403540167,1.22439970317871,1.3074268749225866,1.2643924830927933,1.1313176228679374,0.99491394,0.8735697,0.87657815,0.91199833,0.7217871,0.36523986,0.49245864,0.49891,0.53679216,0.61368823
SPAC1142.04,1.0,1.3260877691501733,1.4728210130264767,1.2980743444476468,1.25159628580331,1.0971528897927099,0.9840853435969064,0.9050309017333498,0.8198315466870344,0.9149601992728508,0.6055341999999999,1.2852291,0.6944445,0.5700158000000001,0.60890657,0.45290846,0.63951385,0.6980956,0.7356202,0.7973648
SPAC1142.06,1.0,0.9713409167237111,1.0211324358736367,1.11808487122933,1.25949372483924,1.3499679967403633,1.3895897783633202,1.392047536435797,1.39740689498737,1.38158078286693,0.72483146,0.8473098,0.9366083000000001,1.0443864999999999,1.098806,1.3958641999999999,1.0956589,0.8419030999999999,0.672718,0.61984557
SPAC1142.07c,1.0,1.004676991093186,1.0661486729940417,1.2464034228841567,1.7442931965419968,2.005446312436303,2.00374974161857,2.11009022288729,1.96312024635261,1.5264566508727766,1.6579703999999997,1.2880764,1.5908241,2.0615873,2.9065907,5.0520635,2.486084,1.8607308,1.5247562,1.3316423000000002
SPAC1142.08,1.0,1.1820656358904034,1.5344962309998802,2.3907582911185736,2.5056427155817733,3.18033282146255,2.19635401086928,1.5357110726004066,1.3157604959718676,1.5102074736984532,1.0771574,1.1514944,1.7267556,2.5660653,3.0492911,5.1677610000000005,2.5036552000000003,2.3222987999999996,2.4236457000000002,2.5422502000000002
SPAC11D3.01c,1.0,0.8708578920034044,0.9350359850805804,0.6900762712513296,0.5312714532638844,1.612771183771672,8.226084157106948,22.054936037147144,42.654506290691394,86.44885236622827,1.6611573,2.4023676,1.4654223999999998,1.1594377,0.9848517,2.801895,25.288712,69.64236,135.67748999999998,195.17203999999998
SPAC11D3.02c,1.0,0.8955952439969922,0.7571836918062419,0.618771501186119,0.544718294802364,0.48853912545895634,0.4664661683424743,0.455079356497486,0.42919160584318866,0.3831768453213093,0.16943087,0.5958656,0.5710666,0.2334092,0.107018314,0.07019126,0.09787473,0.12915117,0.13549398,0.13565037
SPAC11D3.04c,1.0,1.1159067473117776,1.2692535221414598,1.3711882228088068,1.4735711685697435,1.81587973138613,2.0211073071493235,2.168214311926554,2.232439635037893,2.4172289263422964,3.7353973,1.6948383999999999,1.2726082,1.1612962,1.2794883,1.4718122,1.7224878000000001,1.7116726999999998,1.4039445,1.3756063
SPAC11D3.15,1.0,0.8268681299089984,0.6740956865853956,0.5586812978642449,0.49054091098642866,0.454238966635024,0.4658394702339746,0.471742811969992,0.5170114067744049,0.6346093696374067,1.0987045,0.2570275,0.32228225,0.30716544,0.3556534,0.24835745,1.1459441000000001,0.84079856,1.0835943000000001,2.1631737
SPAC11E3.01c,1.0,0.8588619466335926,0.9771273707970524,0.9877773396249087,1.0722901458348566,1.1607703922561299,1.14481707425567,1.0955138781751765,1.1919275367879756,1.2227394357892865,0.8744793,1.358079,1.7306396000000002,1.4199418,0.58873767,0.31444058,1.2964958,1.4693592,1.7324508,1.8695205000000001
SPAC11E3.02c,1.0,1.0114143547127983,0.9104869291373173,1.0477804914605793,1.1974847604538066,1.0602764188482166,0.9877609836645364,0.9178722923920081,0.8916702141498503,0.7851280192330704,2.233507,1.2379512,1.4379226999999999,1.761467,1.7240698,0.887272,1.2487876,1.2205899,1.2707728,1.36486
SPAC11E3.03,1.0,1.2787692295584734,1.3418075605303066,1.6575732342788567,2.2670566753684933,2.3441064999014536,2.3917131738557864,2.368738422890917,1.8504232984465698,1.8648179491105932,1.0234421,1.1579093,1.146156,1.412917,1.348127,0.6650511,0.6231937,0.68617916,0.6645406999999999,0.72287726
SPAC11E3.04c,1.0,0.969807767403149,1.0290057521118767,1.1629621312910499,1.3531788150819033,1.4554435968963935,1.5199090682171637,1.5112091423694733,1.4794051750805066,1.46064028677642,1.1950513,1.0716659,1.1173796999999999,1.2070746,1.3929268,2.1055672000000003,0.72567576,0.69231427,0.5993991999999999,0.5668026999999999
SPAC11E3.05,1.0,1.0995985480443304,1.1820741816402867,1.1770884415763598,1.2357805212065431,1.0941150847043912,0.9972866470786267,0.6927633123152482,0.7124101538066457,0.9144073240399111,1.3772475,1.1843805,1.4825648999999999,1.6482557,1.7154092,1.7450284,1.8247159,1.4428504,1.6907096000000001,1.8462107
SPAC11E3.07,1.0,0.9566077931878639,0.8728700111182554,0.8399797924415143,0.8024531081644124,0.7577138328730184,0.7951134460860629,0.8558466597704317,0.8593713007313912,0.8399967701031791,1.1235033,0.65144676,0.6015059,0.49205136,0.42798302,0.31406012,0.6532206,0.56035227,0.60271657,0.6843491
SPAC11E3.13c,1.0,0.8820360335385757,0.7673688553329757,0.6626689073265607,0.617780361561362,0.6109161939354378,0.6361618544216087,0.678357751681907,0.6811847898682161,0.5526406357499086,0.96185505,0.46697998,0.35591558,0.29628024,0.46282563,0.45147118,0.2608303,0.42653522,0.49245426,0.50090843
SPAC11E3.14,1.0,1.1326972010564769,0.9791781028647183,0.952124014050692,0.9083153318689917,0.9121699481931826,0.8695969368750811,0.835774935721898,0.791254853017504,0.755637495593454,2.402918,0.5469013,0.5481719,0.60448396,1.0315864,1.9796666,1.010799,0.9715634,1.1214446000000002,1.4154388
SPAC11E3.15,1.0,1.0240475526328776,1.08625224058878,1.0278962111882093,0.9452900027250494,0.9239427172454496,0.9259970891921224,0.9021921101339564,0.8975372069380123,0.870295402236687,0.27125612,1.6601813,0.8167798000000001,0.5023023,0.566721,0.56605464,0.29821637,0.38338979999999995,0.34675685,0.3184631
SPAC11G7.01,1.0,1.2473916091439035,1.5757064359496435,1.7644345554834402,1.5358519782127065,1.3665746984154132,1.6424078443474934,2.0406250999526137,2.053102456920333,1.883965899819773,0.68022007,2.0515586999999997,1.7402108,1.3391833,0.820918,0.49308950000000007,2.2929437000000004,2.7488031000000004,2.7821324,2.4760218
SPAC11G7.02,1.0,1.0266922009893833,1.1188118693205547,1.1866525101145633,1.2194693588556966,1.2130477954297667,1.2621358178380566,1.2519408839351767,1.2776938721982434,1.2947509970423168,0.9321779,1.1683940000000002,1.4083161,1.601604,1.4197845,1.5388492,1.4864347,1.0792003000000001,1.2462268,1.3348271999999999
SPAC11G7.03,1.0,0.8973013125778987,0.8772860856743264,1.0550627706094031,1.5656575834975899,1.8144537610290732,1.81889722964942,1.842232739627,1.8368279226789035,1.8821915540299365,1.8339386999999998,0.49294367,1.1018351,2.1249557,3.4296733999999995,5.857672,0.99772197,0.9145716,0.75385255,0.53317684
SPAC11H11.01,1.0,1.17210312560652,1.17180003355193,1.2169928451144767,1.1339746281729202,1.1847888353594838,1.1856967212796936,1.2154294578855733,1.1560801321495733,1.4104613732116968,1.4394954,2.7450686,2.6472368,2.268894,1.5862328,1.4184854,1.916163,2.263754,2.3558197,2.3915935
SPAC11H11.06,1.0,0.8986852596821957,0.8659923334136463,0.8468769601018079,0.8081796611228871,0.8045557174703313,0.8665402474083909,0.8911629420714887,0.9152237268637408,0.931545443441351,1.0855768,0.587928,0.69242376,0.5825670000000001,0.36033452,0.41124997,0.84262735,0.6971843000000001,0.6765488000000001,0.6726599
SPAC1250.03,1.0,0.8915678865516293,0.9430417149837114,0.991671081431685,1.1598092970530034,1.5716897802035268,1.70050945582285,1.65268146826368,1.66090011478088,1.5134789855150033,1.0422844,0.84314454,0.9101146999999999,1.2702507,1.6275188999999999,3.5307696,1.5432928,1.2930766000000002,1.0938027,1.0039061
SPAC1250.05,1.0,1.2588013098397866,1.4479819344205531,1.37720279394729,1.2838297829570033,1.2250571868910936,1.2283999136208466,1.2087395388979567,1.1584991865075434,1.11658730875926,0.30481434,3.4726782,1.8747188999999997,0.88901424,0.95812625,0.6540235,0.3008572,0.38557094,0.41456282,0.39852762
SPAC1296.01c,1.0,1.0388210952940966,1.1352986845173767,1.1115702130212999,1.0524608891633365,1.04834486120993,0.985148259097801,1.0508723316859232,1.0627367677595834,1.06684436448218,1.2228706,1.3096163,1.2022955,0.7886947,0.41150853,0.30696014,0.5147565,0.51220894,0.5284045,0.59044975
SPAC1296.02,1.0,1.0390680942991788,1.1253696284964867,1.1524103957026435,1.1921016541485432,1.3421366583681698,1.4400026385518734,1.34935172991267,1.3184504276301334,1.1211286822721434,1.1802278999999998,0.83882093,0.89688617,0.82009757,0.8882934000000001,1.2368096000000002,0.45917422,0.45756173,0.3838355,0.39315045
SPAC1296.03c,1.0,0.7803997255601901,2.1003370236058667,0.3988101445601326,1.23145799441331,0.6503100825102583,1.4879091026184559,0.742205275201529,1.6920594827879463,1.6248202550687871,1.0425043999999999,0.8222997,0.876159,1.3771414,2.1058647999999995,3.7817964999999996,0.91675806,1.0749283,1.0882949,0.9053414000000001
SPAC1296.06,1.0,0.9883862688632495,0.9824580995795488,1.0283089853205707,1.0701230090904315,1.0559173198400489,1.0804266095537232,1.0492028658578434,1.072638650616673,1.1276703836000666,1.3179216,0.717676,0.84646755,0.8677654,0.7334763000000001,0.43859342,0.96343964,0.64408803,0.60444015,0.66921014
SPAC12B10.01c,1.0,0.8770334901153749,0.949217985252553,1.0092307826314124,1.4225200821382966,1.82381691119444,1.6526881287816932,1.5238434973217798,1.4206295699493434,1.3205473921468165,1.4939824,0.85265195,1.2621809,1.8996245999999999,2.6122183999999997,7.533991,2.1016474,1.5007888,1.2776186,1.2505726000000001
SPAC12B10.02c,1.0,1.0049109962208551,1.0726431368436067,1.0696655054877633,1.0671100073674467,1.0461262716412327,1.09049394472438,1.1148996474500332,1.0418205509007767,0.9311328681187793,0.89001834,0.88858193,0.7209688,0.596486,0.5986794,0.7000913000000001,1.3397337999999999,0.96389574,0.89147073,0.79795516
SPAC12B10.03,1.0,0.9615687572249784,0.9374788199207593,0.954041632720065,0.9378084326056956,1.0008817972125648,0.9978958596057427,1.0219704020441929,1.0209912806847783,0.9888564730718601,1.291326,0.98737246,1.0340495,1.0850276,1.1066354999999999,1.4844676,1.3744545,1.2578026000000002,1.3111451,1.3294713
SPAC12B10.07,1.0,0.881501219219288,0.8360064428653646,0.805244291917071,0.7330692668217375,0.7031608235947746,0.7473720786692031,0.7969720525793081,0.8003145202437393,0.832892077312059,1.0383313,0.66576236,0.6090041,0.45397735,0.26184022,0.19106928,1.030318,1.2262801,0.95368856,0.7311698
SPAC12B10.09,1.0,0.9286250636242039,0.7711638887905377,0.7702303354435877,0.6803799514407394,0.6497841290909071,0.6684013526201152,0.6724742571384618,0.6989521744011727,0.7502808591973019,0.7395003000000001,0.53688204,0.47520470000000004,0.41833624,0.35316620000000004,0.23672625,0.44302064,0.5103667000000001,0.48060378,0.41860914
SPAC12B10.13,1.0,0.9501458175613147,1.0838052404914664,1.4474932651355499,2.0755850356926433,2.6714583490672266,3.0322824865142697,2.8951710642854334,2.8775269514740462,2.9208992298263134,2.4269092,1.0975563999999998,1.584537,2.3440037,3.0040720000000003,5.061373000000001,2.9872807999999997,2.3686836,2.094773,2.0394008
SPAC12B10.16c,1.0,0.9565808087195838,1.1764952185710198,1.736145414190733,2.328077088483104,2.7846934156655934,3.7711487210312296,3.2923859925793835,2.824816781477247,2.70036899193075,1.4709795,1.0989634,2.1567457,3.6152370000000005,4.726028400000001,11.710802000000001,12.720930000000001,6.960254700000001,4.2040453,2.5429168
