,t0p,t1p,t2p,t3p,t4p,t5p,t6p,t7p,t8p,t9p,t0m,t1m,t2m,t3m,t4m,t5m,t6m,t7m,t8m,t9m
SPAC1002.02,-1.1537641647185697,-0.9607053470190187,-0.04597330275061981,1.0997244466584644,1.7576184769679013,1.044606022797012,0.10982774145597729,-0.30662188007337593,-0.606834169472004,-0.9378778238457682,-0.9402115429429052,0.48476797794601395,1.4351869690057286,1.9148258706471606,0.25405187273254126,-0.47418180018049255,-0.6005087367256507,-0.4975799122857114,-0.7025759809244357,-0.8737747172722473
SPAC1002.03c,2.1099919537738523,0.9825350406082628,-0.5757153900023142,-1.0225931932791474,-1.0773326012549784,-0.7731271293902274,-0.3987768005366298,0.14873384965669256,0.5057596380003337,0.10052463242413891,0.018881182602089798,-1.3048825245245332,-1.1801710180711056,-0.9734833396830659,-0.43326722462335615,1.4260894073529458,1.3241625753936246,-0.018152148308405048,0.16388634266219207,0.9769367471996158
SPAC1002.04c,0.2228094356919494,0.17043404505718493,0.11919131390283379,0.49080217229629025,1.5378680395820923,1.3756773438084278,-0.41058267745662563,-1.3411813378612025,-1.3035192091743095,-0.8614991258466407,-1.0051030308215532,-0.9928222705522687,-0.9083864941062303,-0.16684339243879995,1.0087686945438235,2.229733526522698,0.22998408408161647,-0.008417933803107435,-0.0632091894975058,-0.3237039939286675
SPAC1002.07c,-1.6125106281590147,-1.5036875068932256,-0.899492185258489,-0.12513850752793979,0.8724424542256211,0.9994461886747004,0.8902436291914848,0.7032423724541123,0.4768965345813878,0.19855764871136028,-0.5907524756497774,0.3135408815608951,0.6878063077120279,1.0539659075618442,1.2118124377258566,1.260960713013748,-0.9238248453408101,-0.8872835568128481,-0.995551393108573,-1.1306739766623668
SPAC1002.09c,1.3286363007454567,-0.5076508224987846,-1.467836822953034,-1.1374364056371016,-0.5230353717108185,-0.1485586265739116,0.01640947356548124,0.16562918440469826,0.580059559076485,1.6937835315815186,0.33316898561818287,0.26640261100535934,1.9149724538567883,1.3731420115561723,0.10445270616563687,-0.5758244920672526,-0.8069620479355817,-0.9075240098082799,-0.8529342339621944,-0.8488939844288332
SPAC1002.12c,-0.32369853326098946,-1.0758276775452913,-1.3318302754710898,-0.9785974348325793,0.026372728572421417,0.2012890779105177,0.1541803299772804,0.4860318311481908,0.8437754421209809,1.9983045113805458,1.5603637072786434,-1.1321227258743332,0.3261660522430801,0.9653299508418203,1.2252696611208156,-0.13120282669015956,-0.8827741008323131,-1.248652144596018,-0.6200931028087985,-0.06228447068274156
SPAC1002.13c,-0.4993196161529635,1.9706373123783496,1.391083777983885,0.5415542061842634,-0.45266235566036095,-0.7097583558712012,-0.4315240141368478,-0.6036962969825499,-0.03221354183494041,-1.174101115907636,-0.32996988587585346,2.0741393912106942,1.3532844560853237,0.10335955060146876,0.04248011096445464,-1.08758454601321,-0.9657694243345718,-0.7100845861717534,-0.3116833587847785,-0.16817170768177278
SPAC1002.15c,-1.5306937020076434,-1.3372220718093437,-0.6632577464279011,0.1801839281188892,1.1889886352888266,1.3634767199865148,1.0244104404260301,0.10559140300393863,-0.10182832806862109,-0.2296492785106827,-0.9818270096848674,-0.4219413581450615,0.11344336055406945,0.3203165359102785,-0.24071018662096205,2.281717693471951,0.7349733398194074,0.14350106239021915,-1.067823775334692,-0.8816496623603404
SPAC1002.17c,2.1366022954893835,1.1341960399665498,0.5339054618597343,0.07289697813239274,-0.21732291471217316,-0.48730076707753156,-0.6503758042674428,-0.7324886558326397,-0.8186045763040037,-0.9715080572542723,0.22465391715014355,-1.0180442085081916,-0.9642255838542999,-0.857692691294064,-0.5641235920534492,1.7596793064919627,1.1442560022059345,1.0448583550666073,-0.12388116922065529,-0.6454803359839885
SPAC1006.04c,-1.2337711790191135,-1.1527507274894522,-0.833264577895185,0.07083958701634399,1.4380464224249738,1.7765371352228203,0.3414224934208021,0.03213302386265824,-0.14370836344107554,-0.2954838141027706,-0.769638887191889,-0.5332478371788822,-0.1786304724557297,0.3603885374128374,0.5372181778427447,2.5721784008964454,-0.37156254896491314,-0.395918743269415,-0.5186368049830103,-0.7021498221081872
