,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4446,prp19: cwf8,PRP19 CWF8,SPAC29A4.08C,1.0,0.8742028000000001,0.9852120999999999,0.9504254999999999,0.7559853,0.42704737,0.17542961,0.45545986,0.5505036999999999,0.5913268,0.70793283,0.7614857
3807,I10_prp19: cwf8,PRP19 CWF8,SPAC29A4.08C,1.0,2.1074572,2.1376636,2.1455734,1.5099113000000002,1.10061,0.78837,1.6060584999999998,1.5138530000000001,2.0968785,2.0437624,2.2622983
3790,hsf,HSF,SPAC2E12.02.02,1.0,2.1852188,0.9512210999999999,1.348855,2.0151209999999997,2.8544621,2.0101297,1.3941257,1.6850374,1.8438544999999997,2.2096467,2.337981
3837,I9_hsf,HSF,SPAC2E12.02.02,1.0,1.0690766999999999,0.6658447,0.6058303,0.49891508,0.46603409999999995,0.46320033,0.5660099000000001,0.7763880999999999,0.8000202,1.0923116000000002,1.1038401000000002
4742,rpt5: tbp1,RPT5 TBP1,SPAC3A11.12C SPAC3H5.01C,1.0,0.71577257,0.89433944,1.1617017,1.3792982,1.1188203,1.0614741,0.51249605,0.49552143,0.50724804,0.51007366,0.56742346
4922,tbp1: tdf1,RPT5 TBP1,SPAC3A11.12C SPAC3H5.01C,1.0,2.4129465,2.676479,3.0879852999999997,3.3800230000000004,3.9148157,6.079549299999999,7.0499997,4.9623113,3.3862507000000006,3.0157616000000003,2.8969498
4961,tif34: sum1,TIF34 SUM1,SPAC4D7.05,1.0,0.5103265,1.0077905999999999,0.8401291999999999,0.7586314000000001,0.7452361999999999,0.76934934,0.5332165,0.40163493,0.35928702,0.37164047,0.43494752
3808,I11_tif34: sum1,TIF34 SUM1,SPAC4D7.05,1.0,1.2588593000000001,1.01549,0.74787,0.70511013,0.6789312,0.5687295,1.0578845,2.3358950000000003,3.1358707000000003,3.0646248,2.753866
3922,mes1,MES1,SPAC5D6.08C,1.0,1.6488733,0.7564881999999999,1.461545,3.0966542,9.725341,40.204304,6.5657716,5.330693,3.6859339999999996,1.7832186999999997,1.155966
3806,I1_mes1,MES1,SPAC5D6.08C,1.0,1.9485105999999999,0.7177588,1.9208561000000002,4.5330296,14.779317,61.843563,9.732156,7.9055815,5.328344,2.4444535,1.4362768
2849,C5H10.11.B,GMH1,SPAC5H10.11,1.0,1.4364333999999999,1.6492772,2.7087404999999998,3.1733377000000003,2.2236624,1.6740869999999999,27.875086,33.879368,30.66527,24.237408,18.911825
2848,C5H10.11.A,GMH1,SPAC5H10.11,1.0,1.2635126,1.7756417000000002,1.4452976999999998,1.2245700000000002,0.67878294,0.36911914,5.3024135,6.473451,5.871503,4.8084154,3.947724
2847,C5H10.11,GMH1,SPAC5H10.11,,,,,,,,,,,,
3826,I28_C644.09,,SPAC644.09,1.0,0.46415374,0.31248158,0.41589,0.39368626,0.45966140000000005,0.6135988,0.33352858,0.37003824,0.40230998,0.33694002,0.38627395
2929,C644.09,,SPAC644.09,1.0,0.8335645,0.6460102,0.60979885,0.53489506,0.5743564999999999,0.6579107,0.74888206,0.8481803,0.91155267,0.9028533000000001,0.9113331
4458,prr1,PRR1,SPAC8C9.14,1.0,1.2988732,1.2437041000000002,1.2240815,1.3472844,1.1330969,0.39084372,0.5487943000000001,0.5883825,0.6494291,0.74409103,0.8694113000000001
3813,I16_prr1,PRR1,SPAC8C9.14,1.0,1.9521515,0.88795,1.0263200000000001,0.96057504,0.83611083,1.102998,1.1618046,1.1306568000000001,1.1296871000000002,1.2760042999999999,1.3831141000000002
3825,I27_rad24,RAD24,SPAC8E11.02C,1.0,1.2363515,3.026042,14.8835535,39.283928,17.99492,3.6842241000000002,3.616738,6.049891000000001,6.6041117,5.6603317,5.2858067
4503,rad24,RAD24,SPAC8E11.02C,1.0,0.5415426,1.0013851,1.2889892,1.8544515,0.9851801,0.6716852,0.5836861999999999,0.5395368,0.4544474,0.392399,0.408869
4300,PB2B4.05,,SPAPB2B4.01C,1.0,1.5896485,0.5191244,0.49083194,0.4427892,0.45121837,0.5015967,0.65047425,0.6496065,0.68029594,0.7853136,0.8340875
4297,PB2B4.01c,,SPAPB2B4.01C,1.0,1.188883,0.87988263,1.0011936,1.8472872,2.8151681,4.2565417000000005,3.0978684,1.7028968,1.5435828999999999,1.6129843000000001,1.4131882
5019,ubc4,UBC4,SPBC119.02,1.0,0.7988369000000001,1.4789755,1.4949540000000001,1.4052312,1.2798328,1.0379773,0.5414812,0.51554215,0.39859859999999997,0.37404679999999996,0.41069087
3817,I2_ubc4,UBC4,SPBC119.02,1.0,1.9474131999999997,2.6291516,1.8779949,1.33693,0.8540585999999999,0.84935176,1.2465857,1.9840782,2.5008285,2.7348232000000006,2.7161752999999997
3827,I29_C14C8.04,,SPBC14C8.04,1.0,1.1126381,1.0369671999999999,0.9175390999999999,0.65982,0.96167,3.4368300000000005,2.2402832999999998,2.6215572,2.5027292,2.0367525,2.0395436
604,C14C8.04,,SPBC14C8.04,1.0,0.41377637,0.48810163,0.37456664,0.2486873,0.2570554,0.36586857,0.5601991999999999,0.5710121,0.4643545,0.4147871,0.42463094
3810,I13_C1604.17c,,SPBC1604.17C,1.0,1.266901,1.1503483,0.92696893,1.0859329,1.2566608,0.72453725,0.8614244000000001,1.0211751,0.926364,0.9054700999999999,0.84337884
689,C1604.17c,,SPBC1604.17C,1.0,1.1321828,1.0852834999999998,0.92293733,1.0594237,1.2676098,1.4303324,1.7656516,1.3355435,1.0968661,0.9901482,0.92182565
3812,I15_rae1,RAE1,SPBC16A3.05C,1.0,1.77893,1.6238533000000002,1.30726,1.40125,1.36143,1.43002,1.8538656000000002,1.8198922999999998,1.8391058,2.0640194,1.9752455000000002
4512,rae1,RAE1,SPBC16A3.05C,1.0,0.771301,0.6990133000000001,0.74178374,0.9086973,1.0302761,0.9512963,1.1390476,0.9316658000000001,0.78377336,0.7105243,0.6863299
4528,rem1intron,,SPBC16E9.17C,,,,,,,,,,,,
3831,I32_rem1,REM1,SPBC16E9.17C,1.0,1.1477821000000001,1.3778113,1.2662997999999999,1.4863904,12.835139999999999,45.49191,7.100161999999999,5.033758,3.8397756000000003,2.2644279999999997,1.8847955
4527,rem1,REM1,SPBC16E9.17C,1.0,1.6761158,1.6959613999999998,2.0658548,4.1033669999999995,47.300514,177.39511000000002,26.656648999999998,18.685195999999998,15.390989999999999,8.195497999999999,5.5340347
4456,prp43.B,PRP43,SPBC16H5.10C,1.0,0.30381042,1.2004781999999998,0.78040665,0.38078192,0.26330690000000007,0.20183791,0.3648165,0.5722501,0.654716,0.69081736,0.69112915
4454,prp43,PRP43,SPBC16H5.10C,,,,,,,,,,,,
4455,prp43.A,PRP43,SPBC16H5.10C,1.0,0.43425859999999994,1.1067249,0.8201716999999998,0.376056,0.112007715,0.09039308,0.5637831,1.0194838,1.21746,1.2624753999999998,1.1985258
4603,rpl16c,RPL16C,SPBC2G2.05,,,,,,,,,,,,
4604,rpl16c.A,RPL16C,SPBC2G2.05,1.0,0.25282550000000004,1.7493306,1.0380812,0.6957906,0.7658185000000001,0.94423854,0.57255816,0.47506267,0.44116116,0.35526606,0.39599138
4605,rpl16c.B,RPL16C,SPBC2G2.05,1.0,0.567182,1.370873,1.1327534,0.8853511000000001,1.107753,1.0387924000000002,0.58896405,0.50807995,0.4999482,0.4255888,0.47768459999999996
3832,I4_C354.06,,SPBC354.06,1.0,2.3173127,1.4866343000000002,1.5683022,1.3617053,1.0102754,0.7903973000000001,1.6861627000000001,3.4199896,3.3414870000000003,3.1810913,2.9493392000000003
2277,C354.06,,SPBC354.06,1.0,1.4443246,0.99339044,0.9714940000000001,0.8055208,0.59525245,0.42420802,0.774334,1.3156954,1.1435801,1.3062723,1.3485486999999998
4476,ptr2,PIM1 DCD1 PTR2,SPBC557.03C,1.0,22.458498000000002,9.35033,7.251222599999999,4.0368322999999995,2.4589047,1.1764816,1.0681359,1.3579166,1.3003120000000001,1.1514696000000002,1.4995271000000001
4387,pim1: dcd1,PIM1 DCD1 PTR2,SPBC557.03C,1.0,0.8253139000000002,0.8946572,0.90410703,0.7324661,0.4759799,0.2490926,0.7613601999999999,0.78376865,0.8453139000000001,0.89580935,0.9381118
2974,C660.16,,SPBC660.16,1.0,0.49088556,1.1984237,2.5912363999999997,4.321346299999999,4.121554,1.2624695,0.27163607,0.28897965,0.28478968,0.18053664,0.17785203
3821,I23_C660.16,,SPBC660.16,1.0,0.78033805,1.1021843,1.3480442,1.7186341,1.2570866000000003,1.2956481000000002,1.3130019,2.886943,4.243106,5.3018208,4.4242663
3814,I17_C8D2.01,,SPBC8D2.01,1.0,1.3700299999999999,1.10851,1.41886,1.29649,1.18382,1.91533,3.7358198,5.6846,3.8199897000000003,2.88996,2.42253
3360,C8D2.01,,SPBC8D2.01,,,,,,,,,,,,
3361,C8D2.01.A,,SPBC8D2.01,1.0,0.9100457000000001,1.3871622,1.2972381000000002,1.0310297,1.7333853,6.2051163,6.777391000000001,5.218971,2.8384125,1.5099432,1.1125473999999997
4457,prp5: cwf1: pi024,PRP5 CWF1 PI024,SPBP22H7.07,1.0,0.9384629000000001,0.71486425,0.7963455,1.0732268,1.2302625,1.2952576999999998,1.5140965,1.2444355,1.1776886999999998,1.1743317,1.1136856000000002
4687,rps10-2: pi023,RPS10-2 PI023,SPBP22H7.07,1.0,0.22625136,1.7084609,0.95371246,0.44689915,0.39640653,0.24397147,0.20412752,0.20925385,0.23468468,0.24196133,0.29346648
288,C1223.14,,SPCC1223.14 SPCC297.01,,,,,,,,,,,,
289,C1223.14.A,,SPCC1223.14 SPCC297.01,1.0,0.41989920000000003,0.64463955,0.47091857,0.24436517,0.10832624,0.09488957,0.21547191,0.2720103,0.31087259999999994,0.34861004,0.41496086
290,C1223.14.B,,SPCC1223.14 SPCC297.01,1.0,0.42572886,0.6295018,0.4490738,0.25540996,0.13079798,0.17809276,0.22510543,0.30621454,0.33518133,0.38260648,0.46279899999999996
3943,meu27: b8647-6,MEU27 B8647-6,SPCC1259.14C,1.0,1.2870774999999999,1.0668892,1.6640618000000003,1.3200667,2.5409818,363.96893,168.7138,65.58345,44.532779999999995,21.966824,13.007375
3924,meu1: meu2,MEU1: MEU2,SPCC1259.14C,1.0,1.9904128,4.975139599999999,6.948635,21.437984,51.58449,147.88953999999998,25.53676,17.081089000000002,12.115434,5.717350499999999,3.7696080000000003
336,C1281.04,,SPCC1281.04,,,,,,,,,,,,
337,C1281.04.A,,SPCC1281.04,1.0,0.82622755,0.46003640000000007,0.43141103,0.4152965,0.37618563,1.3288816,3.0274487,3.3626757000000005,3.4786975,4.4985514,4.827475499999999
338,C1281.04.B,,SPCC1281.04,1.0,1.4539396999999998,0.7619768,0.7032111,0.8184639,0.8702736999999999,4.8370657,12.508211,13.724464000000001,14.064181,19.01557,19.027511999999998
3664,dim1: C16A11.05c,DIM1,SPCC16A11.05C,1.0,1.4002237,1.6431846999999997,1.2727472,0.8791129999999999,0.61638206,0.6369657,1.0611,1.1667092,1.0835763999999999,1.1928748,1.1579959999999998
3665,dim1: C336.02,DIM1,SPCC16A11.05C,1.0,1.1287061999999999,1.06413,0.7269599,0.5866534000000001,0.5009634,0.5434825,1.4193171,1.7275068999999998,1.6132874,1.4386296,1.5584481000000001
4565,rpa3,SSB3 RPA3,SPCC23B6.05C,1.0,0.20474432,1.3065376,0.71710956,0.36459535,0.31048974,0.2064547,0.18925732,0.21169296,0.21866205,0.20330352,0.23976053
4883,ssb3,SSB3 RPA3,SPCC23B6.05C,1.0,0.5494865,0.8868640999999999,1.0323792,0.8099679,0.44174835,0.8958885,0.46847978,0.5624735,0.58816564,0.51135164,0.5600154
3833,I5_C550.11,,SPCC550.11,1.0,1.1383299999999998,0.6388,0.46674,0.29748,0.20756002,0.24488999,0.29717,0.5049100000000001,0.47936999999999996,0.5387,0.4722
2698,C550.11,,SPCC550.11,1.0,0.3805445,0.7300936,0.59640604,0.47663775,0.40425500000000003,0.45256892,0.32720774,0.37306269999999997,0.45456827,0.5544383,0.64538836
3834,I6_C622.14,,SPCC622.14,1.0,1.0686327,0.8271696,0.9710293999999999,0.8747529,0.7864963,0.74449134,1.213414,1.8849049999999998,1.8943875,1.8657066000000002,1.7726935000000001
2885,C622.14,,SPCC622.14,1.0,0.43179414,1.1413024999999999,1.0352064,1.2099776000000002,1.34815,1.3025874,1.3100998,1.0963196000000002,0.9748514000000001,0.8994761,0.837334
3138,C736.11,,SPCC736.11,1.0,2.0319032999999997,0.99500847,1.1735293,1.5120496,1.6210481,1.0298526,0.7984720000000001,0.9151966,1.0171807,1.067175,1.0488449
3823,I25_C736.11,,SPCC736.11,1.0,1.602174,1.6287006000000002,1.8756956000000002,2.1050863,2.1175666,1.8617337999999999,1.1996704,1.5232176000000002,1.589507,1.5465832,1.3763971000000002
63,ars2004,,,1.0,,,,,,,,,,1.6199299999999999,1.45981
64,ars24-ctrl,,,1.0,,,,,,,,,,,
65,ars3002,,,1.0,0.29465353,1.5009953,0.6718850000000001,0.33844995,0.30167383,0.27654284,0.2668954,0.29769352,0.28180262,0.27293587,0.30577087
1148,C186.04c,,,1.0,3.117143,0.43982299999999996,1.0636052,1.3761388,0.8021851999999999,0.68054205,1.4418438999999998,2.0125509999999998,2.689644,3.6029239,4.2573547
2411,C3F10.14,,,,,,,,,,,,,,
3658,dg.cen.repeat,,,,,,,,,,,,,,
3659,dg.cen.repeat.RC,,,,,,,,,,,,,,
3660,dh.cen.repeat-matK,,,,,,,,,,,,,,
3661,dh.cen.repeat-matK.RC,,,,,,,,,,,,,,
3926,meu11,,,,,,,,,,,,,,
3927,meu11RC,,,1.0,1.5326349,4.3644133,6.919047,8.178871000000001,5.2404613,28.797894,9.662838,6.910688400000001,4.941064,2.9464822,2.4083006
3931,meu16,,,,,,,,,,,,,,
3932,meu16RC,,,1.0,2.2798342999999996,1.097415,1.5333799,3.7622614000000003,10.843426,38.274906,9.552907000000001,5.9772773,4.216714,2.7543712000000005,2.0577996
3935,meu19,,,1.0,1.0459094,0.8953867,13.658063,92.0204,147.88857,227.87175,44.542823999999996,32.8812,24.692984,12.32273,6.9840293
3936,meu19RC,,,,,,,,,,,,,,
3937,meu20,,,,,,,,,,,,,,
3938,meu20RC,,,1.0,1.7571903000000002,1.7605575,18.40523,53.588024,55.063483999999995,75.26982,16.187387,15.636454,11.404161,7.7607255,5.908868
3945,meu3,,,,,,,,,,,,,,
3947,meu3RC,,,1.0,1.7222958,1.6780747,19.557920000000003,143.77208000000002,262.41324,316.29016,61.985659999999996,53.45061,37.49496,18.368113,9.968973
3964,misc_RNA_1.1.19,,,1.0,,,,,2.20269,,2.32439,,2.85454,3.5318,2.7557
3965,misc_RNA_1.1.19.RC,,,1.0,1.3889643,1.5772190000000001,1.6060758999999998,1.4799877000000001,1.1907463,0.95056015,1.1889858,1.3064288,1.1769826,1.0110804,0.9105685
3966,misc_RNA_1.1.28,,,1.0,1.4522218999999998,1.7161102,2.4158902,3.0523727000000003,7.146134399999999,64.58564,27.398008,15.257598000000002,11.228067999999999,8.570269999999999,7.174141400000001
3967,misc_RNA_1.1.28.RC,,,1.0,0.7595966,0.35855,0.5476800000000001,0.78382,0.6398574,,,0.54071,,0.7400100000000001,0.9755299999999999
3968,misc_RNA_1.1.38,,,,,,,,,,,,,,
3969,misc_RNA_1.1.38.RC,,,1.0,8.647174,10.249032000000001,12.271288,11.252463,8.18914,6.1898193,2.224197,2.5258095000000003,2.310423,2.0747495,1.8690993999999999
3970,misc_RNA_1.1.41,,,1.0,0.67813,,,,,,2.44835,3.2686900000000003,2.18589,2.69027,2.17948
3971,misc_RNA_1.1.41.RC,,,1.0,1.4854444,1.7006667000000002,17.00134,52.385952,50.483596999999996,63.502280000000006,13.795160999999998,12.241255,8.87369,5.1280932,3.3887756
3972,misc_RNA_1.1.42,,,1.0,1.9597099999999998,2.9237888,2.4722826,1.52379,1.67193,1.5411747,1.6370811,1.594935,1.5009879,1.6956335999999999,1.5285207
3973,misc_RNA_1.1.42.RC,,,1.0,1.6511900000000002,0.7945800000000001,,,,1.5153,1.24431,2.55139,2.16414,2.17108,2.13328
3974,misc_RNA_1.1.46,,,,,,,,,,,,,,
3975,misc_RNA_1.1.46.RC,,,1.0,0.560291,1.027749,1.062959,1.1913531000000002,1.9988843999999997,5.9801416,6.077266000000001,3.2665498,1.9602058,1.1519997,0.84205765
3976,misc_RNA_1.1.7,,,1.0,17.39174,2.36521,2.9254901,3.0613197999999997,3.8997300000000004,5.8310094,8.061809,6.16568,,3.2985300000000004,4.58164
3977,misc_RNA_1.1.7.RC,,,1.0,1.5000147,1.2144576,1.2217805,1.0846622,1.4312333000000002,2.0501406,1.7665490000000001,1.9021801,1.682977,1.7093137999999999,1.7720749
3978,misc_RNA_1.1.8,,,1.0,,1.0781964,1.0481622,1.1191406000000002,0.77599,1.33649,0.9711299999999999,1.36825,1.2798043,1.461279,1.3636562
3979,misc_RNA_1.1.8.RC,,,1.0,1.7259924,1.0533073999999998,1.2861131000000001,1.195694,0.67089814,1.033519,1.8876947,3.1120055,2.6605499,2.8804824,2.723446
3980,misc_RNA_2.2.20,,,1.0,,,,,,,,,,,
3981,misc_RNA_2.2.20.RC,,,1.0,1.55921,2.5516,,1.14281,,4.27665,3.20954,2.38847,2.5381,5.8283,6.4777192999999995
3982,misc_RNA_2.2.40,,,,,,,,,,,,,,
3983,misc_RNA_2.2.40.RC,,,,,,,,,,,,,,
3984,misc_RNA_2.2.48,,,1.0,,,1.17688,1.42934,1.80835,3.62359,,,,,
3985,misc_RNA_2.2.48.RC,,,1.0,1.5097493999999998,0.23884499999999997,0.07207591,0.026701547000000003,0.01941054,0.021905689,0.066371344,0.07653409,0.077541076,0.07976608,0.07403858
3986,misc_RNA_2.2.51,,,,,,,,,,,,,,
3987,misc_RNA_2.2.51.RC,,,1.0,0.65152943,0.32035166,0.2856473,0.15031222,0.10191403,0.03342392,0.041116446,0.06728758,0.09185234,0.12433966,0.18960246
3988,misc_RNA_2.2.6,,,1.0,1.6825811999999998,4.928708599999999,4.333595799999999,2.389394,1.1331788,1.0791184,1.9300668,2.7477188,2.5057266,2.6400497000000005,2.444043
3989,misc_RNA_2.2.6.RC,,,1.0,1.3102646999999998,1.1729603000000002,1.4660018999999997,1.5313323,1.473343,1.5356741000000003,1.1951506,0.8729597,0.85036135,0.9355758,0.84683776
3990,misc_RNA_3.3.21,,,,,,,,,,,,,,
3991,misc_RNA_3.3.21.RC,,,1.0,,,,,,,3.0126402000000003,,2.52247,3.84214,2.78166
3992,misc_RNA_3.3.37,,,1.0,0.71077,1.5107243000000001,0.8015587,0.57618,0.4288,0.34234998,0.48714182,1.3497407,1.5769255,1.8031217000000002,1.5231142
3993,misc_RNA_3.3.37.RC,,,,,,,,,,,,,,
3994,misc_RNA_3.3.52,,,1.0,1.19157,0.8576799999999999,0.74028,0.60982,0.28188,,,,,,0.75607
3995,misc_RNA_3.3.52.RC,,,,,,,,,,,,,,
3996,misc_RNA_4.4.31,,,1.0,,,,,,,,,,,
3997,misc_RNA_4.4.31.RC,,,,,,,,,,,,,,
3998,misc_RNA_4.4.53,,,1.0,1.0093450000000002,0.6468826,0.550813,0.49836767,0.44718397,0.33118966,0.46820873,0.9838972,0.99899817,1.3623563,1.1521059999999999
3999,misc_RNA_4.4.53.RC,,,1.0,1.12205,,,,,,0.54715,,,1.25924,
4000,misc_RNA_5.5.54,,,,,,,,,,,,,,
4001,misc_RNA_5.5.54.RC,,,,,,,,,,,,,,
4059,P05501,,,1.0,1.9796478,0.94163746,1.1599376000000001,1.0392929,0.87019885,1.5852419,2.582288,4.045746,4.8540925999999995,5.749778,6.958037400000001
4060,P05511,,,1.0,1.7858131000000002,0.865848,1.1235069,1.0041835,0.8639051,1.5153359,2.4275384,3.9410627000000003,4.665818,5.17227,6.2704687
4061,P07657,,,1.0,1.8581971000000002,0.8776394000000001,1.0061209,1.0882695,0.8039235,1.4716874,2.251562,3.9439851999999997,4.9023733,5.7122655,6.409699400000001
4062,P1_matpc,,,1.0,2.3038726,3.0041568,1.2722563999999998,0.5563048,0.16634071,0.11781514,0.10808346,0.12747395,0.12952168,0.09898433,0.11137768599999999
4066,P14575,,,1.0,2.1806188,0.9447233,1.0898944,1.0724502,0.8987311,1.7961744,2.6836107000000005,4.6572533,5.6627517,7.0682089999999995,8.040038000000001
4089,P2_matpi,,,1.0,21.654993,11.833228,4.2688456,1.0206620000000002,1.5657681,3.9709427,1.4455360000000002,1.2735428999999998,1.2103851,0.99435055,0.7736482
4091,P21534,,,1.0,1.1519253,0.60964406,0.9898445,0.8349540999999999,0.5733026999999999,0.93933964,1.5049238999999999,2.2607386000000003,2.6126049,2.7248185,2.9838016
4092,P21535,,,1.0,1.8347686999999997,0.8790773000000001,1.1621447,1.0319293999999999,0.76512045,1.5288688,2.328751,4.047046,5.2281275,5.874397,6.980614999999999
4093,P21536,,,1.0,1.5330317,0.7665384,1.1614641,1.1718516,0.90551126,1.5121605,2.5772812000000003,3.8970997000000005,3.6140637000000004,3.476865,3.834458
4094,P21537,,,1.0,1.4230075,0.7689724,0.919845,0.9162269000000001,0.6535861,1.1646633999999998,1.9950576,3.2523577,3.6498065000000004,4.1013227,4.9540505
4095,P21547,,,1.0,1.7639878,0.8619503000000001,1.1233366000000002,1.0055285,0.7721973000000001,1.4209524,2.322916,3.7957466,4.5227556,5.00138,5.8172107
4096,P22190,,,1.0,1.2814573999999999,0.5776526,0.9510837,0.8516454,0.67150503,0.98070145,1.414782,2.0810397000000003,2.494385,2.8600802000000005,3.4049435
4097,P22191,,,1.0,1.0692643999999998,0.57952315,0.85560054,0.8116946999999999,0.66966814,0.88996875,0.99206775,1.3040958999999999,1.5036893999999998,1.6624221000000001,2.0262027
4744,rRNA,,,1.0,0.6061483,0.46132890000000004,0.6473103,0.33269940000000003,0.29065192,0.5545727,0.48926905,0.69768983,0.9592235,1.3302548,1.7257522
4838,snRNA,,,1.0,1.4912491,1.7236215,0.95179194,1.3910877000000001,1.4148479999999999,1.9929038000000001,1.6133697,2.3216782000000005,2.4894314,3.0417454,3.4633714999999996
4984,tos1,,,1.0,1.02007,1.1633166000000001,0.48449904,0.5205792,0.50980437,0.8020979,1.6804025000000002,2.4029062000000003,2.288598,2.742864,2.3260102000000002
4985,tos2,,,1.0,1.0510093999999999,1.0302786,0.76496434,0.63327867,0.53866583,0.8294751,1.833093,2.1289136,2.3986704,2.5597223999999996,2.4462597
4986,tos3,,,1.0,1.06457,1.0822258,0.61650664,0.46502414,0.56312513,0.97638744,2.1176112000000002,2.0086653,2.3098097,2.7901287,2.7912543
4994,tRNA,,,,,,,,,,,,,,
4995,trna-pro:,,,,,,,,,,,,,,
4996,trna-ser:,,,,,,,,,,,,,,
