,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
SPAC10F6.05c,-0.891199560945277,-0.7236349963087498,-0.6768301661619928,-0.5011242770927806,-0.07280834204863383,2.4533402299283473,0.8553012599665942,0.13849405004960394,-0.17056594440239134,-0.4109722529847194
SPAC10F6.06,1.4486239799089933,-0.2885316190559628,1.051283908769533,1.0990318916788613,0.7991212396689811,-1.0270231798738734,-1.1507833285593405,-0.9911613951557525,-0.6474340727758986,-0.29312742460554136
SPAC10F6.08c,-0.1792642566352366,-0.5329332102748255,-0.4448554197622863,-0.8781362431090398,1.105435512958138,2.237772697305477,-1.020512445993642,-0.16008028132218224,-0.516494861821266,0.38906850865485093
SPAC10F6.09c,-0.34288224198207456,1.4800971439761514,1.7872586737893341,0.9289495459735041,-0.7236515356146719,-0.9539753426886004,-0.6548076963079282,-0.5137742680246901,-0.4837896294867804,-0.5234246496342443
SPAC10F6.10,-0.3208589085388828,2.617217594442128,0.7206390091895595,-0.2462650803400487,-0.7701477252374319,-0.536431965538991,-0.21195822532005978,-0.4555411722337439,-0.4894182309542106,-0.30723529546831857
SPAC10F6.11c,-0.6684965738438801,-1.3963156685640612,-0.9060012653782874,-0.3492083107066655,-0.18143743716636992,0.4050275095799221,2.2467147658730453,0.6161921933177661,0.18375623227448504,0.049768554614041755
SPAC10F6.12c,2.3911136591380804,1.0967471218494314,-0.1889324158966065,-0.6968439631615144,-0.7579612116905675,-0.7228049442246494,-0.6067724442144921,-0.22697129907567382,-0.12889177833367632,-0.15868272439033126
SPAC10F6.13c,1.9600337861996682,-0.5815892705894269,-0.3440525965597214,-0.7585645951055737,-1.0925055913418165,-1.199053132068948,0.27156818189609666,0.2919691158606847,0.3509283781536111,1.1012657235554242
SPAC10F6.14c,-1.5313217625806883,0.8229133820851153,0.309779899432857,1.3228421639567949,1.3107913323856493,-0.5525602481669967,0.5604336301045132,-0.6740895044414706,-1.0183428322416597,-0.5504460605341183
SPAC10F6.16,-1.0130223284595812,0.4009459905492275,1.2883257692010566,0.19599184017674057,-1.2339418075055533,-1.5833570931380976,0.20367202682072624,0.25458497380769163,0.08248577400500029,1.4043148545427915
SPAC10F6.17c,-1.3809074802474468,-0.7941309578632328,-0.34953174000500575,0.10320526159432925,0.6823771687994548,2.358321404109583,0.21692494209867674,-0.1756905393435724,-0.2745629949935284,-0.3860050641492579
SPAC110.02,-0.07819227955272545,1.5891634944722388,1.6970275403505233,0.5065305650238552,-1.0159476623156467,-1.2285891056729683,-0.764659622206388,-0.37983145821889513,-0.22770051468149044,-0.09780095719850589
SPAC110.03,-0.556450391293575,-0.8034659778088206,-0.8606723342984578,-0.8467647164480074,-0.6735289711131016,0.5308712400362469,1.5318407092570365,1.78557548641055,0.34062525120914333,-0.4480302959510136
SPAC110.04c,-0.956362956776751,1.796035913975902,0.659251200133865,0.7820728751754976,0.4625366455814043,0.7428326933693339,-0.7959294530930581,-0.9145073136255557,-0.9085062645136089,-0.8674233402270293
SPAC1142.01,-1.8717483101530954,-0.5629953351569708,-0.3322176458893163,0.4730686725642963,-0.6852268067939072,-0.41328228851960475,0.7718801451419922,0.16599171481306899,0.6936998671625536,1.7608299868309858
SPAC1142.02c,1.4145247176242635,0.8541818001898451,0.868074207855471,1.0316373650127637,0.15328075289018464,-1.4931815815790062,-0.9057112382182713,-0.8759201753394752,-0.7009880973676045,-0.3458977510681736
SPAC1142.04,-0.4609693802360122,2.5742068687206108,-0.0639406091688638,-0.6195767260921315,-0.44591006858501375,-1.1425193242291605,-0.3092333195007333,-0.047636629247040665,0.11992939879230081,0.3956497895460452
SPAC1142.06,-0.8567102194204194,-0.3397238439369558,0.037208990481849134,0.4921454386255106,0.7218525040594671,1.9757480265301486,0.7085684587149276,-0.36254575870430567,-1.0766833901810815,-1.2998602061691427
SPAC1142.07c,-0.4573037359217355,-0.7838164942168151,-0.5165751045362813,-0.10102310602909217,0.6448781275749155,2.538729451940999,0.27368853677711463,-0.27832311586027525,-0.5748945481167762,-0.7453600116120481
SPAC1142.08,-1.1974974348181895,-1.132798215203736,-0.6321195395176834,0.0983737895760536,0.5189494404305408,2.362760050311347,0.04405514924808788,-0.11378842194911853,-0.02558113163145563,0.07764631355415122
SPAC11D3.01c,-0.607259311694665,-0.596533394387769,-0.6100917552690103,-0.6145196033296422,-0.6170460050795122,-0.590751907198183,-0.2653493330066177,0.37648411251777875,1.3320662782406845,2.193000919206936
SPAC11D3.02c,-0.2835368706239814,1.911460295296146,1.783811839651707,0.04578023971152683,-0.6047944369057692,-0.7943551679446963,-0.6518594143909582,-0.4908694847947666,-0.4582209948981537,-0.4574160051010558
SPAC11D3.04c,2.7440414314543355,0.015940593136731674,-0.5485550274420269,-0.6973722757531682,-0.5393567599586877,-0.28223161996958407,0.052906128078643665,0.03844700936538842,-0.37296653052016304,-0.4108529483914686
SPAC11D3.15,0.5137930082029493,-0.852833961234549,-0.7468801318749471,-0.7714252248712656,-0.6926955532406917,-0.8669114804686157,0.5904957235978571,0.09503235158273834,0.4892586478324101,2.2421666204741157
SPAC11E3.01c,-0.7586883025572415,0.17983426051557358,0.9028630986474953,0.2998914764626902,-1.3132274533553168,-1.845556170577876,0.06031966464997267,0.39579588853820347,0.9063780968293332,1.1723894408471685
SPAC11E3.02c,2.108323674336626,-0.5325774252826918,-0.002114989884772095,0.8561477992482553,0.756944613849021,-1.462820697325929,-0.5038318133582623,-0.5786315753974525,-0.44551188909550304,-0.19592769708928653
SPAC11E3.03,0.255071247942856,0.6925394316093002,0.6543018926177331,1.522167440074989,1.3113832219180788,-0.9108982956514226,-1.0470748558162792,-0.8421614287233118,-0.9125588029048153,-0.7227698510671287
SPAC11E3.04c,0.27432828215786853,0.009197219240393571,0.10742722363310807,0.3001639994208161,0.699523983110548,2.2308486514257173,-0.7342678388391352,-0.8059551479065832,-1.0056114384413757,-1.0756549338013575
SPAC11E3.05,-1.015420491883641,-1.9117603756444381,-0.5259630622871346,0.24407677040707285,0.5561693543334616,0.6938231275818025,1.0641668592061266,-0.7105342450898853,0.44137917979381436,1.1640628835828304
SPAC11E3.07,2.40063193105153,0.18894476183696357,-0.04503898782476317,-0.5578572229672794,-0.8580312773949044,-1.3917847472858502,0.1972555865704576,-0.23785266102925634,-0.03936673656191036,0.3430993536050074
SPAC11E3.13c,2.571170364099317,-0.003254514771163263,-0.5810305472490623,-0.8912638005747956,-0.024866155049457446,-0.08393394879766712,-1.0756804605016448,-0.21365508387630266,0.12926705315367198,0.17324709356710483
SPAC11E3.14,2.0119875215289733,-1.0004522750504197,-0.9983900058878988,-0.9069917493035876,-0.21377579522722506,1.325022064096428,-0.2475151419838648,-0.3111971567430372,-0.0679298996978414,0.40924243826847145
SPAC11E3.15,-0.7236449820654879,2.6071544397356003,0.5845824041806178,-0.16957015223674934,-0.01508683535053815,-0.016684841877218946,-0.6589912581610707,-0.45473575506995734,-0.5425857058346688,-0.6104373133205268
SPAC11G7.01,-1.2283099572738108,0.35735117020191143,-0.0026563810702334594,-0.46635929433154105,-1.0656227599348862,-1.4446866159050742,0.6364615247725606,1.1635658550679933,1.2021040937348177,0.8481523647382605
SPAC11G7.02,-1.8251840834054585,-0.7180091646852417,0.4065362476159661,1.3125012304096932,0.4602900977466345,1.0183614973885171,0.7726880662495694,-1.136071386302885,-0.35319692701910993,0.06208442200230904
SPAC11G7.03,0.01774860758061101,-0.77814355407025,-0.4167612181242444,0.19046971692517653,0.964830969104567,2.405869161646761,-0.4785532622692082,-0.5279037268427934,-0.6232918746444843,-0.754264819306135
SPAC11H11.01,-1.367730960981523,1.3224311301371934,1.1208465696805996,0.3412629676215882,-1.0653753436715752,-1.4110225248206123,-0.3855469611992512,0.3306718853687126,0.5203752708489816,0.5940879670158931
SPAC11H11.06,2.0661728995219346,-0.35508668773563956,0.1533267972918873,-0.3811700876097832,-1.4624196009212338,-1.2146956609619015,0.8841270771840639,0.176488720148977,0.07608879511579346,0.057167747965903445
SPAC1250.03,-0.4749424627214743,-0.728147142596277,-0.6429951397578483,-0.18508520353818841,0.26917834877347313,2.6891458239690182,0.1620855613847348,-0.15606226105769103,-0.40943737168046407,-0.5237401527752844
SPAC1250.05,-0.6584622948944677,2.4997476517621675,0.9066580561718839,-0.07604271610113811,-0.007141321640508458,-0.3103173330792185,-0.6624073756999014,-0.5779517967639796,-0.5490482681293003,-0.5650346016255346
SPAC1296.01c,1.304771170728123,1.5385755060828197,1.2493154238685504,0.13454362369666023,-0.8820803908865819,-1.1638680395694974,-0.6037977439937487,-0.610664142819007,-0.5670125019711364,-0.3997829051361813
SPAC1296.02,1.3381070962521149,0.26253904622404794,0.4454676986801234,0.2035529985602481,0.418397047857618,1.5163620063269547,-0.9334994282519457,-0.93857941453632,-1.1708464284084177,-1.1415006227044247
SPAC1296.03c,-0.38835074715916235,-0.6281589176185941,-0.5695048553064559,-0.023923072645253642,0.7696740909256267,2.594803685307424,-0.5252915106277424,-0.35304034670831086,-0.3384838004980664,-0.537724525669462
SPAC1296.06,2.2381059382331405,-0.260738584046121,0.2754253782275809,0.3640891115541151,-0.19496135368346734,-1.422569635030191,0.7623844935564679,-0.5670880112475041,-0.7321435947586297,-0.46250374280539136
SPAC12B10.01c,-0.3514157334085412,-0.6806468624033196,-0.470412530687827,-0.14317668991087834,0.2226379401112566,2.749261695078086,-0.03946698062343318,-0.3479216240045825,-0.4624874876774995,-0.4763717264732603
SPAC12B10.02c,0.23557729186237453,0.22897209715885683,-0.5417809319317098,-1.1142032425804949,-1.1041171013933024,-0.6377841290848101,2.303551042032528,0.5752954859640861,0.24225596907531619,-0.18776648110284658
SPAC12B10.03,0.39897540061407333,-1.4623987524516215,-1.1765542914934972,-0.8643706672711955,-0.7320465411497236,1.5817508409716803,0.9080441263249879,0.19368221573166639,0.5203451352025387,0.6325725335210859
SPAC12B10.07,0.9282514022141528,-0.1451545198407336,-0.3086803693372883,-0.7553269189045237,-1.3088919401557035,-1.5127896298165513,0.9051643363003855,1.4697494534556477,0.6843877608302198,0.043290425254393285
SPAC12B10.09,2.1396754930061754,0.5816385877826672,0.10736952666242122,-0.3299215616295561,-0.8310478048165825,-1.7264149812121352,-0.14011040550128254,0.3777483842316699,0.1488858534448842,-0.3278230919682559
SPAC12B10.13,-0.06919167644421975,-1.3130112812139025,-0.8573639786900704,-0.14676287217437714,0.4708353245022287,2.39576549857812,0.45512450360682055,-0.12367092588009393,-0.37995757471720204,-0.43176701756730745
SPAC12B10.16c,-0.8858679077862859,-0.9761646858147669,-0.7194168366072837,-0.3654077892231234,-0.09579342446378768,1.5995701668925897,1.8447512324334447,0.4465041703889462,-0.22249060804083826,-0.6256843177788936
SPAC12G12.01c,-0.5623855551683353,-0.26735153692029,-0.07843199959343464,0.1862914775711921,0.8725447203819108,2.252405071740214,0.37413263270913283,-0.7960115389708007,-0.9739583283339502,-1.0072349434156367
SPAC12G12.02,0.5390213219764296,2.0635252771830555,0.5389691171277121,-0.3996459956896586,-1.1903529838987557,-1.5566718813082643,-0.3123561205792713,-0.022083128148585426,0.11865496922669527,0.22093942411064588
SPAC12G12.03,1.751305084290855,-1.1230669576804915,-0.626878339004368,-1.1499746061588891,-1.061571892828441,0.18731091540498562,1.0580018126983026,0.05032745368932071,0.10082240194804468,0.8137241276406811
SPAC12G12.04,-0.9088570089236155,1.8123623929734343,1.023521620903952,0.8605570311610309,0.49682858870375635,0.041503358568017686,-0.945766675672702,-0.9886276053889124,-0.7750701672325778,-0.6164515350923787
SPAC12G12.05c,-0.640386055969122,-0.6207562249515255,-0.6748173183053323,-0.6495201381951081,-0.32275126520165737,2.682792659347564,0.08666368580375854,0.08009834646657858,0.10047168831101888,-0.04179537730617507
SPAC12G12.06c,-0.4019761461525976,-0.573100646199881,-0.6687817432395509,-1.183341041005185,-1.392913178325959,0.3790104298388857,1.0665577317020822,1.6483347758020501,0.7750277187612841,0.3511820988188702
SPAC12G12.07c,-1.711130698564332,-0.5725234241512728,-0.39548984418073785,-0.05942086027705499,-0.2859974307160566,1.0742562024936808,1.4184852157882033,1.2669430159825514,0.11256257635870363,-0.8476847527336825
SPAC12G12.08,-1.9156353042078231,0.2770348370445665,0.6250962860165907,1.0272390960572824,0.7162560385865655,0.6252972326316253,0.9890538948758256,-0.53235194112327,-0.8931911364220598,-0.9187990034592985
SPAC12G12.09,-0.7111692444158234,-1.1551099724514713,-1.017822790357722,-0.8881932622864722,-0.7024309642512011,1.5112742769609182,1.1274360670359844,0.92886844709504,0.5322586475301255,0.3748887951406227
SPAC12G12.11c,1.2237402495376106,-0.3446548356625333,0.18846184819418643,0.9002114787080726,1.4758055168025639,0.568125186396149,-0.9028994960130735,-1.0441008780242977,-1.0413306157913995,-1.0233584541472787
SPAC12G12.13c,0.08265996328055818,1.0581441045514928,0.04380426090203038,-0.6646809287981497,-1.17528225664434,-1.8804694987418082,-0.14465086230022017,0.6461108249506842,0.9691061931210084,1.0652581996787491
SPAC12G12.14c,-0.3428071044414426,0.871233553691214,1.4113822538040426,1.567628258392824,0.0383746903260797,-1.4804612009245812,-1.0651433001382145,-0.41309001339872375,-0.25348175840111226,-0.33363537891008543
SPAC12G12.15,-0.12054542709394855,-0.3726581094087667,0.6232211154596012,1.2750012796579777,1.4255423134272767,0.9976419387814088,-0.7551486750574096,-1.1020212077445317,-0.7881396529882424,-1.182893575033361
SPAC1327.01c,-0.3149784012182192,-0.6717849982457265,-0.7339956538669469,-0.7436158168417002,-0.5536907723311564,0.9254800911794983,-0.8868900331340143,-0.05204677725187304,0.8792292347824664,2.1522931269276686
SPAC139.01c,-0.8344966379412089,-0.31519208341789373,-0.336194982214482,-0.0537680903208063,0.24206597839915805,2.690569462734011,0.07763656663520177,-0.30985332248862113,-0.4941719020541181,-0.6665949893312378
SPAC139.02c,-0.35232109166665004,2.2564765679245977,1.0340452928687789,-0.5631254576407974,-1.2550565544534371,-0.8582303870911715,-0.20975289884449488,0.13628038275525634,-0.04032023511069185,-0.14799561874139114
SPAC139.04c,0.7315662856360937,-0.8920463560348598,-1.1046002733399582,-1.0044110448066397,-0.7578004536225794,1.8874787287526602,1.1263382752880848,0.11326092626822111,0.04175492131224739,-0.14154100945326847
SPAC139.06,-0.4067968218230449,2.059147708836588,0.4129759810294831,0.6438519244264347,0.32192056216347703,0.6222297405312303,-1.2466552906010846,-0.862587905620266,-0.8908325932635801,-0.6532533056792394
SPAC1399.04c,1.224803303464651,0.37448899872525904,0.3487464364184606,-0.7738759668043435,-1.61211920308381,-1.6084371705117826,0.024360336509387744,0.4909350743451631,0.6252515474750961,0.9058466434619207
SPAC13A11.01c,-0.9055209220476802,0.9367691753322083,0.9081634496945986,1.6312979587901006,0.6509291137771044,0.30324831520319756,-1.2454572539337727,-0.8684190020988363,-0.713935005257926,-0.6970758294589917
SPAC13A11.02c,2.3203385163029315,-1.6245349761355834,-0.42241524851858975,-0.2410362595559049,-0.11892674705883344,0.677571921977083,0.18710527352316403,-0.2638654338204058,-0.3801666017692532,-0.1340704449446015
SPAC13A11.05,-0.39829125431549756,-0.2061944412514065,0.1600741053641954,0.39581597810530555,0.43516441626814456,2.3241127143018687,0.2287275741642428,-0.768738883584998,-0.9702143182090671,-1.2004558908427887
SPAC13A11.06,-0.47671277623103053,-0.4944334739466434,-0.48874095374745424,-0.4899933431004324,-0.48952207667446845,-0.4551868283045084,-0.3601936307195809,-0.1849910309536702,0.84738827439141,2.5923858392863783
SPAC13C5.01c,2.420009997898181,0.3156640909535952,0.30007869451322433,0.5912016265306476,-0.030026912525154256,-0.703775345050777,-0.823417295382043,-0.6558203453577847,-0.7218965181099355,-0.6920179934699515
SPAC13C5.05c,-0.6182697710911154,-0.5867863145572425,-0.48463377154743614,-0.24659759756890787,0.1095751383537609,2.7262869099837177,0.23064928898623605,-0.21566409053220537,-0.37016756621042446,-0.5443922258163839
SPAC13C5.07,-0.3273055081539258,1.6812174158717719,1.527192208245527,0.7744448282597897,-1.0086687885664412,-1.1771151493525815,-0.6538485349811186,-0.4771865710664719,-0.2660385481964111,-0.07269135206013758
SPAC13D6.02c,-0.5923470563258556,0.6494478618099976,-0.6860285033741891,-1.1815633732680402,-0.9955731667397788,-0.9049761181639903,0.7745174990805909,0.5273486381754623,0.5839288010174195,1.8252454177883837
SPAC13D6.03c,0.4718678787546635,0.5424396158534918,-0.680572748932777,0.7901957614937926,1.4821560955808355,-0.431177717709855,-2.1469700248972523,-0.45219662534849925,-0.02116389772933629,0.4454216629349526
SPAC13D6.05,-0.855533417631465,-1.9170260007542155,-0.9884957876544701,0.42756385435842853,0.7015604972730145,0.23692331834119648,1.553203229826533,0.01719058739190567,0.1553149920625544,0.6692987267865144
SPAC13F5.01c,-0.7552996524497428,0.5454862607628534,0.39497252123754145,0.9084780449665262,1.6434382102638505,0.9746946212672786,-0.8342670225175813,-0.8282602257964057,-0.9297573673381044,-1.1194853903962116
SPAC13F5.02c,-0.054877848367847794,1.2778426848051423,1.5923174185784885,0.8623382767727366,-0.740016959801485,-1.7859643143072559,-0.33386071216202395,-0.35974391100943764,-0.260116167245466,-0.19791846726285303
SPAC13F5.03c,-0.8806241767955626,-0.8862880536006472,-0.8004166933727199,-0.7773452083480022,-0.5418647229575891,0.705564504302536,1.7788485059338672,1.4556873934368952,0.21597551025427938,-0.2695370588530579
SPAC13F5.04c,-0.5322229338436472,-1.1722147125111984,-1.109463665900717,-0.8866670237185382,-0.4451726128614858,1.8198975621814701,0.007559529426023045,0.7350245756406031,0.6875039046951316,0.8957553768923604
SPAC13F5.05,-2.245812838472936,0.42516296768061157,-0.4011322427745416,0.12955273202896708,0.27754056115615017,-0.9690745494182009,0.1620462062574888,1.2672353209161316,0.8042862890654445,0.5501955535608822
SPAC13F5.06c,-1.3135532592051695,0.16871887224340565,0.46965004170757135,1.0687408937146985,0.7601029029651377,1.7693994187527062,-0.7962588569114663,-0.710020288757805,-0.5799114203270186,-0.8368683041820599
SPAC13G6.02c,-0.6571413314292982,2.560896295161589,0.7845016550370904,-0.06759979006640535,-0.10088270867294695,-0.2161890035365933,-0.5077696637676052,-0.6063431981017489,-0.6032103185864647,-0.5862619360376176
SPAC13G6.03,-0.2421042454207361,-0.5875675339961618,-0.4615955434323171,-0.3588054749079937,0.27572335440034884,2.769833744579565,-0.2797731031351404,-0.33683876477722285,-0.3143319702736734,-0.46454046303666924
SPAC13G6.04,-0.6561942531011207,0.8657466289900607,0.21069728814997993,0.32326532863305313,1.0702763023743116,1.769562387518438,-0.608481586998977,-0.789838248681933,-1.0122832238395238,-1.1727506230442852
SPAC13G6.05c,1.6015656071809568,-0.39732535905625893,-0.03425440210636947,0.6334083145694455,1.5858301365040242,0.22469538732636699,-0.7388948521027561,-1.0204372418107146,-0.8927240351924194,-0.9618635553122759
SPAC13G6.06c,0.5552657939698652,0.9746895305547817,1.2678443227297624,1.3432268888169947,0.2764251990559254,-0.5651885221127114,-1.2375354914838934,-1.1543988976793311,-0.7732487177843879,-0.6870801060670053
SPAC13G6.07c,-0.6721551133614888,2.637734453481148,0.7026741083461532,-0.26112792907956434,-0.3645264390140843,-0.18777682185579664,-0.476460051156857,-0.4574514324956148,-0.45118775619149487,-0.4697230186724011
SPAC13G6.09,0.20457373367278284,1.7071684960538325,0.8303229285825939,0.8009294219152316,0.7143392510757286,-0.22977357745019317,-0.820393806564645,-0.8946464953310022,-1.1215315086899362,-1.190988443264393
SPAC13G6.10c,0.4648328030294218,2.2625093184035054,1.057739204098502,-0.500710222908667,-0.9054653213781115,-0.9679201087395168,-0.5194687899322135,-0.24775227304677877,-0.33364802360196455,-0.3101165859241798
SPAC13G6.11c,0.6412634595321866,0.6831884144827188,1.1808398473130306,1.3470766014930593,0.7393778919396198,-0.8459815821480794,-0.6531571340050576,-0.875987552579765,-1.1092372081153905,-1.1073827379123236
SPAC13G6.14,-0.4505354475695699,1.5822701029179669,0.5389094684442911,-0.3366580666905203,-0.8167909677939982,-2.0272276103804328,-0.2227970755407851,0.4197426675470116,0.5448369114152805,0.7682500176507531
SPAC13G7.01c,1.6378412854142912,-1.062230194066126,-1.035513016036061,-1.2209125289952418,-0.9115095046786191,0.5987612851449383,0.3035821266793045,0.08252733074349237,0.6521715244799193,0.9552816913141006
