"","A_00","A_01","A_02","A_03","A_04","A_05","A_06","A_07","A_08","A_09","A_10","B_00","B_01","B_02","B_03","B_04","B_05","B_06","B_07","B_08","B_09","B_10","C_00","C_01","C_02","C_03","C_04","C_05","C_06","C_07","C_08","C_09","C_10"
"SPAC1006.06",1,2.19746358862578,1.26751628757572,1.97832485951298,3.78268210734569,6.5136563876652,4.41083467573534,2.41614467018901,1.81482693723918,2.18986966824645,1.7714856230032,1,1.10515999829562,1.36087937457369,1.65752811860941,3.01368748838074,6.28471044342137,5.74564706924815,3.75506717627982,2.49802561879996,2.87859449740852,2.09863257545109,1,0.98336027384235,1.11049071190809,1.70449114132674,3.07962599011375,5.17824954936912,4.72043452462458,2.56669893033529,1.60092879256966,1.61429797861547,1.40726629473398
"SPAC1006.07",1,1.04922617937721,1.16380558428128,1.16176318777743,1.12102799083574,1.14586515160771,1.21836093969904,1.23253165111491,1.26449438202247,1.27675988428158,1.30372326869164,1,1.04916158536585,1.15537556000881,1.14117537332767,1.08215408805031,1.06612450382418,1.12982988939733,1.16233903314334,1.18749528215414,1.18968907326981,1.20140957243697,1,1.0417081425443,1.06419760619096,1.01150202976996,0.998092513113972,0.997711888645247,1.06133749822519,1.09352142110763,1.11282433007231,1.10435727778305,1.13790816271054
"SPAC1006.09",1,0.817258572321111,0.591733191413873,0.656226637812316,0.658428740623766,0.607024567788899,0.539741100323625,0.445281003871312,0.389832291240577,0.606417598400145,0.535538251585454,1,0.759200698198964,0.76716564923091,0.702758280612298,0.665494287133631,0.576387574219086,0.577779694643319,0.551791745613312,0.439745273109244,0.310159288757177,0.313424734453231,1,0.956590203004639,0.736838079419542,0.767595933839516,0.802711775629732,0.856549463950002,0.569662921348315,0.551267168083715,0.340784353363319,0.308622820266374,0.212501575696458
"SPAC1039.02",1,0.775117216289536,0.620122945678083,0.478462878714549,0.445074734377814,0.456501662356853,0.531345401384529,0.536303272285392,0.523789339832574,0.502664334526521,0.342550242550243,1,0.861023331968891,0.734373254384985,0.603269473442698,0.49312640660165,0.468064085447263,0.445011424219345,0.477933290920658,0.552488915971507,0.537594945767182,0.524925134757437,1,0.728288134258687,0.627211082049792,0.54181589958159,0.464669154585905,0.505559459670493,0.51880608974359,0.576297285269248,0.573286700903134,0.57650253761909,0.512563331222293
"SPAC1039.06",1,0.890010317139909,0.729788381844486,0.615600210981374,0.540283198692929,0.51696195935383,0.526146910633784,0.525218388776141,0.51885460251046,0.515529187597436,0.538085337190382,1,0.923190520247669,0.715169809240269,0.633162088616091,0.539736201552,0.50616525217052,0.525182696005992,0.532223487296263,0.506362837903777,0.498673714560308,0.5034151547492,1,0.865535192787912,0.701495609220637,0.618117336503683,0.579812872129288,0.535340314136126,0.561453280863915,0.57648938169517,0.545527298595056,0.543064530406303,0.5495834453104
"SPAC1039.10",1,0.842798114107114,0.64352310648195,0.498378886365416,0.447927811250633,0.407168541338759,0.448091818053795,0.461385650484311,0.439185645272602,0.42076936300763,0.474209749772724,1,0.928172163219676,0.708215599509517,0.575550789627608,0.506616833835475,0.425660087157139,0.440918746680828,0.422740942288415,0.466973670334306,0.456824512534819,0.443665147036722,1,0.789863615658744,0.585181141439206,0.52677805575411,0.474655824812817,0.436007986984174,0.467615799492386,0.468693854837427,0.437431369639412,0.428684650621683,0.396883204308314
"SPAC1039.11c",1,5.99154245738599,16.3494550893938,27.4203182491518,64.7183217729657,447.784779258277,1082.17821782178,875.634227291802,676.14222169853,619.330293300235,724.069400630915,1,0.980013583001843,0.995270469997044,1.2072860267489,2.30479623967508,7.6685393258427,40.4331118405252,44.9252801992528,36.7964737168045,34.0387531592249,32.8862119485593,1,0.765529485343071,3.04485636334457,5.01559732466228,9.38721488298451,50.0838139989177,166.272293063407,163.323720569879,135.06442656795,120.475615951232,118.433783825962
"SPAC105.02c",1,0.935665634674923,1.06935107211096,1.17696082249396,1.59931840311587,1.95207337553288,2.56361970684039,2.5149790293589,2.3878828102778,2.39625124879085,2.40924092409241,1,0.996349505416863,1.09110838867754,1.26538547820235,1.51440844818328,1.82247016757851,2.05117637789549,2.27718641923807,2.44406892268585,2.22995321868617,2.28447228447228,1,0.82068269291438,0.838998903438044,1.10172793494833,1.35444435188271,1.82153010209083,1.92604987265296,2.22882895232873,2.00765585688487,2.00725308641975,1.93291921773762
"SPAC105.03c",1,0.843599328240966,0.968829714427923,1.51081789075386,1.61012480224996,1.31798561151079,1.09330899389174,0.938354926182585,1.12595806218366,1.17746691871456,1.55611072249425,1,0.744488608822104,0.724540050948203,0.630699737187911,0.764804302360323,0.711055555555555,0.462335942203492,0.489351940355573,0.528447563996697,0.496053226535753,0.420581630976505,1,0.850844844469446,0.696537608732731,0.759141184124919,0.640545839541997,0.668160994764398,0.563127413127413,0.557477305303392,0.508884735202492,0.533795176785831,0.592886178861789
"SPAC1071.01c",1,0.854052871148459,0.931249403455188,0.875904479755813,0.901644949634969,0.936433438909684,0.782853245606997,0.828664854764736,0.869813675670857,0.876691526642106,0.958795204402516,1,1.00054177511021,0.840346181299072,0.881478708469818,0.858264989976308,0.940449326010984,0.865600588181233,0.77372874394151,0.767424427605312,0.827426864622683,0.828956169688435,1,0.814167073766488,0.793543472050281,0.838659031209428,0.83954622390586,0.858452663026682,0.79399714149595,0.704395604395604,0.700016801075269,0.715647543799382,0.737825394014521
"SPAC1071.02",1,1.11739110308753,0.941091617933723,0.928066128412149,0.888443135811557,0.856448465495831,0.860340372449434,0.82582962709545,0.882757359663558,0.808744450959042,0.978138865814373,1,1.06757723195967,0.997655385491876,0.896602993304451,0.857267934475617,0.796736372386035,0.760853943850267,0.748840460526316,0.826907010533963,0.908319201995012,0.848244061481137,1,0.99967295093209,0.939201110119933,0.853119654272081,0.920765717617336,0.814965167283048,0.774529998365212,0.862437426048967,0.865430632934514,0.834266596231731,0.853657657657658
"SPAC1071.04c",1,0.84724600456621,0.867358118471989,1.06953075745294,1.25085584873861,1.16684681143756,1.23970393260186,1.22815182542145,1.16284763023893,1.07339781252825,1.05284156396844,1,0.93986413463023,0.898590301867296,0.968807193443145,1.21216646754281,1.18169465204309,1.32538645765295,1.29499234172907,1.13816958025615,1.20723847297967,0.966269841269841,1,0.853779010758509,0.905164992826399,1.01988360814743,1.24180690876882,1.19726729291204,1.29992685464679,1.19579226686884,1.19285309132161,1.06796445196784,1.01889534883721
"SPAC1071.05",1,1.00999561220449,1.09710306665737,1.22647762125071,1.08012681117953,1.2637929187423,1.13164899995204,1.0904353653464,1.10412401286926,1.06633598481425,1.01021183673906,1,0.857465517241379,0.984227191767267,0.861699731438967,1.38957809443979,1.27049777107895,1.16793480813489,0.931853100993067,1.08616980616981,1.04379125434187,0.924405204460967,1,0.895337728097831,0.87233547426231,0.833096275224464,1.05626500456477,1.12123423703668,1.01556150370073,1.11917216012229,0.951807840747512,1.00177447113278,0.965676071141521
"SPAC1071.06",1,1.01471004243281,1.06787734444775,1.11549944022888,1.07395209580838,0.993720565149137,1.01951681667456,0.971823354104579,1.07616456987419,1.05582810047096,1.09858809837371,1,1.00648590217098,1.00648590217098,1.11834005625231,1.10274378207659,1.03358001850139,0.963605002156102,0.966773384096219,0.939618198637625,1.02863192782176,0.964520027624309,1,0.972290523926613,0.992853693867697,1.04257088386809,1.06499129858291,0.994005607657353,0.906773681425296,0.937192342752963,0.937363238512035,0.900341536036431,0.956105272947085
"SPAC1071.07c",1,1.0104374229054,1.15011178192265,1.05781265521009,0.971092467627211,0.999436884091976,0.991250116354836,0.950803571428571,1.01255110773034,0.98830626450116,0.997284135605919,1,1.03202846975089,1.14231571775327,1.1459390185294,1.02748252417888,0.935483870967742,0.918035592060233,1.00139990667289,0.928040131465145,0.933774258115047,0.932070882557332,1,0.976257118038799,1.02750858373458,0.951820833725416,0.911836293157847,0.841584158415842,0.901274169116992,0.855318789108743,0.825377396980824,0.823160807291667,0.76657824933687
"SPAC1071.08",1,1.09350319125711,1.14878173821537,1.019211203543,0.997867154174284,0.986994621661721,1.18413550459609,1.11530250042569,1.04650591156011,1.04496477922588,0.951598663403404,1,1.22498284818191,1.52320887223314,1.37508595318646,1.20222679123231,1.13828394485491,1.11432073999777,1.12309472194453,1.23127316610637,1.05223943424819,1.14038709383091,1,0.933650662251656,1.04000430319051,1.01240238173603,0.834146882627025,1.00771372835167,0.936545062001772,1.03564323099997,0.965804158876504,0.916752465590116,0.820025932164366
"SPAC1071.10c",1,0.921512249347984,0.810501081131898,0.725515442228393,0.65736179946626,0.628420438807493,0.658868933893771,0.746756171502815,0.781764599202031,0.753412566634624,0.694426097462747,1,0.946942335431785,0.85733665391079,0.754911748974862,0.679990364541513,0.64010582010582,0.637263902475732,0.726793683487813,0.737554433025605,0.750230333097094,0.748440123729563,1,0.894995888909191,0.77975325838225,0.704539733908666,0.655073553995319,0.613823621553885,0.657326176297912,0.746693978658537,0.760755193166376,0.759649122807018,0.751274923312884
"SPAC1071.11",1,0.94736355226642,1.14845467187009,1.02287255293648,0.81627610393751,0.963496095587544,0.843574958813839,1.13279132791328,0.85398599066044,0.9582670534294,1.64071261495082,1,1.1420006082637,0.805339379455441,0.809722336318081,0.754583732057416,0.612125446359261,0.692126744492232,0.661194029850746,0.765201358563804,0.723696769456681,0.799347173789636,1,0.926390787899504,0.898248557727164,0.823833950793198,0.88713967143354,0.713903523213698,0.746663796814464,0.762618712627506,1.22888681063311,1.17765677195079,0.835661977259588
"SPAC1071.12c",1,1.01412488272699,1.14877311480056,1.12905472059421,1.12042059680521,0.994530770803517,0.956964391107614,0.881843727338651,0.828168894185749,0.82493852285254,0.79643880474826,1,1.13559548391736,1.15599803394581,1.34329809211326,1.18871718768483,1.24423133202764,0.979877670419289,1.00986661794263,1.06565120987178,0.81820873427091,0.875495010296214,1,1.10177690029615,1.05491493383743,1.06518419545715,1.10014785608674,0.780434934619957,1.06406711793307,0.996606839896419,0.863386709986849,0.913937111038323,0.724458003375308
"SPAC1093.02",1,0.953183871194215,0.822555889896399,0.755878259255823,0.696485978112175,0.667822593867847,0.695475113122172,0.701766023432116,0.727785222907174,0.704070872947277,0.700558995528036,1,0.97664044329779,0.855858865982826,0.755084995578265,0.683613557512677,0.649083537460934,0.652334465195246,0.664461738002594,0.68574870605033,0.701076544110939,0.697956403269755,1,0.911163820781297,0.788876534525403,0.723336523656943,0.669845857418112,0.654215280391419,0.626622206200433,0.660931558935361,0.689850183549955,0.694883070157905,0.658054135907628
"SPAC1093.04c",1,1.21926352404942,1.57352941176471,1.90373630489746,2.42231436469355,2.25535549860774,2.54395295000938,2.3235879031705,2.59605930201377,2.69061263383581,2.64063697411318,1,1.10243700950021,1.26578590785908,1.57795608108108,1.8899971674827,2.13446818233748,1.95061599498852,2.11844611756168,2.07450588496558,2.14853318306749,2.08009530383665,1,1.16398713826367,1.34682640077387,1.7345471969334,2.11172297927945,2.02596821132751,2.23318938926589,2.23434722496544,2.28255797823373,2.29902577195189,2.25804037026872
"SPAC1093.05",1,1.97684966082978,1.76062521952933,1.55674953802196,1.32001685408053,1.11748968899788,0.812464543317935,0.854354866200784,0.790365815200252,0.721690303073933,0.788997324098851,1,1.59900337624352,1.53850429948754,1.38463462680967,1.16190651115805,1.12008498906019,0.92821732887552,0.692176631496678,0.704678548695099,0.709420057673822,0.672467729688686,1,1.30007728092373,1.3469605626727,1.05466569963982,1.10537639950011,1.08300934107549,0.770023335128343,0.814081032356011,0.745339240726262,0.678068442266656,0.631689000147254
"SPAC1093.06c",1,0.991703781329141,1.10801053761343,1.1070384090466,1.07071468979823,1.16574619664525,1.13666846836026,1.0746664143087,0.97151167764565,1.11925882121033,1.29480981483171,1,1.30931230661743,1.62911999205186,3.10941499952593,1.48956464469829,1.55734688305059,1.24105960264901,1.74918327888526,1.44985521342205,1.47462847635963,1.44980714183088,1,1.254529408711,1.62902943119464,1.19173488509715,1.05463908527538,1.1076175634797,1.45750404091578,1.04235679779158,1.04199724042773,1.31933525506639,1.32743751716561
"SPAC10F6.01c",1,0.967075095843043,0.886487355582608,0.768289041504927,0.699248120300752,0.679310041362316,0.673090338332752,0.712479232047259,0.715119510839355,0.711166390270868,0.724108818011257,1,1.0056880589989,0.958942197396639,0.838650935578139,0.750058513750731,0.710428597820063,0.70840011052777,0.734724875811999,0.738321973696842,0.757669195153187,0.755659265081548,1,0.942655006653812,0.833081317204301,0.729352062955063,0.696439499583655,0.662647957235586,0.654649188985289,0.693496503496504,0.685146071851559,0.689227561556791,0.703568569025105
"SPAC10F6.02c",1,1.00792193990919,1.28194731151086,1.16820441617772,1.14644572156962,0.94570340826686,0.87672268907563,0.921887425996289,0.976781200262148,1.08116230388195,1.12117695101769,1,1.02497474979341,1.10219194312796,1.19889164545542,0.994742470147924,1.03008212604964,0.7756931415468,0.941945827356341,0.921115603597657,0.911488527802727,0.905059185989947,1,0.948309783580755,1.2537094619359,1.17911310768136,0.995680751173709,0.995213514781793,0.852069104057855,0.789810814836884,0.820044853452943,1.0623653759455,0.949923855594374
"SPAC10F6.03c",1,1.56046359557149,1.65171006467935,1.51424976751819,1.36768774703557,1.28597974542414,1.31293872130526,1.30366393519827,1.3623031496063,1.37379652605459,1.33626182660745,1,1.46365651615914,1.5800146099398,1.43220842086035,1.24306381292113,1.15835641735919,1.18977617602428,1.22021204163019,1.23827855098213,1.25049840510367,1.22653500195542,1,1.34865697347067,1.33339154732798,1.19752965395549,1.09619526202441,1.02243053230666,1.08067940552017,1.08683274021352,1.11673827589359,1.11612608497031,1.10842936212685
"SPAC10F6.05c",1,2.46813403416557,3.49957301451751,5.02934285395515,7.2502975520314,10.5583922799457,9.64235294117647,5.96206750608401,3.88804554079696,2.69734322642413,2.32768770009295,1,1.72082609887599,2.77620521892968,3.65792540792541,4.8688480084806,7.05030045489433,8.33562037979726,6.96477115117892,4.45061567913781,2.59380165289256,2.12683532866501,1,2.18244952893674,3.33462202846097,4.5420322005983,6.70055040412555,9.10436364453028,8.91711759271479,6.6407299413557,3.93353386376868,2.42211865925793,1.81066595203001
"SPAC10F6.06",1,0.978091931216931,0.992950062945867,1.09729178260063,1.31162625691511,1.30717726609802,1.39008342145459,1.42734774635653,1.50498651605353,1.54524319523536,1.20749132476016,1,0.938035693627941,0.866643995336184,0.920266603386193,1.05879490040597,1.12699636106338,1.07340995246405,1.18341271841955,1.22196648993739,1.20100448382189,1.26937253618341,1,0.945163814180929,0.959235732009926,1.11283450785316,1.28456548900763,1.39321291103839,1.43504343306853,1.50858543286192,1.55467078487203,1.5642581981807,1.53010560314118
"SPAC10F6.08c",1,1.01554525348758,0.995663323812105,1.13443082478145,1.10038365381292,0.971666921003103,0.900103666006974,0.782419922995003,0.777895422707281,0.808789906003895,0.847320794889993,1,1.00190160716476,1.11996434326465,1.09176591169884,1.16717086300946,1.12109182844657,0.950882980787891,0.765071434147865,0.756741312741313,0.819586852889521,0.795825889231769,1,1.09795443396119,1.06373172106595,1.14697224307865,1.17476379971192,1.08299198775657,1.04251792794159,0.830147502803416,0.798465112420144,0.80447212237733,0.763014350273527
"SPAC10F6.09c",1,1.64276477434372,3.75526553054377,4.2328068772491,2.53512272999401,1.01603615132368,0.571843349088454,0.498508809794765,0.527619720064792,0.345955882352941,0.438217944737659,1,1.22235802933434,2.9023004542867,4.37250912270671,3.76475017012466,1.52674534672069,0.768994173838464,0.728245343789385,0.662319468147431,0.593747859246912,0.525972975159803,1,2.12661331026029,4.88214262067139,5.61523084245597,3.94404995921424,1.36799628942486,0.823716695525889,0.57939298693645,0.589608779961218,0.469934036518913,0.559552267121988
"SPAC10F6.10",1,1.36072184696038,1.48349655422561,1.47176847752601,1.37429996945321,1.3751681134613,1.32129221732746,1.29728950403691,1.38165774360969,1.10740072202166,1.21168866145974,1,1.2633669077517,1.40900655697142,1.28827555002545,1.24141614527697,1.18694764048691,1.08964791427478,1.17765668138436,1.13087081719789,1.10519165453663,1.19818625594411,1,1.25053941175728,1.1615878671386,1.19353789831162,1.01945113044909,0.998408333081487,1.03290186760047,1.00443899423336,0.823232826646731,0.866867838712499,0.925733233700729
"SPAC10F6.11c",1,0.798218688673074,1.33785949228304,1.52250695844131,1.75374784416044,1.84734886862546,2.34358148536647,2.40064771936197,2.57775683317625,2.50631991404917,2.5929679454697,1,0.98000699056274,0.90421826625387,1.17215719063545,1.56710411589796,1.63675847333948,1.99088275391956,2.30004429787862,2.16109141359642,2.33837069655725,2.10919868805103,1,0.864895121376385,1.12181887657623,1.31027403374096,1.36181463957696,1.6391959798995,2.06383128295255,2.09284420935571,2.04534054174562,2.09120437644243,2.29223273681252
"SPAC10F6.12c",1,1.18459693151263,1.28538737682175,1.26010207229186,0.998200699727884,0.903800319794045,0.912870361905923,0.918542971903969,0.8413499344692,0.794422345973659,0.775770392749245,1,1.21395709772186,1.27459225094935,1.13974213861025,1.0723431341347,0.83202583341248,0.907503133643417,0.910881206134651,0.865823285234236,0.880530706603679,0.755988954090439,1,1.23278110778111,1.24660109718968,1.1862349799733,1.06045306979853,0.970677242087553,0.854317307692308,1.0057618292959,0.866904088203727,0.782259200563479,0.764161004558355
"SPAC10F6.13c",1,0.872832729477989,0.700849044824572,0.607873077756119,0.541073838442259,0.516384544618215,0.510746132848044,0.518196085672083,0.557242132433237,0.567065717027832,0.584144196646928,1,0.877519908171318,0.723590221394028,0.607668041134681,0.539330673074803,0.495247639002763,0.501763921649062,0.506684755030395,0.519770110058216,0.532006045646808,0.531122448979592,1,0.882759333953873,0.741306235886747,0.638084416069853,0.588688875094834,0.550564406888989,0.547246265307431,0.562308949088226,0.565183419414647,0.566383543463835,0.584240283652991
"SPAC10F6.14c",1,0.848719089130048,0.888720193740685,0.804765519568151,0.824444828480083,0.920530631934395,0.849399091961186,0.917432692307692,0.929588854247857,1.00102816975292,0.975802575195083,1,1.04023577652486,1.06089911134344,1.0565726681128,1.03151207115629,0.969969730763103,1.07069374835136,1.07789678675755,1.07305252026789,1.10609501317104,1.14834024896266,1,0.999358739465006,1.0565617433414,1.08742025518341,0.940187882444195,1.0263430238028,0.892497750143173,0.943603494507396,0.876154525740904,0.915876080933591,1.00248116155119
"SPAC10F6.16",1,0.997333096275224,1.0674595623216,1.07379402756508,0.932972972972973,1.04401637818723,1.37289214126631,1.2447851943902,1.16807396378856,1.21135885115802,1.07843891185235,1,0.938385650224215,1.0613822416539,1.19624992854285,1.05470600687479,0.875711416136592,1.05004867376534,1.10992065175882,1.22252731202898,1.13508646314739,1.19163136075805,1,0.814116440112849,0.913071993188434,1.00406149174416,0.891540276373441,0.990068869148618,1.04882239433269,1.1976456383942,1.03248806255611,1.04290914825669,1.02425235876454
"SPAC10F6.17c",1,1.0172647914646,1.09745378444367,1.40076573769032,1.85034461668745,2.11380584481021,2.23285124260187,2.31984074319841,2.34148955170566,2.42254388666461,2.37159870355016,1,0.916875312969454,0.941457323343617,1.07255230125523,1.3962177825225,1.68188856520484,1.74976109215017,1.90576025217831,1.89488468361916,2.03806767586821,1.97494529877654,1,0.993904677976059,1.11180481393247,1.18159594901345,1.66034865604259,1.842614023145,2.02796050167074,2.02586594018501,2.11138845553822,2.1313050188186,2.25243817195353
"SPAC110.02",1,1.00268203039634,1.12321541834044,1.10973075781396,0.946460384435068,0.812394366197183,0.613542426452711,0.527239488117002,0.607486759749639,0.889025893958077,0.772480293870054,1,1.17717744850018,1.43230912988512,1.41407454036337,1.60165709860228,1.39059064614596,0.958437545976166,0.828553259141494,1.03298184412907,0.80965697240865,0.987793783169067,1,1.40361445783133,1.82912111732105,2.08881931064012,1.6333256607169,1.47079329187865,1.3027622465159,1.06450733037845,1.00898397104447,1.1009167842031,0.944975786924939
"SPAC110.03",1,1.00918016065281,1.07475049222622,1.16662981796743,1.22494776754624,1.41503530884062,1.96589794220285,2.52705852303566,2.69368863477802,2.62555562927088,2.39717729723181,1,0.985592417061611,1.06544162852654,1.14146662763466,1.15302727877578,1.24100891152132,1.63155362149044,2.28467217437159,2.46530521923308,2.47253531174205,2.45703303454686,1,1.04716851775675,1.0198985042735,1.11188760282449,1.20771724519649,1.31956803455724,1.84232745519022,2.40611216131065,2.4329791809363,2.39968578161823,2.39168219469803
"SPAC110.04c",1,1.24316770186335,1.60645310164237,1.78204157948627,1.90780302398456,1.90889474374411,1.87211355212852,1.89103964664061,1.93064531687084,1.91771962392958,1.88994594084181,1,1.23448678639217,1.54740117130307,1.7616234855351,1.90034163445114,1.96493103568482,1.93717637355084,1.96433757332869,1.94894254595747,1.9523402683169,1.9661876191805,1,1.28742563113041,1.54774792190218,1.69810920582403,1.83662702008327,1.87168338125628,1.85974936994065,1.86234488212786,1.83867263750144,1.84281998757106,1.81165077102354
"SPAC1142.01",1,0.981193197156483,1.26094246892165,1.53625066922145,1.52787702999986,1.40602434495564,1.29046001633194,1.1994411994412,1.10899789469402,0.989563481259642,0.975924102747695,1,1.08325855020441,1.19418735023193,1.38851256358478,1.48006866297921,1.54614673023554,1.44031394177229,1.23886741245025,1.05506458191706,0.978650572020539,0.919820506307679,1,1.10789626475711,1.34472633309843,1.40704690975679,1.53537710546079,1.48995978709283,1.52928604822013,1.21385934965383,0.978129004698847,0.920781727521312,0.893894440974391
"SPAC1142.02c",1,1.03747983679666,1.08969503687463,1.13621248649098,1.25371217593707,1.08817675159236,1.19300389521118,1.24440903659022,1.21571287205773,1.19227539882452,0.886780210867802,1,1.02732715334106,1.03916780621215,1.09955868826028,1.23874949059789,1.20096628173434,1.11543300482281,1.21883878654569,1.2175694388812,1.18952582206867,1.16640354339341,1,1.10816012317167,1.12924102765248,1.28076516710226,1.380782235438,1.38633408773535,1.36476220950214,1.45903280163185,1.35989513833945,1.35348596680927,1.3407691143426
