"","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10"
"SPAC10F6.16",1.07602091444562,0.944974715019814,1.0449483023644,1.13032080396834,0.991838838195505,1.00241950984533,1.18958726643922,1.2091961575283,1.16592923193617,1.15578926171552,1.05745928071822
"SPAC10F6.17c",0.728416070343037,0.689300006700789,0.747290570477264,0.869261388166323,1.15824728865893,1.3324461753852,1.42943921943563,1.48632030949255,1.50001970978992,1.56078925163684,1.5345987890115
"SPAC110.02",0.754654614516438,0.841879328533773,1.15736568142888,1.20275869782655,1.05893412049868,0.862888268269283,0.670141695438292,0.627265374625835,0.664744637607439,0.614478717336148,0.610806581730553
"SPAC110.03",0.640784136289542,0.677617022579691,0.69692189249639,0.725100130368303,0.76884944439876,0.854309958635854,1.17040170410309,1.54554380031681,1.62944301282931,1.61766989212606,1.5486253183207
"SPAC110.04c",0.617605007515748,0.772196219231117,0.959110961987263,1.07097183839131,1.1551503087458,1.1736217941911,1.15725583873851,1.16730301485431,1.16519374729474,1.16528647970507,1.14837779921229
"SPAC1142.01",0.914132121932856,0.987452918553745,1.14490724518832,1.32948342649554,1.37654763384481,1.35503034373281,1.29498173368135,1.11522422338551,0.921331738798506,0.897105336198026,0.820817947072847
"SPAC1142.02c",0.905671592998889,0.968115583062446,0.990716095304623,1.06197839655255,1.16599440230718,1.11942636910127,1.09872066976656,1.17951206431706,1.14415150319307,1.13369492702889,0.988986206732946
"SPAC1142.04",1.09823445392414,1.47006232234891,1.60665098919851,1.46111751528114,1.38373690241882,1.26093855835455,1.08252675589961,0.998149782566158,0.970814775999358,1.0053039471075,1.03888288445525
"SPAC1142.06",0.797550825999085,0.791111827883739,0.82416323150098,0.896643170092879,1.01223624009534,1.07701357788897,1.11296529096487,1.11750495799056,1.11698912561947,1.10540605862465,1.09102802050021
"SPAC1142.07c",0.622921706549081,0.658701205969883,0.672742802046868,0.791904343975353,1.11415373248466,1.27791255966192,1.28338417855719,1.35872969051825,1.23411730541527,1.12281390372013,0.970122723205668
"SPAC1142.08",0.555207192857183,0.69905395244887,0.823660510353656,1.15064449983305,1.34196150185433,1.70314933799647,1.2071762074025,0.838398201487325,0.72228588961062,0.86337928316568,0.824601376429016
"SPAC11D3.01c",0.417469507467979,0.486845206909853,0.313394822476834,0.270431199967427,0.203187799608094,0.470860479160228,1.65318965100297,4.74039759862216,9.82716092845775,14.6401249649372,19.1711088623571
"SPAC11D3.02c",1.17713686546333,1.05023786451026,0.876714028697795,0.727988369385969,0.636080396583541,0.568509855815334,0.549981607701901,0.537596166692195,0.511185911605188,0.480039815464823,0.453892383544153
"SPAC11D3.03c",6.29278420160492,5.79985788710322,6.12271873172936,3.87934801788085,3.04593725436547,3.5156918262412,3.77575225741689,3.48014122297228,3.83190838501866,3.81500565882,3.0723295880029
"SPAC11D3.04c",0.560086821430747,0.605850064273733,0.689682264255653,0.74266942999476,0.793056278814228,0.954523434813979,1.07819998925166,1.16746906081984,1.20357520785305,1.23082015449551,1.27466726555374
"SPAC11D3.15",2.19613943550259,1.83606168102357,1.43789796261445,1.23866439070549,1.05368599180856,0.959119320300574,0.982059041661993,0.984223973259176,1.03147683464025,1.15738081960525,1.2468586283896
"SPAC11E3.01c",1.00150586391375,0.880245391023371,0.970783363529846,1.02354074992764,1.10619449448223,1.19764262196517,1.19647746499447,1.12630317043596,1.15841448055977,1.23296104602269,1.25824824417903
"SPAC11E3.02c",1.04875303683506,0.964088592751229,0.938260307637527,1.06492492570693,1.24419750976539,1.13180233431512,1.03067611348833,0.903647417782846,0.945573821175998,0.926605128976385,0.920280185979921
"SPAC11E3.03",0.575386757380576,0.68120655820957,0.787988470701954,0.997063934673873,1.3572667680188,1.38551681895457,1.38662300378021,1.35535677335733,1.23196866380192,1.17279601073725,1.15222188765856
"SPAC11E3.04c",0.737744675479991,0.723352138708083,0.76272681291178,0.857812784790009,1.00044640204667,1.08966637790512,1.12046684906762,1.11580015247106,1.08920272096352,1.07397937059078,1.06813040700051
"SPAC11E3.05",0.809124872779138,0.827743038252115,0.802357440168498,0.963768158846457,0.978415391782213,0.900962103788315,0.616456854866986,0.561985072930882,0.802892803238223,0.819846216054256,0.685262002640044
"SPAC11E3.07",1.07421071385267,1.01604803777006,0.9330215207548,0.897298925867186,0.863723332045901,0.8091255892623,0.852845083779004,0.918162242272483,0.919212289054971,0.919546929315223,0.87947913763055
"SPAC11E3.11c",1.55786529294204,1.52755379356588,1.31391568208279,1.41059369496673,1.0204598718288,0.596123147659856,0.458914418583609,0.510889555456457,0.211086409986309,0.669334148756956,0.350869690146344
"SPAC11E3.13c",1.2109294061445,1.08018715628563,0.918104635475735,0.806252873029646,0.755176016922354,0.748530948592126,0.774077082545957,0.826200358981029,0.837153668439074,0.784245649872889,0.676779752775528
"SPAC11E3.14",1.15033075740317,1.30278384723751,1.12184512027535,1.07554537588829,1.00909715499086,0.967253159729564,0.946600643850231,0.933622777908166,0.886189739656166,0.824248050781272,0.798760702517983
"SPAC11E3.15",1.08109978741795,1.11814977420148,1.17252646117274,1.10316781743604,1.01834742311117,1.00108707037362,0.986133159856234,0.972302996597387,0.968601274513244,0.957992962440131,0.94317519453079
"SPAC11G7.01",0.572442362147975,0.671904490680656,0.887053932819509,0.993815486682052,0.863573869538049,0.768764874124656,0.928790814689674,1.15995282400978,1.15878880515664,1.16521673952086,1.0294920697553
"SPAC11G7.02",0.783585279156315,0.82986075990579,0.885184624637581,0.949357886167706,0.959625293794913,0.96901079232596,1.00514765433167,0.998721804824384,1.01092173048629,1.02023006347907,1.04435848191796
"SPAC11G7.03",0.74395204621135,0.664974445494858,0.645176632906679,0.773643020145369,1.14266040740568,1.32117760069706,1.3377596002264,1.35632679663838,1.3511287091909,1.3676915944168,1.38259340747747
"SPAC11H11.01",0.858962583631667,0.882525018781771,0.947356627699165,1.03199137640135,0.944547224317101,0.91801558718553,0.947317848385237,0.989450764339304,0.928609355058561,1.00538357110875,0.887692459174959
"SPAC11H11.06",1.13381774298684,0.990183207449037,0.944970569609966,0.937313975365092,0.897548481692557,0.898265861211353,0.961828065215662,0.996686688437773,1.00482980933307,1.01138322667135,1.04845739851778
"SPAC1250.01",1.20811839156764,1.18852145569442,1.13401582805601,1.03554098165808,0.959141692423514,0.960524888154268,0.843304631907459,0.826603702773168,0.828094513194459,0.936790076655326,0.948337075156332
"SPAC1250.03",1.03796850157753,0.89910087643566,0.908157778425085,1.04705093260649,1.17216754270733,1.64966597240174,1.7598994568601,1.76567451836272,1.68465966809497,1.74722535948313,1.54018133789676
"SPAC1250.05",0.815813841585217,1.04711522374381,1.16754795661222,1.13711651079789,1.05468326003094,1.01241573608843,1.01752611171566,1.00186459159695,0.96262419783837,0.911057616296427,0.946822316288019
"SPAC1296.01c",0.819326808888598,0.845811167904814,0.918707888981335,0.909926002072253,0.870220680075328,0.837385798055045,0.815085744949452,0.84819361326072,0.843672355426944,0.845811805842525,0.846012419970373
"SPAC1296.02",0.912400988847453,0.942927364882479,1.01948930233117,1.05917938453421,1.07693768697996,1.23145701702912,1.30682533537907,1.23653440412413,1.20598094375694,1.12826408330596,1.01204153958967
"SPAC1296.03c",0.0933942412423953,0.0305676376798517,0.162872512141643,0.0339650630555692,0.101883424029197,0.0898776376947843,0.0943378458326345,0.0706288802925874,0.343128659407224,0.308409253384907,0.281784126313552
"SPAC1296.05c",1.250370644525,0.994117218914599,0.991428321603487,0.917115674362131,0.913890366259724,0.924294180569432,0.870869844736216,0.729988339034111,0.759949979127847,0.825443130538546,0.845791866004307
"SPAC1296.06",1.01822275352001,0.966640194420569,0.953856180594129,1.0070867391183,1.02017098238812,1.02329902630645,1.06191153593157,1.03438443889634,1.03182101712363,1.04174170996558,1.01948012374864
"SPAC12B10.01c",0.817334660635122,0.748932198041,0.780523502064086,0.875029813254542,1.23494923025802,1.56198104283279,1.42741036376325,1.3366313008539,1.22412604954541,1.2163058424004,1.13109455481976
"SPAC12B10.02c",0.861610031302994,0.882162140873666,0.90756202799348,0.921054872201104,0.917292259315381,0.887529594878676,0.937588097042929,0.949240876703064,0.895518968447137,0.844313761031236,0.812394382513922
"SPAC12B10.03",0.947757729664626,0.902125981006441,0.908645304422441,0.89608211754331,0.89127934569029,0.958343677133558,0.960017630726272,0.966626367345233,0.971219584490929,1.00219307409272,0.988555555467694
"SPAC12B10.04",1.21623434317808,1.28082748540152,1.07126263159531,1.04753449055927,0.870333590414615,0.808456073549184,0.903964382234019,0.848429840095573,0.839042908541779,0.867550077833716,0.830521859262503
"SPAC12B10.07",1.187890501247,1.04519698200311,0.972975527316492,0.949188536824928,0.870717241078371,0.840126262450303,0.886650466811959,0.949217685852023,0.957550894818007,0.965895754971723,0.976329085118154
"SPAC12B10.10",0.82147911575956,0.825392838749784,0.746534311916272,0.898328958528957,1.14639910666274,1.14614526799248,1.38867482231625,1.29716532702635,1.02408245973885,1.00581046295545,1.00749709379574
"SPAC12B10.13",0.534087271605169,0.515132970932778,0.557798732608195,0.761224570230913,1.09122423142927,1.34970156671061,1.56913017531476,1.56269068749268,1.52871367214235,1.44573697713802,1.45125377325456
"SPAC12B10.16c",0.424506738123576,0.403290007616884,0.494122666636176,0.730432053553395,0.991259078975749,1.16800348421511,1.59402418626084,1.40570745994112,1.19819052687498,1.1228611302013,1.13339756994313
"SPAC12G12.01c",0.714972346470945,0.688835619949472,0.741539401543549,0.886352745648854,0.96462318085934,1.07835618035111,1.0463623379883,1.0890740113581,1.07854671614014,1.07997685988413,1.11436598700858
"SPAC12G12.02",1.85909731232348,1.85958523542541,1.65027817346742,1.19014776631056,1.10958616660786,0.91418467188746,0.812657094096504,0.595494539576769,0.615285294317638,0.831329323154289,0.676460311247235
"SPAC12G12.03",1.53453183601044,1.32394339382923,1.17795503006711,1.07296235059578,0.971930333579692,0.890302111949443,0.904272310101094,0.882549928373696,0.801111905367058,0.777925470440671,0.744687675385552
"SPAC12G12.04",0.852836298399351,0.884528257218353,0.884101020224508,0.883255976059863,0.888931052216108,0.853211290829517,0.860008444928452,0.874046517726699,0.890711177768181,0.91783704099931,0.923287807644789
"SPAC12G12.05c",1.10185893469582,1.08554221977528,1.06968101703814,1.11825525359341,1.15749688050298,1.20904322622386,1.16477104097659,1.12944650610586,1.0807448157943,0.953491870757968,1.01797787424805
"SPAC12G12.06c",1.22642150636485,1.10186448168412,0.995866030393606,0.860090550426266,0.785740296405367,0.828733081359707,0.945692097738697,1.05010517798613,1.0992809262894,1.17325830147648,1.228969501705
"SPAC12G12.07c",0.705144625858468,0.728089949611778,0.837687114357797,0.965118295900687,1.12717205476668,1.2786581358792,1.38218717039372,1.37931850649336,1.38872214532126,1.40830772643769,1.41147017913675
"SPAC12G12.08",1.15335116861475,1.11150474999521,1.08083724119567,0.981332568922042,0.953368270280511,0.905788781005681,0.859075738344084,0.875676876272806,0.911504959950597,0.904362752187962,1.02174522406466
"SPAC12G12.09",1.08303785010501,0.979401504144135,0.897971142835278,0.918787165490914,0.845047653648736,1.06417751208566,1.06599407194018,1.09595975827261,1.19250555146384,1.21806103915912,1.19788558362618
"SPAC12G12.11c",0.791092347849997,0.75361765814953,0.774793781823831,0.865557118688817,0.987949903037764,1.01616478921944,1.01083236140508,1.061182462503,1.06582015105379,0.956512842411779,0.956933681430769
"SPAC12G12.12",0.816495798716358,0.86153101728335,0.921125405479708,1.20889107382204,1.33652377944704,1.18504408551616,1.24333566725823,1.16024273732917,1.39238943214967,1.60323542676777,1.52356661479246
"SPAC12G12.13c",1.46362195052952,1.38193830775475,1.39637303332713,1.15819999476482,0.957178643101524,0.976593651719828,0.777344649268819,0.780839427518525,0.730846438401818,0.839058184272616,0.856740059116939
"SPAC12G12.14c",0.957548253145737,0.986125327336317,1.12210059430413,1.20565705869137,1.15308996775661,1.13594042748319,0.844974553756758,0.779830900242574,1.0283067486634,0.83849259964031,0.901595232356965
"SPAC12G12.15",0.9069835157061,0.795552223040629,0.910540375581917,0.927141959328502,0.960940187790684,0.993667415524286,1.11068617927429,1.40149157189336,1.08501622743599,1.18885856029856,1.04899732238658
"SPAC1327.01c",1.34937652482815,1.23648990278808,1.18434691979338,1.1778328654882,1.1267887115198,0.903011540507037,0.961047567021006,0.727943533107083,0.749871697047534,0.783960289702039,0.896183755550286
"SPAC139.01c",0.763341002832185,0.780417907148733,0.807766761161664,0.904039751577324,1.08551494663367,1.29672257099469,1.35558078389568,1.41151122068952,1.43033531278239,1.47031106481877,1.47162583809866
"SPAC139.02c",0.964680291825813,0.949632940629299,0.850861312709881,0.763088077531619,0.666700718037832,0.641066110472821,0.624654522636004,0.645850719205578,0.672180196053414,0.703083968063209,0.703442725365448
"SPAC139.04c",1.05820689836074,1.00938144694437,0.949353758211284,0.996423951695335,1.01645483659643,0.940271531601573,0.921773203007713,0.916164825677342,0.911955695630896,0.911005796111699,0.850331877514502
"SPAC139.05",1.14665499977395,1.14316536739416,1.23400612992708,1.21695484441271,1.41329602354161,1.19167179971377,2.14956742392312,1.53276731306363,1.28956160216886,1.34800144706917,1.23629674146552
"SPAC139.06",0.944792568768129,0.96885413387201,0.993672986114563,0.981564795013584,0.996764112189382,0.934779012282626,0.948966317955243,0.906038412530163,0.891055328364659,0.946757052642948,0.973350685981333
"SPAC1399.04c",1.62057178369503,1.10982178056729,0.794255802166099,0.553546449239601,0.360028256860072,0.286433480902691,0.248994085565135,0.238748364831116,0.226430449062198,0.209131967187339,0.210117971738353
"SPAC13A11.01c",1.07318381469182,1.07052568967329,1.17010697454029,1.36056076806597,1.34008691685508,0.519593895596518,0.22358938009073,0.351943117357636,0.169870363675537,0.165449154782026,0.174327925474585
"SPAC13A11.02c",1.59168392954419,1.37316940819427,1.16626925136563,1.02094232206002,0.935227129217635,0.891260840564934,0.923718174353758,0.905480383205524,0.853509244351238,0.754924611905506,0.68327591014387
"SPAC13A11.05",0.848874378176653,0.854048079573598,0.83673275098564,0.845174484649948,0.871942919170158,0.952662721972688,1.02182565763455,1.02680338602068,1.03554090500492,1.0464986300034,1.0560126810363
"SPAC13A11.06",1.66740421024548,1.38697197878686,1.17592834884218,1.14215497952917,0.951074268700274,0.891125650798745,1.55881914108065,3.70050325261458,13.9724374987762,35.0216492168714,60.2953480397108
"SPAC13C5.01c",0.752143465888952,0.71631708280899,0.785099793285669,0.905581833638286,1.01555654612648,1.0258045237843,1.05155306601161,1.02759110389839,1.02563052898832,1.03643388053004,1.03401707847093
"SPAC13C5.04",1.3378824642798,1.16529549162652,1.04276486132571,1.02632212511487,1.37096363745581,1.65186860604108,1.93521084812591,2.03256613638576,2.29336514705082,2.8394012542332,3.57404459223539
"SPAC13C5.05c",0.449579506479745,0.423846830386313,0.509189722537229,0.708882734947085,1.13859604068873,1.75419023391339,1.8629406256595,1.89932746757236,1.84140989658487,1.86467922391569,1.80158923704068
"SPAC13C5.07",0.697060536192663,0.812959418129518,0.880986850008711,0.932446469578881,0.887905227317573,0.934259015743453,0.926356035282828,0.886440433187284,0.925109172823138,0.890892876432614,0.87612286515612
