"","WT4_T00","WT4_T01","WT4_T02","WT4_T03","WT4_T04","WT4_T05","WT4_T06","WT4_T07","WT4_T08","WT4_T09","WT4_T10","WT5_T00","WT5_T01","WT5_T02","WT5_T03","WT5_T04","WT5_T05","WT5_T06","WT5_T07","WT5_T08","WT5_T09","WT5_T10","WT7_T00","WT7_T01","WT7_T02","WT7_T03","WT7_T04","WT7_T05","WT7_T06","WT7_T07","WT7_T08","WT7_T09","WT7_T10"
"REV__SPBC1703.14c",0.843241420018551,0.817093598071659,0.792518624187668,1.36256489215299,0.920895110046966,2.59423560847796,0.954471699914098,1.00801370898644,0.728544368352033,0.410340582683627,0.97380465478625,0.603281853281853,0.792267469497702,0.788519161015613,0.839066957543212,0.856017805170348,1.00464144346883,0.91441111923921,1.10124881615752,0.980007840062721,1.03149143346365,0.827403607479729,1.12829886380304,1.12013441612994,1.05212213033689,0.899118863513756,0.938614604843251,1.16387337057728,0.951655881233346,0.896901206332123,0.848104486472733,0.875120329045244,0.761092929446685
"REV__SPBC1778.06c",1.08646052888899,1.01361282017495,1.1439160823162,1.02701037280477,1.21991387408049,0.722230247002744,1.02681000934397,0.886446237035724,1.07763265658002,0.661681995632899,0.934841544358231,1.21642662514597,1.06835324031538,1.01644609786343,0.992457324335054,0.943307235166494,0.849978750531237,1.0872874353064,1.10027947098563,1.20697146719452,1.18846711511492,1.15145025159188,0.965064659332175,0.923872875092387,0.751371252535878,0.911660133102379,0.914494741655236,1.06725863945869,0.977230528681716,0.997307270370001,0.850918992511913,1.08931275258439,1.16937181346181
"REV__SPCC970.10c",0.957762666411263,0.963948332369385,0.985027580772261,0.962834585018294,1.07964544443605,0.880591757661148,0.825218682950982,0.955383586509984,0.975800156128025,0.931358852565894,0.889917237696894,1.04237243967269,1.203514261644,1.02623045030992,0.991866693116445,0.925069380203515,0.651932981289523,0.773036487322202,0.78945290913397,0.78082298742875,0.93905531035778,0.818464560484531,0.797766254487435,1.00631968763837,0.826719576719577,0.873209919664687,0.583464612871229,0.674308833445718,0.860881542699725,0.977039570102589,1.06207848760023,1.34681948578432,1.01134731689557
"SPAC1002.01",0.488878024932779,0.641766140418431,0.802439415824105,0.983864620228257,0.991571641051066,1.14357596203328,1.03013134174607,1.05467431657104,1.24416796267496,1.23237700877452,1.29550459904133,0.595592614651578,0.527955229396547,0.607865783235062,0.791327055472027,1.09244248290328,1.19448625146325,1.29392888566844,1.1634129883426,1.25476811885164,1.23427837914563,1.28429055789582,0.594035879767138,1.22237433991786,0.732654406916258,0.950751093363757,0.855724798904672,1.11170401992174,0.940645282663907,0.952562392836731,1.02960102960103,1.051701653275,1.07144387776968
"SPAC1002.02",0.28298950108951,0.406058391196654,1.06847880672287,1.91457180601558,2.32574365653418,1.7164140677297,1.08444579397699,0.834585211150058,0.634356762243085,0.492635105177595,0.380720322850834,0.306852005277855,0.36003600360036,0.724690194941663,1.4149274849664,2.06211077659092,1.88925204511534,1.24812780828757,0.941885655081473,0.698275260107534,0.600492403771092,0.489739948087565,0.294611554665174,0.463198851266849,1.10403303266834,1.81097086147884,1.99163513244374,1.53815390768,0.978282136568186,0.757288905717531,0.557506829458661,0.473327968949685,0.400016000640026
"SPAC1002.03c",1.16860655354555,1.07633357730228,0.907276356378153,0.886053517632465,0.878889084197574,0.947867298578199,0.970968055150985,1.02116882984264,1.01934721004669,1.03974962828951,0.957946163425615,1.26294518817883,1.16243926254853,0.976371802382347,0.923702198411232,0.928074245939675,0.925326177477561,0.960799385088394,1.01414735561077,1.05197824508989,1.04429917082646,1.0421443161449,1.16825159466343,1.05606657443685,0.972100709633518,0.892458723784025,0.896458987001345,0.928763815361754,0.987751876728566,1.01818478017391,1.09117890969403,0.952653138992093,0.989119683481701
"SPAC1002.04c",1.26712198583358,1.18411860131911,1.19115685153421,1.32156261563673,1.39897315370518,1.17892552727444,1.0231225700839,0.83500334001336,0.906618313689937,1.11155573340447,1.0873583715721,1.11869336614834,1.20968717489657,1.13430127041742,1.26383903746019,1.45621878230985,1.50620556693578,1.12547973573736,0.85099140498681,0.854481756814492,0.889363215937389,0.99930048965724,1.30082992949502,1.15774240231548,1.11437995899082,1.26473415288106,1.63784067085954,1.5354614829487,1.12218331986713,0.905387052965143,0.923446301597562,0.858442784788394,0.906207521522429
"SPAC1002.07c",0.615649818383304,0.699545295557887,0.781860828772479,0.947687642153146,1.27811860940695,1.22146355763476,1.23398899281818,1.18446923933385,1.15903058681719,1.11224807581083,1.08747661925269,0.643749195313506,0.667467627820051,0.800384184408516,0.973046608932568,1.27694350801921,1.3805480775868,1.35459138750796,1.31342185796656,1.1952572193536,1.14425640497523,1.14776300989372,0.618773590743147,0.696815552923141,0.86400552963539,1.12588522725993,1.3251000450534,1.34834490662712,1.31034121285183,1.2567076772272,1.23730218631296,1.20292069143881,1.0815370804988
"SPAC1002.08c",1.12651939303135,1.26259437892983,1.21914050594331,1.09550623343047,1.04421193325397,1.02632524246934,1.26574267451427,1.26662444585181,1.16063138347261,1.1128050476837,1.00287826060794,0.867001907404196,1.13768231359075,1.40471140204245,1.32439806108124,0.991965082829084,0.911410864017499,0.911493938565309,0.963483957992099,1.05811148262581,0.954653937947494,0.985221674876847,1.50625094140684,1.31345636041243,1.46631866037127,1.36658694909464,1.07353730542136,1.06787407628892,1.34564146728746,1.16253385879864,1.57222816175083,1.16262847044598,1.08864866041782
"SPAC1002.09c",0.807297973682086,0.736702519522617,0.709823963657013,0.721969532885712,0.744657085412168,0.76704763365805,0.761092929446685,0.782166601486117,0.803987779385753,0.823723228995058,0.864378943728931,0.8825346394846,0.77663870767319,0.721552781585973,0.723222680263253,0.760919190381981,0.791828331617705,0.807363151945745,0.818129755379203,0.822165584148648,0.862663906142167,0.872067672451382,0.97799511002445,0.901550667147494,0.861994655633135,0.855651578677163,0.885112409275978,0.888020602077968,0.880436696601514,0.885504294695829,0.888572951839346,0.92910898448388,0.967492260061919
"SPAC1002.12c",0.882846296459786,0.819940964250574,0.824810293632465,0.852006475249212,0.972762645914397,0.99930048965724,1.00124153950899,1.05025468676154,1.13653153306738,1.15794349235757,1.17521241964485,1.02484217430516,0.922849760059062,0.832431532506451,0.819000819000819,0.973141300116777,1.03338879186516,1.04098352123086,1.06634818400904,1.11973305563954,1.15118514510689,1.26945438850382,0.930665425779432,0.880049282759835,0.815328169588259,0.889679715302491,1.00976442196036,1.02272494835239,0.983574309039048,1.02100201137396,1.09915474999725,1.1148769175883,1.16419856570737
"SPAC1002.13c",1.04570789195746,1.31428496326574,1.25317994410817,1.03843238247542,0.909669789866279,0.827266710787558,0.950118764845606,0.815328169588259,0.926354793886058,0.995916741360422,0.704324552753909,0.996115150911445,1.35427952329361,1.46047231674724,1.34134563794399,1.03889627659574,0.980296049406921,0.998701687805852,0.950209045990118,1.10228061859988,1.065632292921,0.987849451743554,1.08984698548324,1.46387164773393,1.44830982243722,1.22437985160516,1.06878714035313,1.09108366429538,1.09313511149978,1.20391996340083,1.22292744371476,1.16144018583043,1.09632293288311
"SPAC1002.15c",0.702444506883956,0.785545954438335,0.902853015529072,1.07292683711898,1.29592431801983,1.43149576993,1.27815128198574,1.08182959020295,1.01856850382472,1.06378451980767,1.03869124902623,0.718339199770131,0.735023888276369,0.829668962084128,1.04683541653581,1.26001713623305,1.33707714935152,1.14228273782327,1.03402992482602,1.00803403122889,0.969274013763691,0.879430129276229,0.74019245003701,0.821018062397373,0.883236177353824,1.14358903984264,1.32035860939831,1.3274395019447,1.33061887083683,1.08116289881396,1.03515382385823,0.921828908554572,1.05329681904361
"SPAC1002.17c",4.10745091596155,3.00084023526587,2.30244980659422,1.77276675707777,1.49765616809693,1.24215887211974,1.03640904992382,0.960430272762198,0.856751199451679,0.807037365830038,0.720357297219421,3.45841258862182,2.62405206119289,2.06641456408985,1.60071712127033,1.32013201320132,1.1145165784341,0.955292319449752,0.868281670573934,0.787587619122627,0.723065798987708,0.650364203954214,2.80151281692114,2.03008587263241,1.65434182010687,1.37381508448963,1.16464600584652,0.949036727721363,0.822503701266656,0.77507363199504,0.722282412423257,0.657073395098232,0.60779189205616
