,prot,prot,prot,prot,prot,prot,prot,prot,prot
,d1,d2,d3,d4,d5,d6,d7,d8,d10
SPAC1687.21,-0.0026497990173792113,-0.09145140964824311,-0.06924964291384726,-0.06544292930220222,-0.07980557687747905,0.036212633026329044,0.005270968290589539,-0.00045166362895465717,-0.011461774167213334
SPAC16A10.02,-0.03147536959020608,0.20839155069670406,0.15879835481768334,-0.05726037263443839,0.13121742530948144,-0.03983844158995506,-0.008151063202887929,0.08386122337761012,0.06466756196316356
SPAC16A10.03c,-0.08001078378072113,0.32250365036716,0.06884573544903028,0.20968837048748548,0.21785860435457355,0.14939442302655437,0.036540476650221254,-0.05256646799920617,0.00929527778892264
SPAC16A10.04,-0.199011721766703,-0.19316431559894331,0.06361970732650926,0.18493603732748162,0.2058344135466892,0.08573096693023663,0.06374792560678844,-0.04079756477326704,-0.011482236286023156
SPAC16A10.06c,0.07413176934501478,0.30323550311098746,-0.02932910206160974,0.40960495234167316,0.03836636041330177,-0.3117905264157468,-0.1654301440542888,-0.27008986190691975,-0.2865826218722908
SPAC16C9.01c,-0.061462065916098735,-0.2040125154152918,0.07849120498422467,0.08574137343924128,0.2833000909504271,0.09325395954752608,0.0475102233745886,0.010687101056646664,0.17446090931861297
SPAC16C9.02c,0.1628358955636836,0.004744641830999777,-0.0982127949156166,-0.04176780820058588,-0.027767794780086084,0.12409183873534219,0.024845925796023363,-0.006883924952609408,0.04652787209349231
SPAC16C9.03,0.15648272813904585,-0.183066037669202,-0.3454828942268665,-0.39298158225393387,-0.045540743085723534,0.10553494316365089,-0.0063268751040405635,-0.017757468773601764,0.04838613121819696
SPAC16C9.04c,-0.07433730246657339,-0.007210457828169868,0.016284740893398916,0.1583121437888674,0.0449127483790393,-0.15607676397770223,-0.43698996739782947,-0.42787173547836416,-0.01673866834004134
SPAC16C9.05,-0.09406268106056553,-0.11009202381186761,0.0579448202849126,-0.22766442340925003,-0.037345238677367124,-0.09787072921133698,-0.43725551949902786,-0.2215490954433047,0.1308809985126156
SPAC16C9.06c,-0.0324089556429053,0.031816072173550536,0.20821554473437395,0.2595840194373876,0.309850935301465,0.014048595352486093,0.024546080877957177,-0.02840368452069153,-0.020640167717934477
SPAC16C9.07,0.2386393672828217,0.1343922148171361,0.10440452307365106,0.7163176991774872,0.21800625838522636,-1.3431197498496372,-1.2607147206298537,0.1268868005014676,0.07094319356927281
SPAC16E8.01,-0.09433220781859278,-0.10973589495970712,-0.08468147998991431,-0.07593555243955295,-0.006396933204675936,0.013547112291442703,0.1358934642648278,-0.03082775999135224,-0.02373737251401172
SPAC16E8.04c,-0.11380136467168675,-0.18712621972352883,-0.13923084764598886,-0.11105900883762895,-0.11392583072152235,0.04340767145554908,0.03397197402354374,0.009926900765848568,-0.027932014119494752
SPAC16E8.06c,0.2134949092023677,-0.10979517668556271,-0.20079535904895712,-0.17934794214433858,-0.15595104224916082,-0.21369947985236165,-0.3312565425957598,0.03610943962125013,0.11067585973483207
SPAC16E8.07c,-0.08415304664001955,-0.01603465146921046,-0.010212657847992135,0.038080652607546894,-0.008632787843764977,0.024113190909386434,0.10040374054249057,0.040438108436990555,-0.03360505743742115
SPAC16E8.08,0.014988504107591116,-0.034774184410230946,-0.2341507817282527,-0.22742777678984222,-0.3318797277701869,-0.3007237081553161,-0.4631010512716158,-0.1477639608211445,0.10905712411121837
SPAC16E8.09,-0.30062654736571875,0.04485991211968186,-0.10094606675305201,-0.10434787331477549,0.06932627557450742,-0.1295504994915828,-0.16303735939667366,0.16970553209167646,0.03801231680568831
SPAC16E8.10c,-0.030327686347082994,-0.04666140214826048,0.10889644231586326,0.14833018522186006,-0.2710965180002803,-0.19979554449603532,-0.1083237545597695,-0.06742928036412643,-0.06468598126362485
SPAC16E8.11c,0.2362481794509366,-0.04733670288984074,-0.01421508275755537,0.0476862151060371,-0.09468381589097334,-0.10128236623585322,0.06817351053697164,-0.22146261999068056,0.29559627613227424
SPAC16E8.13,-0.062117752657458225,0.02549172462000976,0.20725521419061563,-0.1376330954090553,0.1582397140588123,0.03294661585090483,0.001980487292366079,0.06621754302204201,0.020630677082537303
SPAC16E8.14c,0.03521515114017959,0.29256535651980986,-0.13841052584373348,0.09875013474832744,-0.1480331905650402,0.174831799313225,0.06648166916591176,-0.07349339151840091,-0.0987466392232398
SPAC16E8.15,0.09406448677119283,0.1596394961277003,-0.03355054260605189,-0.017406355012956176,-0.1382644835564747,-0.006406476393940069,-0.05775998004226414,-0.11990821109484308,-0.04792950729321474
SPAC16E8.16,0.1718830659770228,-0.11206174205998942,-0.08767369631521457,-0.24914110789249821,0.08328447064349366,-0.09085885870054528,-0.18595397810273923,0.056170846657422474,0.4321649398662852
SPAC16E8.17c,-0.09062595075911811,-0.03393111315703551,0.11697802648569883,0.06124794086210522,-0.0785139590631947,0.01472616166258156,0.03498179605827162,0.03181758472994306,0.11269003963633978
SPAC1705.03c,-0.2576647406557952,-0.37762081449309404,-0.04092040611710834,-0.10532118173703875,-0.12430589033033113,0.1799921062890083,-0.07604197175896532,0.09735721136252057,-0.29253505609312985
SPAC1751.03,0.10393064530052681,0.01795849904085499,-0.03365761418534116,-0.03620038007021345,0.03133766351460986,0.06118016534870619,-0.009638817153165044,-0.032548456224261425,0.061681735657859095
SPAC1751.04,0.12592544604893202,-0.10181970730813794,0.045050226926008186,-0.21632640940574216,0.00575017112696613,-0.09630326421045532,-0.27124872647925974,-0.003992595643540181,-0.10078960445347043
SPAC1782.01,-0.009848820226986452,-0.052353113112427366,-0.008183429197356984,0.21539814957138714,0.054802652593288016,-0.09786797345083462,-0.0068658226044752,-0.001653025840478584,-0.04774178874665712
SPAC1782.05,0.1739701491284535,0.03296216625494358,0.28350741434194004,0.3041744679039511,0.009038433841312754,0.0034861016662862676,-0.08862181653912304,0.10250138353756516,-0.15379039915685838
SPAC1782.06c,-0.13706473024190344,0.011154820784717197,0.03791284880377028,-0.11156086945356708,-0.0400192357585888,0.08843468271845407,0.02545064667263889,-0.010243998413634534,0.20177210226665432
SPAC1782.07,0.026670651803734458,-0.0348548847725943,0.05364576735153273,0.04027850891902976,0.07131323431586731,0.021686505991624236,0.043636291212099707,0.03836730706178757,0.06352293544525786
SPAC1782.09c,-0.09238423162145859,0.015004124751882196,0.26281121538620245,0.5534172066623225,0.4526607719500755,-0.5784560607076452,-0.6172975124085148,0.07606570728492408,0.011747229264680886
SPAC1782.10c,-0.04384913248776556,-0.05057973240863367,-0.2373140179399925,-0.18925043776884418,-0.039420785442873425,-0.025462412610188945,-0.24966601334828215,0.029339823844908575,0.17172491724507663
SPAC1782.11,0.030094347926555298,-0.04515201279764988,-0.1440755374946989,-0.14664089604559527,-0.0911448853165771,-0.014217113899609779,0.01827950330107353,0.0052452689629254035,-0.10702427827979444
SPAC1783.02c,-0.05123195073163722,0.12518162452798787,0.2505301319345503,0.1355432403322274,0.003986821794648453,-0.003112232655728034,-0.0018957930895465505,0.019856404888808778,-0.1491171435677352
SPAC1783.05,-0.02846551717775586,-0.14587691488918,-0.026583910240800757,-0.035852738173842116,-0.07922920430563854,-0.14185290467702918,-0.005767713110775369,-0.0411173611598038,0.10868356568296278
SPAC1783.07c,-0.49475413316205086,-0.25736165385248344,-0.2587239595521811,-0.30268210890773134,-0.38412283173316203,-0.5699556669913663,0.036129756407085156,0.08466793119456595,0.4668094517012542
SPAC1783.08c,0.10247616511222482,0.0806640617792874,-0.11141990425006679,-0.1197771994973586,-0.04544977181558271,-0.04351716404535627,0.0029225548053736367,-0.03547953450520849,0.000566355166313412
SPAC1786.01c,-0.18003983413139207,-0.147596667135669,-0.05245979765141806,-0.031015736480602518,0.007083844903843839,-0.07685397965494933,0.07628819298673184,-0.00239552127453746,0.10130536056938388
SPAC1786.02,-0.016792924204151405,0.1605741147171458,-0.061934239048608175,-0.4964640736986058,-0.46176446626385903,0.23697885875921376,-0.0023374536358772846,0.17972666817944094,-0.05416632377446917
SPAC1786.03,-0.0023894706781787123,0.09260393332966255,0.20560345016660217,0.074264717101445,0.00021645285720903185,-0.24344514200815398,-0.03496387386309439,-0.02203708555592168,0.10239588821040543
SPAC17A2.02c,-0.1750766858578851,-0.1451526023628671,0.11385847515647396,0.22101176930303573,0.13709540768352232,-0.0587483346101034,0.06153170431875951,-0.07524687048974779,-0.18961611427249153
SPAC17A2.03c,-0.10954076818259018,-0.06188357983462256,0.01843532555518662,0.09424838986626921,0.08336264737202814,0.07751172851038313,0.0938636620444932,-0.0010975414049506915,0.014908282773338624
SPAC17A2.04c,0.3182292733480768,0.25273049303207656,-0.15261373331442507,-0.0795169374293367,0.10463323746937772,-0.21260126320298434,0.015155450113999713,0.04618782146764272,0.10391051379763572
SPAC17A2.05,-0.14089382946671872,-0.19839406916028096,-0.09244865212972443,-0.1326006279453738,-0.10083842899945478,0.004024810895401909,0.014528392454280448,-0.0030219886338770374,-0.0357408313026632
SPAC17A2.08c,0.05303554668624777,0.11882075989000263,0.4487352579562267,0.21715919368935488,0.01884965362332569,0.0043618497693062586,-0.16131613392074734,-0.1377025609335745,-0.3123091454665075
SPAC17A2.13c,-0.06510707715442421,0.027975220426718794,0.10135308112057934,0.14828585884323478,-0.030288598264147204,0.018597703160428303,-0.01438195104061199,-0.013959497502435608,-0.059355965173604225
SPAC17A2.14,-0.05055162717782741,-0.2629198047973143,-0.07459310347002204,0.1020676790069297,0.1155221168541288,0.1655067331748813,0.003192199784219474,-0.005601207032658373,-0.01071333832289273
SPAC17A5.01,-0.27348116016978763,-0.12108701263114648,0.014999553251271183,0.019560492010950975,-0.04995272109252179,-0.0070227832567952425,-0.002417336168229575,-0.09184674795342168,0.12233539592278472
SPAC17A5.02c,0.06260995557589599,0.13950095190211673,0.03247568787227781,0.12250599080212274,0.14200442654985418,-0.10447312997231477,0.010715518473662582,-0.04181317261798149,0.12473918998350053
SPAC17A5.08,0.0026267210007733244,0.2434018606537257,0.26815588043625244,0.37894151373962087,0.1118572426665483,0.20349532604647935,-0.08700205686782886,-0.012930662161541928,-0.1929725496036806
SPAC17A5.09c,0.0018920386789246235,0.2332487272246342,0.23659831935279133,0.33691576634896025,0.17769266533632705,0.014137474008063367,0.030877526216000428,0.04073923402381341,-0.23017093925689497
SPAC17A5.12,0.06391583197324915,-0.01405374627437353,0.3487281892759201,0.1594903831068645,-0.08613760922236585,-0.030601642681343355,-0.04141615420891631,-4.9861441934029305e-05,-0.11357542306413368
SPAC17A5.13,-0.13930880480947938,-0.2981216261712918,-0.20834946324112724,-0.16604927612414883,-0.12073500212839806,0.10569081020771993,-0.08231394843944242,0.13189515183251269,-0.12060715061176813
SPAC17A5.14,-0.030402180171999638,0.08503740915020121,0.34997623767153513,0.5546287308085022,0.16178322401252831,-0.6909281517654031,-0.9371363388201452,-0.29739020730469634,0.04011573568370208
SPAC17A5.15c,-0.022676553124095847,-0.029509159534474957,-0.09707242977847338,-0.07291510257468659,0.010122657188955303,-0.03361958472823892,0.02910144976849348,0.0031578676017433305,-0.007131538488287931
SPAC17A5.16,-0.039912092485602235,0.2266860200827362,0.3236154624145542,0.4392376337242836,0.03365044218149171,-0.32669046475641206,0.008793654666412548,-0.005621339276431991,-0.13449816201180553
SPAC17C9.01c,0.13432492004032714,0.16617982594132608,0.7069510161628751,1.1776534260982048,0.5103707677240918,0.0442471230687882,-0.06495866794672489,-0.10457921190164887,-0.08405158778184718
SPAC17C9.03,0.11046227922813917,-0.07541924215593054,-0.1523779814785729,-0.10174016635611116,-0.01325657028550618,-0.04814378220833968,0.04511155648027353,-0.036457044235737576,-0.13221460811367702
SPAC17C9.05c,0.015819729162934365,-0.007648480988922027,-0.08393436008325356,0.058992262276306925,0.03235297800864907,-0.05246299738356202,-0.1838282371887992,-0.15298471514756848,0.25820147719710695
SPAC17C9.06,-0.09170759168520878,-0.09644357215463459,0.0748344888501247,0.11215604173392225,-0.022827067345001603,-0.03460884701239625,0.09742322717486884,0.06946003598102768,0.007725970271389902
SPAC17C9.07,0.19608519684258402,-0.05732772017480564,0.14300342979735706,0.03274292087754627,-0.18985765164361898,0.435838616866218,0.014652097287248159,-0.21739370350115556,-0.10748465092371416
SPAC17C9.08,0.16889874005346578,0.1525022351723077,0.22975311833005635,-0.012585734770303086,-0.15412612034600737,-0.030173873814835384,-0.058554272122681585,0.03230255669106466,0.07165274173452671
SPAC17C9.09c,-0.011850006375801123,-0.010362847066831604,-0.008646015639435962,-0.022749432997997546,0.0456116607273911,0.07247395862723176,-0.006583481441727018,0.10701373074377044,-0.030043154452898374
SPAC17C9.10,-0.01231651954994789,-0.20721297515156117,-0.04291219851878747,0.0909144374890567,0.37195095978661297,0.07934029268603307,0.14004524416794592,-0.08643984289022966,-0.03891475840817607
SPAC17C9.11c,-0.09004377230419514,-0.1774925132176468,0.19322822055290595,0.2502696152691085,0.05687228721431484,0.08629243917596441,-0.0547878258815096,-0.01207131651477833,-0.05597691918441959
SPAC17C9.12,-0.09161620138902563,-0.007839367945278258,0.1307689873343637,0.14602545015946383,0.07589098829824867,0.03821357951366991,0.14818080299311184,-0.013909876718040948,-0.22154659760205975
SPAC17C9.14,-0.14145393670814102,-0.2600010154469338,-0.15393338195803527,-0.049033684395521526,0.11356830258940687,0.19017046854906816,-0.11037479627574497,0.00852260678204314,0.014530368924627585
SPAC17D4.02,-0.4031422204436934,-0.10995923006055447,-0.094706913686459,-0.05090756160123698,-0.07411021915656348,0.011259115343662446,0.06774163519720676,-0.04875810039602111,-0.06914510972712819
SPAC17D4.03c,-0.14954439319890642,-0.02217132982339093,0.1351597357986184,0.1796160439976907,-0.13445466934564393,-0.07020774597639043,0.033721542782837344,-0.026907616551154256,-0.45164696054294456
SPAC17D4.04,0.10675317020613892,0.05031131641623307,-0.0452890094524685,0.10624025157014574,0.13410350463652532,-0.015682576976292745,-0.0017680817274227933,0.003161912450846044,0.01810556781935843
SPAC17G6.04c,0.2028531773749198,0.14839620509474116,-0.1081428348224529,0.1281455775633733,0.7133498673348319,-0.9774956154567812,0.07836507640274815,-0.08532397078922416,0.20889891175903186
SPAC17G6.05c,0.01820562120632141,0.09286379948164247,0.3095266483649358,0.31876572119037694,0.007299983057455495,0.02342291123426815,0.0060607029586838,-0.042989734624503145,-0.04277699073974159
SPAC17G6.07c,0.6097923587746089,0.29790896494678343,0.14919602377676128,0.2634134215520779,0.24189663679797455,0.22456688206772935,0.0881351808983486,0.0300958936252973,-0.18849800872047062
SPAC17G6.08,-0.2021121867881861,0.05194162847087758,0.23322394657803736,0.6417019837227524,0.3754146103993618,0.26317764831365675,0.14104566490844817,-0.10899341148422259,0.05578208680013308
SPAC17G6.09,0.007880443727339925,0.18055490785161182,0.210385242321025,0.06480084809042166,-0.06706208336031334,0.027432010783690484,0.0352846499494482,-0.07168776327736694,-0.22411291157284646
SPAC17G6.10,0.1532757043518802,0.15879661267151066,0.16642189994728743,0.1135494084721993,-0.15370715722353345,-0.2357128759380472,-0.17977678857717727,-0.09808101214482123,-0.11636669021951376
SPAC17G6.11c,0.32548573617023613,0.18494565638714483,-0.17173538165086416,-0.6775126548776764,-1.02667834041635,-0.17643471267437838,-0.10483295970569206,-0.17877881249405947,-0.12549588303286274
SPAC17G6.12,-0.05050176737619866,-0.004680350751228801,0.22876640862919034,0.2585189540318013,0.03365760023674397,-0.027074271272756245,0.0721292060818387,-0.04056428964700362,0.06516759198382208
SPAC17G6.13,0.5663193229498712,0.30390343701991496,0.379029554053153,0.37493631877941336,0.048110193772059384,-0.01142810660009519,0.08571213440667602,-0.021276151633767393,0.03226269346928534
SPAC17G6.14c,-0.10836084756816027,-0.019923810159461902,-0.018735777371048867,-0.05622363050760605,0.009863681766528028,-0.027617568930469447,-0.19173355650192747,0.026543239092400667,0.18762729412086024
SPAC17G6.15c,-0.14534524047355768,-0.24696494934096064,-0.13833731149032955,-0.14303061418901572,-0.09977991849134074,-0.03674359347071868,0.033539920520906916,-0.020894752289938784,0.15586625382075903
SPAC17G6.16c,0.06611192205906659,0.13596928553031937,-0.08554690639971155,-0.0747025864869907,-0.09666606878335679,-0.2115718114021266,-0.2507549673947149,0.22320975234343943,0.19556555238759243
SPAC17G8.01c,-0.018638480583864053,-0.10156002345206623,-0.11684254613958601,0.04663111413273601,-0.06632891405576379,-0.09767326955214191,0.09888128508630735,0.05308762690170151,-0.029401746508326346
SPAC17G8.02,-0.03961059961998986,0.042825266817572705,0.10662541781448509,0.14061637199699395,0.16362347625200782,0.049208127232769266,-0.06299947344862951,-0.049076578068969506,-0.008962758802221873
SPAC17G8.03c,-0.04836541683144802,0.014277914422410151,0.0766718950664035,0.1471636185530953,0.011362221293685526,0.024297665992265377,-0.16340385568927437,-0.04931386505579719,0.13503995268390556
SPAC17G8.04c,-0.21198644892997504,-0.08834768270480141,-0.03604125681078332,0.10627948184753801,0.17652341662837723,0.10619006767828598,0.018781485700849865,-0.030959505825889022,0.03386338707117542
SPAC17G8.06c,-0.1212066738931491,-0.2600848701646687,-0.23120914551250854,-0.16085965419323853,-0.08450954074137185,0.020444574502868573,0.0483870761885235,0.0851111111145037,0.16215040114107301
SPAC17G8.07,-0.09821681188788231,0.11058364929884536,0.23011118918865225,-0.005627421991500542,-0.022610729916611463,-0.1449213582841895,-0.08265202183050747,-0.0059211461635247375,-0.02404738807671508
SPAC17G8.08c,-0.001901612323614077,0.24942095592434638,-0.13736402991567365,-0.04910516875209975,-0.10080556987082484,0.0010785564929213787,0.05428076193396969,-0.03431733090888678,-0.2598288076738453
SPAC17G8.09,0.15535037071333763,0.27389908456394707,-0.06375518185510687,0.036398168416737264,-0.043383082483405055,0.0014062267330574862,0.031859429477829354,-0.0639914487540105,-0.19881717067518626
SPAC17G8.10c,0.08897670200417584,0.06073270631087335,0.6699432553390678,1.421253736324159,1.0071872706664247,-0.2890958726018542,-0.7515547497432604,-0.5375654328559542,-0.6839744219549503
SPAC17G8.11c,0.26938213723820104,0.0797264790657997,-0.09852969083881646,-0.4074890507259306,-0.6315609844174661,-0.10326750109731153,0.035145203225383614,0.301884211638354,0.15455394832724967
SPAC17G8.12,-0.030341193620645357,0.019721391983358372,0.28854799922676677,0.26363388920411135,-0.0775377458761497,-0.22801941829965555,0.004912975906445984,0.04089304188180149,-0.020014619438956813
SPAC17G8.14c,-0.01908845118543523,0.1416089257585188,0.3347398925246341,0.6124544427770671,0.31180959997262114,-0.1511960697162804,-0.0996102421191325,-0.17991369480914143,-0.18561484078973478
SPAC17H9.02,0.0053066387336548615,0.13125216062265435,0.13875708565763084,0.001826867726768211,-0.16001355394960073,-0.14625177141320314,-0.14670829210040962,-0.050827443652173177,0.07764541192654531
SPAC17H9.04c,0.2500484824019663,-0.13232160572241558,-0.09657298557424893,-0.21596614266683906,-0.0925446230005617,-0.15795952327448645,-0.16244458756541874,-0.030877564524164958,-0.15141227691959636
SPAC17H9.05,0.2516925817528537,0.0008824390263273973,-0.15228531334219908,-0.1415687120472854,-0.009527385664907378,-0.2018026104723473,-0.2656850612853668,0.02041049573522996,0.18641615161602648
SPAC17H9.07,-0.015650826974371534,0.017351592798029974,0.17280169890673347,0.01816721088181767,-0.013456744377849644,0.020952786620102887,-0.0356609455904441,-0.03829892852213874,-0.3244534885669482
SPAC17H9.09c,0.16103368427038878,0.03312441829509294,0.13245081172366913,0.19749689743933702,0.25490090816569283,0.14468373047011757,0.13539792164247716,-0.023692375047386555,0.0008117880568788427
SPAC17H9.10c,-0.20631944363935212,-0.21056315674270087,0.4648790860602043,0.43352667824722124,0.06740537617445752,-0.38288146414713653,0.06676574814850002,-0.1416192016182266,0.12983981420309
SPAC17H9.11,-0.10071901033285083,-0.12881730284175874,-0.0071663735085220615,-0.0350555322006291,-0.05679528437453232,0.12126883708104691,-0.03997580100061632,0.05981367372287899,0.023049336505097523
SPAC17H9.12c,-0.1331925913050933,-0.3032596490967353,-0.2108363009048455,-0.17495761765203663,0.0011478346937648654,0.07279750230761117,0.00519369203027692,0.02944457384281121,0.029707252435250603
SPAC17H9.13c,-0.053078976381420645,-0.10316371650465811,-0.14509795071659579,-0.07546336168828427,-0.09105903786423569,-0.01689218616444449,0.01721492835184496,7.647760530354875e-05,-0.05870638455014554
SPAC17H9.14c,-0.007742584297360355,0.08053547927074706,0.18703350749549255,0.14935919371245568,0.05515120885483166,0.08242227804253706,-0.02226016305944367,-0.014829892108129628,-0.11020361918939851
SPAC17H9.16,-0.054571663937777695,-0.02348918756214846,-0.007594348425629949,-0.04254502411341316,-0.06921143130098112,0.10216658479317453,0.056031248008807336,-0.007290514874205303,-0.02129688786806437
SPAC1805.01c,0.07402195513494986,0.02456583151643782,-0.05132095110434526,-0.11374248592329889,-0.06596401366156329,-0.06632124868853745,-0.06728418711438514,0.08526678583437339,-0.04379248923845186
SPAC1805.02c,0.08250306019954548,0.10276180145119866,0.028871681676569436,0.006492388954415923,-0.050096027931494536,0.08367458454602122,-0.009846809983382783,0.00775770524790436,0.08618260418671764
SPAC1805.04,-0.00986954974995935,-0.2041888528323248,-0.07232554610400531,-0.21599556462587471,0.09320408992192916,-0.2614383857904957,-0.03638670104973718,0.13565197804062096,0.11265548998041096
SPAC1805.05,-0.07922685147311179,-0.10749596427726608,-0.1532716798808686,-0.06369985265757336,0.05384469315721527,0.0927222683981639,0.11048092208980603,-0.025187524788742068,0.07684644568527108
SPAC1805.06c,-0.10029300831441751,-0.06395287898238212,-0.10369631794777401,-0.08931055061270358,-0.06615501187883788,0.014777624078605722,0.011792801728442659,0.034521259943133834,-0.0033920992828788826
SPAC1805.08,-0.11084797553939763,0.13300739229323014,0.1481081525091686,0.015124383942542861,-0.03183179966060177,0.03619974405522694,0.004875155274349025,-0.03061129155705386,0.019193278312324202
SPAC1805.11c,0.08769049169058646,0.1351702380498673,-0.08480587708933462,-0.09875099076326127,-0.03567990311991037,-0.016034690167479645,-0.005869065398465281,-0.04537585241193297,-0.006215201616088656
SPAC1805.13,0.06824020590215281,0.11272018852391194,-0.08685401262922005,-0.15120467983168612,-0.06107705471905782,0.04108988529584733,-0.03562674589751702,-0.047892303571369935,-0.02728428559170258
SPAC1805.15c,-0.08111524904033984,-0.028756363466805934,0.08108347932147936,0.1417206535740156,-0.029836900946997535,-0.12486004520389526,-0.18717393307017227,-0.08743370515523399,-0.26170173737412916
SPAC1805.16c,-0.07240604637325232,-0.14731560992125514,-0.08460795070742155,-0.0721208276137455,-0.054399019343910726,-0.05631642659371999,-0.01868724862281207,-0.01105452992241407,-0.0925262646981424
SPAC1805.17,0.09352331754083093,0.2345842285410788,0.21389120950683918,0.17141926273623664,0.16581183776945743,0.012611279397607589,-0.019261791310549725,0.0004909962931496925,0.015132938069903124
SPAC1834.01,0.13766409705678156,-0.009562548983333596,-0.01887059999223037,-0.04767169515160772,0.030517064482444428,0.07331866507934542,0.012795872521352352,-0.008356839903465668,0.06116554823038565
SPAC1834.02,0.003863914052071149,-0.07696755324812875,-0.05511166735114793,-0.010020530356868701,-0.05449366630923,-0.07862886364956713,0.06884302933885994,-0.00032334706947773073,0.0398592301324472
SPAC1834.05,-0.02634782691065457,-0.05998215752417935,0.008178078211356313,-0.00781906511676355,-0.04869651474745734,-0.08937228518794106,0.13457877300158735,0.08404760342914289,-0.027324458659377063
SPAC1834.06c,-0.050220907776757445,-0.05345988143917779,0.16385977004870003,-0.01825496737504867,-0.06157705784101325,-0.06525015388144373,-0.07535517658844118,0.003595446451849421,-0.0888114824495855
SPAC1834.07,-0.1242738367456357,-0.16592459306711227,0.15844662054738481,0.3326252268858564,-0.2726518159976412,-0.04620251763182344,-0.068920956569338,-0.04286837932507534,0.11024119143956093
SPAC1834.08,0.10219089741507825,0.10494399998277873,0.2475834596575673,-0.0043968277261989645,-0.09863194872637623,-0.40900035720505334,0.0822422150358657,-0.14795433386312967,-0.10137980590876894
SPAC1834.10c,0.07829617613453965,-0.016727420637326407,-0.015828295459474506,-0.08449594606672639,0.2211860660257156,-0.007303757973402103,0.002063798654115545,0.10369398329992485,0.09283522028252596
SPAC1834.11c,-0.0638293679778486,-0.004380344399012359,0.14312196874981756,0.21518492279418444,0.13542460517648183,0.06008805156642137,0.030859754547006873,-0.006685838329975796,-0.0033447871393904316
SPAC1851.02,-0.061889526979890544,-0.019157646410964457,0.05346247703962334,-0.11901516242506337,-0.0279268497550368,0.06324841725943393,0.06054254177388883,-0.07336941134801057,-0.14957209579035102
SPAC1851.03,0.023500260592843013,-0.05816708207360169,-0.044874736110636367,0.000657975977915462,-0.07476301217916576,0.049044595527019896,0.037684679524883774,0.05964004947807175,0.08307701674251164
SPAC1851.04c,-0.03858395647472618,0.27177979553372944,-0.15880923402617728,0.24167893283318442,-0.0437974319306763,-0.10840612649997594,-0.0005525900988505028,0.24383277904275544,-0.3681003305918463
SPAC18B11.04,-0.09574806866289726,-0.024967805605637106,0.1649895533958607,0.25192008073001626,0.19572570024825403,0.3373148582939117,0.10234759961109408,0.008202903716692855,-0.04686304727267587
SPAC18B11.06,0.2737258018186284,-0.26986101150119146,-0.2139357069624946,-0.12741442589919683,0.3802195453883647,-0.4026761314312221,-0.7487813222408204,0.41652667263497994,0.27742465904746255
SPAC18B11.07c,-0.11392451332972034,-0.03908244362760273,0.1087134868944848,0.020881921486020083,-0.0047013857972282025,-0.03303998651460138,0.038587504094452746,-0.06818921261605654,0.020478219254906338
SPAC18B11.08c,0.03583202399007296,0.02381336878184015,0.07174881696796025,-0.05090483795535326,-0.13246395450732754,-0.031865830612021306,0.04270389266990346,-0.13948995711926407,-0.2493671610621101
SPAC18B11.10,-0.041881022786277255,-0.05968649099081669,-0.16902997407576553,-0.13654040803474202,-0.20174741036382576,-0.30114680965892116,-0.03549924302014951,-0.007939251586540796,0.09519561265016396
SPAC18B11.11,-0.04594799560875677,0.00809574951996092,0.06689023470983839,0.05610298338256683,0.06162087114177876,-0.17141695358138323,0.19883451439651076,-0.11893286491644561,0.0558944941536659
SPAC18G6.01c,-0.1273981478895547,-0.11150090921606012,-0.1321646379537722,-0.029971745179725007,-0.09190116060257802,0.004005805587016631,0.019579867241214355,0.0463656677499491,0.15692718974943048
SPAC18G6.03,-0.0982836854367497,0.005443042578590962,0.12107215580914538,0.2315916657539453,0.3026036153873661,0.11416304322844822,0.038327413514825714,-0.035038622197546,-0.09244764773936776
SPAC18G6.04c,-0.05342297815785623,-0.054963555746494044,0.00022183175604406635,-0.04205889996582851,-0.10583956982299517,-0.0135808346620101,0.0268934691676308,0.031384463439040944,0.06938431074680104
SPAC18G6.05c,-0.018107704891042076,-0.06515298914579357,-0.08168415457455952,-0.059048333467261925,-0.0384574576368788,-0.07636600153575501,0.04855287403367192,0.02984118451887361,0.07211468491343206
SPAC18G6.06,0.0590160259094652,-0.08823074247701024,-0.10067958599092403,-0.2581556276411581,-0.010145661502865111,-0.26683884018717,-0.18167142335620395,-0.10723466819606509,0.2993241595098709
SPAC18G6.07c,-0.09696908025097806,-0.21302527055091525,-0.12149245926328169,-0.06779948349143151,0.01678161582744988,-0.02072066299103379,-0.059151220823440924,0.011468112754115321,0.017309509363727885
SPAC18G6.10,0.13853724055615066,0.2844839053642709,0.09742651756120191,0.26624687463239605,0.07151382499268161,-0.15472268797204303,-0.16629359796979692,0.10655098471191854,-0.2051138168321074
SPAC18G6.12c,-0.10249415955619973,0.031976588240066384,0.27098677567101304,0.3438399785507642,-0.013681319485597365,0.2058464639248052,0.0404983494067051,-0.018101066964188284,-0.009444651483398181
SPAC18G6.14c,0.06672488843332135,0.07129608336460447,-0.09613364632888484,-0.08778784888380653,-0.03460247667111001,-0.0049788639535184726,-0.0049122113621816385,-0.021160402837693208,-0.057576584271018305
