,prot,prot,prot,prot,prot,prot,prot,prot,prot
,d1,d2,d3,d4,d5,d6,d7,d8,d10
SPAC10F6.11c,-0.053998441517204454,0.12450856342240274,0.3185402941857244,0.23077774579409638,0.10083455902014597,0.3443803994835175,0.07198615349391402,0.004217267438849093,0.01864116023769624
SPAC10F6.12c,0.3256140081867791,0.004122557874539634,-0.0776590586712187,-0.18776873801123095,-0.20204415069178028,-0.02564057978869405,0.08398666800073906,-0.13139071651249834,-0.1757606995216574
SPAC10F6.13c,-0.1783733601623334,-0.2549341594557063,-0.23045728945361282,-0.15970586298274225,-0.10136650847724751,0.017024709594239157,0.01137618641151003,0.03829984464915026,0.06177800292695573
SPAC10F6.14c,0.026967668233116526,-0.038369648167451226,-0.030939112995339274,0.012816348681685186,0.001775810368762648,-0.030183611247368625,0.10884066159042122,-0.0785223361726842,0.14366111963772352
SPAC10F6.16,-0.18735848727257176,0.14508393603982384,0.11330072339803032,-0.18855466747566157,0.015308774577410535,0.2469747108469005,0.023587189909994477,-0.05256807526364146,-0.14087811338915612
SPAC10F6.17c,-0.07963072211806033,0.11653728874205738,0.2181207446967277,0.41408133727825647,0.20213395083608995,0.10137202105736276,0.05629578034670368,0.013236399996917392,0.03288006414120748
SPAC110.02,0.15779694615375742,0.45915940726564347,0.055502461791393704,-0.18373439470874045,-0.2953671695232857,-0.36470759033081096,-0.09539024539224739,0.08372430679957732,-0.1220846261896038
SPAC110.03,0.08063168561509837,0.04052685772985409,0.05718325806866614,0.08452088502143812,0.1520584816538946,0.45417227015247613,0.4011107652323661,0.07626435661585806,-0.07339076306490566
SPAC110.04c,0.322283040717542,0.3127302432764297,0.15915090530484918,0.10916004369205343,0.022886979193481677,-0.020259725740000983,0.012471270751150731,-0.002609247504199136,-0.02097251945934167
SPAC1142.01,0.11130926568594025,0.21344685524589102,0.21563506956604192,0.050188741103602885,-0.022729374812777037,-0.06539341061216836,-0.21559794525088566,-0.2755411847642215,-0.16665843742336725
SPAC1142.02c,0.09619129358249265,0.033292389771907155,0.10021082256515301,0.13480644427056737,-0.05880122524701742,-0.026934983944496116,0.10236552157572337,-0.04391207516709278,-0.21025579454815632
SPAC1142.04,0.4206912410068575,0.1281792497043428,-0.13698435179340618,-0.0785025549699378,-0.13407168212897602,-0.22009529603312117,-0.11707445522640902,-0.04006025615895559,0.09776505335218508
SPAC1142.06,-0.011694819532789447,0.05904846015164539,0.12160385963949619,0.1749401651019936,0.0894904062537894,0.047372163340068246,0.0058726308066643085,-0.0006660915527816058,-0.033926986237118456
SPAC1142.07c,0.08057334549618544,0.03043085850235494,0.23527112427750735,0.49255023213685756,0.19784081270444578,0.006163978844281159,0.08230536783416431,-0.13877893870033337,-0.3472403633006547
SPAC1142.08,0.33237754746042336,0.23664601569341615,0.48232044415801767,0.221901113185196,0.343861656884193,-0.49656866428125795,-0.5259287495938325,-0.2150656355031535,0.19112688284316914
SPAC11D3.01c,0.22179231332471572,-0.6354817928041163,-0.21271973892151608,-0.41244782843014827,1.212485859442057,1.8118806947760981,1.5197558320110307,1.051766611898381,0.9640871987300699
SPAC11D3.02c,-0.16456595639539368,-0.26053787711257115,-0.268190931793009,-0.1947062769096647,-0.16202376444215183,-0.04780198689506454,-0.03286052225202074,-0.07267477523053012,-0.17149779623806538
SPAC11D3.04c,0.11331031704032479,0.18697106735404045,0.10678832767141389,0.09470305480227348,0.2673573684939389,0.175772277049891,0.11475951717847384,0.04394197689471599,0.08279440605764393
SPAC11D3.15,-0.2583551299219211,-0.3526532241422702,-0.2151759514612025,-0.23334035561687988,-0.1356627829369247,0.03409945589154044,0.003176895001909333,0.06765285842147645,0.2735864775514314
SPAC11E3.01c,-0.1861931950441178,0.14124361686698586,0.0763472509819067,0.11203652580786708,0.11459240345928043,-0.001404245614382682,-0.08719801046575973,0.0405563275199895,0.11926504282299524
SPAC11E3.02c,-0.12143735735635264,-0.03917749125206902,0.18269158836257904,0.22446379586198364,-0.13659350578527413,-0.1350309762130309,-0.18975916037577772,0.0654301177624253,-0.03911692710025419
SPAC11E3.03,0.2435603068048917,0.21008219692372337,0.3395114961136575,0.4449463848445574,0.029719916574781347,0.0011513758677476615,-0.03290293468079997,-0.13770710486830362,-0.09654699160245583
SPAC11E3.04c,-0.028423459498278958,0.07646827333333744,0.16949640079751643,0.22190915522914426,0.12324261575458657,0.040213470804009846,-0.00602131123496949,-0.03480616210895317,-0.02818469651983048
SPAC11E3.05,0.03282059993828618,-0.04493788944755117,0.26444105542252344,0.021760961730250578,-0.11898067479925815,-0.547466499234163,-0.13346811447140106,0.5146755707537509,-0.22855168915735297
SPAC11E3.07,-0.0803084027307804,-0.12298634966783951,-0.0563216740030706,-0.055019422017069636,-0.09420561271678693,0.07592005557868248,0.10646540008722086,0.001648980569709732,-0.06374873013667827
SPAC11E3.11c,-0.028347304230223358,-0.2173504896061904,0.1024297997650026,-0.4670830448185553,-0.7755371516648432,-0.3773852593788418,0.15478630646945968,-1.275177742696126,0.733101626893861
SPAC11E3.13c,-0.16483346285443867,-0.2345508088278876,-0.18742618915154907,-0.09441944844182487,-0.012750981079185097,0.04841527014099134,0.09401445003758974,0.019000782027684793,-0.3068060610814497
SPAC11E3.14,0.1795489950489777,-0.21572422342229022,-0.06080512255293863,-0.09200330896237505,-0.06109964090097546,-0.031137633177725596,-0.019916143966215313,-0.07522413605577306,-0.1498522666123234
SPAC11E3.15,0.04861375507918583,0.06850703375649594,-0.08796820631891533,-0.11542243455290233,-0.02466238125813283,-0.02171308388240842,-0.020376502517245015,-0.005503066429700887,-0.03837712528437325
SPAC11G7.01,0.23112573355652222,0.4007656503883079,0.1639562007057757,-0.20265843344744205,-0.1677771712238387,0.27281128570024515,0.32064052145510663,-0.0014484790775101675,-0.17068493534074364
SPAC11G7.02,0.0827789962280352,0.09310910136064837,0.1009736605301728,0.015519131921624331,0.014041549023102506,0.05282280739413071,-0.009252671576984232,0.017516527844514972,0.04694570762708612
SPAC11G7.03,-0.16191073093303732,-0.04360471219434048,0.2619738336019423,0.5626567795283233,0.20942770946716693,0.017994466827438105,0.01988594451238146,-0.00553971371329981,0.033211838618238565
SPAC11H11.01,0.03904188904939476,0.10227044527163989,0.12345138682180562,-0.12773608163019082,-0.04110427884064037,0.045329916829917716,0.06277935318379989,-0.09155610461960725,-0.06501187326319588
SPAC11H11.06,-0.19542136311418845,-0.06742608439982836,-0.011737004908681903,-0.06254252428868126,0.0011526357759020778,0.09863651830662473,0.05136103693654479,0.011739203715305034,0.06131707322558838
SPAC1250.03,-0.20720776800377033,0.014459974432468214,0.20531675179666453,0.16284717256777936,0.49299513951368523,0.09331907565730524,0.0047264134016550274,-0.0677622531875075,-0.12935694922059693
SPAC1250.05,0.3601083139656953,0.15706160528895152,-0.03810172665942374,-0.10857028543855385,-0.05900796053151343,0.0072639806486274085,-0.02237828509772528,-0.05764293782620058,-0.023878978997289926
SPAC1296.01c,0.04589658803483207,0.11927060769635099,-0.013856991448842768,-0.0643679240270536,-0.05548885135983858,-0.03894061520154585,0.05744178457153301,-0.00771079022047283,0.003996013599331771
SPAC1296.02,0.04747863198127279,0.11262808968017968,0.055100310464242144,0.023987828617207163,0.19343149658015024,0.08570005698091898,-0.07976394921788266,-0.03609526967240656,-0.2529386035931311
SPAC1296.03c,-1.6113285324865463,2.413666174299405,-2.2616197043251027,1.5847959130180116,-0.18088523970639203,0.06987445203396936,-0.4175784328020886,2.280419500106504,-0.2841592873929424
SPAC1296.05c,-0.33086793428457023,-0.003907501599436073,-0.11240476193542301,-0.005082605643174198,0.016330995285689473,-0.08589498187973617,-0.25458369961821675,0.05803104335767989,0.15439822434647033
SPAC1296.06,-0.07500231932754585,-0.019207227892073575,0.07834428344754961,0.018623024388065325,0.0044168174274829,0.053435797334854575,-0.037891108596607305,-0.0035797386613679386,-0.017359089918234875
SPAC12B10.01c,-0.12609180080326865,0.059606958089178264,0.1648900987009475,0.4970476555467848,0.33892521145547144,-0.12997679177452215,-0.09479858805318014,-0.12684944281622135,-0.11403258380493195
SPAC12B10.02c,0.034008800069157186,0.0409524018905956,0.021290859462929884,-0.005905642561116448,-0.047586238127156816,0.07915902713285261,0.01781997351390907,-0.08405023695242897,-0.14054372717444166
SPAC12B10.03,-0.07118939919419288,0.010388320464701367,-0.020086291113185245,-0.00775327425812386,0.10466544832512134,0.0025177792628962928,0.009897447531400497,0.006839164899987829,0.025524532110662496
SPAC12B10.04,0.07465493920084815,-0.2577639565221378,-0.032314469599545995,-0.2673573630339564,-0.10639908916825389,0.16109654027554332,-0.09147056633463532,-0.01605077095395982,-0.014726451488213943
SPAC12B10.07,-0.18462699183759815,-0.10329944069553719,-0.03570884072456931,-0.12449038703619648,-0.05159812383067125,0.07775931426561444,0.09837350024536923,0.012610188686421261,0.028018340119239392
SPAC12B10.10,0.006857022931583745,-0.14487235086353067,0.2670352708633982,0.35179364404430546,-0.0003194806576614362,0.2769189017630291,-0.09834644512364527,-0.3410304797754336,-0.023556209499637742
SPAC12B10.13,-0.05213061997473811,0.11479977409386377,0.4485774722049989,0.5195535522297117,0.30669286148244,0.21732459609712257,-0.0059327979766463645,-0.031714030106737345,-0.07501839732371418
SPAC12B10.16c,-0.07396979332080589,0.2930515770212221,0.5638808391902771,0.44051209806541075,0.23671049817575215,0.4486289417669996,-0.1813771314775829,-0.23043905571208756,-0.08020331807756223
SPAC12G12.01c,-0.05372769578922687,0.10636360505288961,0.2573576166460022,0.12208451125367005,0.1607963930138486,-0.04345125848909642,0.05771948058613899,-0.014013333442475295,0.04713446267936515
SPAC12G12.02,0.0003785879727487007,-0.1722716485299426,-0.4715685211822094,-0.10111900014574657,-0.27946417194722584,-0.16983890329301654,-0.448558446947933,0.047167232415885385,0.13674978031809193
SPAC12G12.03,-0.21295713686326417,-0.16855697647939583,-0.13468500955051232,-0.14267464138536612,-0.12655792929128692,0.022462309164108074,-0.03507938924673429,-0.13967411481715908,-0.10536830218012239
SPAC12G12.04,0.0526393887582316,-0.0006970061076724821,-0.0013796206664918043,0.009239918906259192,-0.05916846677871562,0.011447769085590254,0.02335923704705159,0.02724763531578034,0.05182273653623787
SPAC12G12.05c,-0.021523697449676568,-0.02123519389992007,0.06406889258628541,0.049758769195374614,0.06285751997718855,-0.053819433141966855,-0.04443045012231733,-0.0635900262749378,-0.08631971103846103
SPAC12G12.06c,-0.154508103487714,-0.14592321689909307,-0.21146312083983324,-0.13043600450324494,0.07685496241434198,0.1904630287112849,0.15109138807436767,0.06602628603851005,0.1608889932655114
SPAC12G12.07c,0.046197508676774524,0.20229478685455393,0.20429430480219224,0.2239300579344431,0.18192284506218045,0.11232239860941051,-0.0029973566278269637,0.009802338188828197,0.023440673892929864
SPAC12G12.08,-0.053317733264074546,-0.04036482375257151,-0.13933524307281958,-0.04170853091199005,-0.07385894041293517,-0.07638934174041637,0.027613286559077188,0.05785189144042807,0.16471308797899617
SPAC12G12.09,-0.14511134644284346,-0.12523132838769988,0.0330616205735956,-0.12069800422282922,0.3326342175255348,0.002460592891714075,0.03999541082792993,0.12180115638604594,0.006494132874348524
SPAC12G12.11c,-0.07001334756822142,0.039979606119594335,0.1598166516260533,0.1908088603499093,0.04062458717977164,-0.00759062232352496,0.0701289809046063,0.0062912765914183155,-0.15547316505057535
SPAC12G12.12,0.07745727562428689,0.0964948455860372,0.3922147688091728,0.14480124871382943,-0.17354477559524373,0.06927510725233088,-0.09978917109046592,0.2631361027364553,0.12988981069413363
SPAC12G12.13c,-0.08284974500496689,0.01499118840447572,-0.2698000056124282,-0.27502428297803416,0.02897019253701425,-0.32920401545612316,0.006471517427543039,-0.09545759528879444,0.2292892404870578
SPAC12G12.14c,0.042425821624436214,0.18635910030643105,0.10361758360366466,-0.06431451931964602,-0.021617903977868086,-0.42690737638837634,-0.11574657394134497,0.39903746460180134,-0.1897188996837611
SPAC12G12.15,-0.18911969262443806,0.19476635364427022,0.026067262756818366,0.05165638151627368,0.04831642124223146,0.16061628369934375,0.33551182293981263,-0.36924644881638247,-0.048705624314329954
SPAC1327.01c,-0.1260425098420549,-0.06215872049461729,-0.007956902961417323,-0.06391781965002985,-0.3194006849704708,0.08986341341693044,-0.40078129462527357,0.04281722749529715,0.2571508042934234
SPAC139.01c,0.03191919409593291,0.049691899911230464,0.1624474291255283,0.2639214748309585,0.2564902625320863,0.06404123775561621,0.0583295063332544,0.01911279950441963,0.041057514871261525
SPAC139.02c,-0.022680913134913085,-0.1584459826466647,-0.15707441090976704,-0.19481030523430215,-0.05656613726558024,-0.03741464391558713,0.04814224174808268,0.05764729675029012,0.06558492512289482
SPAC139.04c,-0.0681502533297336,-0.08845378957562404,0.06981392132465669,0.028714508265938937,-0.11239677085301189,-0.02866561091101176,-0.008804652985125408,-0.006643437020957377,-0.10093771436841864
SPAC139.05,-0.004397270020444516,0.11031544585123731,-0.020073923815779937,0.21578804139081936,-0.24607672317339285,0.8510594075041285,-0.48790766259124463,-0.24925800830511996,-0.06085562518986387
SPAC139.06,0.03628185928607028,0.03649166801154904,-0.01768763865279377,0.022168620089334998,-0.09262678304379018,0.02173153899313418,-0.06678466573028574,-0.02405720036832104,0.12744466760154016
SPAC1399.04c,-0.5461749049855105,-0.48265239247027014,-0.5208993424533116,-0.6205942405542124,-0.32991000355222244,-0.20208866362524525,-0.06062062163438586,-0.07642287574443074,-0.10786841314602169
SPAC13A11.01c,-0.0035777849003084394,0.12832101430907,0.21756096337415332,-0.021874818891390146,-1.3668701890237864,-1.216532815931794,0.6544906072132077,-1.0509080971828393,0.037369516728798846
SPAC13A11.02c,-0.21304425745444328,-0.23560872650831804,-0.19199953180335078,-0.12651267822235757,-0.0694690609833457,0.05160503429742716,-0.02876936749451703,-0.08527660706871049,-0.32093851569488074
SPAC13A11.05,0.00876621983535561,-0.029550384773169514,0.014482308306354746,0.04498447980855089,0.1277318432659329,0.10111162484952207,0.007010891710627121,0.012224584212664993,0.028242616552944723
SPAC13A11.06,-0.2656652422639628,-0.23813848377931818,-0.042041733251440894,-0.26412851432278894,-0.09392913503329181,0.8067527773216359,1.2472679325430642,1.9167903320294553,2.109462976747818
SPAC13C5.01c,-0.07040952371284614,0.13227769723877225,0.20596897212599086,0.16535364855363016,0.01448526766552985,0.035765817961983526,-0.0332553510199162,-0.002755194582417457,0.011748903233180584
SPAC13C5.05c,-0.08503327524599058,0.2646603018801974,0.47734369294731144,0.6836370897762782,0.6235492218733318,0.0867764844950879,0.027906970975692946,-0.044677860054148644,-0.03154069168265994
SPAC13C5.07,0.22189938432491885,0.11593714836644797,0.08190041966636842,-0.07061520938528905,0.07341688560618027,-0.012255796038942349,-0.06354309635971603,0.06159994068891485,-0.07849042543741351
SPAC13D6.02c,0.05609057696299824,-0.154036153548205,-0.2805916362453416,-0.16458387466444094,0.03143178455505072,0.02401016311463644,-0.19998976885599987,0.04258137054695976,-0.2156303403459509
SPAC13D6.03c,0.1402797850579028,0.00180372927084671,-0.09436538821319626,-0.027886737655195698,-0.18279813990364124,-0.0480050347228283,-0.03966298031547352,0.04402682232764262,-0.01349607720179239
SPAC13D6.04c,-0.10576337678405895,-0.17033063713447502,0.07103294687070275,-0.2008902247371684,0.1412271994049532,0.16734896422586235,-0.3930433513068675,0.10224639562817792,-0.017342578770987077
SPAC13D6.05,-0.021706698830284907,0.070134882121173,0.1188318631608899,0.23073442388295473,0.0024880269695296,0.04299247638734921,-0.08950211225880828,-0.1306953472855405,-0.1729153120868884
SPAC13F5.01c,0.3524832888348277,0.24258742089829766,0.34312823388080005,0.24078357526822192,-0.05107889623649617,-0.09704464255496717,-0.18340047777329926,0.003075133362328175,0.017003884267537628
SPAC13F5.02c,0.7159243537660622,0.22957937750380125,0.11235784935396942,-0.33700270969717605,-0.23991887828778838,-0.32698095902552615,-0.3295810324553231,-0.2992747939723459,0.06748375812854168
SPAC13F5.03c,-0.13856099001894606,-0.30657084210165,-0.1428327742480966,0.5037472269138131,0.748870267925197,1.5044381551834491,0.6405086347421487,0.10262452695957736,0.1000392611888481
SPAC13F5.04c,0.06666361232404394,-0.01678689311565179,0.19659927042604472,0.3957766315816058,0.32502069624769564,0.23875124272802895,0.13793543645418682,-0.0621532692973108,-0.07213675087082128
SPAC13F5.05,0.21798504367979887,0.4338490444893237,0.46938545603077186,0.26905340104548187,0.08658912687840925,0.057323677823544084,-0.010357367443938115,-0.010503515905304406,-0.1879449233951338
SPAC13F5.06c,0.03199037606691987,0.026348948984214887,0.2807093968512053,-0.003960491507347161,-0.10969136521967247,-0.0813679892271959,0.07800255409944204,-0.03842504449991309,-0.03313491277804501
SPAC13G6.02c,0.06734416882492486,0.18790370607361656,-0.05472665062096238,-0.09768064555339986,-0.05461131673708315,-0.00035896916595162115,-0.0377051618686097,-0.014190907596021533,-0.014025198852616355
SPAC13G6.03,-0.3117131920636107,0.06137618454179805,-0.011527102730028937,0.14675495778017142,0.2298020877401112,-0.05971212325300693,0.11617977186168821,-0.0028292712555447533,-0.1388046840769757
SPAC13G6.04,-0.00715307000769793,0.13207260326457096,0.041353111782080135,0.04235485749513873,0.15365205766990264,0.06760512204314001,0.005914356005449928,0.08184244251326606,-0.16047825591262904
SPAC13G6.05c,-0.1811649120036437,0.065985434234478,0.06498108903633712,0.23605944353849756,-0.14446355723085214,0.21251239461795526,0.11405345054524688,-0.3046432237007135,0.45837469536692954
SPAC13G6.06c,-0.1552432568270537,-0.09384389772587415,0.03136906902974715,0.06021898651066929,-0.06342797432559796,-0.03747773760355358,0.04227021100222217,0.03362834521985561,0.049121263641347696
SPAC13G6.07c,0.06695814628054718,0.07954629360913433,-0.09649416464454671,-0.09255921930310035,0.0017626233196180194,-0.05205270847019014,0.00037529061276316,-0.012398565607807895,-0.0519837672558862
SPAC13G6.09,0.3361510173655921,0.14146220617559868,0.19709232787060327,0.2278575991582495,0.021639604446578142,0.022211332634060554,-0.03288289531319877,-0.021671125524917817,-0.02822051782410101
SPAC13G6.10c,0.05220769809576109,0.37659562502198346,-0.013209491510831506,-0.31454746341000006,0.01271380375966974,0.11482446836042376,0.000429848567433333,0.04233313630089264,-0.08533202107295751
SPAC13G6.11c,-0.09698721572495367,-0.008067936830266895,0.04620782921526172,0.06621163972589104,-0.15954241465253313,-0.09866789063475634,-0.07098353204517216,-0.035851759608404365,-0.21002251970810082
SPAC13G6.14,-0.027495474418658572,0.030956059162200178,0.054786553596840315,-0.12787988956777066,-0.11695654139991055,-0.05569553546055021,-0.05390460523242464,-0.06672980264868514,-0.1787907536544875
SPAC13G7.01c,-0.12103320965696532,-0.22811089291697867,-0.1570312219927703,-0.16815155033876594,-0.025047476339352726,0.02979012662547298,0.009054264542501467,-0.006922657657510434,-0.047425709536314864
SPAC13G7.02c,0.5756688965940842,0.61525824135301,1.2889262115635605,1.1621651046161565,0.31978023462537686,0.02903599138565438,0.01907805459115086,-0.00540199299905475,0.02849896546149977
