,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA
,d1,d2,d3,d4,d5,d6,d7,d8,d10
SPAP19A11.05c,-0.11982542829872445,0.015444924239686908,0.23438370269297382,-0.17642342630322638,-1.2547782352207966,0.09804221005998975,0.31067898273445416,-0.04172357907687696,0.39181543783740413
SPAP27G11.02,-0.11142269562513751,-0.17199056032333737,0.16195862171574799,0.4144196517516307,1.4595728688012841,-0.9241219171906212,-0.3675039959093951,-0.24426288408901953,-0.10315581283751565
SPAP27G11.03,-0.17595938457580987,0.08587568903604473,0.18248875914447976,0.5564305435278052,1.7390382185778552,-1.9467869254076189,-0.271901186623018,-0.17176741964311465,-0.2578821911725199
SPAP27G11.05c,-0.5189221130666664,0.36216659012264796,0.5128601063299506,0.5261375254050223,0.3604720755818762,-0.5171823810478751,-0.2341700848836522,0.0701627721730288,0.06007086424776675
SPAP27G11.06c,-0.36420101962654183,0.20088538746127135,0.2996625016299172,0.530060479650838,1.2131175191787347,-1.2719593742673725,-0.14974639644377924,-0.186565596690855,-0.15376192707958214
SPAP27G11.09c,-0.022754050245394675,-0.11206532832500393,0.05763891381688502,0.7230602969078224,1.2951497351195635,0.49991076302169457,0.3718891001221101,-0.08622490817188577,-0.5237117423463926
SPAP27G11.10c,-0.11849896897011503,0.1219737882510028,0.1687336830469933,0.19797544632194894,0.6783532313413422,-1.1772431469326197,-0.07593173036189776,-0.02548753069804094,-0.08287775065802006
SPAP27G11.13c,0.37111949903841707,-0.5496451015215271,-0.40896017033733323,0.07574639456349419,0.4514497706211061,-0.19668960666906588,0.07840755913506403,-0.37260245157100186,-0.10244976096991909
SPAP32A8.02,-1.206221486930789,0.3028186258296812,0.18108403960540054,-0.04486197881612827,-0.3452861687559271,1.3330753840453364,0.08022707760779457,0.035174621653634164,0.24870749995874664
SPAP7G5.02c,0.2285565717066585,-0.8729401343638443,-0.8589745133945715,-0.3575972391292215,-0.30530421455621015,0.9699469958037001,-0.17233158770851986,0.3081057812447747,0.36225504619850313
SPAP7G5.04c,1.1751059761661535,0.22399402890903958,-0.43506848300154227,-0.23063386342988001,-0.27952194820735077,-0.48769620365820776,0.0955076121692302,0.10567617012107378,0.1962165186040732
SPAP8A3.03,1.048451704501487,-0.28617411237508095,0.03092225015924055,-0.2732335699646631,0.4796294045994487,-0.3401641746734192,-0.37652895144460874,-0.13930255615761347,0.14997481797009024
SPAP8A3.06,-0.18947740008489905,-0.22440244622449587,-0.543168984023102,-0.41398754544332705,-0.6732671192289483,1.9011005168633681,0.21190415317056638,-0.026840885263410053,0.2163807104883806
SPAP8A3.07c,2.308841963529728,-0.9010354784449959,-1.058823191892745,-0.46872902290160656,-0.08016197576778383,0.7996658072730973,0.020868044359702465,0.10113005106424233,0.2562865037940365
SPAP8A3.08,-0.12376490179235278,0.5585957642163732,0.24696078429305013,0.2542822326135481,0.8120905757343295,-2.0085314618387295,-0.10227330057429224,-0.15095935022738338,0.005065837539179885
SPAP8A3.09c,-0.4327721215084591,0.2149028743942895,0.16960951520149803,0.22975533230556294,0.7998734482686991,-1.3239618289521116,-0.2874639889446402,-0.020396288270862928,-0.06214725487591455
SPAP8A3.11c,0.7273002412665237,-0.3684645700513599,0.21550849056182908,0.5455314151400443,0.7187853831951718,-1.775802664913188,0.2029631856977932,-0.18694232586447812,-0.052905652298900985
SPAP8A3.12c,-0.7474590216138486,0.3741930121087092,0.5396641793813461,-0.02062943337131168,0.14495881864964594,-0.03722247263352568,-0.4496414004543917,0.08233255983110926,0.09520141585634748
SPAPB17E12.03,0.11709094662096253,-0.1950068851913819,0.3340296166827972,0.042499999694009305,-0.3428203002430059,-0.5269676809945325,0.00893760545622252,0.0866887762314476,-0.09713685669495342
SPAPB17E12.04c,-1.9819296198230725,0.9169251317819902,0.6877568085296533,0.23821210565133177,-0.9040929139124005,-1.5594490728031252,0.016732556301498835,-0.04552352316356556,0.28016358145957954
SPAPB17E12.11,-0.16763749507878523,0.11742834692641091,0.08469514281971935,0.11441584515820993,1.1137231665533494,-0.8980006189175033,-0.4297554282483864,-0.23448521645128845,-0.19478806465344967
SPAPB17E12.13,2.630507649356525,-1.0092756395908602,-0.7997524149362217,-0.09171638127698833,-0.19932273649011223,-0.30016341361824117,0.024999739832515244,-0.06437661984871657,0.04294068354790048
SPAPB17E12.14c,-0.42093932127295264,-0.008526080892058585,0.0279130778686264,-0.19859144946130436,-1.0807465753933712,1.780916458986941,0.12923017470425346,0.28402739613009,0.19795285194573403
SPAPB1A10.04c,-0.17071665580803586,-0.012289376981551053,0.0810371548172776,0.058602695883478786,0.12410676902229584,-0.5966425422810421,-0.26104993032803747,-0.1176949552365758,0.00446458077168721
SPAPB1A10.06c,0.5790509702293217,-0.6912316441715637,-0.5125883078395407,-0.7738851730532117,-1.071098095952441,2.1818365871737333,0.1883563861157399,0.09045543260221411,0.11590010898880705
SPAPB1A10.09,-0.5138148287498564,0.0848350098567735,0.2266539530197555,0.17566373103598767,0.13580287546732758,-0.8155347574894416,0.23108894457368523,0.1883285841511811,0.07270766773622633
SPAPB1A10.10c,-0.2520081508492218,0.21769850202520635,-0.2354205477411327,-0.30857480219793787,-0.6528656387787714,1.2763747572618267,-0.04274729246548159,-0.05395060399942575,-0.21413352823472237
SPAPB1A10.11c,0.3170760300577572,-0.3926427342718154,-0.13772375619623667,0.3445914222793611,-0.0047087912811619725,-0.6690808715798899,0.22393017779195123,-0.037600998876996194,0.22554878950603952
SPAPB1A10.12c,-1.6302350163660984,0.11328661997642064,0.5669418776432888,0.49703706808847026,0.759205045091985,-1.3477982864851408,-0.12491286717556749,0.004473610285395058,-0.08788639641785534
SPAPB1A10.13,0.09369117962466463,0.3828410225535545,0.32482893434911214,-0.11307359121634519,-0.020343784964564016,-1.164205450780651,-0.09971618085455192,0.0601555127834722,-0.029603483746380888
SPAPB1E7.02c,3.037139673397814,-1.0634726682033806,-1.0855881110955763,-0.1900604587441148,0.20674481791980748,-0.43868511879807714,0.09590461962545205,-0.04366533410104623,-0.04868262058650541
SPAPB1E7.03,0.032552827332124445,-0.40543966879848453,0.013789469882205196,0.36752024254979376,-0.21674115397449767,-0.5387626858539554,0.20855627576828728,-0.015817462960762807,0.011688908930904462
SPAPB1E7.05,-0.7731487216998316,-0.3183531680557107,-0.46151519676663644,-0.001901036580415738,-0.39335292972893554,2.1267183161236147,0.07809921839612306,0.033457136108517714,-0.26464747696348473
SPAPB1E7.07,0.9735423795925784,-0.6706810927617898,-0.8897460280949694,-0.38570981342658306,-0.11399764826135117,-0.058948153892111055,-0.013259660909920257,0.07104219316824678,0.11327046759724135
SPAPB1E7.09,-0.8501907929181404,-0.36626872211833383,-0.39499021357004893,-0.10074644811696909,-0.37130208334021875,2.0541890614365745,0.22758107383157644,-0.16479766535703805,-0.14931094150725838
SPAPB1E7.10,-2.920588366189571,0.6657189289422547,0.03595877594160779,1.208412203146376,0.8011147233205248,-1.8349388466749614,-0.03392934446730056,0.04742775204895455,-0.22029211545399674
SPAPB1E7.11c,0.8729209481029212,-0.4079473401046234,0.18573864018446337,0.1040823225056729,-0.5501435292887197,-0.3856786838877126,0.21395981006297593,-0.0029183637325708167,0.10305588630489493
SPAPB21F2.02,0.30845105890296,0.03775416848176183,0.39802197583367016,0.520071168074558,0.43729162875700855,-0.9661340966783956,-0.053685394289182176,0.22097344396582952,-0.2864376774010518
SPAPB24D3.06c,-0.4050727134253362,0.19372462087182094,0.09496124451751017,-0.21538778300578137,0.27238198987965084,-0.5597322492450256,0.530640904108414,-0.07759773771446755,0.036873877778180575
SPAPB24D3.07c,-0.141048705369337,0.035704244899699145,-0.2975355988246158,-0.03960163758886903,0.6579778315528126,0.26966580400337525,0.5887857911011609,-0.11793555720111748,0.6232878863107766
SPAPB24D3.08c,-0.9384302333376526,0.10243651240691642,0.03918458369211608,0.04454387835475648,1.5623484715339402,0.7220215682744624,-0.46241917576460817,0.13984112067072413,0.3531967060060163
SPAPB24D3.10c,-2.825191540110735,0.42171785686912955,-0.21924690508014244,0.3322248317797666,0.7932761071694403,1.4449177984754629,-0.7140217372865858,-0.14360792765634378,0.012558371523356149
SPAPB2B4.01c,-0.9899193840521026,0.09286901932852804,0.6181234979725503,0.512299767414288,0.5427017392844324,-0.34414439488572435,-0.672056094455245,-0.081118556533611,0.10893268131784817
SPAPB2B4.02,-0.2162083971579743,0.28961999297178265,-0.41045733565638454,-0.1503934021216079,0.8064212591732658,-0.149874743810452,-0.4962981480365442,-0.25985980749953264,0.2574231747871282
SPAPB2B4.04c,-0.71434276075356,0.2521022461215687,0.1841693915302808,0.40923184388133926,1.5687838507199914,0.5053132225583767,-0.997094624651071,-0.06637641777917369,0.1167632802388463
SPAPB2B4.06,-0.28851128970703444,0.19851467219761376,-0.011649708157343452,-0.6590331248957579,-0.8096740773280493,0.47046540929433794,0.3694014408408212,0.12666065741948368,-0.12907967467183545
SPAPB2B4.07,-0.5792464871462074,-0.0632465329423656,0.14723919868159352,0.17735121697340384,0.11571338232144235,0.26359027972054694,-0.6698453090902252,-0.22542241738036678,-0.3088573192524765
SPAPB8E5.03,-0.893860568362697,-0.49180343932250714,-1.7097076219202398,-0.7032297632824673,0.9053601691495228,0.2785278184724298,0.21905677329454054,0.17032203110605115,0.5770403700083588
SPAPB8E5.04c,-1.9221865924475843,0.22783650246424378,0.5477545317641745,0.23661047090037246,0.18281482035060082,-0.11060943945936685,-0.25617710019722906,-0.167831356967858,0.2052801473822008
SPAPB8E5.07c,1.041611537356824,-0.5484930373861961,-0.45937799078336883,-0.027453877016072603,1.2838811380428845,-0.15505197466832177,-0.2820691564809299,0.019283832735010276,0.13272129527409882
SPAPB8E5.09,-0.058352286150945565,-0.10604364671172894,0.045886844093470214,-0.13068814117156768,1.00221816822604,-0.7866657846818855,-0.27694947473745746,-0.026989922822343804,0.2499702173685212
SPAPJ696.01c,-0.14043461357474094,0.35285675260224214,0.40466568952081194,-0.09524756565198023,-0.7781850479152281,0.02090586539706768,-0.12262740500946573,-0.020206839391083614,0.046773301839091286
SPAPJ698.02c,3.031652935677551,-1.0186476427151436,-0.9253217554097599,0.024774167204210773,-0.495956373983488,-0.48869851216239546,-0.02389531396386957,0.009254546173280698,0.2275875793887705
SPAPJ698.03c,0.896544524152117,0.19708592896799138,-0.4925815571976385,-1.0692704702593754,-1.235411800559624,1.3771990471959197,0.6905422955983358,0.27882565194699244,0.012255162628680809
SPAPJ760.02c,-0.6822497705555112,0.4451296296783389,0.6273886266138986,0.07802214919664763,0.3068482721375453,-0.8211266856397031,-0.2487809895974383,0.06811439203349756,0.02291449490677061
SPAPYUG7.05,0.7730284081508967,-0.3696906182889447,-0.13712978498004802,0.2774521495596065,0.14661717807940902,-0.7219890934403498,-0.18667483584463207,-0.197176067402266,0.01955826770171032
SPAPYUG7.06,-0.3725163147916605,0.843056184045741,0.4984815775432978,0.667039827619476,2.2334989665956857,-0.42584866661288645,-0.30692478302847004,-0.6726734586325414,-1.055567384524326
SPAPYUK71.03c,-0.7777323896659772,0.1628046057072357,0.17972089737342817,0.11681496995794516,0.6595482360790204,-0.2679018654837174,-0.5548593680787264,0.03984005554044934,-0.09862632705112842
SPBC106.03,-0.52886257020258,0.4711240923468637,0.034006168758154015,-0.1940151512046476,-0.1456468672702274,-0.3221034701469755,-0.31001491261928943,0.004927847133854746,0.17001911994304786
SPBC106.04,-0.0031072153100557,0.23443452116748142,-0.49141319231371516,-1.4770949817154437,-0.8614728810925611,1.603831044532604,0.8810209454174491,0.2893267052303993,-0.014484914708157944
SPBC106.05c,-0.3208187509066567,-0.11435412036360154,-0.27529297830338095,-0.0447055805768487,-0.3068650905381195,0.5315177165205176,0.1226610112310989,-0.2488655807276186,-0.07363727762391026
SPBC106.06,0.6734983149376367,-0.04562532041337163,-0.003499449444692923,0.018412572644339875,0.23576717077372214,-0.4633973721830917,-0.19553598760618213,-0.09984992133523574,-0.07064468530931389
SPBC106.09,0.03834356660585833,1.3377349973020363,1.29802159108611,0.7375637357116416,1.1661978736594456,-2.728497131690693,-0.3852370678596577,-0.2091740345596853,-0.9039318382031268
SPBC106.10,-1.4327605683260798,0.4879868163733363,0.3115889388407347,0.28079284928822623,-0.09100916205023146,0.8107780316142559,0.072671780105791,0.10147493263787055,0.1674789701086259
SPBC106.11c,-0.39837519216423756,-0.07414867849297552,0.18160338515343488,0.3014075803680411,-0.5438261524365193,0.589583152835987,0.5155587216604368,0.2292311765782133,0.16308853184550864
SPBC106.12c,0.5318074994239669,0.07226401453282727,-0.12328614586627146,-0.5262472503634187,-0.6681641469913995,1.016591287285324,0.08208596826012404,0.005897008970318529,0.02195934513270248
SPBC106.13,-1.4847403028025454,0.4490992729579009,0.2697763407329383,0.09310246171615444,-0.6515178708860325,0.8329015803764332,0.11282271998809656,0.00039068627061511485,0.08789348486189841
SPBC106.14c,0.4953223516421409,-0.6762332962459883,-0.26121941372569096,0.3887022467078311,0.3569942202120533,-0.9053065246672634,0.07556680597342769,0.0742480646003274,-0.03421011367283344
SPBC106.15,0.5645162746217536,-0.501428358383122,-0.26069184117674293,0.33936055442420554,1.3356704241026598,-1.5891881993042607,-0.20479276365965438,-0.240883633737502,-0.1870995306003005
SPBC106.16,-0.48266742783842953,0.5106007789668834,0.2606653275761383,-0.10003291862562042,-0.1332348627205055,-0.8305335710809101,-0.1223482695086675,-0.2505352545756412,-0.0622590990079388
SPBC106.17c,1.995645063174022,-0.3161417594080544,-0.5469853464933379,-0.1337379348232095,-0.14493616612919147,1.2860172275065296,-0.37108490298551433,-0.04859686637771454,0.15724052687532653
SPBC106.18,2.622221858229067,-1.0005434582320611,-0.9163204993209297,-0.1762219560295495,-0.17452435705122538,0.46013024526971114,-0.10175674346377384,-0.32204628262818114,-0.11674346558637905
SPBC106.19,0.23435578058612078,-0.07893342746476438,-0.011511763475635622,-0.285763541618466,-0.15014133186441825,-0.4768654587553075,1.0893084377599929,0.45735793114109397,-0.21114382563550071
SPBC106.20,-0.0495245056633152,0.14670904222649495,0.12380322507633376,0.11822096123399767,-0.17618698992913528,-0.060546039596317824,0.33710043047251415,0.3028430948816361,-0.04174118787026837
SPBC1105.01,0.09983501882341062,-0.27017134152722005,-0.3339075987001813,-0.11452391769241721,-0.791054831188631,1.2853443283255204,-0.10618819645872368,0.07469718690701743,0.1626889476491722
SPBC1105.02c,2.953387563167192,-0.36049540813172987,-2.0213272363254826,-1.1881254900882783,-0.6667316736422655,1.8410746261288224,0.36926929812990594,-0.0030340954270482445,0.31187898073354736
SPBC1105.03c,-0.6336676818984445,0.0764582810001071,-0.0736574613985213,0.06393103797405231,0.40126289308296564,-0.21262057095646492,-0.18363789670566405,0.05137668912416027,-0.03693931632666736
SPBC1105.04c,-0.6105979104174624,-0.3272174779221203,-0.8146372383795042,-0.9833022233108208,-0.2101766817402484,2.2426523338860216,0.20968431239109042,0.22410419960594247,0.002459027943643527
SPBC1105.05,-1.5094844037176782,-0.5381340361907759,-0.8381362948343521,0.20920901791161395,0.35697582035842435,-1.3790077329261952,0.040687236694751494,-0.2237301602135786,-0.34962671022149516
SPBC1105.06,0.30829767666373076,-0.230154754805572,-0.29277317329094776,-0.008301117426708804,-0.8667559199475133,0.41514793108476145,0.1627140659498213,0.0423497325054949,-0.1244760339286245
SPBC1105.07c,0.7293797058273386,-0.22027257180598075,-0.10125281138427532,-0.49547832717482815,-1.1358781445751032,1.557674355166457,-0.29345580546138483,0.08890673358041618,-0.00846101005865768
SPBC1105.08,0.17368656286735623,0.003288171821711039,-0.24158538719503692,-0.11413274590548433,-1.2969085506997389,2.145177376157206,0.16894662152005013,-0.11484788158562487,-0.08100965111356162
SPBC1105.09,-0.307101545148607,-0.016148649260708248,0.3332184666942708,0.29116581156061233,0.08678268246881041,-0.8844277002459582,-0.06567037828404687,-0.15381059856149348,0.1027978015872818
SPBC115.02c,-0.48065806077354517,0.4543593762953705,0.43119814823498037,0.45661785866803983,0.3217564701282234,-1.7366739722754723,0.03269238586093759,-0.08900418732842386,-0.13155078632028494
SPBC115.03,-0.20320941482596022,-0.20545815516831034,0.6522349670196863,0.9092556763872378,0.6629933239923944,-1.1076668202385822,-0.46690835107625106,-0.18261803429085832,-0.13022977668427005
SPBC119.01,-0.25597766460972243,0.3694006481314036,0.4159206292109273,0.23012591063362642,0.23272131460971845,-1.0411417788819066,-0.3100277914029378,-0.10189528887429489,-0.05438680501983861
SPBC119.02,0.5810178002345336,-0.2844703556494168,-0.2986970782483518,-0.3618266284753904,-0.17714077309988363,-0.07794526639935107,0.4833082750374771,0.21405887461052542,0.10062242524817178
SPBC119.03,-0.6858743047758888,0.24523125092239137,0.29833828349430946,0.4145266427305977,-0.2204437572795911,0.21939130134176,0.32003103086009876,0.005543278455546141,0.19374596707492597
SPBC119.05c,-0.9870974006194145,0.5182776586153,0.7574296233399572,0.6950770068831791,0.5438752046970987,-1.6639988644904824,0.06355860332886776,0.21518684777623087,0.46367214747462704
SPBC119.06,0.6665597971534691,-0.032160631089610245,-0.15497130032437145,-1.1716660203296556,-0.09692140099977342,2.7685966421191965,0.1541093038876833,0.2788929681005279,0.439694560968511
SPBC119.07,0.005837658789081712,0.4305005124655462,0.3124244324557617,-0.3247484671327019,-0.6038521571886015,-0.04925099608756922,0.1934916411120563,0.23691428300572737,0.11018214803761639
SPBC119.08,0.3191918906385489,-0.0045604331881615445,0.2868544959166063,0.14709308457841108,0.03046751987054841,0.4229517423391627,-0.15723001146363114,-0.2184480843087961,-0.17510110625122519
SPBC119.09c,-0.0429042245635545,0.12825331300468998,0.06782196155341438,-0.01323215563724972,0.36222819545664176,0.2705799384549925,-0.21733429092420808,-0.14609884757335784,0.10105996056162486
SPBC119.10,0.870274451708785,-0.30910361119600926,-1.0864310209867198,-0.7726816762778745,-0.4471824687840016,0.9180175773026567,0.3918928654045599,0.2409792491207936,0.10171019250726077
SPBC119.11c,-0.4634662726331531,-0.19683836493795026,-0.10022612051523261,0.17237040952910698,0.0024889675924888444,0.7314605352364361,0.10925650909661394,-0.08004481138410074,0.000748643588905834
SPBC119.12,1.0104974462126013,-0.019273236963056828,-0.15334930087231385,0.3790799009332701,1.2501577384582774,0.10156745171248893,-0.273561064509082,-0.8469371982125176,-0.7417338659962589
SPBC119.13c,0.14488854458529343,0.16785042929315844,0.23175178920594305,-0.2202423011733295,-0.13973277083768673,0.25341678490803216,-0.12520457983901767,-0.00648492142363398,0.15268347236622298
SPBC119.15,0.14189298194372726,0.006282938245875114,-0.0901355756580374,0.18517312744230746,-0.31080766414380445,0.05700634565169235,-0.04801827783608982,-0.015255731987024975,-0.058562999920601565
SPBC119.16c,0.22769959842332857,0.4749701283907938,0.3878779550875804,0.4086632128080512,0.6889208761050463,-1.7115144343092354,-0.022063918235474655,-0.021567456459611556,-0.3003900807773524
SPBC119.17,0.29916056550840575,0.730774406163245,0.6311847320109236,0.30408323140770566,1.4375954636963386,-2.2622018931387458,-0.5348165833484594,-0.22590517018111456,-0.5937190094847511
SPBC1198.01,-0.7652686300022438,0.13613948121311964,0.1626113848703754,0.17009495827107957,0.5185984623218627,1.5231072135436565,0.3851171549358896,1.4949753530125451,1.8887626556691712
SPBC1198.02,1.3558274914769421,-0.8633960258764225,-0.3346713465144241,-0.13925950857537917,-0.7916894752482406,1.581557989462901,0.24987078739104762,-0.14217119090590719,-0.03364937508286803
SPBC1198.04c,0.6124142044652519,-0.06315993464961417,-0.1394067711126935,-0.4090070817056646,-0.7639085874237226,1.2297263667501632,0.34952719009085503,0.20628114082715365,0.15457001079963284
SPBC1198.05,2.5840900625595755,-0.30108757098977845,-0.3356538899486507,-1.0656620206372698,-1.1112165585820237,0.7010938170093728,0.13231683511357883,-0.25469153212584583,-0.10814224426549379
SPBC1198.08,-0.27103801909467173,-0.024458022536429008,0.11498282305207227,0.09671183023874763,0.8244839984184767,-0.8562936101290713,-0.674267776277102,-0.17541501354152456,-0.14923154741028644
SPBC1198.13c,-0.4705495762613685,0.2422256726908313,0.048069343953873606,-0.08973157502223486,0.9765007762857094,0.02355169710210836,-0.5770971152358115,-0.13219586820566132,0.05674692824715144
SPBC1198.14c,-0.7060098407577207,1.4077115392750223,2.167758852591363,1.1377415856346813,0.1970018920675285,-0.5970053698427416,-0.531672682503963,-0.6863621962580675,-0.12447930118630346
SPBC11B10.01,0.4852104534029409,0.20707706606239162,0.0759055204604302,-0.14355699565691887,-0.03800022356441646,0.8183720993151329,-0.1856336210919467,-0.04213497623512641,-0.0366952800503999
SPBC11B10.02c,-0.33634294041189894,-0.020523122541526773,-0.5797193211613789,-0.5331332457050473,-0.4490088047207985,1.6040384873472529,0.05070432067571973,-0.13920158604812394,-0.1484505056574632
SPBC11B10.03,0.926378505997558,0.02943725379633677,-0.18651789058939477,-1.3017800750147805,-0.9093763898501535,2.2034811206196174,-0.12777636753337068,-0.25420660122595773,-0.18163437554522363
SPBC11B10.04c,0.4027292716663192,-0.21006059224441112,0.057029118317637045,0.08474068626027756,-0.07489523032530995,0.1903216616826814,-0.17818963858014847,-0.11840867591122105,0.057756228975174934
SPBC11B10.07c,0.06778254037837605,0.3236208566768062,0.13991204699237425,-0.6159258784909432,-1.7847813956087495,1.2406567009801268,0.565787680561376,0.1450187934068225,0.4894942162434057
SPBC11B10.09,1.020787026006178,-0.09324421413030781,0.3650691051169379,0.27388443048564226,-0.11339295485347156,-0.9416394263320567,-0.44287991332126386,-0.13829083578253015,-0.2281324425670813
SPBC11B10.10c,2.023577159132459,0.027870378161802378,-0.7719051848200946,-1.7067076590455368,-1.0296981166354382,2.2538032602122935,0.370263397305033,-0.011287474273128595,0.038282096544852706
SPBC11C11.02,-0.5421917868114502,0.1766423912625355,-0.646531936260761,0.09450322604353334,1.779749221735417,-1.8306800015374916,0.11746704467486946,0.004705329052710816,0.03270831727536738
SPBC11C11.03,-0.3315801352457045,0.45848438320133555,0.46207428904249126,0.4056078871039499,0.412468790201594,-1.8244754875950966,0.1045191487900051,-0.09065657210787292,-0.12111465626892688
SPBC11C11.04c,0.51206635650409,-0.03181946926006729,-0.27494463951071796,-0.44748310137464997,1.3762368284152542,0.2692815766762777,0.10754988286988176,0.19387518262525072,0.12117876324062382
SPBC11C11.06c,-0.2671672179640262,0.34385617928182577,0.12269498753732,0.24518724094679012,0.45947805742715975,-1.3532556927516382,0.5746429263703614,0.19419505973721773,0.6000115033125635
SPBC11C11.07,2.559769010068375,-0.983690058483236,-0.9160157682502372,-0.040313406522344275,-0.27047391876055027,-0.18713272430191186,0.050801714453887925,0.05192248077768569,-0.02059252989841176
SPBC11C11.08,1.2456596190427152,-0.3445518457932197,-0.46408648866190305,-0.8060681082208323,-0.585586887596105,1.272864227739345,0.23533642356983953,0.05271221156270767,-0.03571023517299954
SPBC11C11.10,1.2652779294356,-0.5737457241250844,-0.41228397081379,-0.18483710949503884,-1.1131315121438794,0.09329822151875211,0.27419374170395905,0.22138787515201774,0.20902061963469687
SPBC11C11.11c,0.16214663236236349,-0.5166305178005755,-0.03462890462812945,0.005852672997947644,0.1100402941579231,0.9930179624693841,-0.4326833869135627,0.1968343144993725,0.13009866820820903
SPBC11G11.01,-0.16049639657186376,0.3324015199037331,0.40512470106694765,0.5590764307946137,1.175519992569994,0.6800286462838323,0.20668738852136226,-0.3260405487976179,-0.6344924776531671
SPBC11G11.02c,0.5698646781662486,0.02943047450189132,-0.012976834603592197,-0.5702894890197503,-0.091334140840372,0.4702966248430217,0.12654217535008488,-0.04596102919810813,-0.14191251199944466
SPBC11G11.03,0.3438590237081346,-0.9187307498768301,-0.3336284757877266,0.16004062728977275,0.4327864911681534,1.2835708164790083,-0.12639310279446997,-0.17909146183715624,-0.1606801437065739
SPBC11G11.04,0.3298010176550166,-0.0037860230833750563,-0.5065885355085603,-0.7537719535014331,-0.7015871049762489,1.4591417955971737,0.3207450131412991,-0.20105227523146613,-0.1963741688610379
SPBC11G11.05,1.7554612824367446,-0.9455826067394018,-0.16524862848304148,0.024139132703803412,0.022769924214289472,0.2831643779706541,-0.12171253078492936,-0.10961712009723125,0.03182204934874483
SPBC11G11.07,0.44509593820404775,-0.013725879407727848,0.4314483290662289,0.35143029468005604,0.4581533148163217,-1.1188992242829752,-0.1833811683630639,0.06316540091809089,-0.06923372611046452
SPBC1215.01,0.31675887138606185,0.21559435675186756,-0.09905562430967371,-0.3299131527808307,-0.33099726176157107,0.1002372191578309,0.2106145809111436,-0.1268195164158755,0.058390698103542166
SPBC1215.02c,0.4196278495410577,-0.22568663697876687,0.10409202986567012,0.030330526739508423,-0.739555327212785,-0.6060643449389234,0.22458277161431184,0.14663092508488873,-0.01326874258515276
SPBC1271.02,0.921170750096163,0.09016932440940667,-0.0346101195665099,-0.0917175922258133,0.3811168041464924,-1.0373663206882482,-0.5303123234398535,0.027422483927988406,-0.0528056424882013
SPBC1271.03c,0.05660923204607668,0.45678853369350414,-0.06282747042613512,-0.1297515590844367,1.3735388386007559,-0.7600064287464456,-0.6522226231859496,-0.09384431231404661,0.005213458765978396
SPBC1271.04c,0.481740243652211,-0.6808229588036497,-0.30865007922293364,-0.0496846062567744,-0.6060300182865812,0.8460949978781869,0.04679547515243976,0.10590003887720778,0.10059146656780404
SPBC1271.07c,0.5442009840387044,0.14919027043397037,-1.4278564178849535,-0.45926956585438505,-0.6325453898275382,0.5338413846119519,0.39509925665855805,0.04507996074312537,-0.1333059622614714
SPBC1271.12,-0.33669237702919474,0.4816206131017057,0.26054843877217965,-0.03143531622332052,-0.35186314568268706,-0.5919757897592358,-0.23001988285174896,0.03549670746353617,0.06367023990466614
SPBC1271.13,-0.32631280745690117,0.21430287432960543,-0.028487241321050547,0.0661824791339747,-0.009911083820333072,0.28394775471463723,0.043547548520601886,0.09182267589556653,-0.11164742304604597
SPBC1271.14,0.12094265165436036,0.2352854947056563,0.2494141313425262,-0.16392378644800543,-0.07347827359554215,-1.2301428550515483,-0.23034829089053827,0.04264611089795345,-0.10811009098467339
SPBC1271.15c,0.5406932646710981,0.07846656501279188,-0.45448641658791256,-0.6648133379684862,-0.502026660715897,0.8747175526637267,0.33616559134482205,0.18713271155991856,0.057003274287245914
SPBC1289.01c,0.2456735929511767,0.3188192988902169,0.6090098949470963,-0.026024356696920714,-0.9796045088112889,-0.8749080392320157,0.624833177140984,0.2327129754647589,-0.17644840675340923
SPBC1289.02c,-0.362249222984182,-0.20203979852763582,0.22570464616440217,0.15969212543690364,0.47129101186707056,-0.12881555036963477,-0.20922042028277832,0.13536056308599587,0.20483669997833898
SPBC1289.03c,1.7728343667051427,-0.5757822901149172,-0.5564054226845105,-0.03116199118627927,0.687330483512303,-1.4898384407620737,-0.18613167649300544,-0.12274022942492024,-0.13632851849398575
SPBC1289.04c,-0.24484166349432862,0.22783281737422828,0.21959060013835782,0.4862961961446576,1.1301418658374531,-1.1656197943710942,-0.30512365433273025,-0.0264054233776313,-0.16616078772563742
SPBC1289.05c,-0.11582894887920699,0.1401944660115672,-0.2856746106231109,-0.4814426551939737,-0.8116365863961177,0.444175414533742,0.327700017438458,-0.3197882322339701,0.08488580608101293
SPBC1289.06c,-0.023663311583920765,-0.14265705368760961,-0.0775959375934826,0.009162578400014332,-0.23731088490694585,0.2486451669041586,0.002389862079095084,0.013860808944490044,0.06625622437537126
SPBC1289.07c,0.8824401753344797,-1.173421880572829,-0.5152386890824814,-0.20291911855576417,0.35494394646357885,1.295160129345461,-0.06570960376770318,-0.05822553704864536,-0.022195691116334404
SPBC1289.08,-0.27497740427315587,-0.10856444300926832,0.12091777968612305,0.2608320880834695,-0.3341943066380144,0.1793511471353109,-0.13044482362373297,-0.0016517115565092833,-0.025286083089688716
