,prot,prot,prot,prot,prot,prot,prot,prot,prot,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA
,d1,d2,d3,d4,d5,d6,d7,d8,d10,d1,d2,d3,d4,d5,d6,d7,d8,d10
SPAC1071.05,-0.05476684866908508,-0.09705751012003466,0.14281455523476144,0.23387929657770046,-0.09788258794813537,0.08535344751558266,-0.14452309245274386,0.03652754921610912,-0.12157857910186268,0.6974045045637521,0.01435969240757795,0.41554787892708506,0.33649177548903386,-0.8869256508327493,-0.2566634021523183,0.127319842203941,0.08730336805380812,0.06770425554413806
SPAC1071.06,-0.018432660103790993,0.07837439017254075,0.05973790451596456,-0.008497404857874464,-0.10287400705004225,-0.06614579278230656,0.015431037645386447,-0.022004408224399002,0.06654588220242764,0.7947733323713353,-0.07481297809044318,-0.39756014386513056,-0.8353018670651479,-1.6891919817827747,1.483570651928673,0.25035603512623494,0.08891028990183958,-0.002588972865872008
SPAC1071.07c,0.017243545081090356,0.10281237403367019,-0.06640749157745139,-0.114358464386909,-0.09543252107881402,0.0345218895702232,-0.012323369730173561,-0.0408915379344677,-0.08189902300023244,2.132746921039017,-0.7818846567978438,-0.5699341664944976,-0.12861543520901952,-0.05652398546367399,0.7491400051757626,0.34330631212027873,-0.5956912864114107,-0.5960885782916714
SPAC1071.08,0.07615775722776563,0.19505705348715313,-0.10704697846584271,-0.17292305495471594,0.07722678721430076,0.0350224337892725,0.03067805630986703,-0.04127974721757405,-0.180663344907084,3.149931560664945,-1.1281251522317448,-0.8139806685002565,0.04991934587232083,0.048485501158920696,0.020112100914542408,0.28824086950545635,0.022845602760617867,-0.4659283075373035
SPAC1071.10c,-0.11908413864133202,-0.17607402948179648,-0.17100678174578393,-0.133334113571268,-0.07971902191133207,0.05317519953048816,0.18677762699044226,0.019754848471813108,-0.034231335593238904,-0.5892060570932616,-0.5493064028194494,-1.0162106236163282,-0.8272652128425153,-1.171723311873731,1.617354822917537,-0.33051048003987793,0.5610412126872646,0.272615137897815
SPAC1071.12c,0.04965069297285947,0.11313406186039501,-0.02914300064272149,-0.021748692278683993,-0.22009807378709667,0.05495428643444171,-0.06541034481026307,-0.04871748291249539,-0.3597909298610138,1.1022471376706486,-0.8260727575577427,-0.22538242072603706,-0.2169444034661776,-1.2450069393417686,0.5022245018310447,0.4162687928569303,0.0728430469292134,-0.23904992078395593
SPAC1093.02,-0.09607580394891091,-0.20417406468978153,-0.1602376996893572,-0.12067083046780853,-0.06460355810161492,-0.003843417733387894,0.04317821429999588,0.04454375182493431,-0.06755756886007305,0.2226563805860366,-0.5076425058004836,-0.5611615925031995,-0.6190287169451292,-0.5270090641887384,1.9394920772386741,0.36381970843253675,-0.04040357970458858,-0.10916447669361384
SPAC1093.04c,0.20541223185770352,0.2426591437720097,0.317422039859665,0.294536033866739,0.039663035361122645,0.027008923480381558,0.0007705562915577002,0.013442771739328868,0.021591874531361716,0.49492316550563303,0.2876128321944307,0.10755229845340963,0.00010012163466111001,-0.37954138903969104,-0.15629529648566431,-0.19364483430610363,0.10241537959540359,-0.026456794819205286
SPAC1093.05,0.578790968638037,-0.026659454740311728,-0.1889253167411229,-0.16648841111166612,-0.09580763482118598,-0.4162310305589813,-0.09856395004443973,-0.11644091255116393,0.08543927560822062,1.67961988109714,-0.9072306576234529,-0.3944126656617581,0.09632043976218947,-0.06766189344058147,0.17550577966964834,-0.03864287171139561,0.0331062826042294,0.014774594970754406
SPAC1093.06c,0.11628345521821559,0.32659824036660007,0.04646486748777773,-0.4034020234523086,0.6231354821136112,-0.6749192728328737,0.7433730188379627,-0.3349182594334818,-0.3018680839619645,0.8567421095899608,-1.1312696546483079,-0.6000958114247619,0.06377098117362046,0.9042594640391228,-0.9278552925557058,-0.3811275707755204,-0.0017593753105387133,-0.28958826636565455
SPAC10F6.01c,-0.05467621216223101,-0.119504040978896,-0.19939807457369155,-0.12311793888763557,-0.0676402734768201,-0.0018953943326171507,0.06823450980648932,-0.0007988542811159724,0.02503962012976812,0.7984010761418131,-0.023327824533747377,-0.7300799424410976,-0.35719314272989733,0.5520830842203224,0.4378091062688153,-0.5704052530556231,0.053816683479380734,0.07263947931678993
SPAC10F6.02c,-0.07166304252450055,0.26284980374311984,-0.004446456103208957,-0.15975384411101454,-0.1407210812105852,-0.19009436713384886,0.0954722410720873,-0.054264425818495166,0.10880161873837801,1.3420584992917268,-0.034362994916775635,-0.8708413163107902,-2.0233724694158672,-0.6536498977640122,1.8198452580550624,0.35040704481168355,0.26344601321820166,0.20271851813758718
SPAC10F6.03c,0.5281172214515057,0.07390861865591952,-0.14925327111062817,-0.15629308452343443,-0.11949028687742265,0.07959371312874314,0.014509202830523496,0.00586735856953631,-0.016262736792404267,1.1365543960888471,-0.8513642732056712,-0.05202659831513756,0.22171610374367753,0.4545131678704807,-0.46641094629620794,-0.6470503341557454,-0.07282022747056804,-0.13866093582140604
SPAC10F6.05c,1.0306690981483986,0.6001849788440509,0.46503484528714467,0.507837365927685,0.5546743506585909,-0.03030989499347303,-0.44250146235987586,-0.6734369812147605,-1.035520858410161,0.370394882111708,0.08847700604617659,0.29078658362722587,0.5310540282616265,1.4937769774583542,-0.756269098299593,-0.5334643159509844,-0.3091844725427322,-0.2967482537400232
SPAC10F6.06,-0.05809853673385087,-0.02425807546185551,0.12597236139335238,0.22494397911034883,0.06450033039499947,0.014689844074317449,0.09143184782519287,0.05431820605570292,-0.07422497814924706,-0.791634427419704,0.6450788309013376,0.01841896942282184,-0.11979508587028331,-1.0806536467885945,-0.11335555758753263,0.14460426109115737,0.26948042640960257,0.23342890100377456
SPAC10F6.08c,0.04332434741437813,0.09625571716229894,0.05501908950263529,-0.0161613162444931,-0.01694424485399762,-0.20885271866402255,-0.25784097493283553,-0.04548701356034307,0.12316051728203511,-0.054765006846681785,0.01383431672175317,-0.06937128557665789,0.2933829313423307,0.14410585157048023,-0.4610322142276213,0.13675739490430677,-0.05508494565650818,0.1360430578710366
SPAC10F6.09c,0.677646542387972,1.249597431750805,0.3018426286402023,-0.4671182459177188,-1.3771771049277017,-0.8490764444807899,-0.18065420293672307,-0.07761748380955824,-0.3051613143765115,1.7684885265284653,0.16225963591803838,-0.508912852001578,-2.429786838490585,-1.364299172945105,1.6065059113577498,0.39682662257821033,0.07193578732322786,-0.09587230106050262
SPAC10F6.10,0.36189911212235415,0.047229855370904406,-0.09712356364416477,-0.132962383453213,-0.037313157460076164,-0.05423057925024996,0.021778087233682908,-0.10003557792130792,0.04786140682337116,1.216636998760054,-0.6614581699686627,-0.5074789558645098,-0.37409258683785857,0.17895422851089593,0.21655776994968495,-0.15945296214605248,-0.023641006593084102,0.12280499888979346
SPAC10F6.11c,-0.053998441517204454,0.12450856342240274,0.3185402941857244,0.23077774579409638,0.10083455902014597,0.3443803994835175,0.07198615349391402,0.004217267438849093,0.01864116023769624,-0.836154669782367,0.6126148628803098,0.4780919610535023,0.1176862491976951,0.34917454755629773,0.7442167541454283,-0.6366604471847126,-0.22958640156454568,-0.07924587765700641
SPAC10F6.12c,0.3256140081867791,0.004122557874539634,-0.0776590586712187,-0.18776873801123095,-0.20204415069178028,-0.02564057978869405,0.08398666800073906,-0.13139071651249834,-0.1757606995216574,-0.6076526499322294,-1.0596832876605957,-0.8069843866949475,-0.13636882103557357,0.08000975652442,0.23640896051826843,0.5798854251738745,0.11832356050701831,-0.03492493086233828
SPAC10F6.13c,-0.1783733601623334,-0.2549341594557063,-0.23045728945361282,-0.15970586298274225,-0.10136650847724751,0.017024709594239157,0.01137618641151003,0.03829984464915026,0.06177800292695573,-1.5681855951520975,0.24327392030848793,-0.45558495033729307,-0.5128420306967356,-0.2112204472858501,1.6673010620407218,0.013647679071573604,0.03873160565292366,0.41912418927036765
SPAC10F6.14c,0.026967668233116526,-0.038369648167451226,-0.030939112995339274,0.012816348681685186,0.001775810368762648,-0.030183611247368625,0.10884066159042122,-0.0785223361726842,0.14366111963772352,0.6166285015319779,-0.11373642964179431,0.2165393700085707,-0.0023938292239185366,-0.42813369423499315,0.27066635498071867,-0.30354682628167473,-0.09742609905124922,0.13087199665748256
SPAC10F6.16,-0.18735848727257176,0.14508393603982384,0.11330072339803032,-0.18855466747566157,0.015308774577410535,0.2469747108469005,0.023587189909994477,-0.05256807526364146,-0.14087811338915612,0.8396968405594771,0.3526605386854361,-0.4480144799381449,-0.9343181945324261,-0.3632835235766009,1.3012908956483082,0.0242203399595195,-0.08356164898862489,0.5439922040812479
SPAC10F6.17c,-0.07963072211806033,0.11653728874205738,0.2181207446967277,0.41408133727825647,0.20213395083608995,0.10137202105736276,0.05629578034670368,0.013236399996917392,0.03288006414120748,0.4984861887442061,0.28849090938155925,0.2443504687270625,0.2622110277529086,0.5664792016403386,-0.7733066956890294,-0.2009549780650095,-0.0553488550962572,-0.06504185983838606
SPAC110.02,0.15779694615375742,0.45915940726564347,0.055502461791393704,-0.18373439470874045,-0.2953671695232857,-0.36470759033081096,-0.09539024539224739,0.08372430679957732,-0.1220846261896038,1.0775921424437835,0.04829134589120643,-0.651376251949788,-1.8879075012896678,-0.6832528582271797,1.2151230043756398,0.557976172650992,0.17222855949330873,0.1323596895383795
SPAC110.03,0.08063168561509837,0.04052685772985409,0.05718325806866614,0.08452088502143812,0.1520584816538946,0.45417227015247613,0.4011107652323661,0.07626435661585806,-0.07339076306490566,-0.6762032302730119,-0.21503442529884523,0.055301136822796054,0.5542771611787256,1.6860840497601732,0.6533492671971306,0.12739563417336308,-0.9470375196132645,-1.0187442438014465
SPAC110.04c,0.322283040717542,0.3127302432764297,0.15915090530484918,0.10916004369205343,0.022886979193481677,-0.020259725740000983,0.012471270751150731,-0.002609247504199136,-0.02097251945934167,2.872359910779646,-0.6362417979858982,0.08390849562836356,-0.22937712934181276,0.203096041015409,-1.841111370882322,-0.3201917026727783,0.018030244876610535,0.11772922586967849
SPAC1142.01,0.11130926568594025,0.21344685524589102,0.21563506956604192,0.050188741103602885,-0.022729374812777037,-0.06539341061216836,-0.21559794525088566,-0.2755411847642215,-0.16665843742336725,0.42795117895192686,0.06386462114603952,0.20301348195578295,-0.3018851955466942,0.07675885265302929,0.29373917218042983,-0.14269719549925464,0.12505830959013176,0.22392807184607377
SPAC1142.02c,0.09619129358249265,0.033292389771907155,0.10021082256515301,0.13480644427056737,-0.05880122524701742,-0.026934983944496116,0.10236552157572337,-0.04391207516709278,-0.21025579454815632,-0.18764892115310772,0.0049599011543297045,0.05714846459611053,-0.3374578234323388,-0.9827291385266064,0.4311583417396774,0.01877702418466276,0.10558401415051077,0.19314231339352983
SPAC1142.04,0.4206912410068575,0.1281792497043428,-0.13698435179340618,-0.0785025549699378,-0.13407168212897602,-0.22009529603312117,-0.11707445522640902,-0.04006025615895559,0.09776505335218508,1.085745202228966,-0.8880942478683227,-0.28485748941812195,0.09521897024729942,-0.42700139133275705,0.4977561158694832,0.1264490143845206,0.0755364780574993,0.11627882192638589
SPAC1142.06,-0.011694819532789447,0.05904846015164539,0.12160385963949619,0.1749401651019936,0.0894904062537894,0.047372163340068246,0.0058726308066643085,-0.0006660915527816058,-0.033926986237118456,0.2252439810815528,0.14455626751752382,0.15713798622192415,0.07328097909605999,0.3452218989791861,-0.34935986325085544,-0.38007263009167636,-0.3236523328105083,-0.11809303773080926
SPAC1142.07c,0.08057334549618544,0.03043085850235494,0.23527112427750735,0.49255023213685756,0.19784081270444578,0.006163978844281159,0.08230536783416431,-0.13877893870033337,-0.3472403633006547,-0.3642000834828303,0.30455615643302547,0.37398123154285723,0.49557237358951656,0.7975448441585227,-1.0229977295422539,-0.41800569356509587,-0.2872907673046582,-0.1953719782957945
SPAC1142.08,0.33237754746042336,0.23664601569341615,0.48232044415801767,0.221901113185196,0.343861656884193,-0.49656866428125795,-0.5259287495938325,-0.2150656355031535,0.19112688284316914,0.09627831536631667,0.5845565074594943,0.5714939814796414,0.2489159996254613,0.7610654658943856,-1.0455034594811308,-0.1084822805565242,0.061625204845985104,0.0689272084511039
SPAC11D3.01c,0.22179231332471572,-0.6354817928041163,-0.21271973892151608,-0.41244782843014827,1.212485859442057,1.8118806947760981,1.5197558320110307,1.051766611898381,0.9640871987300699,0.5322682300323999,-0.7131403493953177,-0.3378912717391048,-0.2354468983092087,1.5084244888010203,3.174018762375045,1.461471533236745,0.9621443876144458,0.5245650040136454
SPAC11D3.02c,-0.16456595639539368,-0.26053787711257115,-0.268190931793009,-0.1947062769096647,-0.16202376444215183,-0.04780198689506454,-0.03286052225202074,-0.07267477523053012,-0.17149779623806538,1.8142902063646134,-0.06132795334044783,-1.2907975810054755,-1.125003721519306,-0.6084943986894085,0.47964502078992677,0.40005238544544675,0.06916804092822781,0.0016642286845667265
SPAC11D3.04c,0.11331031704032479,0.18697106735404045,0.10678832767141389,0.09470305480227348,0.2673573684939389,0.175772277049891,0.11475951717847384,0.04394197689471599,0.08279440605764393,-1.1401139760681833,-0.4133593986857948,-0.13205233000310118,0.13983096235258557,0.20202664339435222,0.22690016625216503,-0.009086903608427455,-0.2859209561639398,-0.02941827665819441
SPAC11D3.15,-0.2583551299219211,-0.3526532241422702,-0.2151759514612025,-0.23334035561687988,-0.1356627829369247,0.03409945589154044,0.003176895001909333,0.06765285842147645,0.2735864775514314,-2.0958087908727685,0.326402007647004,-0.06930882905368274,0.2114560518462214,-0.5180539315102464,2.206046740895727,-0.44670456650877605,0.3659926061329093,0.9973248067583796
SPAC11E3.01c,-0.1861931950441178,0.14124361686698586,0.0763472509819067,0.11203652580786708,0.11459240345928043,-0.001404245614382682,-0.08719801046575973,0.0405563275199895,0.11926504282299524,0.6350712648739866,0.34973791531662,-0.2854735211481363,-1.270134952713065,-0.9048375244873876,2.0437582114454362,0.18056958809492507,0.23762726105869836,0.10985390924032978
SPAC11E3.02c,-0.12143735735635264,-0.03917749125206902,0.18269158836257904,0.22446379586198364,-0.13659350578527413,-0.1350309762130309,-0.18975916037577772,0.0654301177624253,-0.03911692710025419,-0.851356331499763,0.2160316766329073,0.29279132577271016,-0.03095926309899566,-0.958369837370032,0.4930797704567953,-0.03294955934755911,0.05812755789690549,0.10304685921472428
SPAC11E3.03,0.2435603068048917,0.21008219692372337,0.3395114961136575,0.4449463848445574,0.029719916574781347,0.0011513758677476615,-0.03290293468079997,-0.13770710486830362,-0.09654699160245583,0.17809276430709164,-0.014718831712661418,0.3018733003521813,-0.06772030720535055,-1.0194193104912346,-0.09378454712202378,0.13890466140210234,-0.04622774984919076,0.12139314694089304
SPAC11E3.04c,-0.028423459498278958,0.07646827333333744,0.16949640079751643,0.22190915522914426,0.12324261575458657,0.040213470804009846,-0.00602131123496949,-0.03480616210895317,-0.02818469651983048,-0.1572173454123808,0.060264310742354235,0.11139532526109722,0.20660460381345974,0.5960894758682747,-1.5368119353059204,-0.06789799466987967,-0.20790992699805355,-0.08067052769122063
SPAC11E3.05,0.03282059993828618,-0.04493788944755117,0.26444105542252344,0.021760961730250578,-0.11898067479925815,-0.547466499234163,-0.13346811447140106,0.5146755707537509,-0.22855168915735297,-0.21765520124939425,0.32396261797650366,0.15284480966710112,0.05761269271786229,0.02469775299288568,0.06442134418536538,-0.338750136702884,0.22870715686159748,0.12693833033891933
SPAC11E3.07,-0.0803084027307804,-0.12298634966783951,-0.0563216740030706,-0.055019422017069636,-0.09420561271678693,0.07592005557868248,0.10646540008722086,0.001648980569709732,-0.06374873013667827,-0.7862851787328848,-0.11506838976622547,-0.289769977463876,-0.20125535139250772,-0.44651280136241644,1.0565295302889033,-0.22123621421090478,0.10514565387287145,0.18325273194906755
SPAC11E3.11c,-0.028347304230223358,-0.2173504896061904,0.1024297997650026,-0.4670830448185553,-0.7755371516648432,-0.3773852593788418,0.15478630646945968,-1.275177742696126,0.733101626893861,-0.61499527414238,-0.32416171711299835,-0.38316443635061703,-0.04485456980373548,0.005206248920917922,0.11720344935532578,0.4220150080769832,0.3032895782026619,-0.10472332982215649
SPAC11E3.13c,-0.16483346285443867,-0.2345508088278876,-0.18742618915154907,-0.09441944844182487,-0.012750981079185097,0.04841527014099134,0.09401445003758974,0.019000782027684793,-0.3068060610814497,-1.0424587973980168,-0.3918256137923022,-0.2645726764151317,0.6435063481471743,-0.03583486397849733,-0.7915224215709769,0.7095533995706682,0.20732485766139108,0.024557160734617667
SPAC11E3.14,0.1795489950489777,-0.21572422342229022,-0.06080512255293863,-0.09200330896237505,-0.06109964090097546,-0.031137633177725596,-0.019916143966215313,-0.07522413605577306,-0.1498522666123234,-2.135435020543196,0.0033478842173534362,0.14107568237921397,0.7710886953434378,0.9403928248393234,-0.9697613412073286,-0.05711609411821422,0.20697830423433566,0.3358910198707975
SPAC11E3.15,0.04861375507918583,0.06850703375649594,-0.08796820631891533,-0.11542243455290233,-0.02466238125813283,-0.02171308388240842,-0.020376502517245015,-0.005503066429700887,-0.03837712528437325,2.6136132069075466,-1.0233217075093606,-0.7013913059752793,0.17408278188888715,-0.0016973429589935973,-0.924581866237565,0.3624525012408024,-0.1448875724218166,-0.12279816397757015
SPAC11G7.01,0.23112573355652222,0.4007656503883079,0.1639562007057757,-0.20265843344744205,-0.1677771712238387,0.27281128570024515,0.32064052145510663,-0.0014484790775101675,-0.17068493534074364,1.5926469550456832,-0.2374583566132522,-0.3779086348706181,-0.7060434161526012,-0.7353885890540732,2.217279494925458,0.2616026365981001,0.01738750989037796,-0.1681670617606792
