,prot,prot,prot,prot,prot,prot,prot,prot,prot,prot,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA
,h0,h1,h2,h3,h4,h5,h6,h7,h8,h10,h0,h1,h2,h3,h4,h5,h6,h7,h8,h10
SPAC10F6.16,1.0760209144456203,0.9449747150198139,1.044948302364399,1.1303208039683355,0.991838838195504,1.0024195098453335,1.1895872664392166,1.2091961575282966,1.1659292319361734,1.0574592807182244,0.8018211,1.4349983999999998,1.8323685,1.3432196,0.702893,0.54642427,1.3466588,1.3694576999999999,1.2923913999999999,1.8843086
SPAC10F6.17c,0.7284160703430378,0.6893000067007891,0.747290570477264,0.8692613881663229,1.1582472886589266,1.3324461753851935,1.4294392194356333,1.48632030949255,1.5000197097899202,1.5345987890114998,0.71664876,1.0124315000000002,1.2365454,1.4647614,1.7567108,2.601522,1.5220853,1.3241754,1.2743357,1.2181598999999999
SPAC110.02,0.7546546145164381,0.8418793285337726,1.1573656814288833,1.2027586978265499,1.0589341204986753,0.8628882682692832,0.6701416954382916,0.6272653746258346,0.6647446376074391,0.610806581730553,1.237482,2.611719,2.7006207000000004,1.7194113999999998,0.46458268,0.28932329999999995,0.67169464,0.98887056,1.1142571000000001,1.2213205
SPAC110.03,0.640784136289542,0.6776170225796915,0.6969218924963902,0.7251001303683032,0.7688494443987599,0.854309958635854,1.1704017041030899,1.5455438003168034,1.62944301282931,1.5486253183207002,1.6199602,1.0137874,0.8734038000000001,0.9075329,1.332651,4.2882323,6.7445974,7.367259,3.8213712999999996,1.8860216
SPAC110.04c,0.6176050075157481,0.7721962192311169,0.9591109619872632,1.07097183839131,1.1551503087457966,1.1736217941911036,1.1572558387385135,1.1673030148543166,1.1651937472947367,1.14837779921229,0.3056163,2.2379119999999997,1.439843,1.5260688,1.3017413999999998,1.4985206,0.41824713,0.33500066,0.33921364,0.36805552
SPAC1142.01,0.9141321219328553,0.9874529185537436,1.144907245188323,1.3294834264955366,1.3765476338448035,1.3550303437328133,1.2949817336813532,1.1152242233855134,0.9213317387985057,0.820817947072847,1.0100446,1.3588348999999997,1.4203385,1.634952,1.3262595,1.3987343,1.7145869999999999,1.5531142,1.6937514999999999,1.9781479
SPAC1142.02c,0.9056715929988893,0.968115583062446,0.9907160953046213,1.0619783965525567,1.1659944023071802,1.11942636910127,1.0987206697665566,1.17951206431706,1.14415150319307,0.9889862067329452,0.99491394,0.8735697,0.87657815,0.91199833,0.7217871,0.36523986,0.49245864,0.49891,0.53679216,0.61368823
SPAC1142.04,1.0982344539241369,1.4700623223489064,1.6066509891985066,1.4611175152811366,1.3837369024188237,1.2609385583545534,1.0825267558996103,0.9981497825661566,0.9708147759993576,1.0388828844552502,0.6055341999999999,1.2852291,0.6944445,0.5700158000000001,0.60890657,0.45290846,0.63951385,0.6980956,0.7356202,0.7973648
SPAC1142.06,0.7975508259990846,0.7911118278837387,0.8241632315009803,0.8966431700928789,1.0122362400953346,1.07701357788897,1.11296529096487,1.1175049579905567,1.11698912561947,1.09102802050021,0.72483146,0.8473098,0.9366083000000001,1.0443864999999999,1.098806,1.3958641999999999,1.0956589,0.8419030999999999,0.672718,0.61984557
SPAC1142.07c,0.6229217065490807,0.6587012059698827,0.672742802046868,0.7919043439753534,1.1141537324846633,1.2779125596619165,1.2833841785571833,1.3587296905182533,1.23411730541527,0.9701227232056673,1.6579703999999997,1.2880764,1.5908241,2.0615873,2.9065907,5.0520635,2.486084,1.8607308,1.5247562,1.3316423000000002
SPAC1142.08,0.555207192857183,0.69905395244887,0.823660510353656,1.15064449983305,1.3419615018543334,1.7031493379964768,1.2071762074024999,0.8383982014873257,0.7222858896106201,0.824601376429016,1.0771574,1.1514944,1.7267556,2.5660653,3.0492911,5.1677610000000005,2.5036552000000003,2.3222987999999996,2.4236457000000002,2.5422502000000002
SPAC11D3.01c,0.41746950746797834,0.4868452069098527,0.31339482247683426,0.27043119996742754,0.20318779960809388,0.4708604791602273,1.65318965100297,4.740397598622157,9.827160928457754,19.171108862357134,1.6611573,2.4023676,1.4654223999999998,1.1594377,0.9848517,2.801895,25.288712,69.64236,135.67748999999998,195.17203999999998
SPAC11D3.02c,1.1771368654633265,1.050237864510259,0.8767140286977955,0.7279883693859691,0.6360803965835403,0.568509855815334,0.5499816077019006,0.537596166692195,0.5111859116051874,0.4538923835441526,0.16943087,0.5958656,0.5710666,0.2334092,0.107018314,0.07019126,0.09787473,0.12915117,0.13549398,0.13565037
SPAC11D3.04c,0.5600868214307474,0.6058500642737329,0.6896822642556533,0.74266942999476,0.7930562788142277,0.9545234348139789,1.078199989251656,1.1674690608198366,1.20357520785305,1.2746672655537399,3.7353973,1.6948383999999999,1.2726082,1.1612962,1.2794883,1.4718122,1.7224878000000001,1.7116726999999998,1.4039445,1.3756063
SPAC11D3.15,2.1961394355025865,1.8360616810235646,1.4378979626144472,1.2386643907054886,1.053685991808557,0.9591193203005749,0.982059041661994,0.9842239732591773,1.0314768346402545,1.2468586283896024,1.0987045,0.2570275,0.32228225,0.30716544,0.3556534,0.24835745,1.1459441000000001,0.84079856,1.0835943000000001,2.1631737
SPAC11E3.01c,1.001505863913752,0.8802453910233717,0.9707833635298472,1.023540749927641,1.1061944944822268,1.1976426219651701,1.1964774649944634,1.1263031704359634,1.15841448055977,1.25824824417903,0.8744793,1.358079,1.7306396000000002,1.4199418,0.58873767,0.31444058,1.2964958,1.4693592,1.7324508,1.8695205000000001
SPAC11E3.02c,1.0487530368350595,0.9640885927512293,0.9382603076375274,1.0649249257069326,1.2441975097653868,1.13180233431512,1.030676113488335,0.9036474177828455,0.9455738211759973,0.9202801859799217,2.233507,1.2379512,1.4379226999999999,1.761467,1.7240698,0.887272,1.2487876,1.2205899,1.2707728,1.36486
SPAC11E3.03,0.5753867573805757,0.68120655820957,0.7879884707019539,0.9970639346738714,1.3572667680187964,1.3855168189545701,1.3866230037802085,1.3553567733573333,1.2319686638019165,1.1522218876585633,1.0234421,1.1579093,1.146156,1.412917,1.348127,0.6650511,0.6231937,0.68617916,0.6645406999999999,0.72287726
SPAC11E3.04c,0.7377446754799907,0.7233521387080826,0.76272681291178,0.857812784790009,1.0004464020466688,1.0896663779051232,1.12046684906762,1.1158001524710532,1.08920272096352,1.06813040700051,1.1950513,1.0716659,1.1173796999999999,1.2070746,1.3929268,2.1055672000000003,0.72567576,0.69231427,0.5993991999999999,0.5668026999999999
SPAC11E3.05,0.809124872779138,0.8277430382521155,0.8023574401684973,0.9637681588464574,0.9784153917822117,0.9009621037883151,0.6164568548669863,0.5619850729308821,0.8028928032382247,0.685262002640044,1.3772475,1.1843805,1.4825648999999999,1.6482557,1.7154092,1.7450284,1.8247159,1.4428504,1.6907096000000001,1.8462107
SPAC11E3.07,1.0742107138526666,1.0160480377700547,0.9330215207547999,0.8972989258671861,0.8637233320459009,0.8091255892622997,0.8528450837790037,0.9181622422724832,0.9192122890549701,0.8794791376305496,1.1235033,0.65144676,0.6015059,0.49205136,0.42798302,0.31406012,0.6532206,0.56035227,0.60271657,0.6843491
SPAC11E3.11c,1.5578652929420367,1.5275537935658867,1.31391568208279,1.41059369496673,1.0204598718287974,0.5961231476598556,0.4589144185836094,0.5108895554564566,0.21108640998630968,0.350869690146344,0.97776854,0.6384164000000001,0.509943,0.3910008,0.3790313,0.38040158,0.4125951,0.5527939000000001,0.6821227,0.6343627
SPAC11E3.13c,1.2109294061445002,1.080187156285624,0.9181046354757347,0.8062528730296457,0.7551760169223539,0.7485309485921258,0.7740770825459578,0.826200358981029,0.837153668439074,0.676779752775528,0.96185505,0.46697998,0.35591558,0.29628024,0.46282563,0.45147118,0.2608303,0.42653522,0.49245426,0.50090843
SPAC11E3.14,1.1503307574031734,1.30278384723751,1.1218451202753534,1.07554537588829,1.0090971549908645,0.9672531597295642,0.946600643850231,0.9336227779081664,0.8861897396561665,0.7987607025179835,2.402918,0.5469013,0.5481719,0.60448396,1.0315864,1.9796666,1.010799,0.9715634,1.1214446000000002,1.4154388
SPAC11E3.15,1.0810997874179533,1.1181497742014799,1.1725264611727433,1.1031678174360433,1.01834742311117,1.0010870703736192,0.9861331598562341,0.972302996597387,0.9686012745132436,0.9431751945307904,0.27125612,1.6601813,0.8167798000000001,0.5023023,0.566721,0.56605464,0.29821637,0.38338979999999995,0.34675685,0.3184631
SPAC11G7.01,0.5724423621479756,0.6719044906806556,0.8870539328195086,0.9938154866820503,0.8635738695380487,0.7687648741246563,0.9287908146896734,1.1599528240097834,1.1587888051566397,1.0294920697552998,0.68022007,2.0515586999999997,1.7402108,1.3391833,0.820918,0.49308950000000007,2.2929437000000004,2.7488031000000004,2.7821324,2.4760218
SPAC11G7.02,0.7835852791563146,0.8298607599057907,0.8851846246375814,0.9493578861677063,0.9596252937949128,0.9690107923259594,1.0051476543316717,0.9987218048243843,1.0109217304862947,1.0443584819179568,0.9321779,1.1683940000000002,1.4083161,1.601604,1.4197845,1.5388492,1.4864347,1.0792003000000001,1.2462268,1.3348271999999999
SPAC11G7.03,0.7439520462113504,0.6649744454948583,0.6451766329066789,0.7736430201453693,1.1426604074056799,1.3211776006970566,1.3377596002264,1.35632679663838,1.3511287091908935,1.3825934074774697,1.8339386999999998,0.49294367,1.1018351,2.1249557,3.4296733999999995,5.857672,0.99772197,0.9145716,0.75385255,0.53317684
SPAC11H11.01,0.8589625836316667,0.882525018781771,0.9473566276991644,1.031991376401354,0.9445472243171006,0.91801558718553,0.9473178483852361,0.9894507643393032,0.928609355058561,0.8876924591749592,1.4394954,2.7450686,2.6472368,2.268894,1.5862328,1.4184854,1.916163,2.263754,2.3558197,2.3915935
SPAC11H11.06,1.1338177429868432,0.9901832074490377,0.944970569609966,0.9373139753650923,0.8975484816925571,0.8982658612113529,0.961828065215662,0.996686688437773,1.0048298093330736,1.0484573985177768,1.0855768,0.587928,0.69242376,0.5825670000000001,0.36033452,0.41124997,0.84262735,0.6971843000000001,0.6765488000000001,0.6726599
SPAC1250.03,1.0379685015775313,0.8991008764356595,0.9081577784250854,1.04705093260649,1.1721675427073366,1.64966597240174,1.7598994568600999,1.7656745183627198,1.684659668094973,1.5401813378967635,1.0422844,0.84314454,0.9101146999999999,1.2702507,1.6275188999999999,3.5307696,1.5432928,1.2930766000000002,1.0938027,1.0039061
SPAC1250.05,0.8158138415852166,1.0471152237438057,1.1675479566122202,1.1371165107978864,1.0546832600309433,1.0124157360884267,1.0175261117156624,1.001864591596947,0.9626241978383702,0.9468223162880179,0.30481434,3.4726782,1.8747188999999997,0.88901424,0.95812625,0.6540235,0.3008572,0.38557094,0.41456282,0.39852762
SPAC1296.01c,0.8193268088885981,0.8458111679048139,0.9187078889813357,0.9099260020722536,0.8702206800753287,0.8373857980550453,0.8150857449494519,0.8481936132607206,0.8436723554269433,0.8460124199703727,1.2228706,1.3096163,1.2022955,0.7886947,0.41150853,0.30696014,0.5147565,0.51220894,0.5284045,0.59044975
SPAC1296.02,0.912400988847453,0.9429273648824784,1.0194893023311746,1.059179384534206,1.0769376869799634,1.23145701702912,1.3068253353790733,1.2365344041241297,1.2059809437569367,1.0120415395896718,1.1802278999999998,0.83882093,0.89688617,0.82009757,0.8882934000000001,1.2368096000000002,0.45917422,0.45756173,0.3838355,0.39315045
