,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA
,h0,h1,h2,h3,h4,h5,h6,h7,h8,h10
SPAC10F6.01c,-1.6740855151420104,-0.8756844390001973,-0.8990122635339447,-1.6290922059750423,-1.9862853487049397,-1.4342022644846173,-0.996393158215802,-1.566798411271425,-1.5129817277920443,-1.4403422484752544
SPAC10F6.02c,0.19466325839192883,1.5367217576836556,1.50235876276688,0.6315174464560898,-1.3918550229597773,-2.0455049207237894,-0.22565966266872708,0.12474738214295646,0.3881933953611581,0.5909119134987453
SPAC10F6.03c,-0.637556482581497,0.4989979135073502,-0.3523663596983211,-0.40439295801345865,-0.1826768542697811,0.2718363136006996,-0.19457463269550834,-0.8416249668512538,-0.9144451943218218,-1.0531061301432278
SPAC10F6.05c,0.7627602386904242,1.1331551208021322,1.2216321268483088,1.5124187104755347,2.043472738737161,3.5372497161955154,2.7809806178959224,2.247516301944938,1.9383318294022058,1.6415835756621826
SPAC10F6.06,0.9519984643274535,0.16036403690774953,0.8054428678090871,0.823861837231909,0.7040667513616257,-0.37658689542696894,-0.48994245301450157,-0.3453381919233442,-0.07585776551374164,0.15757113549003293
SPAC10F6.08c,-0.26679128130842594,-0.32155628815510773,-0.30772197143335456,-0.37709325701001245,-0.08371032566768179,0.060395525902798446,-0.40063668832482285,-0.2638792934205161,-0.31896423907702426,-0.18292118120598766
SPAC10F6.09c,0.574948803200642,2.3434373297291073,2.5056969656471457,1.9967841136455677,-0.43300272484501706,-1.797301897790122,-0.1907959864323723,0.206030636145838,0.27796642346906586,0.18209412240856324
SPAC10F6.10,-0.48176370356822446,0.7348732951918295,0.07341512522316686,-0.43406383064134285,-0.8081564174792014,-0.6292021889683055,-0.41264441901862053,-0.572097381164673,-0.5957383877577571,-0.47293338886796366
SPAC10F6.11c,0.6849716596099805,-0.15118301017238642,0.46143185270792336,0.9395238137614257,1.0572100629591208,1.4063846105154185,2.150601364660847,1.5139409174761342,1.2843545159115886,1.2051086382545821
SPAC10F6.12c,0.49565597399248607,-0.11199667593974333,-1.171679963600339,-1.9786643502952865,-2.11503317133086,-2.03502341480644,-1.7986144542881717,-1.2187290291142971,-1.1004054686072788,-1.1353303994696171
SPAC10F6.13c,-0.18135463699146637,-1.749540232143564,-1.506266311835076,-1.9618512621723692,-2.4746932928691048,-2.685913740154955,-1.018612678114233,-1.0049649990426595,-0.9662333933897358,-0.5471092041193681
SPAC10F6.14c,-0.7813051175672575,-0.1646766160352796,-0.2784130456770739,-0.061873675668503214,-0.06426750489242175,-0.49240119912741487,-0.22173484414669622,-0.5252816704283709,-0.6227077694796201,-0.4918357728221376
SPAC10F6.16,-0.3186477122392475,0.5210491283202296,0.8737096670056658,0.42569518706752085,-0.5086230074649053,-0.8719065310415062,0.42938436460680207,0.45360470456632157,0.3700430555776967,0.9140352596589446
SPAC10F6.17c,-0.4806618886021609,0.01782430014204518,0.3063152095236044,0.5506656782506669,0.8128767060035755,1.3793559076439141,0.6060492119548847,0.4050942338898752,0.349745378793618,0.28470351895523194
SPAC110.02,0.3074075403844899,1.3849996828282733,1.4332910287194798,0.7819147767696918,-1.1059927245199759,-1.7892455827471556,-0.5741225783715158,-0.016146405720523824,0.1560821537727849,0.2884418433111644
SPAC110.03,0.6959583686852244,0.019755138412212565,-0.19527928688663265,-0.1399781500638366,0.41429901111488904,2.100383060875062,2.753732328072193,2.881127962245556,1.9340904426322914,0.9153461988308448
SPAC110.04c,-1.7102066035358012,1.1621533072438448,0.5259115092579466,0.6098200048863102,0.3804428755444974,0.5835389165599064,-1.2575724543224156,-1.577764156995194,-1.5597339121185834,-1.4420046862489049
SPAC1142.01,0.0144189986980568,0.44237017764998365,0.5062347987960232,0.7092482807518061,0.40736308520511194,0.4841219378581412,0.7778611100385711,0.6351639145393164,0.7602222241294482,0.984150295975522
SPAC1142.02c,-0.00735635687420008,-0.1950052780273078,-0.1900453768729781,-0.13289691227686756,-0.4703547357092064,-1.4530838742358128,-1.0219255324961354,-1.0031485083114726,-0.8975644941609618,-0.704422180767432
SPAC1142.04,-0.7237196506126321,0.3620255516163338,-0.5260686962519889,-0.8109261856701109,-0.7157072154228115,-1.1427086067555685,-0.6449524908860853,-0.5185034765015647,-0.4429669984440654,-0.3266881765176795
SPAC1142.06,-0.464282520572478,-0.23903853949092518,-0.09448227197340135,0.06265571424852279,0.13593669334458278,0.48115859232376884,0.1317987290729134,-0.24827390101876298,-0.5719262338292713,-0.6900192715600806
SPAC1142.07c,0.7294182504076037,0.3652181669247734,0.6697743233577989,1.043755554900656,1.5393279284901726,2.3368727726486953,1.3138750431064414,0.8958693495413456,0.6085785822366874,0.41320660394089287
SPAC1142.08,0.1072290796012858,0.20350739496760248,0.7880639024270968,1.3595578839067382,1.6084738835321994,2.369539349426585,1.3240358899454543,1.21555360938893,1.2771788142349152,1.346106022686019
SPAC11D3.01c,0.7321886929179703,1.2644569229503702,0.5513165735550525,0.21342530181594765,-0.022021596493261037,1.4864028923077592,4.660421654682804,6.121893187919549,7.084037575533995,7.60860257954764
SPAC11D3.02c,-2.5612313398248268,-0.7469411334602134,-0.8082690868006612,-2.0990666678061367,-3.2240703893254428,-3.8325647880148512,-3.3529197672249245,-2.9528673817794777,-2.88369934085125,-2.882035112166683
SPAC11D3.04c,1.9012616974339407,0.7611477213657574,0.34778832267996257,0.2157359926768614,0.35556695502944696,0.5575935984237992,0.7844937646759642,0.7754068610675368,0.48948590490359695,0.46006762824540254
SPAC11D3.15,0.1358034211288147,-1.9600053697439537,-1.6336033620969497,-1.7029121911506324,-1.491456139304411,-2.0095100708146574,0.19653667008106984,-0.2501678964277062,0.11582470970520306,1.1131495164635827
SPAC11E3.01c,-0.1935038607013263,0.44156740417266027,0.7913053194892803,0.505831798341144,-0.764303154371921,-1.6691406788593086,0.3746175325861275,0.5551871206810526,0.7928143817397509,0.9026682909800807
SPAC11E3.02c,1.159310776176634,0.307954444676871,0.5239861213097783,0.8167774470824885,0.7858181839834928,-0.1725516533865392,0.3205281170702561,0.28757855772269697,0.34570611561960246,0.44875297483432675
SPAC11E3.03,0.033429485941504265,0.21152225024859592,0.1968034185359345,0.49867671888811577,0.4309564116827652,-0.5884628988084695,-0.6822474459304932,-0.5433427845283909,-0.5895705343775817,-0.46817738743668863
SPAC11E3.04c,0.25707255014498187,0.09985520473260108,0.16011951547495532,0.27151484073605253,0.4781194445495123,1.074208920417787,-0.4626030148881336,-0.5305010095580133,-0.7384109365560668,-0.8190814642472874
SPAC11E3.05,0.4617878441040375,0.24413264285464326,0.5680952608311469,0.720940070498248,0.7785527632161103,0.803250516208996,0.8676718603943614,0.5289217236914774,0.7576288805530749,0.8845672108919942
SPAC11E3.07,0.16800436206712427,-0.6182808166657605,-0.733349206431986,-1.023119183895862,-1.2243745352883697,-1.6708873366507861,-0.6143578063618829,-0.8355940205727876,-0.7304483666999162,-0.5471956347508486
SPAC11E3.11c,-0.03243510794604902,-0.647430382088429,-0.9715920992014273,-1.3547565355520443,-1.3996111053557798,-1.394404856434862,-1.277201407079536,-0.8551863990025529,-0.551896820799891,-0.6566201506220475
SPAC11E3.13c,-0.0561085963206378,-1.0985673937186546,-1.4903930075109568,-1.7549656839260885,-1.1114593357789142,-1.1472941997574115,-1.9388166213283884,-1.2292632217577202,-1.021938364096329,-0.9973812033617114
SPAC11E3.14,1.2647874170854028,-0.8706476034577928,-0.8672997192404394,-0.7262240368612254,0.04486465848221247,0.9852574833215358,0.015496142114207257,-0.04161995200400696,0.1653583522303287,0.5012493721011262
SPAC11E3.15,-1.882272407306107,0.7313407996014397,-0.29198090790792075,-0.9933722138832001,-0.8192894319943129,-0.8209867749533065,-1.7455686411908715,-1.383116139950069,-1.5280037123718857,-1.6508018763494559
SPAC11G7.01,-0.5559265212698534,1.0367204337758298,0.7992620771625776,0.4213534422919595,-0.2846899738606418,-1.020078562914715,1.1972009320107428,1.458803568608843,1.476191078499221,1.3080240167385417
SPAC11G7.02,-0.10132278490510628,0.22452685469322567,0.4939711867588803,0.6795174824165124,0.5056719689025365,0.6218518612491839,0.5718560861480482,0.10996265444445594,0.3175666473825537,0.41665298997366707
SPAC11G7.03,0.87494541718596,-1.0205052995109027,0.13990832716372276,1.0874327649884559,1.7780711983705242,2.5503274118547536,-0.0032902516544825932,-0.12883197475332164,-0.40764572813939537,-0.9073139805197884
SPAC11H11.01,0.5255631786840557,1.456842203016691,1.404487252221115,1.1819892096067552,0.6656045205743482,0.5043513015068819,0.9382202903482951,1.178717190385853,1.2362291283578755,1.257972194982788
SPAC11H11.06,0.11846179417946585,-0.7662886071779309,-0.5302728643393018,-0.7795041137742709,-1.4725912265053105,-1.2819125212816784,-0.2470333512290629,-0.5203880133284873,-0.5637340941980352,-0.5720508390898866
SPAC1250.03,0.05974898825607788,-0.24614812176707715,-0.1358797180448519,0.34511325916514785,0.7026742971715251,1.8199826812554152,0.6260118020471335,0.37080774086110463,0.12935252843940445,0.005624333631645811
SPAC1250.05,-1.7139973188269964,1.7960487278020456,0.9066742905533561,-0.16972156693147653,-0.06171232593186401,-0.6125856201359373,-1.7328492116778482,-1.374931773344787,-1.270337360511595,-1.3272483810701374
SPAC1296.01c,0.290271750868477,0.3891441833868465,0.2657915249927779,-0.34246114703642727,-1.2810057588670647,-1.7038767668419035,-0.9580379525289898,-0.9651956612001109,-0.9202853419664373,-0.7601138100499677
SPAC1296.02,0.23906546844589677,-0.2535652353239977,-0.15700320048678842,-0.2861325322527157,-0.1708918228026508,0.30662342248232066,-1.122886449655583,-1.1279617032782405,-1.381439945872379,-1.3468465891902055
SPAC1296.03c,0.060053472729683595,-0.28226379234155646,-0.19073538979124802,0.46167669789377364,1.074412815931181,1.9190717333723555,-0.12538704993524458,0.10424043220149845,0.12206954291107294,-0.1434661665492443
SPAC1296.05c,0.03697406257067557,-0.06627864340783307,-0.16747093760150522,-0.4418027143513704,-0.27824826013686443,-0.0011036509325038067,-0.7019986707712849,-0.4853052102191088,-0.5823277336993705,-0.6191657327614267
SPAC1296.06,0.39826455042534264,-0.4785954189315351,-0.2404733325566628,-0.2046230314839918,-0.4471777444281857,-1.1890439267531416,-0.053733811137978364,-0.6346702143654308,-0.7263286000331339,-0.5794687893543664
SPAC12B10.01c,0.5791631524228111,-0.2299711370237859,0.33591869703162325,0.9257143442254,1.3852755214727466,2.91341430986307,1.0715206441137686,0.5857209665448517,0.3534572212528521,0.3225888133122959
SPAC12B10.02c,-0.16809302987075783,-0.17042329155931812,-0.4719912668487446,-0.7454398177675279,-0.7401444655839229,-0.5143850164467851,0.4219463711520487,-0.05305098942748518,-0.16574066481844726,-0.3256204164387325
SPAC12B10.03,0.36885326029770227,-0.018333689200215234,0.048305249187872004,0.11773174117361772,0.1461801101625447,0.5699456053963563,0.4588591486036005,0.330905522895049,0.3908273525824015,0.41085263331097
SPAC12B10.04,-0.11303351136433905,-0.365871256560662,-0.8070544399747097,-0.8857238710307933,-0.7128591904733337,-0.4990781521517061,0.08208791663693887,-0.13366138071644496,-0.19402775972270453,-0.22250445095597904
SPAC12B10.07,0.05426683734405487,-0.5869207873055022,-0.7154761540632149,-1.1393077750315903,-1.933241375228988,-2.3878322535385204,0.043089683249908306,0.2942885489523834,-0.06840988347857031,-0.4517216118683087
SPAC12B10.10,0.3302537670488481,0.059203800530610244,0.06222452099456897,0.7994668341886834,1.3488800699860406,1.6561434448684595,1.7746579991576996,1.073051253553921,0.8344202207144901,0.4603005413283679
SPAC12B10.13,1.2791201327328756,0.1342950772637279,0.6640613480087437,1.2289748470500237,1.586919391014014,2.339528798278878,1.5788328552339297,1.244085501576759,1.06679391479911,1.0281453336424786
SPAC12B10.16c,0.5567771409133265,0.13614333941020196,1.1088560796151303,1.8540902274024116,2.240628298887734,3.5497679753210765,3.6691322417157775,2.799140100284293,2.0717782149074284,1.346484260222668
SPAC12G12.01c,0.009777838086839238,0.16302050267261403,0.2532345121112087,0.37084846360390694,0.6374278287059659,1.0588332100098048,0.44884620167909245,-0.12428888918146622,-0.23547566363869654,-0.257253697451409
SPAC12G12.02,-0.4568894146135078,0.00019792418232143736,-0.4569078307140752,-0.833060681557188,-1.249900864243017,-1.4932175164360868,-0.7936385916352097,-0.669790871962668,-0.6133667118095182,-0.5737011041559794
SPAC12G12.03,0.16478267461866572,-1.2169244267082446,-0.8639452758303555,-1.2387755679457593,-1.1681941820858206,-0.4244510480013824,-0.06737108714569888,-0.4896437550408607,-0.4652682181640958,-0.15896370955559738
SPAC12G12.04,-1.778219411078529,-0.05735848678761023,-0.3827953236008461,-0.4602559395319604,-0.6497919998330766,-0.928642879717487,-1.8238691568677565,-1.8787580307953582,-1.6238987132463558,-1.4600477448969982
SPAC12G12.05c,0.04214042669021583,0.17029402769311633,-0.21445453693446048,-0.021608191778280224,1.3658797339080722,4.1061827150114745,2.192898830191258,2.182769419262398,2.2139733766118006,1.9805037056217492
SPAC12G12.06c,-0.7625390727770758,-0.9146082500792333,-1.0071855777162262,-1.6429686193099198,-2.011718055385869,-0.2199609094778672,0.131615690964884,0.3740682785586872,-0.007147996835474246,-0.23616530836907393
SPAC12G12.07c,-0.8859966999916251,0.11354088719675504,0.22151841931280658,0.4066147075019048,0.28446924080355096,0.8983994606583164,1.0196905293812732,0.9675456514381889,0.4928817237648059,-0.0721854466586058
SPAC12G12.08,-0.3853257702819579,0.23374844568461245,0.31151880948689775,0.39644471106668067,0.33121311453414487,0.3115625193351761,0.3885920576772705,0.034833096145595946,-0.06352962591905105,-0.07077180097362766
SPAC12G12.09,-0.10010420740555032,-0.8338146902277287,-0.5647781486113375,-0.3498612467838645,-0.08882799692505544,1.4827811794129782,1.3064375343183516,1.2059841093569315,0.9816163971986641,0.8819279213932646
SPAC12G12.11c,0.7500908153381954,0.0869602205915285,0.34800222698518624,0.636035428288416,0.8330966135493357,0.5087583302617125,-0.24890773385581225,-0.3478834331264729,-0.34587484612489505,-0.33291155826607954
SPAC12G12.12,0.9414012067444628,0.025267120786952244,0.7173325367966366,0.9777267142130477,0.8435213841649194,0.23631700453673413,0.9793357869129669,1.0918199832073912,1.190436606042625,1.2501232939488036
SPAC12G12.13c,-0.3290738843114956,0.08488949527433473,-0.34829964671563063,-0.7530144638441767,-1.1364317831130193,-1.923409274006666,-0.44536439348240536,-0.07573323517778906,0.05166263020295934,0.08751158654633431
SPAC12G12.14c,0.017824015145937448,0.7138122813759402,0.940661411383283,1.000138924843314,0.274429257643468,-1.237099472297775,-0.6462059758088584,-0.03491007494376461,0.08217881912397686,0.02456563986002131
SPAC12G12.15,0.2694454229543658,0.20332170482009063,0.4485271760149045,0.5890409999863027,0.6196381896199339,0.530910637765297,0.09683301482865242,-0.007044292021633898,0.08726893000571653,-0.032377328620801483
SPAC1327.01c,0.3566482144605972,0.1760359925407676,0.14209329724571587,0.1367724167622475,0.23835178475724278,0.851413727618973,0.055113589081426995,0.4766184101237087,0.8357117359470572,1.2155707553937916
SPAC139.01c,-0.8229384502747354,-0.10244217770275635,-0.12556403821997597,0.15806151850258776,0.40531898115889764,1.6092063785102793,0.2731473959370234,-0.09662339199920812,-0.3124825604103593,-0.548610882123221
SPAC139.02c,-1.310247121716543,0.19397417951378987,-0.3276155745716049,-1.5420265442816146,-2.7665249826703264,-1.9455261793074026,-1.1722523072400641,-0.8837158980714446,-1.0237643683428157,-1.116343370916083
SPAC139.04c,0.6863499187680284,-0.11313134389380972,-0.2602355242033906,-0.18902501301269345,-0.02740071068308036,1.068065405166633,0.828363732188392,0.431341078503036,0.39871658013077255,0.3115546144607078
SPAC139.05,0.8330593614366792,0.37838921093515665,-0.0032518900750830694,0.21905883273932727,0.9222270826593084,0.1709114675173298,0.589639055163018,1.1157872969426028,2.197837405062536,4.2301757242795
SPAC139.06,-0.7198492792262545,0.19604521522972201,-0.34713642298296676,-0.2574756333569479,-0.38408901472970824,-0.26564007182493576,-1.2385667707411527,-0.9781013122483774,-0.9957339165824787,-0.8537313728974537
SPAC1399.04c,0.9844192426699782,0.6377055726919282,0.6257913555563931,-0.02174944642574244,-0.8150881941542157,-0.8104500362279059,0.46656458232574016,0.6904031490404934,0.7488895124556934,0.8639175232672031
SPAC13A11.01c,-0.0726354357279223,0.42795119843207796,0.4213686320669429,0.5791954054639061,0.3607858696046859,0.27463619144342033,-0.18750801780154508,-0.06063402742232848,-0.011709183202181984,-0.00646895488637041
SPAC13A11.02c,0.04311558750339384,-1.680247697961525,-0.9134374097118234,-0.8263730390793871,-0.7705850879933752,-0.4516399264871273,-0.6395706786218007,-0.8370466322211185,-0.8926830614535514,-0.7773877122060322
SPAC13A11.05,-0.5151478921134545,-0.38382733368429034,-0.16239487666396243,-0.03597686857095856,-0.015914249940027162,0.7178419979456437,-0.12442200700896128,-0.808104632962368,-0.996554057752105,-1.2471677775144736
SPAC13A11.06,1.635973506434456,0.7037722649220253,1.0730896539913808,0.9995617869700647,1.0276714317705107,2.2942015749847675,3.681929109313725,4.779212172647414,6.828272589464299,8.018463373610011
SPAC13C5.01c,1.1521579079565523,0.03661965897471992,0.024098647625924865,0.24172720361386574,-0.2703622430094938,-1.165056062726952,-1.4039010522506006,-1.0794194853203027,-1.1987872966361854,-1.1435850493093151
SPAC13C5.05c,0.13999880086663127,0.3525157206127946,0.8830037269380487,1.662856548350712,2.3631313709134125,4.298649958465378,2.5403715302288177,1.7390940327138902,1.310360771945776,0.5967168854651979
SPAC13C5.07,0.06183687589127972,1.3291092410456107,1.2629430322543436,0.8870734414895002,-0.8741785883902472,-1.243344559559054,-0.31290768024603877,-0.09820097382565128,0.12246572444339623,0.29862781924946097
SPAC13D6.02c,-1.696073257011089,-0.8077082272294132,-1.7918096965564208,-2.4422668646611356,-2.1627197026647544,-2.043955960069477,-0.742402040775965,-0.8744486077474357,-0.8431371879815588,-0.28631720465843963
SPAC13D6.03c,0.057442785746966166,0.06415221603774336,-0.05678266287849987,0.08746297703339577,0.15064090711738565,-0.03128532740172595,-0.21656537283808308,-0.03341692814224351,0.009677814691230012,0.05492041898342844
SPAC13D6.04c,0.42019326820756514,-0.4589522907111348,-0.5546367702366832,-0.32425631827578855,-0.25454046045887607,-0.5623433521591928,0.17029979698582798,0.3330043752234179,0.35421641273554555,0.640267475354068
SPAC13D6.05,-0.0922364494856537,-0.43106266310707114,-0.13056695550878167,0.23316591855908997,0.29407041291453917,0.18922022373344408,0.46845757420333534,0.13684983482468957,0.16999117153736543,0.28703132216052685
SPAC13F5.01c,0.14394988207935325,1.02439691876488,0.9460520537306639,1.1974897008773853,1.4948776596559894,1.2269417664937161,0.06835135333126328,0.07424317907055354,-0.028694852766670585,-0.24335338874010778
SPAC13F5.02c,0.29744969896567647,0.881149855337919,0.9901989442543112,0.7231359788787746,-0.12989509742835595,-1.2078862960499612,0.13838893559755452,0.12270253310933912,0.18216838334403213,0.21808739165104557
SPAC13F5.03c,0.5803956907015049,0.4701438675135539,1.6103035263254346,1.8078854065312466,3.013483163100302,5.0136598463641295,5.732031444611435,5.550726933762901,4.51064202313707,3.740349503267083
SPAC13F5.04c,0.0839406776935244,-0.5091243175398241,-0.43893668896026194,-0.21415805120042977,0.14861267465200947,1.2466666850173929,0.4449109581497728,0.8215636118128715,0.7997447432866491,0.8930084643988865
SPAC13F5.05,-1.0503006109896,0.7672779111365072,0.4058686636889105,0.6481172213987725,0.709001097042425,0.09172650471004289,0.6617072849993233,1.0610336146461221,0.9069745387818013,0.8148599698436801
SPAC13F5.06c,-0.16899716725587263,0.7105282635434471,0.838385143327645,1.0634613865682179,0.9518949502319113,1.2886619540131272,0.20180233302297826,0.2553090459151973,0.3324564603610265,0.17590203163477913
SPAC13G6.02c,-2.330001022362557,0.7122401579616439,-0.2451192176050826,-1.1121874042131923,-1.1593818556887745,-1.3359665130601537,-1.9121325819561923,-2.1739277665991312,-2.164833341412151,-2.1166039019448455
