,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA
,h0,h1,h2,h3,h4,h5,h6,h7,h8,h10
SPAC1071.06,0.3301428951192351,1.2587378437993124,1.1713280745972927,0.7068279129119482,-0.26911964696079554,-2.242732849298971,-0.5093628967861281,-0.21685264245216107,-0.11297189718080998,-0.11599679374892392
SPAC1071.07c,-1.6043627477818312,1.7718255605498665,0.5340838431881143,-0.3681352857932431,-0.5717365309011904,-0.6612153232418198,0.5246908439773929,1.0681527736245782,0.12515952078354858,-0.8184626544054161
SPAC1071.08,-1.8649204459450692,2.133047018358083,0.7012039552877033,-0.3319195163056872,-0.2685607046003611,-0.2070217624390661,-0.1814950093822002,0.1843471036832659,0.21334328178437476,-0.378023920441043
SPAC1071.10c,1.6991649992087088,1.2169208286486626,0.7673331039096778,-0.06439909469973766,-0.7414862047144136,-1.700499999392662,-0.3767526860555507,-0.6472637413806409,-0.18807149275182675,0.03505428722778278
SPAC1071.12c,0.380205288827918,1.9746389242273676,0.7796998357751419,0.4536773856803616,0.1398607813305135,-1.6610792007748245,-0.9345963541662283,-0.33245102575936686,-0.2270813675769366,-0.5728742675639453
SPAC1093.02,0.4573854118167908,0.7344909902457712,0.10270774722919139,-0.5956823338160708,-1.3660905755279955,-2.02197634527312,0.3918061500098921,0.8445956478168261,0.7943116303762607,0.6584516771224536
SPAC1093.04c,-1.4667210546350873,0.11712775660357125,1.0375438415987848,1.3817317720170053,1.3820521804017598,0.16744712704516562,-0.3327277218894325,-0.9524282370287637,-0.6246794296779997,-0.7093462344350029
SPAC1093.05,-1.3973227728210569,2.5113382909391158,0.4001123003381852,-0.5177295558316594,-0.2935812489559363,-0.4510379517301012,-0.04261660879414437,-0.13254284136025912,-0.055500863447693366,-0.02111874833645009
SPAC1093.06c,0.7902517092220404,1.9607667931091433,0.4151812780661758,-0.4046934440790156,-0.31756699780952097,0.9178681822262046,-0.34980455551366185,-0.8705161739626583,-0.8729199023613824,-1.2685668888973256
SPAC10F6.01c,-0.7454557412148164,1.4378808819789788,1.3740877645021146,-0.6224154014176368,-1.599208761772967,-0.08946227865335687,1.1077864278534753,-0.4520645245984712,-0.30489546447249266,-0.10625290220482164
SPAC10F6.02c,0.05648774259914735,1.2400213133740252,1.209717300473072,0.4417403954308984,-1.342629842527555,-1.9190701377498216,-0.31418632854155454,-0.005169619367168572,0.2271579586743961,0.40593121763456125
SPAC10F6.03c,-0.5085929699415005,1.7444124767611882,0.056742840128584306,-0.04639011134367834,0.393120387296067,1.2941073055942005,0.36953527804914477,-0.9131203802812893,-1.0574727928766767,-1.33234203338604
SPAC10F6.05c,-1.353325326016403,-0.9054275127175423,-0.7984372181719473,-0.4468052674259307,0.1953686650157112,2.0017096110496135,1.0871956915734522,0.4421071330459159,0.06822764430048006,-0.2906134206533452
SPAC10F6.06,1.3031538523863146,-0.1287776872617514,1.0380597967240235,1.0713765681159892,0.8546877079414406,-1.1000302612050514,-1.3050711140050575,-1.0435066910190012,-0.5560626025254404,-0.133829569151466
SPAC10F6.08c,-0.1446251803859972,-0.5309223897737533,-0.43333894641984405,-0.9226648056300255,1.1467772374765357,2.163260052387306,-1.0887336576213154,-0.12408482332880306,-0.512638792580696,0.4469713058765934
SPAC10F6.09c,0.006179350886742698,1.312896903337988,1.432788839942552,1.056758491765011,-0.7385854208151088,-1.7466517154727412,-0.5596214119125179,-0.2664103985389762,-0.21325780267272948,-0.28409683652022016
SPAC10F6.10,-0.27292979731238964,2.450349790364577,0.9697639342598661,-0.16615999628796688,-1.0035163373125207,-0.6029511743848096,-0.11821550133042487,-0.47512968152511487,-0.5280469203997316,-0.2531643160714836
SPAC10F6.11c,-0.5881356536846072,-1.9163068767400744,-0.9432124707667444,-0.18379796577965776,0.003138130115610853,0.5577766469445548,1.7399111398715332,0.7286220621839682,0.36394066676432285,0.23806432109109357
SPAC10F6.12c,2.004403111088464,1.2932307485263075,0.0530198034456444,-0.8914424529118747,-1.0510430679120744,-0.9574028483197781,-0.680719254491311,-0.0020445414257801967,0.13643662224877548,0.09556187975162812
SPAC10F6.13c,1.50952763403516,-0.4177057509925786,-0.11873245192996199,-0.6786269750785928,-1.3088880142436083,-1.5684689585324763,0.480573118878922,0.497345535878665,0.5449450315638704,1.060030830420602
SPAC10F6.14c,-1.6651555166371106,0.833977660342469,0.37301537260710194,1.2506276178507023,1.2409256692403883,-0.49425704902067263,0.6027264117565889,-0.6275182857276865,-1.0223764472264847,-0.4919654331852957
SPAC10F6.16,-0.9217050010722072,0.49195353428358707,1.085669690537871,0.33142189188525084,-1.2415349499660848,-1.853135266951931,0.3376327492625073,0.37840852530351354,0.23772961284926658,1.1535592138682267
SPAC10F6.17c,-1.8554925531188726,-0.8321717658572174,-0.23994122633136303,0.2616753072288929,0.7999570117326126,1.9628577212794687,0.37536977377832603,-0.03716202951132808,-0.15078530584285618,-0.28430693335766277
SPAC110.02,0.21524943417579162,1.2660164004786971,1.3131055996498338,0.6779444647228108,-1.1629661726653346,-1.8292103895440937,-0.644336203196477,-0.10025008089406268,0.06769108519414915,0.19675586207868645
SPAC110.03,-0.3729676844206652,-0.9435795238385098,-1.1250356060704647,-1.0783699262989954,-0.6106449934266704,0.8121514056060597,1.3634780045445725,1.4709803853304733,0.6718259346100007,-0.1878379960357997
SPAC110.04c,-1.1028265537350073,1.3687354963800107,0.8212723888852177,0.8934726214184083,0.696101879013196,0.8708586933032407,-0.7133512022710434,-0.988864607857096,-0.9733502327872895,-0.8720484823496373
SPAC1142.01,-2.0956980107309056,-0.487553687274149,-0.2475647983143248,0.5153142277277021,-0.6191024707915098,-0.3306599585607186,0.7731458154430225,0.23692183429328628,0.7068628475672786,1.548334200640318
SPAC1142.02c,1.2469001003264668,0.857079848141275,0.867383504069128,0.9861032320801162,0.2850712569219598,-1.7564417891221826,-0.8607571644737204,-0.8217499361988486,-0.6024106148216987,-0.20117843692249604
SPAC1142.04,-0.44602396563420893,2.326006769372598,0.0586013545296177,-0.6686721477090682,-0.4255673091711311,-1.5157503265449046,-0.2449224666610339,0.07791621921629036,0.2707694212011503,0.56764245140069
SPAC1142.06,-0.8638854230078744,-0.24543910886886242,0.15146512982658553,0.5829146536875135,0.784120258387101,1.7319867006271128,0.772758761668899,-0.27079639153278656,-1.1594398586213936,-1.4836847221662943
SPAC1142.07c,-0.43484894901642146,-1.0389271177881092,-0.5337769720032608,0.0865246362363214,0.9085026244591247,2.2313453442227904,0.534556619712209,-0.15876588447345105,-0.6352789016007317,-0.9593313997484686
SPAC1142.08,-1.5902464403994239,-1.4448043369583785,-0.5617485034450697,0.301574524736793,0.6775975827630375,1.8272953292895027,0.24791349524648354,0.08403556478840189,0.17712921088808303,0.28125357309057336
SPAC11D3.01c,-0.7336006754539222,-0.5591178211417454,-0.7928923668817828,-0.9036565083685322,-0.9808383586800545,-0.48636171049767607,0.5541134147336186,1.0331984140386088,1.3485989762724113,1.5205566359790745
SPAC11D3.02c,-0.025993364549165426,1.7294426742657618,1.6701041521798707,0.42117904385749955,-0.6673304292289782,-1.2560857414327296,-0.7920000332152424,-0.4049250369653398,-0.3380007536540538,-0.3363905112576227
SPAC11D3.04c,2.5927802241849616,0.20192889251284532,-0.6648974858597102,-0.9418149657480885,-0.6485854732875213,-0.22492987434611456,0.25088620722797067,0.23183071273442216,-0.3677536386082182,-0.4294445988105485
SPAC11D3.15,0.7844544361300134,-1.0744293374668652,-0.7849261164064216,-0.84639978626408,-0.658848218908495,-1.1183376777400127,0.8383219699846418,0.4421160403735749,0.7667342592491537,1.6513144310484908
SPAC11E3.01c,-0.44695724120614816,0.32603650372405485,0.7517292343789669,0.40425760655386694,-1.1417206607185981,-2.2430675256970733,0.24454670120474395,0.46433173926609633,0.7535660293102502,0.8872776131838404
SPAC11E3.02c,1.8483158364529642,-0.47627870875282025,0.11358717761212546,0.913042227856268,0.8285091933785229,-1.7882814661982556,-0.4419467972165804,-0.531914256307817,-0.3731992752666294,-0.0918339315577793
SPAC11E3.03,0.39238923225671574,0.7732765305766737,0.7417973401262703,1.3874142816871748,1.242580745337734,-0.937653070106161,-1.1382302407534357,-0.8411546048546867,-0.940021972184152,-0.6803982420861333
SPAC11E3.04c,0.4616192594170787,0.20060022030360755,0.30065363642982973,0.4855969751251696,0.828610877454816,1.8182644160556338,-0.7332172515649673,-0.8459444400312083,-1.191125496388812,-1.3250581968011477
SPAC11E3.05,-0.9731990453260829,-2.0335433406357963,-0.4553044017400427,0.2893050588558854,0.5699750805698129,0.690294380741132,1.0041339049566183,-0.6461449440046737,0.46804083093955645,1.086442475643591
SPAC11E3.07,1.9855901609320599,0.34384651733214977,0.10358661852238896,-0.5014457939848052,-0.9216618972840916,-1.853969377127572,0.3520376640106961,-0.10989797745743723,0.10964349879946908,0.4922705862571424
SPAC11E3.11c,1.9472260857687298,0.5889815493389896,-0.12694408407730806,-0.9731798587394065,-1.072243179924742,-1.0607449466058094,-0.8018958929125349,0.13014310496635184,0.7999716871848158,0.5686855350009159
SPAC11E3.13c,2.2137538194738466,0.1688035717732601,-0.5998252584308323,-1.1188270276329961,0.14351395824102983,0.07321812098390894,-1.4794801497700354,-0.08757727185242463,0.3191237124813252,0.36729652473292146
SPAC11E3.14,1.6555969729644517,-1.2478445800995384,-1.24329263351348,-1.051479258530768,-0.003069478968126251,1.2755344483699136,-0.04300034549152718,-0.12065817137533867,0.16075962093183513,0.617453425712578
SPAC11E3.15,-1.057387519683929,2.2175374153751646,0.9352888532495749,0.05642740921442544,0.2745576366197758,0.272430821999669,-0.8860941656466697,-0.43193180874133524,-0.6134796837101091,-0.7673489586765658
SPAC11G7.01,-1.2596543156039854,0.5007550220170145,0.23828385290212675,-0.179432005271073,-0.959846910547564,-1.772698079382775,0.678139825788989,0.9672985265007603,0.9865175597410059,0.8006365238555008
SPAC11G7.02,-1.9675604553132122,-0.6465938583677506,0.44571044135083876,1.1978992700781899,0.49314441239637524,0.9641277690630263,0.7614491686557727,-1.1110273373212454,-0.26941848852283634,0.13226907798084384
SPAC11G7.03,0.41262135539634753,-1.221405442724071,-0.22103811785118188,0.5958020719996698,1.1911864299347783,1.8569316992432212,-0.3444864951582286,-0.45271328154664187,-0.6930725484503584,-1.1238256708435355
SPAC11H11.01,-1.4352480429813859,1.1884778341550133,1.0409763489830552,0.4141246141468374,-1.040704535626251,-1.4950090271743588,-0.27265432620170893,0.40490623675825543,0.5669366873094122,0.6281942106311309
SPAC11H11.06,1.696483047533049,-0.22784667715846496,0.28548692375623935,-0.25659036818270997,-1.7640529596466221,-1.349327292651073,0.9015320970039336,0.30698644791025376,0.21270883951563627,0.19461994191975818
SPAC1250.03,-0.5163589175509082,-1.0292260124336319,-0.8443500066744007,-0.037917180741486,0.5615696558347101,2.4348488933856602,0.4330373164545456,0.005162187288258274,-0.39966162202996175,-0.607104313532786
SPAC1250.05,-0.9797989984539374,1.9902733240604022,1.2377172705690433,0.3269105455532611,0.41830400678059,-0.047824785432582805,-0.9957507792680648,-0.6928941605182409,-0.604390201732901,-0.6525462215575706
SPAC1296.01c,1.235388512957908,1.372808834794814,1.2013640590955668,0.3559688784633732,-0.9484908109662141,-1.5362286518512627,-0.4996059321432727,-0.5095542524601369,-0.4471345226558459,-0.22451611523492898
SPAC1296.02,1.1842512289227551,0.42577257450411404,0.574444270544933,0.3756303495808288,0.5530606590784732,1.2882668042425545,-0.9126774649635531,-0.9204915770541885,-1.3107592459102626,-1.2574975989456536
SPAC1296.03c,-0.3457948737476905,-0.839186986731501,-0.7072643624872015,0.23307669338125422,1.1162315874736044,2.3336637492437364,-0.6130758456596097,-0.28210688741258233,-0.25640925687154453,-0.6391338171884652
SPAC1296.05c,1.3537650907609569,0.9735634830459113,0.600948813278167,-0.40920759452903666,0.19303973499136423,1.2135536768825153,-1.3673124694985734,-0.5693943781274624,-0.9266549366976589,-1.062301420106184
SPAC1296.06,1.9047407150403786,-0.14747006367524415,0.40983296005291103,0.49373731975985086,-0.07393986214803612,-1.8102099952783213,0.8468797771732041,-0.5127488865985845,-0.7272669779705686,-0.38355498635558904
SPAC12B10.01c,-0.2842837339274833,-1.2227075167203978,-0.5663955971235449,0.11764198419429503,0.650635263557329,2.42295143052466,0.28674629886851777,-0.2766780635022846,-0.546054637088904,-0.5818554287821889
SPAC12B10.02c,0.35775057721811315,0.3510920765664723,-0.5106096669914658,-1.2919628357885269,-1.2768318716833813,-0.6317457654433328,2.043731922356854,0.6864722418354855,0.36447223612475055,-0.09236891419496746
SPAC12B10.03,0.44290241713097256,-1.5409581942698996,-1.1995149580628723,-0.8437889114673889,-0.6980257374530906,1.4732552821042706,0.9040727557381064,0.2484665725795735,0.5554928239394464,0.658097949760883
SPAC12B10.04,0.8298412448953809,0.05885614732451188,-1.286455880541385,-1.5263447425921193,-0.9992237128476712,-0.3473353068613692,1.4248303873943482,0.7669401149522881,0.5828632534377916,0.49602849483822403
SPAC12B10.07,0.8343460259753903,0.11471035514168917,-0.029573508176044466,-0.5052600953006989,-1.396329911702316,-1.906539090873484,0.821801369036715,1.103733922446907,0.696660049373581,0.2664508840782612
SPAC12B10.10,-0.8203337280597823,-1.2566535925851645,-1.2517910192355572,-0.06502287332032333,0.8193893687871664,1.3140033907862727,1.5047809619330594,0.3753768003157325,-0.008757022895962068,-0.6109922857254403
SPAC12B10.13,0.10967852212943029,-1.8508784530121045,-0.9436333221145914,0.02380279015945529,0.636796600025778,1.925669180094873,0.6229480962280698,0.04968036768959095,-0.25393829913665916,-0.3201254820638406
SPAC12B10.16c,-1.1613168701943095,-1.5161938702060842,-0.6955432760702405,-0.06681002228032272,0.25930136179975394,1.3637859736138116,1.4644902741607164,0.730502182662246,0.1168472579199876,-0.49506301140555503
SPAC12G12.01c,-0.5360273608962434,-0.1672119924240487,0.049909742064102064,0.3329760341734408,0.9745634604490233,1.9887769720833572,0.520696370321052,-0.8586912192347604,-1.126288962340598,-1.1787030441953263
SPAC12G12.02,0.6119767122041917,1.6998230895611945,0.6119328827506346,-0.28329321823959286,-1.2753532561881824,-1.8544354493991753,-0.1894704975699616,0.10528125281680598,0.23956810132090067,0.3339703827431838
SPAC12G12.03,1.497166889672379,-1.2331491063455287,-0.5356462701965391,-1.276327954015008,-1.1368559294090437,0.33281428793956275,1.0384205108832278,0.20399053746259166,0.2521577055854464,0.8574293284229111
SPAC12G12.04,-0.9820894784728758,1.5259245548211302,1.0516269854142808,0.9387344738576704,0.6625011697361708,0.25609882189120764,-1.0486202488794747,-1.1286162928008359,-0.7571796845856716,-0.5183803009816019
SPAC12G12.05c,-0.9737444325921107,-0.8819688591392973,-1.1575016563257259,-1.0193971959244372,-0.025765342880859254,1.9366678276043499,0.5664938774909424,0.5592398285257926,0.581586146204948,0.41438980703640077
SPAC12G12.06c,-0.17035838574594084,-0.36532099714211835,-0.4840111740234236,-1.2991265331617043,-1.771887379795251,0.5252622356056716,0.9760063860255397,1.2868464290615171,0.7981022806671824,0.5044871385085287
SPAC12G12.07c,-2.1544376236825635,-0.4045892301789328,-0.2155575083812115,0.10848277452826538,-0.10535215415819678,0.9694296476528486,1.181768817756718,1.0904809741901584,0.2595068097970252,-0.7297325075241113
SPAC12G12.08,-2.0621441075191234,0.3278398063694294,0.6280783135967427,0.9559413281001992,0.7041097021510941,0.6282470588482318,0.9256255520623773,-0.44008829233439345,-0.819825192043186,-0.8477841692313713
SPAC12G12.09,-0.56974169691106,-1.4189721679378053,-1.1075768228945109,-0.8588220537537956,-0.5566900890058364,1.2623631102312947,1.0582548137132284,0.9419853703926101,0.6822917959646463,0.5669077402012295
SPAC12G12.11c,1.1604701405046731,-0.21039916475093162,0.3292448763811358,0.924686977362695,1.3320654519370516,0.6615709813144769,-0.9047285668602456,-1.109337959295521,-1.1051856697024727,-1.0783870668908624
SPAC12G12.12,0.28975879796552406,-1.9972313992475306,-0.2695947503064618,0.38043993379796615,0.045416623413194655,-1.4703772818677177,0.3844567404507523,0.6652565253401755,0.9114380103033899,1.0604368001507052
SPAC12G12.13c,0.23285351616718353,0.8769649398169294,0.20293895414657948,-0.4267820547349929,-1.0233649592743024,-2.247872287789606,0.05190986483751784,0.627042022273988,0.8252651895009616,0.8810448150557416
SPAC12G12.14c,-0.13850748066665888,0.8686398891411771,1.1969076426590053,1.2829760782210846,0.23281960572258714,-1.95447615573529,-1.0994088224180638,-0.2148176754070704,-0.045381238880907344,-0.12875184263586303
SPAC12G12.15,-0.04458798335408872,-0.30993918951086596,0.6740582228194318,1.2379332395992984,1.3607182463015033,1.0046589748589028,-0.7372730286924881,-1.154127516655006,-0.7756532274344623,-1.2557877379322255
SPAC1327.01c,-0.23489915079865234,-0.6971289290740926,-0.783996386622269,-0.7976137895862578,-0.5376479453781754,1.0313238711795842,-1.0065982171732923,0.07213321030942446,0.991138727273796,1.9632886098699354
SPAC139.01c,-1.3088726949902065,-0.22072575332173597,-0.25564610303802676,0.17270626167992204,0.5461328317213247,2.3643329243668396,0.3465174947519194,-0.21193779131752213,-0.5379443272003679,-0.8945628426521464
SPAC139.02c,-0.14823779599273967,1.6969880404819926,1.057154733047997,-0.43256123864738905,-1.9346514918499884,-0.9275335880940616,0.021040219657795196,0.37498736594944043,0.20319013405800954,0.08962362138894348
SPAC139.04c,0.8170582794435071,-0.9347256408620428,-1.2570530670459517,-1.101020106316807,-0.7468769047501472,1.653454430840897,1.128231944705869,0.2582954831465131,0.18681029102795907,-0.004174710189796283
SPAC139.05,-0.18158693001071127,-0.5369620062111763,-0.8352567924493793,-0.661496342212638,-0.111892480772818,-0.6991288403340683,-0.37184685755449937,0.03939626299984743,0.8851382568423815,2.4736357297030613
SPAC139.06,-0.3064930541925509,1.7664086939171553,0.5370507556308507,0.7399758836643664,0.4534176597964849,0.7214976868031888,-1.4804824180821023,-0.8909829642693882,-0.9308900240553473,-0.6095022192126555
SPAC1399.04c,0.9766263344607579,0.45357917929141556,0.4356055661390816,-0.5412649863092046,-1.7380841804045999,-1.7310871234130594,0.1953983923914772,0.5330779697347842,0.6213096394075067,0.7948392087018397
SPAC13A11.01c,-0.9132159243564427,0.9516597159524973,0.9271371521695944,1.5151019219250754,0.701443315720947,0.3805029923881256,-1.3411599912370167,-0.8685061129647351,-0.6862424567543326,-0.6667206128437126
SPAC13A11.02c,1.909035123561825,-2.1143920530111644,-0.3241686108381414,-0.12090493575104769,0.009339662365844185,0.7539607422413568,0.31521071093355607,-0.1458238980385262,-0.27571474767494597,-0.006541993788756936
SPAC13A11.05,-0.27843887344097235,-0.046988762064758716,0.3432819423300044,0.5660913973238143,0.6014514001457054,1.894683528668357,0.41020843895821707,-0.7947698356982517,-1.1269085417630402,-1.5686106944590763
SPAC13A11.06,-0.5567182543105934,-0.9101843154119058,-0.7701489271316113,-0.7980287500495034,-0.787370316028915,-0.3071355758759168,0.21905401023240859,0.6351147330013228,1.4120642608905964,1.863353134684118
SPAC13C5.01c,1.9379415237442137,0.6139358923428225,0.5990750038418893,0.8573731249011872,0.2495864248670299,-0.8123042425010484,-1.0957836404060028,-0.710664239709722,-0.8523390361898392,-0.78682081089053
SPAC13C5.05c,-1.1588847359736447,-0.9888788535572826,-0.564507552983462,0.059346619274947554,0.6195412582991313,2.1678864244302316,0.7613270027943108,0.12033386122183119,-0.22263730740411286,-0.7935267161019501
SPAC13C5.07,-0.09613957243735467,1.3986667612391173,1.3206206594727452,0.8772651027978801,-1.2002130793639871,-1.6356614068541513,-0.5381680987649394,-0.2849116138411759,-0.024625043034530964,0.18316629078639715
SPAC13D6.02c,-0.44206633324189554,0.7589398547976068,-0.571495174382874,-1.4508668940693203,-1.072939060182111,-0.9123789469517278,0.8472291631544749,0.6687116183102305,0.7110424256185308,1.4638233469470852
SPAC13D6.03c,0.48194539301383327,0.5481826866713928,-0.6457188431243224,0.7783127654610416,1.402022220107638,-0.39400231515295114,-2.223136570459799,-0.4150460488369294,0.010396799877300356,0.4570439124427961
SPAC13D6.04c,0.9788335799851892,-0.9598893940170065,-1.170896202650363,-0.6628530572957498,-0.5091131744848104,-1.1878910304949988,0.42775963233695835,0.7865615401717948,0.8333390777854055,1.4641490286635797
SPAC13D6.05,-0.7857799100472347,-2.0862478305225736,-0.9328983780249254,0.4631651947778826,0.6969261552286312,0.2944947552834718,1.366251313323492,0.09348902426069443,0.22069065006129704,0.6699090256592649
SPAC13F5.01c,-0.6941470962865903,0.6747067201440676,0.5529019289058005,0.9438185525641836,1.4061753160863648,0.9896084419508865,-0.8116820873553686,-0.8025219132473007,-0.962562338014581,-1.2962975247474633
SPAC13F5.02c,0.12226529146477237,1.0625364852690637,1.2382015350370073,0.8079950145603727,-0.5661361034720082,-2.3026510935280515,-0.13396258894063737,-0.15923150866435032,-0.06343913071079023,-0.005577901015378972
SPAC13F5.03c,-1.3103647910722276,-1.3654520920122586,-0.7957715513323912,-0.6970498052380899,-0.09467313237773801,0.9047147389352964,1.2636489612924022,1.1730601994732706,0.653381986287115,0.2685054860446219
SPAC13F5.04c,-0.40135619124453886,-1.378162497016014,-1.2625601284144294,-0.8923390016724344,-0.2948383307341135,1.5137089448988743,0.19317906033784027,0.8135439278325289,0.7776072117347814,0.9312170042775045
SPAC13F5.05,-2.5545443071517417,0.4372743652718,-0.15762204318457113,0.24113033504899573,0.3413480223636097,-0.6747146285046411,0.2635002109826036,0.9208098979556542,0.6672215031676073,0.5155966440506841
SPAC13F5.06c,-1.5609011627745322,0.30962877573420605,0.5815482826702411,1.0602289855646958,0.8229551649428942,1.5391740948516768,-0.7723036507897698,-0.6585082960777083,-0.4944351000720874,-0.8273870940496157
