,prot,prot,prot,prot,prot,prot,prot,prot,prot,prot
,h0,h1,h2,h3,h4,h5,h6,h7,h8,h10
SPAC1002.17c,1.7624809126781882,1.2025076337639962,0.7599010991008023,0.3204194402936363,-0.003929449407298053,-0.34777207507013325,-0.6449621737398832,-0.7884383951012318,-0.9647581979564186,-1.2954487945616586
SPAC1002.18,2.126709726483492,1.3457663532748436,0.45952554599887596,-0.172553976562769,-0.5017503754935014,-0.6810065387851832,-0.537089529054642,-0.5534964183225778,-0.6706661134529611,-0.8154386740855775
SPAC1002.19,1.70358849385838,1.3232779610669076,0.8372201277021191,0.39191419739930766,-0.14737922574615586,-0.6183512201078858,-0.8058263322440269,-0.8145195051071777,-0.8187692633376588,-1.05115523348381
SPAC1006.01,-0.5556344585482409,-1.4661457503337438,-1.3132938583432234,-0.8578363262072201,-0.05165082667710031,0.8868177734232718,1.3108402957065284,0.6554145847899611,0.3991311331404904,0.9923574330492768
SPAC1006.03c,0.4120571631091505,0.6061404148638712,0.8611058883499556,1.0352952272151068,0.9904121888051538,0.5662167138292724,-0.6774293251983252,-1.3379323831258947,-1.4320570245666304,-1.02380886328166
SPAC1006.04c,-1.6951978835592414,-1.554884389132845,-0.6706439397377094,0.3487324344868859,1.062882063219881,1.2160685052930775,0.5634481619024134,0.35613550025879587,0.27239725561561634,0.10106229165312605
SPAC1006.05c,1.3317435806650584,0.2911088177359504,-0.8404444045952824,-0.5826222307433051,0.08349309996569634,0.5395383737003199,-0.6489683995023676,-1.5481474073748331,-0.3217059616568699,1.6960045318056323
SPAC1006.06,-1.2215574525452197,-1.1981608655810685,-0.9158828690618693,-0.2739475365019916,0.7244706347813648,1.6100103577167306,1.305682876325607,0.4476220901052352,-0.13471684693382024,-0.34352038830496817
SPAC1006.09,1.4320860690765336,0.9072091197842448,0.46134853273151316,0.3662987738050129,0.40054327533467354,0.4138196716534691,-0.4651175660508004,-0.4526421249004277,-1.9401395481333987,-1.1234062033008205
SPAC1039.02,2.08175718851662,1.3107505675612534,0.5319531446758559,-0.26558901645547667,-0.8023943510067915,-0.7578394422081405,-0.557870220288038,-0.36268798594225876,-0.24273581031701644,-0.9353440745360077
SPAC1039.06,1.9771919826271676,1.4662354181019992,0.5516881650076728,-0.04562151935408373,-0.5433017643408444,-0.7927336044296767,-0.6527162859768644,-0.6400652522665795,-0.6991000390081702,-0.6215771003606203
SPAC1039.10,1.9829275744262695,1.423336249134717,0.5742219154526381,-0.016082949682430334,-0.4168836210921955,-0.8378074583967059,-0.6630975484034368,-0.6940335807410974,-0.6883591056821011,-0.6642214750156571
SPAC1039.11c,-0.7105772701831657,-1.4585723316499792,-1.0596766863217193,-0.8312902793139543,-0.4484536569301394,0.4433291792496566,1.1040290817001865,1.0813533701476163,0.9611136666701029,0.9187449266313954
SPAC105.02c,-1.0789027905819437,-1.3124864908286884,-1.204711842087675,-0.7213232860865123,-0.1129273221309866,0.5067198401449677,0.884198564060245,1.0960621919214273,0.9902244904059727,0.9531466451831931
SPAC1071.01c,1.6590534778329205,1.2063896062194124,0.25049970618092604,0.13133802482619997,-0.028378791522650014,0.20273419423698014,-0.5451661878380577,-1.4957405158718615,-1.4593272164950266,0.07859770243115771
SPAC1071.02,1.356797860325994,1.7380458072584073,0.7380155211349211,0.1151569643049132,-0.2379577950548625,-1.1220295628052677,-1.1226482863126375,-0.8958459649996137,-0.4257106720887068,-0.14382387176314781
SPAC1071.04c,-0.7056091271294275,-1.3786095407233254,-1.4149936764504891,-0.5749860983461694,0.8287215118417043,0.9529980985651073,1.1703230478001512,0.9016615815676301,0.5933579404568627,-0.3728637375820429
SPAC1071.05,-0.421654837793926,-0.8802765695108361,-1.6930434978462334,-0.4971036139960423,1.4614192993324613,0.641743106879803,1.3564993300126769,0.14625202631533665,0.45213648532608525,-0.5659717287193273
SPAC1071.06,-0.18045411180502563,-0.46196019705684666,0.7349841201083753,1.6473095005333984,1.5175359809832778,-0.05356980818437338,-1.0637573273583238,-0.8280924274216722,-1.1641467344318448,-0.14784899536696303
SPAC1071.07c,0.607406931863156,0.754297077084836,1.630110286107197,1.0644141931201212,0.09024493951677863,-0.7227025613721525,-0.42862583014025685,-0.5336031744608707,-0.8819401270587865,-1.5796017346600206
SPAC1071.08,-0.8147111629785885,-0.052509488083894613,1.8996595132076615,0.8283124929026185,-0.9023351379120552,-0.12943440259449654,0.22107693945090515,0.5281089051108583,0.11497315093723685,-1.6931408100402505
SPAC1071.10c,1.8812522323509806,1.334535445411793,0.526177348691156,-0.25891694957180694,-0.8710555516792037,-1.2370465897348046,-0.9929185760140217,-0.13542012772866305,-0.0447253684920069,-0.20188186323342358
SPAC1071.12c,0.2558038248689802,0.5016131997925454,1.0617144061074117,0.9174339873970369,0.809761120527876,-0.27989476743849706,-0.007828498288846042,-0.3316603525619495,-0.5728496150988482,-2.354093305305709
SPAC1093.02,1.8946273746037186,1.4928966047196432,0.6391644387957098,-0.03085248341385358,-0.5354247444189405,-0.8055576609981574,-0.8216285040362347,-0.6410833869515957,-0.4548284197418325,-0.7373132185584572
SPAC1093.04c,-1.8526922542600297,-1.3849539129294086,-0.8324016895776135,-0.10960900540779817,0.5610706064975116,0.6513861743883316,0.7128874246088673,0.7146420363885824,0.745252188955327,0.7944184313362296
SPAC1093.05,-0.02091261226262149,1.3649599859379542,1.30112587343529,0.8487580346730595,0.45011372372164793,0.22070935670201516,-0.7759253716004294,-1.0119295336184173,-1.2907387734962537,-1.0861606834922446
SPAC1093.06c,-1.1356675416991941,-0.727899982810409,0.4173718614235369,0.5803087603488968,-0.8342885101334534,1.350841213795236,-1.0158771109535438,1.5908858259277754,0.4164384308087621,-0.6421129467076071
SPAC10F6.01c,1.732062072676936,1.4761264034212287,0.9167360305851452,-0.016632936396250467,-0.592939722116802,-0.9095592898652684,-0.9184315031704346,-0.5990303551567024,-0.6027697382812789,-0.48556096169657353
SPAC10F6.02c,0.4107040960272178,-0.0043553506877977224,1.518023413421619,1.4922703398005885,0.5670048220179039,-0.24802635794400676,-1.349018725373026,-0.7960606850766576,-1.1103504746684454,-0.4801910775173964
SPAC10F6.03c,-1.7856834072597068,1.2352521841885808,1.6580241892347147,0.8042657800714197,-0.08976176259494595,-0.7732699797067762,-0.31797810305619817,-0.23498257582494791,-0.20142011732040369,-0.2944462077317364
SPAC10F6.05c,-1.8771588848083989,-0.8758498198488504,-0.2927619393169226,0.15902574593007845,0.6523966628830526,1.1912703483489095,1.1618238725891727,0.7319276757256047,0.07767447731231264,-0.9283481388149589
SPAC10F6.06,-0.9944415942285737,-1.2565234396897311,-1.3659513451377332,-0.7976914403777988,0.21702831823992724,0.5079885828712839,0.5742543041952188,0.986702340911237,1.2317311572208842,0.896903115995286
SPAC10F6.08c,0.10345203608954104,0.31354087176971845,0.7803050067899419,1.0471040965312464,0.9687344887818197,0.8865682962063536,-0.12620228457341415,-1.3765271814766251,-1.5971032383081112,-0.9998720918104709
SPAC10F6.09c,-0.34415096860922695,0.22172939726181426,1.2652271614189448,1.5172860246258386,1.1272109229755458,-0.022824435073293358,-0.7318602804597606,-0.882718670578197,-0.9475344814600235,-1.202364670101643
SPAC10F6.10,-1.1385207785210532,1.3332695769390037,1.6558520234969427,0.9924928721144637,0.0843526583094653,-0.17049820938317684,-0.5408959756989462,-0.39215047127122166,-1.075398836426546,-0.7485028595589325
SPAC10F6.11c,-1.254768977447992,-1.363190732031989,-1.1131939445749153,-0.47360701149064993,-0.010235710117747371,0.19222679628967526,0.8836972555703281,1.0282359653602466,1.0367036826206473,1.0741326758223961
SPAC10F6.12c,0.0025115025078864587,1.3465495693919316,1.3635662657778422,1.0430127009182286,0.26795903211812067,-0.5660193069379784,-0.67185601674321,-0.32518395698651087,-0.8675258716091451,-1.5930139184371854
SPAC10F6.13c,1.954928195257843,1.4170072340618096,0.6482016906145505,-0.04678889847733941,-0.5284142445835902,-0.8341054622830436,-0.7827640055729046,-0.7484568134918924,-0.6329558820266781,-0.44665181349875427
SPAC10F6.14c,0.005064774285660663,0.5222699351700514,-0.2136105229391994,-0.8069828818710095,-0.5611818128070792,-0.5271240559577799,-1.1060068639306475,0.9814169133875972,-0.5245404115894013,2.230694926251809
SPAC10F6.16,-0.021188328693900357,-1.5833575738676238,-0.37366771060331855,0.5710181060089986,-1.0011247248407988,-0.873482272266252,1.185758828775572,1.3824255674638468,0.9441202008360271,-0.2305020928125514
SPAC10F6.17c,-1.2217200455242736,-1.3874168584109687,-1.1449243026058524,-0.6910553527910265,0.17057136661940198,0.5911747535895646,0.8021111906619892,0.919252303216369,0.9467948048444592,1.015212140400337
SPAC110.02,-0.32725992537610143,0.10197481390711725,1.3509670996961203,1.5019433086614824,1.002154263737128,0.19870493792055943,-0.7933622171542852,-1.0528400341153747,-0.8250955696200518,-1.1571866776565936
SPAC110.03,-1.0593997492771186,-0.9125461929469062,-0.838735095744652,-0.7345878892727649,-0.5806509790508237,-0.30370862530117804,0.5234700768388165,1.2540084738393622,1.3929078643809034,1.2592421165343612
SPAC110.04c,-2.2714964089094645,-1.2569977066482814,-0.27256977877657673,0.22841341455554987,0.5720328691126401,0.6440776488775657,0.580303069161433,0.6195607600545723,0.6113472400350431,0.5453288925375186
SPAC1142.01,-1.0211050715502428,-0.6122883240236291,0.17165943264934655,0.9636440643815766,1.1479773072072175,1.0644968437704116,0.8243198803218437,0.03247159879983921,-0.9795362540124297,-1.591639477543934
SPAC1142.02c,-1.732167994347598,-0.9915203582312176,-0.7351777219396929,0.036419229113964856,1.0743933592427486,0.6216394055535679,0.41424712040652006,1.2024346865697733,0.864323268600533,-0.7545909949685993
SPAC1142.04,-0.5650588396910743,1.0224287418468752,1.5061159387314407,0.9892024969003251,0.6929713920275116,0.18704897275807042,-0.6434854314555015,-1.0852684439623284,-1.2364366950848529,-0.8675181320704661
SPAC1142.06,-1.349784386712071,-1.4044564865996527,-1.1284109005547145,-0.5599251413443489,0.2579024577896216,0.6762610665710318,0.8977211445788629,0.9251751003380466,0.9220611896183605,0.7634559563148641
SPAC1142.07c,-1.3881088437538007,-1.2079115435458485,-1.1398548119882124,-0.6136855043763848,0.4878726039693069,0.9303313364539355,0.9441166936268108,1.1281875545921283,0.8178170477511421,0.04123546727092232
SPAC1142.08,-1.5128393370261988,-0.8431495380371065,-0.3663440982828951,0.6054576487498919,1.0525543705949325,1.7453828893631904,0.7448731632770911,-0.3147926333123018,-0.7481169156232715,-0.36302554970333273
SPAC11D3.01c,-0.5895784587698589,-0.4954046849412803,-0.7652324248237585,-0.8555539525709366,-1.0306807093481327,-0.5158550718596324,0.2534756601049074,0.8987691775088813,1.3453528735108062,1.7547075911890044
SPAC11D3.02c,1.7214971585523098,1.368595466371448,0.8098878227970603,0.23476866856617826,-0.18276710921379682,-0.5302172252497598,-0.6327256810347732,-0.7031930739433201,-0.8590397126982828,-1.2268063141470622
SPAC11D3.04c,-1.4803106616135566,-1.2176563665129043,-0.7842558149760545,-0.5367195476515985,-0.31719704738255955,0.3025396455855672,0.7099813043212468,0.9759948578785659,1.0778527404445761,1.269770889906717
SPAC11D3.15,1.9809354865359359,1.3549900161111026,0.5005781515227005,-0.02075236048299647,-0.5860917780120652,-0.9147769661492576,-0.8321604531126798,-0.8244634391727537,-0.6605533968096945,0.002294739569707977
SPAC11E3.01c,-0.7211313130472652,-1.871697146054382,-0.9988936063815413,-0.5271119260522095,0.1652087498608296,0.8733232655990346,0.864645843071987,0.3258127695843763,0.5764273247816789,1.3134160386374925
SPAC11E3.02c,0.32669497997469343,-0.4974938078129235,-0.7633893256876263,0.47652862072897995,1.9999522840982298,1.0728995352273178,0.1564515901998432,-1.1314335858812452,-0.687362909300491,-0.9528473815467784
SPAC11E3.03,-1.8319568533929935,-1.3132191051379016,-0.8657834486046165,-0.14268767281468847,0.804964630618334,0.8682624758402206,0.8707146903774159,0.8006376138980568,0.5073473219157306,0.3017203473004427
SPAC11E3.04c,-1.33480569686383,-1.442129702111987,-1.1533935132943822,-0.5133928613738139,0.32451286019638653,0.7898640656273352,0.9417059183714565,0.9189700779780032,0.7875456563633267,0.6811231951075052
SPAC11E3.05,0.17640551882395983,0.3004255170491716,0.1306176226167251,1.1298674622248375,1.2120961369059593,0.7625009709070216,-1.3062239881446935,-1.8105631943441605,0.13425388674095529,-0.7293799327797791
SPAC11E3.07,1.9468965393083413,1.2785641761356066,0.2550628373399383,-0.21365022635407255,-0.6715258543918412,-1.4555118089153052,-0.8236995896236023,0.062313206259725015,0.07603614238478419,-0.4544854221435743
SPAC11E3.11c,1.0640470829369932,1.0361689444772453,0.8224157426092864,0.9231502645610585,0.4637977388359085,-0.2989037836510029,-0.6700430788794416,-0.5178185834430171,-1.7718913299361074,-1.0509229975109229
SPAC11E3.13c,1.9906630858300616,1.3466768694032423,0.43031264747150516,-0.30194086659554603,-0.6708272705222387,-0.7206439516664415,-0.5314908143395095,-0.1641866946498022,-0.08995272834670372,-1.2886102765845675
SPAC11E3.14,0.9174108447233915,1.7946991211790526,0.740656283989948,0.44355842972687276,-0.005975828740029427,-0.3045127191495521,-0.4566532562544465,-0.5539648541778865,-0.9215149629948897,-1.6537030583024603
SPAC11E3.15,0.6098050669560346,1.0705526548775977,1.7198431799059972,0.8861050987969287,-0.2078364867822873,-0.44157964565938945,-0.6473701880452336,-0.8404929856938766,-0.8926495117537696,-1.2563771826020003
SPAC11G7.01,-1.8971730346310702,-1.196571296707167,0.01825280289309385,0.5152463543695917,-0.0990636512425329,-0.6076395503196983,0.21932185266100662,1.1912660110354691,1.1868752971870613,0.6694852147542456
SPAC11G7.02,-1.9517383344503436,-1.3363856274275603,-0.6442422072186387,0.10636384234104448,0.2217281288601526,0.32610853446880295,0.718776469617223,0.6499950545055269,0.7802073464868076,1.1291867928169852
SPAC11G7.03,-0.9697823428474592,-1.3107829694546191,-1.40261897127864,-0.8508751745695237,0.3341377845979358,0.7752140477070302,0.813112242769567,0.8549940840800222,0.8433268781043987,0.9132744208912884
SPAC11H11.01,-1.499594774199894,-1.004815689150912,0.29126087300095005,1.8557641720714095,0.23696080124149158,-0.28395501434929005,0.29051244407920607,1.0861171569799755,-0.07417622987499323,-0.8980737397979435
SPAC11H11.06,2.056645569632863,0.15763167718109475,-0.4975836429273904,-0.6116383963185935,-1.2193975512059168,-1.2081967729670708,-0.24969297592875295,0.24940968674295924,0.3634858071139931,0.9593365986768143
SPAC1250.03,-0.8021503675921855,-1.3131530208007742,-1.2774927491251238,-0.7711536001297262,-0.3695502333672504,0.8462431065129784,1.076380691195558,1.0880366721062853,0.9209257017995233,0.6019137994007149
SPAC1250.05,-2.148816871164405,0.34167008937313453,1.4278984956700531,1.1643892965230989,0.41352387714731814,0.005428449820840026,0.055665693409520274,-0.09910115054728318,-0.4977561647631016,-0.662901715469175
SPAC1296.01c,-1.0615909451406427,-0.26509347208766504,1.8047496623854173,1.5642729919901435,0.4472207005582621,-0.5157425998330808,-1.1915248951013202,-0.19467004776153454,-0.32848445943821925,-0.2591369355713564
SPAC1296.02,-1.4602249148636206,-1.1939313585000082,-0.5622338285626488,-0.2531925395034001,-0.11865192775122271,0.9662479311449079,1.446914117209719,0.9995417979058562,0.7970941424477109,-0.6215634195272929
SPAC1296.03c,-0.07806684692502255,-1.5013256461214823,0.6306242024877845,-1.3670256123824018,0.03279738004779348,-0.1269754433500525,-0.06525654078527825,-0.4340963936507289,1.580158957725216,1.3291659429541716
SPAC1296.05c,2.105303971157375,0.5849287224005659,0.5669733145152233,0.05046083270417354,0.0271056900071857,0.1021484440704171,-0.2925486266044536,-1.4623892655089576,-1.1957301159261318,-0.48625296681539826
SPAC1296.06,0.15483614504382606,-1.4832257758899567,-1.9027145183553889,-0.19166359901213137,0.2150660511669299,0.31153000727580804,1.4785758481743962,0.6510283444364202,0.5728463143251501,0.19372118283494616
SPAC12B10.01c,-1.0267891915000997,-1.3503713990401152,-1.1974054570806163,-0.7742573871883468,0.501287704640087,1.3710521731866023,1.0375001345652413,0.7942239167738511,0.46869741568330725,0.17606208996008876
SPAC12B10.02c,-0.8768570780374302,-0.35443681183311365,0.2746463858652904,0.6017022198178045,0.5109837189412031,-0.22000400010499102,0.995983624954561,1.2697220481849976,-0.02140104565934235,-2.180339062128979
SPAC12B10.03,0.257722078457465,-1.030441815331684,-0.8424663654583718,-1.205925465619646,-1.3462200610370874,0.5476890460181866,0.5932479687750263,0.7723411300453448,0.8960950230063216,1.3579584611444435
SPAC12B10.04,1.409794349059838,1.7166927981365707,0.6570528154195563,0.5242114962918698,-0.5748659518005945,-1.0122611971582272,-0.35001059604019696,-0.7260362849600679,-0.7920192830709307,-0.8525581458778173
SPAC12B10.07,2.1744122575435614,0.8724813264732786,0.1440464661897976,-0.10776094175883506,-0.9856276279360238,-1.3494812158200535,-0.8011472186422812,-0.10744852652604828,-0.018525479391501204,0.17905095986810596
SPAC12B10.10,-1.0017643926377504,-0.9787766334738679,-1.4644525229064174,-0.5692327524437104,0.6101343935266288,0.6090633537344162,1.5374174055102157,1.2077168317067999,0.06443255005276627,-0.014538233069080923
SPAC12B10.13,-1.2950059820889899,-1.3704093999130718,-1.2043592870177224,-0.5555222967894303,0.19597679529401585,0.6395872873470569,0.9539326247112031,0.9453512334882384,0.899479032770452,0.7909699921982482
SPAC12B10.16c,-1.3849423563416687,-1.485755320469901,-1.0863571770435285,-0.31784754274801935,0.28252361345783883,0.6051348563725312,1.216568407593796,0.9693706606698761,0.6553067270788648,0.5459981314302108
SPAC12G12.01c,-1.3492958223282503,-1.543974107518353,-1.1585735439139508,-0.2260574783487174,0.21630661246163058,0.7989403099775899,0.6414979263474819,0.8506401450395794,0.7998638799438179,0.9706520783391721
SPAC12G12.02,1.3285279119110398,1.329121469718755,1.0590305281324583,0.3196959539560067,0.1611595598674427,-0.27698996726000935,-0.5432668021300363,-1.2465257209741127,-1.1725759891178467,-0.9581769441036985
SPAC12G12.03,1.8498371602229158,1.2037022960406234,0.6922822952428961,0.28363348621430745,-0.14925672536372678,-0.5332470985359726,-0.46509403593027754,-0.571528676911997,-0.9953149680712071,-1.315013732907562
SPAC12G12.04,-1.2793544894526023,0.250140432738579,0.2298881591546728,0.18980177415425328,0.45827770789829286,-1.2609267058826583,-0.9282992742221906,-0.24957113370709932,0.5421386646078763,2.047904864710881
SPAC12G12.05c,-0.19098088885593076,-0.49399221006201866,-0.7929419687977757,0.10902201002933783,0.8095276007035747,1.6944378360642829,0.9367660846824056,0.31127274531441196,-0.5839497378183962,-1.7991614712598942
SPAC12G12.06c,1.286094429825603,0.6075430095375797,-0.03330626532100631,-0.9619863652344487,-1.5348206316223583,-1.197297597391463,-0.36084335501136944,0.30270291639376384,0.5926697799850759,1.299244078838624
SPAC12G12.07c,-1.5409212325227395,-1.4261175201320684,-0.9234022613792062,-0.4157180748647468,0.14076219221200617,0.5928518953156535,0.8719801148741241,0.8645314952820828,0.8888909217191212,0.9471424694957732
SPAC12G12.08,1.5709735934144156,1.2130172932375898,0.9420222211815958,0.0065749498664900066,-0.273441294206032,-0.7693039542754352,-1.2821548289912028,-1.0967690429253534,-0.7083720171988237,0.39745307989675605
SPAC12G12.09,0.4430401945968938,-0.4056598888561046,-1.1380894435321331,-0.9447248250668638,-1.6506407218425387,0.29480803246585907,0.30919908763647685,0.5431167607852889,1.2554845674628003,1.2934662363503215
SPAC12G12.11c,-1.1290840784408191,-1.4894642853721374,-1.2836769715692529,-0.4610515724916433,0.5211002452060547,0.7302074746536954,0.6911362098348847,1.0521116170693159,1.084494750266429,0.28422661084347195
SPAC12G12.12,-1.5996461701855316,-1.344150141516838,-1.0258579005940114,0.2678787433595819,0.745511653818557,0.1730670305934992,0.40157383832607874,0.07241512841451304,0.9403804513188146,1.3688273664653356
SPAC12G12.13c,1.3830742578563076,1.16599686631131,1.2052757811083092,0.4983637507374209,-0.22223658372137184,-0.14633081203656603,-1.0088892780532077,-0.9919330385086585,-1.2420446808221892,-0.641276262871354
SPAC12G12.14c,-0.3148942356705985,-0.11171757427663308,0.7807535287186987,1.2769766751945908,0.9689753492521609,0.8654475119968246,-1.1790058925092795,-1.7333146026474238,0.17767018738453727,-0.7308909474428772
SPAC12G12.15,-0.6560245139578862,-1.5105715975694705,-0.6305097849538412,-0.512723513955548,-0.2793114902678843,-0.06099124931291157,0.6647617112123059,2.1807891847752274,0.5123300645683039,0.2922511894617047
SPAC1327.01c,1.3518420582344257,0.9430345812450778,0.74142839512475,0.7156209002693853,0.5083092351927954,-0.5276379887641894,-0.23617413772963503,-1.5360720061995277,-1.3971982027028678,-0.5631528346702143
SPAC139.01c,-1.3190079556736043,-1.2380176092685191,-1.1119315879472547,-0.6997446913122778,-0.03008205490430298,0.6207249532416763,0.7832203475316801,0.9312230480187148,0.979719017183272,1.0838965331306156
SPAC139.02c,1.6214442808084317,1.5258546413521157,0.858077543295943,0.1960809906278085,-0.6249550377257822,-0.8633553452658702,-1.0210408979155179,-0.8181434438339953,-0.5751865452641084,-0.2987761860790249
SPAC139.04c,1.572829338759213,0.8472491891318549,-0.09449806402746065,0.6487947779775186,0.9545115755845779,-0.24215111939588443,-0.5473473180561901,-0.6410884432645537,-0.7118195967407374,-1.786480339968337
SPAC139.05,-0.7762475225149491,-0.7921390485319879,-0.3934642412821583,-0.4660104531589248,0.31383732921160024,-0.5754723175274263,2.50021615589279,0.7369409242304086,-0.1638657366113247,-0.38379508970802645
SPAC139.06,-0.23892076723763367,0.4256529671682017,1.094069761740909,0.7700858120864557,1.1761477650649768,-0.5204942572760477,-0.12243830570032406,-1.345731035972875,-1.7863860575930806,0.5480141177194201
SPAC1399.04c,1.7957737268767437,1.2808372004309712,0.8257900274635934,0.3346834321543285,-0.25041602892712894,-0.5614568873008778,-0.7519871250166013,-0.8091405607575243,-0.8811924434376304,-0.9828913414858728
SPAC13A11.01c,0.7516686956996205,0.7488124116171784,0.851256041076912,1.0249433738712348,1.007479859784517,-0.08374548563430903,-1.0549506907362014,-0.5324455218732488,-1.3714261072723708,-1.341592576533331
SPAC13A11.02c,1.8668633748615993,1.2664398189969621,0.6024227220183515,0.06130960783659648,-0.2952416225408282,-0.4910265787587496,-0.34558788651892947,-0.426668719851075,-0.667004151840907,-1.5715065642030197
SPAC13A11.05,-0.938049893415957,-0.8762498498054032,-1.0845739737710256,-0.9824766842067717,-0.6653453703473872,0.2351378062727044,0.947953927998556,0.9973792700049433,1.0835600698996264,1.2826646973707134
SPAC13A11.06,-0.31466308661049064,-0.4480511778719979,-0.5676183351581263,-0.5887271053681308,-0.7213436195685419,-0.768504580216478,-0.36344138049262714,0.26280045451679096,1.2252033701525562,2.284345460617046
SPAC13C5.01c,-1.3671263334502515,-1.6900985150065522,-1.0833337735962143,-0.1385432857107911,0.6199425807674704,0.6863872639816753,0.8504469485697677,0.6979029076368038,0.6852646854479338,0.739157521360157
SPAC13C5.05c,-1.3077142531663106,-1.3986904833046736,-1.1155331373987631,-0.6048280100348932,0.12658830940812282,0.7937172344981881,0.8865585063554124,0.9164158887343061,0.8686155039247436,0.8348704409838672
SPAC13C5.07,-2.512902099764989,-0.7952427819206094,0.10219334113028526,0.7361609359628819,0.18954890839380548,0.757847905852579,0.662979313368947,0.17111047885640027,0.6479379041549108,0.04036609396578788
SPAC13D6.02c,1.3500803673646131,1.5322755053961203,1.0319305316571041,0.12050414483404093,-0.4141022611943629,-0.3120045714280078,-0.23401402079209668,-0.8836269417938705,-0.7453128237292274,-1.4457299303143143
SPAC13D6.03c,0.4502789533279558,1.350870846853011,1.362450733140746,0.756627851254589,0.57759585559846,-0.5959625646737546,-0.9041534070101814,-1.1587885173392656,-0.8761376758828392,-0.9627820752687206
SPAC13D6.04c,1.6402639427575625,0.9829127638166485,-0.07574334697216943,0.365747770169824,-0.8828453637115321,-0.005075866838186155,1.0350482505395804,-1.4078343257606813,-0.7723422419000205,-0.8801315821010256
SPAC13D6.05,-1.1338240594378812,-1.253092429465967,-0.8677333687398067,-0.21480669677501912,1.052973303355394,1.06664387222272,1.3028678426330011,0.8110947210432035,0.09298363640176123,-0.8571068212374049
SPAC13F5.01c,-2.123642486070833,-1.16261305526025,-0.501209640084605,0.43431366484015277,1.0907989780970593,0.9515347232188789,0.686946980900351,0.18691403650889532,0.19529824579902627,0.2416585520513268
SPAC13F5.02c,-0.5397375517431171,0.7409930919665185,1.1516919910697314,1.3526910770373541,0.7498205432275908,0.32062511523127213,-0.2643173188829279,-0.8539110736288665,-1.3892894240286022,-1.268566450248953
SPAC13F5.03c,-0.6827290193776593,-0.7744668084906767,-0.9774397466681237,-1.0720057779920011,-0.738487254036825,-0.24267885441051543,0.7533722722083492,1.177437126616561,1.2453822763354943,1.3116157858153974
SPAC13F5.04c,-1.2435409056120912,-1.1253503050536569,-1.1551124632938206,-0.8065537064107414,-0.1048653918584726,0.47137687801295036,0.8946685626119365,1.1392198478552975,1.0290258159265813,0.9011316678220169
SPAC13F5.05,-1.8630162115545799,-1.4854116328673017,-0.7338766518760746,0.0792162758515217,0.5452840134867419,0.6952780232677491,0.794576960699256,0.776635411572966,0.7584406967833424,0.43287311463637895
SPAC13F5.06c,-1.4441385758016685,-1.1707747288896002,-0.9456179491960023,1.4530972277400316,1.4192540746665503,0.48192049950756827,-0.2133844417071365,0.45316221635605713,0.12481290404129824,-0.1583312267170983
SPAC13G6.02c,-0.7773798181097928,-0.04017495056436008,2.016774138931675,1.4176910419657547,0.34839805604810015,-0.24942250101165933,-0.2533520738470778,-0.6661039029384739,-0.8214492927059481,-0.9749806977682176
