,prot,prot,prot,prot,prot,prot,ribo,ribo,ribo,ribo,ribo,ribo
,h0,h1,h3,h5,h7,h10,h0,h1,h3,h5,h7,h10
SPAC105.02c,0.6834295279593817,0.6241713922145781,0.7852236664289634,1.26497447317963,1.5902456895004633,1.5044022515772333,182.524334493553,623.837719847619,2752.1064246719,751.7473403320171,443.89040462034797,279.840869201296
SPAC1071.01c,1.0636193622765897,1.0292364458317595,0.9519675337111456,0.9569142798908751,0.8459124794745083,0.9483298037492857,23.420481263253304,20.4316178008452,77.2980416078465,49.74670574217521,22.2146313269484,16.614817199971398
SPAC1071.02,1.0637224638206633,1.1007887612641767,0.9514403892469043,0.8513509760866177,0.8688282694062214,0.9295581977955764,35.408617887645605,52.463414042617394,24.9982280734056,21.8813395039423,57.0402676384832,6.79030777857656
SPAC1071.04c,0.809159965481784,0.7386661897689955,0.8236025611481831,1.0129648114160785,1.0059461285773421,0.8464603319776097,55.746635772947705,98.24699146774158,274.189799170524,47.650828173400704,28.2646456088272,7.88228713777112
SPAC1071.05,1.0485498060107747,1.0094913454663612,1.0420218917388036,1.1450275382710802,1.0990161989665408,1.0360988283800598,44.8050768568688,43.3725802809116,77.4783819553075,10.538808688936198,32.0576001671771,33.7482015851868
SPAC1071.06,0.9341684899695576,0.9223089661365492,1.01496805630025,0.9395637193727744,0.907109208961758,0.9355519226750982,54.4088604778935,80.91024527833441,156.088396874675,11.2371775790295,125.911706145083,13.6223146861853
SPAC1071.07c,0.974569352449263,0.9862876026068886,1.011492194597887,0.874599362291092,0.8881607499030556,0.8156952525231617,635.323602428038,866.225717699721,428.163794413368,75.8853353461542,274.813390101374,572.036964221031
SPAC1071.08,1.2105250614528336,1.2761436223270735,1.35641700849966,1.26936283831123,1.32850623827154,1.1390743437218733,612.682036770951,4729.56499408448,2062.55522832633,32.2810357458751,590.2953753440889,756.5014539875721
SPAC1071.10c,1.2114008444802902,1.1154239732749034,0.8769164948149633,0.7565242519498799,0.8934203760626688,0.8845003238586756,1302.4705100159401,1647.33728653974,829.418193205094,44.121254489501105,73.6991360567795,34.6103182812648
SPAC1071.11,1.1538766087946069,0.9956375499914732,0.9745295302361017,0.8931843541806743,0.916562974253178,0.9335914902596217,50.113029813744895,56.4139698593892,42.845695845441,37.4740924266639,117.297570199355,6.34007162488454
SPAC1071.12c,0.9800817139144122,1.0143985837950305,1.0752079404751387,0.9092626086235353,0.902696471481705,0.6800932416871156,209.193118719525,71.3548693751724,365.95503414522796,46.4941270840295,42.145753243596204,34.469029062929
SPAC1093.02,1.35043601745311,1.2634332835571234,0.9814166955744336,0.8631381120716504,0.8869951538623854,0.8729580974844433,38.143116607407606,173.00661978019798,431.169193672401,13.602346285729599,248.422155623003,52.373750766446896
SPAC1093.04c,0.5353217312375357,0.6172343924669034,0.9100208721079749,1.14724268623155,1.1695472022864466,1.19829634266051,38.313745591866,26.0083235301663,379.67876302953204,57.1934400310768,49.898461542350795,12.411620975171001
SPAC1093.05,1.1483926280010466,1.7152358240922065,1.4771559762608069,1.2315934720710366,0.8619828943282991,0.843657603359019,17.5327517465644,189.91700340085202,65.0369719622009,62.0749516513943,87.1930953834825,6.075640916474299
SPAC1093.06c,0.9222523900654966,0.999665254220666,1.294666120058535,1.5076625433233108,1.580923212254682,1.0167612489776465,34.1692627644972,63.087126032425004,11.410910266046901,2.88236096168535,0.426875831778344,0.238803872133597
SPAC10F6.01c,1.3544031649917068,1.3040335951860769,1.0454172876985453,0.915937275677841,0.9590379598541596,0.9752882568456993,72.3775563056047,551.443665258829,295.161441589269,193.516196486415,221.89856203049598,63.045714245653706
SPAC10F6.02c,0.9549476778461777,0.9086713844032234,1.0869110655708034,0.8825555385745872,0.826528715503079,0.8583714761419473,30.498107835854302,14.2539444028108,95.39019462658742,3.46905141173837,18.200021255465,19.211544971113998
SPAC10F6.03c,0.7787620821599653,1.1230107731134,1.06586676866955,0.8804077461844831,0.9397485307321,0.9330014844255587,105.625515712374,276.532640238997,108.6130864512,91.51256308604059,219.559846629151,28.1788274926588
SPAC10F6.05c,0.25036820697445666,0.5114951184171618,1.0702977496617736,2.2353859129334936,1.6107276313745202,0.492690896492572,256.125541385363,104.477104260499,1006.37470503193,925.859296952656,319.080153668805,61.4880013187153
SPAC10F6.06,1.006329599692919,0.9666090228145583,1.0372176437610083,1.2676557042825634,1.3644170176233565,1.3457196438300034,3364.88774212784,1238.96041612596,5267.74118109136,737.592291379183,2465.83300409073,3254.71555747143
SPAC10F6.08c,1.0264581713563767,1.0577503664977665,1.17468504262592,1.14803643649327,0.8307433460057569,0.87669579982283,61.284279674695604,21.883527448603896,147.174750253085,51.383210808566105,14.882778248085499,20.570552465961498
SPAC10F6.09c,0.3735278083990017,0.5974683105236197,1.7512367809759901,0.4877043717682787,0.23887837513028773,0.18320989943431898,15.9132823760449,196.380843713661,821.923650470255,4.85564668530795,93.2884797871278,12.1408455914957
SPAC10F6.10,0.923583061550528,1.18691180006413,1.1465656979570766,1.0189219062110795,0.9962577799109337,0.9608724363941725,28.7968663371521,83.02948868542191,58.377552439184704,20.2052488125457,12.2005066326107,6.792428697928179
SPAC10F6.11c,0.6867413466148017,0.6615124848458593,0.899309209325683,1.1317077539438969,1.5103343963285365,1.5344551018773567,59.6004483111658,32.9141767895548,43.313670686602705,145.378862232214,134.259865636251,19.8791743467629
SPAC10F6.12c,0.11248275543845034,0.14096312856314933,0.13395805632249902,0.1022406178437036,0.10646022702400466,0.08604499199593274,95.72919624185991,17.0803361718093,58.0456402624801,17.111059022765,6.013396134681469,13.700348157702699
SPAC10F6.13c,2.03182740858465,1.7955234548078132,1.28254820413398,1.0702446906991174,1.0915222768801918,1.1699277375235566,633.68512946207,89.880365630646,778.7478442065311,81.8304105434795,229.506941471702,148.906426159404
SPAC10F6.14c,0.8996452797831723,0.9166201133450018,0.8736256299499706,0.8825067670091381,0.931957646006115,0.975000645995799,40.601615754284396,32.490902564068,89.43440137515421,7.84768539236569,19.6338363679279,25.2997029437283
SPAC10F6.16,1.0760209144456203,0.9449747150198139,1.1303208039683355,1.0024195098453335,1.2091961575282966,1.0574592807182244,432.567580303468,247.22421034115,2553.1332935036803,301.824676677764,540.711503166744,413.471388829721
SPAC10F6.17c,0.7284160703430378,0.6893000067007891,0.8692613881663229,1.3324461753851935,1.48632030949255,1.5345987890114998,90.8781831548146,121.8757128837,134.8641390801,353.149214040693,235.11749076197898,43.4644016769829
SPAC110.02,0.7546546145164381,0.8418793285337726,1.2027586978265499,0.8628882682692832,0.6272653746258346,0.610806581730553,9.43014043397944,41.3453273859189,263.376398538893,1.04449698174139,18.1259431175129,6.44998437781572
SPAC110.03,0.640784136289542,0.6776170225796915,0.7251001303683032,0.854309958635854,1.5455438003168034,1.5486253183207002,1003.77382482393,1274.7295928133199,1045.40953753483,4752.70760191669,7465.578236881179,988.205667695844
SPAC110.04c,0.6176050075157481,0.7721962192311169,1.07097183839131,1.1736217941911036,1.1673030148543166,1.14837779921229,268.115136064393,4269.800667965879,1546.57709234824,2631.67575316602,565.210059390229,67.5043228121487
SPAC1142.01,0.9141321219328553,0.9874529185537436,1.3294834264955366,1.3550303437328133,1.1152242233855134,0.820817947072847,38.7098365363076,108.75821403229,76.3722897553461,66.21183542390371,92.7442933651741,10.101829991653
SPAC1142.02c,0.9056715929988893,0.968115583062446,1.0619783965525567,1.11942636910127,1.17951206431706,0.9889862067329452,543.259992311111,223.44385686521,1779.2034819017301,216.141891822046,292.371979880476,105.59245015134
SPAC1142.04,1.0982344539241369,1.4700623223489064,1.4611175152811366,1.2609385583545534,0.9981497825661566,1.0388828844552502,34.8363391832655,101.366049609508,84.4745624972018,9.90197570360123,29.7280685335775,27.9935002804706
SPAC1142.06,0.7975508259990846,0.7911118278837387,0.8966431700928789,1.07701357788897,1.1175049579905567,1.09102802050021,95.12698110760451,282.455259838566,2030.1449097917498,396.984846668516,527.949399388666,173.514348425271
SPAC1142.07c,0.6229217065490807,0.6587012059698827,0.7919043439753534,1.2779125596619165,1.3587296905182533,0.9701227232056673,386.22401750190005,234.484403744657,231.551753928517,786.000131579906,384.31592816566496,52.040337436615296
SPAC1142.08,0.555207192857183,0.69905395244887,1.15064449983305,1.7031493379964768,0.8383982014873257,0.824601376429016,52.576926778015206,15.614107978771301,227.413344018446,265.155903565099,32.8352806993092,43.289160680428296
SPAC11D3.01c,0.41746950746797834,0.4868452069098527,0.27043119996742754,0.4708604791602273,4.740397598622157,19.171108862357134,57.94319099228311,228.183862732933,43.7383143645512,1546.58702650664,55493.32610564231,10512.547251566999
SPAC11D3.02c,1.1771368654633265,1.050237864510259,0.7279883693859691,0.568509855815334,0.537596166692195,0.4538923835441526,54.045858956370104,164.627051052154,194.67040766211602,4.64278077740531,15.764032650643498,32.813573523578704
SPAC11D3.03c,6.292784201604923,5.799857887103223,3.8793480178808504,3.5156918262411967,3.4801412229722835,3.0723295880029,121.44929146782302,2.39411064146501,6.02567354395521,9.32826582153115,2.0566479756311598,4.548212242713441
SPAC11D3.04c,0.5600868214307474,0.6058500642737329,0.74266942999476,0.9545234348139789,1.1674690608198366,1.2746672655537399,350.842026589929,310.834211342845,1340.5163278575699,437.464328325971,328.06130657246797,78.5368782399763
SPAC11D3.15,2.1961394355025865,1.8360616810235646,1.2386643907054886,0.9591193203005749,0.9842239732591773,1.2468586283896024,70.1668235367329,1.64281533440738,14.8582952390894,24.4098737335232,33.5980417486651,163.006078351312
SPAC11E3.01c,1.001505863913752,0.8802453910233717,1.023540749927641,1.1976426219651701,1.1263031704359634,1.25824824417903,4.21009461646685,4.47189299021905,22.6461130580023,1.41619171825578,9.82669970064098,15.432503772470099
SPAC11E3.02c,1.0487530368350595,0.9640885927512293,1.0649249257069326,1.13180233431512,0.9036474177828455,0.9202801859799217,21.187068992417398,12.1436509095668,72.25505515189509,34.756830846911605,11.0229032009518,15.5385303466607
SPAC11E3.03,0.5753867573805757,0.68120655820957,0.9970639346738714,1.3855168189545701,1.3553567733573333,1.1522218876585633,12.189760552995999,16.2580438930007,123.423332178071,6.410501016443441,20.858671238006302,14.8448107771032
SPAC11E3.04c,0.7377446754799907,0.7233521387080826,0.857812784790009,1.0896663779051232,1.1158001524710532,1.06813040700051,170.590091359078,399.724322618392,2445.8938698144602,542.4682826317201,484.86819767305,165.531060751556
SPAC11E3.05,0.809124872779138,0.8277430382521155,0.9637681588464574,0.9009621037883151,0.5619850729308821,0.685262002640044,10.7593514145664,7.295353024547611,43.3379299510045,34.2718968494198,13.636840075437,16.1802791463889
SPAC11E3.07,1.0742107138526666,1.0160480377700547,0.8972989258671861,0.8091255892622997,0.9181622422724832,0.8794791376305496,308.96647927653197,687.135559085747,1026.87659158435,135.516667537423,257.85290829637404,97.3694286478775
SPAC11E3.11c,1.5578652929420367,1.5275537935658867,1.41059369496673,0.5961231476598556,0.5108895554564566,0.350869690146344,58.4860724053245,20.0789671065571,66.8563916445398,10.3850579996921,6.4041520744783,1.1989245415361398
SPAC11E3.13c,1.2109294061445002,1.080187156285624,0.8062528730296457,0.7485309485921258,0.826200358981029,0.676779752775528,133.413552920235,83.23085411294309,183.143020207077,64.3023018927265,21.5011048298226,35.5062749899499
SPAC11E3.14,1.1503307574031734,1.30278384723751,1.07554537588829,0.9672531597295642,0.9336227779081664,0.7987607025179835,84.8606423303808,79.0154215435668,116.07880134513799,79.6408800648517,32.8234597011726,25.656596564572897
SPAC11E3.15,1.0810997874179533,1.1181497742014799,1.1031678174360433,1.0010870703736192,0.972302996597387,0.9431751945307904,637.027109051034,4846.73690133095,7699.68597467237,471.484203085462,1997.0303824015698,1276.30429292438
SPAC11G7.01,0.5724423621479756,0.6719044906806556,0.9938154866820503,0.7687648741246563,1.1599528240097834,1.0294920697552998,25.6826388662363,447.55992542186897,1353.78750523136,73.1733832103815,449.96204358587005,31.745372619662298
SPAC11G7.02,0.7835852791563146,0.8298607599057907,0.9493578861677063,0.9690107923259594,0.9987218048243843,1.0443584819179568,116.002816854593,113.597666639014,502.435326378647,372.157013446158,114.175225065119,99.90651619194641
SPAC11G7.03,0.7439520462113504,0.6649744454948583,0.7736430201453693,1.3211776006970566,1.35632679663838,1.3825934074774697,444.49481101202497,62.5509324956097,859.18189181379,576.6888509277941,81.4161269493342,50.4031578560314
SPAC11H11.01,0.8589625836316667,0.882525018781771,1.031991376401354,0.91801558718553,0.9894507643393032,0.8876924591749592,63.209700685032104,42.7370832963825,80.0073438453267,8.10870989755536,34.4783551265588,16.1737750746809
SPAC11H11.06,1.1338177429868432,0.9901832074490377,0.9373139753650923,0.8982658612113529,0.996686688437773,1.0484573985177768,505.405067209317,286.80984819904097,182.984010149095,182.127255733558,701.816007649958,66.6504865546968
SPAC1250.01,1.2081183915676335,1.18852145569442,1.0355409816580834,0.9605248881542687,0.8266037027731675,0.9483370751563323,79.49345194602691,45.6444774114609,68.11779607668629,12.9825905798583,87.1757914977231,86.05791384664009
SPAC1250.03,1.0379685015775313,0.8991008764356595,1.04705093260649,1.64966597240174,1.7656745183627198,1.5401813378967635,89.86707871997791,28.9611633855117,139.738256637847,633.565449781687,34.0934552715551,85.4777642319343
SPAC1250.05,0.8158138415852166,1.0471152237438057,1.1371165107978864,1.0124157360884267,1.001864591596947,0.9468223162880179,312.7172692557,3143.44661332027,2024.74902762355,603.076558977785,398.056403959245,163.058498805098
SPAC1296.01c,0.8193268088885981,0.8458111679048139,0.9099260020722536,0.8373857980550453,0.8481936132607206,0.8460124199703727,184.42010657099098,42.2723157254076,252.012696878342,15.5191608358971,11.962599643556,22.9503822371983
SPAC1296.02,0.912400988847453,0.9429273648824784,1.059179384534206,1.23145701702912,1.2365344041241297,1.0120415395896718,538.605044141737,1626.7710495789902,3012.67268489527,1241.01908177917,229.543183517144,126.0491510749
SPAC1296.03c,0.0933942412423951,0.03056763767985166,0.03396506305556918,0.08987763769478437,0.07062888029258753,0.2817841263135524,11.293689842584401,0.8265508504092959,18.503447850725,14.4616770317591,0.926579339153755,1.91155402666071
SPAC1296.05c,1.2503706445249976,0.9941172189145987,0.9171156743621314,0.9242941805694311,0.7299883390341103,0.8457918660043074,13.9938518279088,33.743724585292696,97.07718411482071,4.71651897783202,14.6260474562733,3.50103997384152
SPAC1296.06,1.0182227535200088,0.9666401944205673,1.007086739118301,1.0232990263064508,1.0343844388963344,1.0194801237486366,48.691799561562206,40.20660238712421,91.87940485919479,41.16544837175999,27.9005972164718,11.523654934491
SPAC12B10.01c,0.8173346606351218,0.7489321980410001,0.8750298132545424,1.5619810428327934,1.3366313008538968,1.1310945548197566,130.036922250191,30.592463005168,225.580530341078,389.119103260022,20.986420470013897,21.7420000811831
SPAC12B10.02c,0.8616100313029933,0.8821621408736656,0.9210548722011037,0.8875295948786763,0.9492408767030637,0.812394382513922,183.959727967483,161.732271071815,575.45047078686,287.301715134223,112.68175925438,129.67729756706
SPAC12B10.03,0.9477577296646263,0.9021259810064404,0.8960821175433104,0.958343677133558,0.9666263673452328,0.988555555467693,77.64985227606529,132.195515139325,116.020012203569,155.186665779158,81.00917940813709,21.4281200598631
SPAC12B10.04,1.2162343431780769,1.2808274854015231,1.0475344905592718,0.8084560735491836,0.8484298400955722,0.8305218592625022,30.7832775502285,17.160156663515803,54.88865285651789,30.3384485635761,12.645136428900301,25.4310570851283
SPAC12B10.07,1.1878905012470033,1.0451969820031068,0.9491885368249283,0.8401262624503033,0.9492176858520223,0.9763290851181523,41.3924970808221,152.398701680193,495.475025710736,17.4284863543579,410.610632406672,62.0978277250552
SPAC12B10.10,0.8214791157595597,0.8253928387497841,0.898328958528957,1.1461452679924768,1.2971653270263432,1.0074970937957393,20.1890328200021,7.04769193559129,56.0788667589749,86.92718561674971,8.331107577988389,2.08189391440411
SPAC12B10.13,0.5340872716051684,0.515132970932778,0.7612245702309123,1.3497015667106098,1.5626906874926803,1.4512537732545567,169.23201421645598,85.2570960008046,138.546933654853,570.355162255776,152.006159321925,50.699898374326295
SPAC12B10.16c,0.4245067381235763,0.4032900076168843,0.730432053553395,1.1680034842151132,1.4057074599411266,1.1333975699431298,45.9626941135054,69.18076214383001,936.69965075575,475.257890480606,454.153113085096,75.38632022271709
SPAC12G12.01c,0.7149723464709453,0.6888356199494717,0.8863527456488544,1.07835618035111,1.0890740113581001,1.1143659870085834,29.4249676419334,23.562440381290102,96.21210525030492,28.9743907497485,16.1788757041507,12.0892115452168
SPAC12G12.02,1.8590973123234835,1.85958523542541,1.1901477663105566,0.9141846718874587,0.595494539576769,0.6764603112472353,22.0139578686377,77.6207256717527,165.823055540995,3.04266543107678,52.2736435994578,11.743177772678402
SPAC12G12.03,1.53453183601044,1.3239433938292267,1.0729623505957768,0.8903021119494431,0.8825499283736963,0.7446876753855524,254.407844784265,119.012311143698,160.901147734033,201.646807039133,225.67086283280898,104.907451538205
SPAC12G12.04,0.8528362983993506,0.8845282572183528,0.8832559760598632,0.853211290829517,0.8740465177266986,0.9232878076447886,639.020289582367,873.753368502577,2593.50177569358,259.121414429712,482.040372610617,239.110176154317
SPAC12G12.05c,1.1018589346958167,1.0855422197752758,1.1182552535934065,1.2090432262238602,1.1294465061058634,1.0179778742480439,100.704802068031,159.950394887934,501.97788780289903,70.31832983907489,198.35869119264302,126.93484640065901
SPAC12G12.06c,1.2264215063648534,1.1018644816841232,0.8600905504262659,0.8287330813597075,1.0501051779861335,1.2289695017049933,64.01801889161,123.226450447462,57.6768982131044,88.88086077241041,216.07447114692798,18.6211894825716
SPAC12G12.07c,0.7051446258584683,0.7280899496117783,0.9651182959006883,1.2786581358792035,1.37931850649336,1.41147017913675,162.998377060509,221.09682597271197,1735.5239598900198,818.068483760032,515.870161825824,104.84609493393499
SPAC12G12.08,1.1533511686147466,1.11150474999521,0.981332568922042,0.9057887810056812,0.8756768762728057,1.0217452240646565,168.61886343099502,48.8298637161541,446.96419327194604,248.877959978847,74.683729369067,88.5080910746132
SPAC12G12.09,1.0830378501050069,0.9794015041441346,0.918787165490914,1.0641775120856587,1.0959597582726042,1.1978855836261832,41.756723049139204,4.42787431175676,38.7236268471561,90.6711183277802,36.3267621574541,29.880207449714398
SPAC12G12.11c,0.7910923478499967,0.7536176581495299,0.8655571186888174,1.0161647892194419,1.0611824625030029,0.9569336814307686,59.0005172430167,16.8135187714627,163.278110027166,113.290348448493,12.0459619703404,19.7097345794344
SPAC12G12.12,0.816495798716358,0.8615310172833497,1.2088910738220466,1.185044085516158,1.16024273732917,1.52356661479246,176.33177532212503,44.0779808512288,299.51827648521703,40.5056822072169,176.93754425607,105.917432125732
SPAC12G12.13c,1.4636219505295234,1.3819383077547531,1.1581999947648167,0.9765936517198286,0.780839427518525,0.856740059116938,12.8025987615066,64.3388076597802,28.299008623866,8.2971834191006,23.657788598787302,3.09220478882154
SPAC12G12.14c,0.9575482531457373,0.9861253273363163,1.2056570586913733,1.1359404274831932,0.779830900242574,0.9015952323569664,25.9369689355715,40.933344160813796,258.91732139340303,23.521473405366397,7.82143976593773,24.860264167994103
SPAC12G12.15,0.9069835157060999,0.7955522230406293,0.9271419593285009,0.9936674155242877,1.40149157189336,1.0489973223865796,29.9153284274743,51.48492385420071,138.41173715076,38.5999812085197,29.4000120068215,7.904832990008731
SPAC1327.01c,1.3493765248281502,1.2364899027880834,1.1778328654881969,0.903011540507037,0.7279435331070836,0.8961837555502864,86.50078072587499,75.3388497145872,36.2893175386356,72.4826865606421,99.79351765037941,28.5201511581175
SPAC139.01c,0.7633410028321852,0.7804179071487337,0.9040397515773243,1.2967225709946868,1.411511220689513,1.4716258380986635,93.5306205792636,47.49665023995539,396.09135771541395,397.975271573199,21.864502415197002,23.3798362291433
SPAC139.02c,0.9646802918258129,0.9496329406293004,0.763088077531619,0.6410661104728207,0.6458507192055786,0.7034427253654476,60.5796767926456,127.88458287521001,162.359972292506,26.809319133256,21.3650084806842,53.7984763221352
SPAC139.04c,1.0582068983607409,1.0093814469443674,0.996423951695334,0.9402715316015734,0.9161648256773419,0.8503318775145025,33.6049704849263,13.820176970883802,66.39399139759729,45.666816616062,10.481070722335101,14.1031528734057
SPAC139.05,1.1466549997739441,1.14316536739416,1.216954844412715,1.1916717997137767,1.53276731306363,1.236296741465515,10.9349430017152,0.5717031858684251,7.535288905289169,18.6074108559323,63.8814641350675,862.685137668001
SPAC139.06,0.9447925687681287,0.9688541338720104,0.9815647950135847,0.9347790122826263,0.9060384125301629,0.9733506859813339,36.2976691906379,47.0802442600986,41.3639140228655,29.2713909180275,27.753364885281897,10.746416557400801
SPAC1399.04c,1.6205717836950269,1.10982178056729,0.5535464492396006,0.2864334809026913,0.23874836483111597,0.210117971738353,8.26144384296727,3.0694638716776,1.40987419480351,1.7006684827628702,1.18000733839302,0.6333149072562281
SPAC13A11.01c,1.0731838146918165,1.0705256896732867,1.3605607680659666,0.5195938955965174,0.351943117357636,0.1743279254745853,100.87017391070499,163.861103224393,110.052373207983,106.509755606105,96.6049062896408,15.8323685917521
SPAC13A11.02c,1.59168392954419,1.3731694081942667,1.020942322060024,0.891260840564934,0.9054803832055244,0.6832759101438701,729.767744555077,70.68675969841141,1018.9528114984801,553.690833083767,122.42055507943998,165.434204463521
SPAC13A11.05,0.8488743781766533,0.8540480795735981,0.8451744846499484,0.952662721972688,1.0268033860206784,1.0560126810363009,223.34048248475102,184.43593158552898,366.010665381417,203.22553096523103,72.14716355239241,54.7945688068227
SPAC13A11.06,1.6674042102454807,1.3869719787868646,1.1421549795291663,0.8911256507987445,3.7005032526145833,60.29534803971077,10.7583004906251,14.2366562782356,20.9719435553967,20.431604158317,6168.9213437535,8874.91893317984
SPAC13C5.01c,0.752143465888952,0.7163170828089903,0.9055818336382857,1.0258045237843,1.0275911038983903,1.03401707847093,563.4557337649791,140.524705044553,1707.5293498497902,217.810009606671,36.6731904591847,74.09766627742971
SPAC13C5.04,1.3378824642798002,1.1652954916265155,1.026322125114875,1.6518686060410765,2.03256613638576,3.5740445922353867,105.29364465771,21.449324499838603,304.013359849726,217.496564921398,2248.3289396248,2072.09556986921
SPAC13C5.05c,0.4495795064797447,0.4238468303863134,0.708882734947085,1.7541902339133932,1.8993274675723566,1.8015892370406767,43.7398834980632,121.475101732022,682.435709595126,1669.91001029739,84.5216380560617,17.4101791558538
