,prot,prot,prot,prot,prot,prot
,h0,h1,h3,h5,h7,h10
SPAC1002.01,0.559502173117165,0.7973652365776127,0.9086475896880137,1.14992207780609,1.056883232583457,1.2170796782356101
SPAC1002.02,0.2948176870108463,0.409764415354621,1.7134900508202733,1.7146066735083467,0.8445865906496873,0.4234920905261417
SPAC1002.03c,1.1999344454626035,1.0982798047625535,0.9007381466092407,0.9339857638058381,1.0178336552091067,0.996403387684072
SPAC1002.04c,1.2288817604923132,1.18384939284372,1.2833786019926599,1.4068641923863066,0.8637939326551042,0.9976221275839231
SPAC1002.07c,0.6260575348133189,0.687942825433693,1.0155398261152146,1.31678551394956,1.2515329248425369,1.1055922365484032
SPAC1002.08c,1.1665907472807955,1.2379110176443364,1.2621637478687833,1.0018700609252529,1.130880754214183,1.025582865300869
SPAC1002.09c,0.8892759077303786,0.8049639647811003,0.7669479306087094,0.8156321891179076,0.8286002171870498,0.9013129587474108
SPAC1002.12c,0.9461179655147927,0.8742800023564904,0.8535623365175073,1.0184714099582635,1.04586829404818,1.2029551246186803
SPAC1002.13c,1.0438900094507149,1.3774787114310934,1.2013859573415233,0.9662154748299528,0.9898190596597356,0.9294989791268576
SPAC1002.15c,0.7203253855636991,0.7805293017040255,1.0877837644991433,1.3653374737420734,1.0656741379476433,0.9904727324486897
SPAC1002.17c,3.45579210716817,2.551659389697057,1.5824329876125767,1.1019040594250675,0.8679285251103908,0.6595044644099317
SPAC1002.18,1.7358026678755867,1.4508228148833566,1.02373474691096,0.910914986594051,0.9379827218834554,0.8832232671323941
SPAC1002.19,4.068619802720787,3.1237353655701106,1.6353115917153398,0.8104295760220359,0.7071543096351106,0.5999299507897263
SPAC1006.01,0.7269246808408686,0.4220537703597957,0.6069037533560656,1.7201192282083866,1.4981285577140635,1.8320106926039266
SPAC1006.03c,1.0838008187238366,1.2034938224813132,1.5171921110170468,1.1778377983957933,0.42144452469854005,0.499313185696616
SPAC1006.04c,0.17180230493036333,0.19511904286594528,1.0968579958479445,2.4088037080552396,1.1042477821228067,0.8761753766195772
SPAC1006.05c,1.0658096115865747,0.983232455020674,0.9188615139101893,1.0023451849989233,0.8526180260315713,1.0963245444313567
SPAC1006.06,0.42799367750310796,0.43439913114264667,0.7811603733371246,2.58369017378322,1.2351297557308334,0.747404198705652
SPAC1006.07,0.9201714049544837,0.965392585024885,1.0109373037289255,0.9827445428319749,1.0660033541707834,1.10021098683978
SPAC1006.09,1.4089174217489167,1.2158513842261003,1.044528485036609,1.0585591407322266,0.8299581911028623,0.687481889867202
SPAC1039.02,1.8294864383960068,1.49230216638576,0.9839499265488816,0.8639480616636889,0.9590272876518727,0.82436417991299
SPAC1039.06,1.7679713609613732,1.56185905515023,1.0823196547272358,0.9029033718771714,0.9369709245152807,0.9411828174032465
SPAC1039.10,2.9233423277512434,2.4545597838024835,1.565751504764121,1.2113219395581576,1.266956974892372,1.2788091810076958
SPAC1039.11c,0.15608680804550615,0.0395569002324719,0.1250717541763207,1.2972304028599086,4.1832659488951505,3.10397568450799
SPAC105.02c,0.6834295279593817,0.6241713922145781,0.7852236664289634,1.26497447317963,1.5902456895004633,1.5044022515772333
SPAC1071.01c,1.0636193622765897,1.0292364458317595,0.9519675337111456,0.9569142798908751,0.8459124794745083,0.9483298037492857
SPAC1071.02,1.0637224638206633,1.1007887612641767,0.9514403892469043,0.8513509760866177,0.8688282694062214,0.9295581977955764
SPAC1071.04c,0.809159965481784,0.7386661897689955,0.8236025611481831,1.0129648114160785,1.0059461285773421,0.8464603319776097
SPAC1071.05,1.0485498060107747,1.0094913454663612,1.0420218917388036,1.1450275382710802,1.0990161989665408,1.0360988283800598
SPAC1071.06,0.9341684899695576,0.9223089661365492,1.01496805630025,0.9395637193727744,0.907109208961758,0.9355519226750982
SPAC1071.07c,0.974569352449263,0.9862876026068886,1.011492194597887,0.874599362291092,0.8881607499030556,0.8156952525231617
SPAC1071.08,1.2105250614528336,1.2761436223270735,1.35641700849966,1.26936283831123,1.32850623827154,1.1390743437218733
SPAC1071.10c,1.2114008444802902,1.1154239732749034,0.8769164948149633,0.7565242519498799,0.8934203760626688,0.8845003238586756
SPAC1071.11,1.1538766087946069,0.9956375499914732,0.9745295302361017,0.8931843541806743,0.916562974253178,0.9335914902596217
SPAC1071.12c,0.9800817139144122,1.0143985837950305,1.0752079404751387,0.9092626086235353,0.902696471481705,0.6800932416871156
SPAC1093.02,1.35043601745311,1.2634332835571234,0.9814166955744336,0.8631381120716504,0.8869951538623854,0.8729580974844433
SPAC1093.04c,0.5353217312375357,0.6172343924669034,0.9100208721079749,1.14724268623155,1.1695472022864466,1.19829634266051
SPAC1093.05,1.1483926280010466,1.7152358240922065,1.4771559762608069,1.2315934720710366,0.8619828943282991,0.843657603359019
SPAC1093.06c,0.9222523900654966,0.999665254220666,1.294666120058535,1.5076625433233108,1.580923212254682,1.0167612489776465
SPAC10F6.01c,1.3544031649917068,1.3040335951860769,1.0454172876985453,0.915937275677841,0.9590379598541596,0.9752882568456993
SPAC10F6.02c,0.9549476778461777,0.9086713844032234,1.0869110655708034,0.8825555385745872,0.826528715503079,0.8583714761419473
SPAC10F6.03c,0.7787620821599653,1.1230107731134,1.06586676866955,0.8804077461844831,0.9397485307321,0.9330014844255587
SPAC10F6.05c,0.25036820697445666,0.5114951184171618,1.0702977496617736,2.2353859129334936,1.6107276313745202,0.492690896492572
SPAC10F6.06,1.006329599692919,0.9666090228145583,1.0372176437610083,1.2676557042825634,1.3644170176233565,1.3457196438300034
SPAC10F6.08c,1.0264581713563767,1.0577503664977665,1.17468504262592,1.14803643649327,0.8307433460057569,0.87669579982283
SPAC10F6.09c,0.3735278083990017,0.5974683105236197,1.7512367809759901,0.4877043717682787,0.23887837513028773,0.18320989943431898
SPAC10F6.10,0.923583061550528,1.18691180006413,1.1465656979570766,1.0189219062110795,0.9962577799109337,0.9608724363941725
SPAC10F6.11c,0.6867413466148017,0.6615124848458593,0.899309209325683,1.1317077539438969,1.5103343963285365,1.5344551018773567
SPAC10F6.12c,0.11248275543845034,0.14096312856314933,0.13395805632249902,0.1022406178437036,0.10646022702400466,0.08604499199593274
SPAC10F6.13c,2.03182740858465,1.7955234548078132,1.28254820413398,1.0702446906991174,1.0915222768801918,1.1699277375235566
SPAC10F6.14c,0.8996452797831723,0.9166201133450018,0.8736256299499706,0.8825067670091381,0.931957646006115,0.975000645995799
SPAC10F6.16,1.0760209144456203,0.9449747150198139,1.1303208039683355,1.0024195098453335,1.2091961575282966,1.0574592807182244
SPAC10F6.17c,0.7284160703430378,0.6893000067007891,0.8692613881663229,1.3324461753851935,1.48632030949255,1.5345987890114998
SPAC110.02,0.7546546145164381,0.8418793285337726,1.2027586978265499,0.8628882682692832,0.6272653746258346,0.610806581730553
SPAC110.03,0.640784136289542,0.6776170225796915,0.7251001303683032,0.854309958635854,1.5455438003168034,1.5486253183207002
SPAC110.04c,0.6176050075157481,0.7721962192311169,1.07097183839131,1.1736217941911036,1.1673030148543166,1.14837779921229
SPAC1142.01,0.9141321219328553,0.9874529185537436,1.3294834264955366,1.3550303437328133,1.1152242233855134,0.820817947072847
SPAC1142.02c,0.9056715929988893,0.968115583062446,1.0619783965525567,1.11942636910127,1.17951206431706,0.9889862067329452
SPAC1142.04,1.0982344539241369,1.4700623223489064,1.4611175152811366,1.2609385583545534,0.9981497825661566,1.0388828844552502
SPAC1142.06,0.7975508259990846,0.7911118278837387,0.8966431700928789,1.07701357788897,1.1175049579905567,1.09102802050021
SPAC1142.07c,0.6229217065490807,0.6587012059698827,0.7919043439753534,1.2779125596619165,1.3587296905182533,0.9701227232056673
SPAC1142.08,0.555207192857183,0.69905395244887,1.15064449983305,1.7031493379964768,0.8383982014873257,0.824601376429016
SPAC11D3.01c,0.41746950746797834,0.4868452069098527,0.27043119996742754,0.4708604791602273,4.740397598622157,19.171108862357134
SPAC11D3.02c,1.1771368654633265,1.050237864510259,0.7279883693859691,0.568509855815334,0.537596166692195,0.4538923835441526
SPAC11D3.03c,6.292784201604923,5.799857887103223,3.8793480178808504,3.5156918262411967,3.4801412229722835,3.0723295880029
SPAC11D3.04c,0.5600868214307474,0.6058500642737329,0.74266942999476,0.9545234348139789,1.1674690608198366,1.2746672655537399
SPAC11D3.15,2.1961394355025865,1.8360616810235646,1.2386643907054886,0.9591193203005749,0.9842239732591773,1.2468586283896024
SPAC11E3.01c,1.001505863913752,0.8802453910233717,1.023540749927641,1.1976426219651701,1.1263031704359634,1.25824824417903
SPAC11E3.02c,1.0487530368350595,0.9640885927512293,1.0649249257069326,1.13180233431512,0.9036474177828455,0.9202801859799217
SPAC11E3.03,0.5753867573805757,0.68120655820957,0.9970639346738714,1.3855168189545701,1.3553567733573333,1.1522218876585633
SPAC11E3.04c,0.7377446754799907,0.7233521387080826,0.857812784790009,1.0896663779051232,1.1158001524710532,1.06813040700051
SPAC11E3.05,0.809124872779138,0.8277430382521155,0.9637681588464574,0.9009621037883151,0.5619850729308821,0.685262002640044
SPAC11E3.07,1.0742107138526666,1.0160480377700547,0.8972989258671861,0.8091255892622997,0.9181622422724832,0.8794791376305496
SPAC11E3.11c,1.5578652929420367,1.5275537935658867,1.41059369496673,0.5961231476598556,0.5108895554564566,0.350869690146344
SPAC11E3.13c,1.2109294061445002,1.080187156285624,0.8062528730296457,0.7485309485921258,0.826200358981029,0.676779752775528
SPAC11E3.14,1.1503307574031734,1.30278384723751,1.07554537588829,0.9672531597295642,0.9336227779081664,0.7987607025179835
SPAC11E3.15,1.0810997874179533,1.1181497742014799,1.1031678174360433,1.0010870703736192,0.972302996597387,0.9431751945307904
SPAC11G7.01,0.5724423621479756,0.6719044906806556,0.9938154866820503,0.7687648741246563,1.1599528240097834,1.0294920697552998
SPAC11G7.02,0.7835852791563146,0.8298607599057907,0.9493578861677063,0.9690107923259594,0.9987218048243843,1.0443584819179568
SPAC11G7.03,0.7439520462113504,0.6649744454948583,0.7736430201453693,1.3211776006970566,1.35632679663838,1.3825934074774697
SPAC11H11.01,0.8589625836316667,0.882525018781771,1.031991376401354,0.91801558718553,0.9894507643393032,0.8876924591749592
SPAC11H11.06,1.1338177429868432,0.9901832074490377,0.9373139753650923,0.8982658612113529,0.996686688437773,1.0484573985177768
SPAC1250.01,1.2081183915676335,1.18852145569442,1.0355409816580834,0.9605248881542687,0.8266037027731675,0.9483370751563323
SPAC1250.03,1.0379685015775313,0.8991008764356595,1.04705093260649,1.64966597240174,1.7656745183627198,1.5401813378967635
SPAC1250.05,0.8158138415852166,1.0471152237438057,1.1371165107978864,1.0124157360884267,1.001864591596947,0.9468223162880179
SPAC1296.01c,0.8193268088885981,0.8458111679048139,0.9099260020722536,0.8373857980550453,0.8481936132607206,0.8460124199703727
SPAC1296.02,0.912400988847453,0.9429273648824784,1.059179384534206,1.23145701702912,1.2365344041241297,1.0120415395896718
SPAC1296.03c,0.0933942412423951,0.03056763767985166,0.03396506305556918,0.08987763769478437,0.07062888029258753,0.2817841263135524
SPAC1296.05c,1.2503706445249976,0.9941172189145987,0.9171156743621314,0.9242941805694311,0.7299883390341103,0.8457918660043074
SPAC1296.06,1.0182227535200088,0.9666401944205673,1.007086739118301,1.0232990263064508,1.0343844388963344,1.0194801237486366
SPAC12B10.01c,0.8173346606351218,0.7489321980410001,0.8750298132545424,1.5619810428327934,1.3366313008538968,1.1310945548197566
SPAC12B10.02c,0.8616100313029933,0.8821621408736656,0.9210548722011037,0.8875295948786763,0.9492408767030637,0.812394382513922
SPAC12B10.03,0.9477577296646263,0.9021259810064404,0.8960821175433104,0.958343677133558,0.9666263673452328,0.988555555467693
SPAC12B10.04,1.2162343431780769,1.2808274854015231,1.0475344905592718,0.8084560735491836,0.8484298400955722,0.8305218592625022
SPAC12B10.07,1.1878905012470033,1.0451969820031068,0.9491885368249283,0.8401262624503033,0.9492176858520223,0.9763290851181523
SPAC12B10.10,0.8214791157595597,0.8253928387497841,0.898328958528957,1.1461452679924768,1.2971653270263432,1.0074970937957393
SPAC12B10.13,0.5340872716051684,0.515132970932778,0.7612245702309123,1.3497015667106098,1.5626906874926803,1.4512537732545567
SPAC12B10.16c,0.4245067381235763,0.4032900076168843,0.730432053553395,1.1680034842151132,1.4057074599411266,1.1333975699431298
SPAC12G12.01c,0.7149723464709453,0.6888356199494717,0.8863527456488544,1.07835618035111,1.0890740113581001,1.1143659870085834
SPAC12G12.02,1.8590973123234835,1.85958523542541,1.1901477663105566,0.9141846718874587,0.595494539576769,0.6764603112472353
SPAC12G12.03,1.53453183601044,1.3239433938292267,1.0729623505957768,0.8903021119494431,0.8825499283736963,0.7446876753855524
SPAC12G12.04,0.8528362983993506,0.8845282572183528,0.8832559760598632,0.853211290829517,0.8740465177266986,0.9232878076447886
SPAC12G12.05c,1.1018589346958167,1.0855422197752758,1.1182552535934065,1.2090432262238602,1.1294465061058634,1.0179778742480439
SPAC12G12.06c,1.2264215063648534,1.1018644816841232,0.8600905504262659,0.8287330813597075,1.0501051779861335,1.2289695017049933
SPAC12G12.07c,0.7051446258584683,0.7280899496117783,0.9651182959006883,1.2786581358792035,1.37931850649336,1.41147017913675
SPAC12G12.08,1.1533511686147466,1.11150474999521,0.981332568922042,0.9057887810056812,0.8756768762728057,1.0217452240646565
SPAC12G12.09,1.0830378501050069,0.9794015041441346,0.918787165490914,1.0641775120856587,1.0959597582726042,1.1978855836261832
SPAC12G12.11c,0.7910923478499967,0.7536176581495299,0.8655571186888174,1.0161647892194419,1.0611824625030029,0.9569336814307686
SPAC12G12.12,0.816495798716358,0.8615310172833497,1.2088910738220466,1.185044085516158,1.16024273732917,1.52356661479246
SPAC12G12.13c,1.4636219505295234,1.3819383077547531,1.1581999947648167,0.9765936517198286,0.780839427518525,0.856740059116938
SPAC12G12.14c,0.9575482531457373,0.9861253273363163,1.2056570586913733,1.1359404274831932,0.779830900242574,0.9015952323569664
SPAC12G12.15,0.9069835157060999,0.7955522230406293,0.9271419593285009,0.9936674155242877,1.40149157189336,1.0489973223865796
SPAC1327.01c,1.3493765248281502,1.2364899027880834,1.1778328654881969,0.903011540507037,0.7279435331070836,0.8961837555502864
SPAC139.01c,0.7633410028321852,0.7804179071487337,0.9040397515773243,1.2967225709946868,1.411511220689513,1.4716258380986635
SPAC139.02c,0.9646802918258129,0.9496329406293004,0.763088077531619,0.6410661104728207,0.6458507192055786,0.7034427253654476
SPAC139.04c,1.0582068983607409,1.0093814469443674,0.996423951695334,0.9402715316015734,0.9161648256773419,0.8503318775145025
SPAC139.05,1.1466549997739441,1.14316536739416,1.216954844412715,1.1916717997137767,1.53276731306363,1.236296741465515
SPAC139.06,0.9447925687681287,0.9688541338720104,0.9815647950135847,0.9347790122826263,0.9060384125301629,0.9733506859813339
SPAC1399.04c,1.6205717836950269,1.10982178056729,0.5535464492396006,0.2864334809026913,0.23874836483111597,0.210117971738353
SPAC13A11.01c,1.0731838146918165,1.0705256896732867,1.3605607680659666,0.5195938955965174,0.351943117357636,0.1743279254745853
SPAC13A11.02c,1.59168392954419,1.3731694081942667,1.020942322060024,0.891260840564934,0.9054803832055244,0.6832759101438701
SPAC13A11.05,0.8488743781766533,0.8540480795735981,0.8451744846499484,0.952662721972688,1.0268033860206784,1.0560126810363009
SPAC13A11.06,1.6674042102454807,1.3869719787868646,1.1421549795291663,0.8911256507987445,3.7005032526145833,60.29534803971077
SPAC13C5.01c,0.752143465888952,0.7163170828089903,0.9055818336382857,1.0258045237843,1.0275911038983903,1.03401707847093
SPAC13C5.04,1.3378824642798002,1.1652954916265155,1.026322125114875,1.6518686060410765,2.03256613638576,3.5740445922353867
SPAC13C5.05c,0.4495795064797447,0.4238468303863134,0.708882734947085,1.7541902339133932,1.8993274675723566,1.8015892370406767
SPAC13C5.07,0.6970605361926626,0.8129594181295193,0.9324464695788812,0.9342590157434542,0.8864404331872845,0.8761228651561203
SPAC13D6.02c,1.71061497277039,1.7784317992698533,1.3158343317499435,1.1998264740815434,1.062045933587384,0.9419988439224767
SPAC13D6.03c,1.10707787331684,1.2201313721293434,1.1443075361050932,0.9888269407267435,0.9305283050136147,0.9504302669771557
SPAC13D6.04c,1.191816048056156,1.10757024571663,1.0339027652275687,0.9920175070413921,0.8483568214350167,0.8997816911901401
SPAC13D6.05,0.9369846444564676,0.92299235991861,1.0521623681497998,1.2367722096071134,1.1975369503058466,0.9702709015770564
SPAC13F5.01c,0.43992612975413836,0.5616785008986781,0.8429576997122656,0.9614187344225179,0.7915715691593711,0.8026654579447737
SPAC13F5.02c,0.7480550450546697,1.228706798840787,1.557333490786463,1.0440250525272974,0.6623172505431844,0.5640141662213423
SPAC13F5.03c,0.5756452549421874,0.5229304301975657,0.38296575971254704,0.9125052782501036,4.035791377441157,4.6444745493278
SPAC13F5.04c,0.7969549618351176,0.8346444806474621,0.9454323204771367,1.5581600365942136,2.0230473647886,1.8432350776801367
SPAC13F5.05,0.5538016843505736,0.6441311604130853,1.2046891164909368,1.54146637441955,1.5924739018737402,1.3878207956596231
SPAC13F5.06c,0.8553510333255776,0.8745294663263076,1.08195256207387,0.9999898726434336,0.9976598730981242,0.9493816017164649
SPAC13G6.02c,0.9608045293725307,1.0067175891509716,1.1040733956265265,0.9934671155924536,0.9675981983754464,0.948857853807331
SPAC13G6.03,0.9230002982549556,0.7436469832994836,0.769791106612567,0.9993735596643201,1.0392650231365466,0.9420853324761613
SPAC13G6.04,0.984114467581028,0.9792471761163283,1.1043294909339874,1.2650352607185835,1.33117207666581,1.2605569189203292
SPAC13G6.05c,0.8773596782911094,0.7738229369600633,0.847357056519004,0.9028998060447803,1.132258721648359,1.2595733374015967
SPAC13G6.06c,0.9833355032757726,0.8830165484667821,0.845594297031639,0.8437155311574839,0.8465229211954872,0.8964969912115216
SPAC13G6.07c,1.0284002873285134,1.07725520162122,1.0646743279969932,0.9997335880720524,0.9645568519365956,0.922458457676217
SPAC13G6.09,0.6292813886578742,0.7943948623301454,1.0045035979608474,1.1941465789140733,1.1853461086623032,1.1450548672356
SPAC13G6.10c,1.1716044498934701,1.2147784965868134,1.5627417751193133,1.2677284495192267,1.3731603134101997,1.3328377630214763
SPAC13G6.11c,0.9881592508411824,0.923912578073215,0.9486633687110896,0.8892354513094881,0.7905814162904173,0.6667009411486352
SPAC13G6.14,1.1151148242534166,1.0940637453335,1.16105749182564,0.9798297360814563,0.9081502053982611,0.7660350363053071
SPAC13G7.01c,1.1901712047423767,1.0943967938423833,0.8379835298703874,0.7329541036749762,0.752956882938116,0.7251195576030339
SPAC13G7.02c,0.23910854616987723,0.356359798179494,1.33384492863654,3.7257639906980367,3.8521138296455,3.9142809439212
SPAC13G7.03,0.667253182557295,0.718936681910067,1.1051087649609699,1.0389547075828582,0.927147728590258,0.880590276887443
SPAC13G7.04c,2.748553339034283,2.2604114745529467,1.6910857887667268,0.5406664931736527,0.46177141740551564,0.6038826324647081
SPAC13G7.05,0.8087469157021127,0.7316424648912072,0.684290486623139,1.1694208584046935,1.3426827407452133,1.2411482084348822
SPAC13G7.06,1.1948840571286032,1.1376664663481335,0.859862758278072,0.7362290162566785,0.8593567217256163,0.935562552012049
SPAC13G7.08c,0.979137080264976,1.1358088928849532,0.9481015050116189,0.8972177380976564,0.863941063741846,0.8898601012184403
SPAC13G7.11,1.38934992583191,1.1579625693473934,0.9357573700028361,0.8163832022591871,0.9603092898581389,0.8839978941624187
SPAC13G7.12c,0.8229275050772237,0.8150839584407961,0.9052801429388265,1.2128637145980632,1.33134707819103,1.3660223310576332
SPAC13G7.13c,2.9623886008551263,2.9045997451158434,1.7070758496947602,0.36892017931653703,0.33974867432565165,0.299858153672447
SPAC140.01,0.9054488167290287,0.8593766028058886,0.8852135212640571,0.9179586299871524,0.9669751303711615,1.0189222741936637
SPAC140.02,1.705499763301643,1.5680507626044935,1.1499254385139934,1.0032284595124141,0.8528550922125177,1.0356442969109658
SPAC1420.02c,0.9576508865770843,0.9595793855818296,1.0344496796271134,1.015650595887631,1.0179072329251369,1.02082563881535
SPAC144.02,1.2955601272299033,1.1350891267603433,1.0511777783737057,1.0210386117694104,0.8225834379550641,0.8780076790430199
SPAC144.03,1.173067677597717,1.1306463258827133,0.9056988367114647,0.8060690938968472,0.8034826072147455,0.800584073310813
SPAC144.06,0.8756994844820456,0.9403163662736128,1.0149243763240716,1.0920697324993967,1.0987414758866134,1.0346012429535072
SPAC144.08,0.9047807985729474,0.9297705554866506,0.9981152421322003,1.3572624865665965,1.4167829949591664,1.2923539025376467
SPAC144.12,0.6740057901382691,0.7766333907897773,0.7583426527333303,0.7703363851800678,1.1986574095485432,1.2042167130565933
SPAC144.14,1.0211566237579237,0.9483713717455332,1.0952460837036735,1.0548292179711696,0.7207080699221796,0.398327128496871
SPAC144.15c,0.6371162590687853,0.7115522874306514,0.9043512986627613,1.0265043095278206,0.9526303379686502,1.0126868266084157
SPAC144.16,1.4023986863492202,1.3851499034735868,1.1511512153531835,0.8469263032099228,0.87151356786615,0.7305338254555549
SPAC144.17c,0.7099636494330056,0.6848419657557456,0.9497642321154295,1.0877020729917766,1.1360728094832167,1.0617319795358267
SPAC144.18,0.7141862953751671,0.7161637356535451,1.1087842505565635,1.0818846808624667,1.1057390165837333,1.066458081006436
SPAC1486.01,1.1076249466041765,1.0281821145189267,0.9002589120230061,1.016842203021883,1.2827682561023934,1.54473512604047
SPAC1486.02c,1.0418284227546766,0.9890929343005054,0.9076961580227634,0.7347751818164833,0.8146759451951834,0.710787942663848
SPAC1486.03c,0.7223374787080353,0.7913330492774149,0.9395895097384631,1.0444716363049966,0.9382671590833983,0.9810514035803717
SPAC1486.04c,1.0772419677203766,0.9958700479515273,0.9495184213369363,0.9332880068960477,0.7892053952974702,0.8515244868669652
SPAC1486.05,1.1129415074132567,1.047283400712767,0.9877151773289586,1.0200469316718168,0.8230706842272456,0.9508551096859739
SPAC1486.06,1.1410928657741197,1.4628459744929965,1.5001640629802566,1.2004534513394067,1.0635803308832903,0.8839698406789473
SPAC1486.07c,1.2966211773414233,1.149806172168873,1.0001815212872829,0.8604259872375497,0.8183167616800243,0.8609839614021931
SPAC1486.08,0.8403761380565901,0.9718024792510128,0.8665199570826031,0.9630007888685207,1.0149284540294283,1.0815148945025879
SPAC1486.10,0.9108823415704547,1.1102165515665898,0.8205845262169174,0.9015088686435563,0.5908985286051437,0.48138313058746135
SPAC1486.11,1.3082309045933866,1.1201387976888733,0.9606017085803772,0.7666089091606286,0.8384787565113697,0.8221411783060221
SPAC14C4.01c,0.9351001250754134,0.7615060820543017,0.8801433065658345,1.0701629917302133,1.9900055146054667,1.50022279901296
SPAC14C4.02c,1.013532834625909,0.9374574635397043,0.926289387036683,0.8116155393979948,0.5970182975084447,0.861856468512328
SPAC14C4.04,0.6787211963879484,0.709765818065388,0.8546891474718143,0.876462650781157,0.9539020247834019,0.8731229293044643
SPAC14C4.05c,0.3812847918209527,0.37769903410023237,0.8765047778780614,3.039896847331883,1.2206562902767257,1.28711593334421
SPAC14C4.06c,1.1725415534192534,1.1967427408778368,1.0195020017658634,0.972698096772184,0.9320458674424413,0.9697849405880113
SPAC14C4.11,1.43270262504944,1.3938067436202533,0.9559332697946733,0.48208358683235003,0.20372139751681204,0.21945661493954102
SPAC14C4.14,0.8609306894767523,0.8183796036001704,0.7785002886909652,0.9622522421204307,1.0276924522601332,1.0770009372019667
SPAC1527.01,0.47282084841125904,0.4146618476422725,0.4491029589136773,3.3296679337717237,1.4413402017488366,0.7916088561503415
SPAC1527.02,0.706403319646467,0.6655761972994454,0.8651310185646759,0.9245823747406813,0.987382971865595,0.9372328878988913
SPAC1527.03,1.1989805095596766,1.6341032160598132,1.3638943899733464,0.6560233198361086,0.21634182541837133,0.25593738720917464
SPAC1556.01c,0.8262482572465233,0.9489815071865331,1.0541880625512088,1.0678200106756701,0.9646128766153899,0.9850822453903584
SPAC1556.02c,0.943464141051134,0.9053696765124489,0.8878231219775751,0.9354680491174223,0.9585070539988898,1.0301538626734026
SPAC1556.03,0.8708704560096837,0.7118173442415583,0.7210424953264027,0.8329137071529464,0.9831262146311053,0.9006851346195753
SPAC1556.04c,2.67524776182318,2.1175131988382834,1.4963982637649498,1.3687808853391534,1.4800741660936165,1.6671867646421503
SPAC1556.07,0.9269207610707246,0.8463276455605273,1.0214071685813166,1.0352275401631867,1.0509218866626602,1.001955157912297
SPAC1556.08c,0.8927651761155344,0.8447533003263391,0.941018632394426,0.906154022795452,0.9048636528235687,0.9682872542024702
SPAC1565.01,1.26825648457958,1.1298257461957706,1.08004403663441,1.07476020228886,1.10713187162998,1.1804197554549534
SPAC1565.02c,0.6473008572778117,0.6250330744947329,0.7532011686610227,1.3760617298361637,1.5786524897936767,1.4119188566066934
SPAC1565.04c,0.89196511671014,0.9910596212138554,1.2831964081185434,1.099781266331398,0.7408639651680247,0.348330239395317
SPAC1565.05,1.3997296376224835,1.4496517071571169,1.21188054560606,1.10710558896433,0.9835054891000813,1.1071578264167699
SPAC1565.06c,1.82419146741862,1.5101642447204935,1.1252346601326133,0.9802051449002569,0.8953686920345426,0.695376812099391
SPAC1565.07c,0.7099129982824071,0.779660052637991,0.9598673668516864,1.2846798417643666,1.2841670816900466,1.29533747534108
SPAC1565.08,0.582575168643695,0.5643387935297877,0.8775397649442263,1.5847281510533768,1.6358403724632702,1.5623912197939134
SPAC15A10.01,1.3150019982436032,1.1645624391927056,0.8100302413000543,0.719539348825271,0.779483659181366,0.9661337281794159
