,prot,prot,prot,prot,prot,prot,ribo,ribo,ribo,ribo,ribo,ribo
,h0,h1,h3,h5,h7,h10,h0,h1,h3,h5,h7,h10
SPAC1002.01,-1.7192694658073187,-0.48995661443373545,-0.03661587137476681,0.7805496844193237,0.48778313733433243,0.9775091298621644,0.5331702302466966,-0.24202035328465069,0.729735611444585,0.5936107039328825,0.30382547164678936,-1.9183216639863006
SPAC1002.02,-1.1470896078341613,-0.7166696420118887,1.153794636975556,1.154646329183409,0.22890681862185383,-0.6735885349347689,-0.30030650273500026,0.30888226397288154,1.8201378989540327,-0.6987532674420481,-0.13205733554600652,-0.9979030572038605
SPAC1002.03c,1.5426245973747725,0.703443387003844,-1.1762944002761289,-0.8326787500127468,-0.01768276556801966,-0.21941206852172143,0.7709439464107218,-0.6109386723116339,0.05173493564014069,-0.24144215586928067,1.4239264588301253,-1.3942245127000759
SPAC1002.04c,0.3910821918768347,0.18235324453331184,0.6336824259194437,1.147307821410435,-1.5798747405448994,-0.774550943195127,-1.2029998227654897,-0.5924385705625058,1.6026363248890787,-0.13426820054625438,0.6935584106688016,-0.36648814168363053
SPAC1002.07c,-1.3793052728375632,-1.07727474649771,0.1706297257198588,1.0029718498185816,0.8401248259946824,0.44285361780215005,-0.034837283623622636,-0.32111615255790554,1.4357742192934877,0.8911954960966674,-1.20634877528151,-0.7646675039271164
SPAC1002.08c,0.3044061942529909,0.9271055004725717,1.1307085853923773,-1.292932746676543,-0.02183417593736367,-1.0474533575040321,-0.5020146525710404,-0.2992449307252964,1.4217710531017316,1.0282838303130908,-0.4924562199308066,-1.156339080187677
SPAC1002.09c,1.0591123467419719,-0.5586794636130267,-1.344408582870609,-0.34484723845956083,-0.08865304071882366,1.2774759789200485,0.9389822318235378,0.644019030361034,0.7312420890741945,-0.3659329984235711,-0.2201746431141012,-1.7281357097210979
SPAC1002.12c,-0.3040145811197148,-0.9244029107673181,-1.112814616732457,0.2749263346825776,0.4834694523383037,1.5828363215986088,0.42967413851816616,-1.1588883872550306,1.1963009124340949,-1.2796669456414365,0.21454666857484037,0.5980336133693597
SPAC1002.13c,-0.18899345160419959,1.647211306999978,0.7415007075118236,-0.7010009097368446,-0.5411840098004185,-0.957533643370339,-0.06002990973273294,1.1059649324594036,1.2910439326428789,-1.2063601244001991,-0.4878842197166267,-0.6427346112527232
SPAC1002.15c,-1.3101738448849276,-0.9676219875645985,0.4488813378283912,1.418718237008767,0.36124839138923964,0.04894786622312804,0.22653029323354232,-0.4787809225354889,1.4862014992294,0.5755437832202085,-0.38404018149924485,-1.4254544716484188
SPAC1002.17c,1.3737999486388084,0.8989843290624481,0.15103926119109207,-0.4155373600689592,-0.7891895675059197,-1.219096611317469,0.5552287390702713,-1.8548669833539497,0.1001702105206838,1.0165827924778181,0.40046638234719495,-0.2175811410620167
SPAC1002.18,1.5623542297986708,0.9263434257044276,-0.31019710589011357,-0.7242877224916537,-0.6204417625568504,-0.8337710645644807,-0.02904527440309317,0.10831217528986838,1.7364259319823543,0.07917448618535061,-0.6552691940416456,-1.2395981250128356
SPAC1002.19,1.3260570681541488,1.0002302437759918,0.20229468509112677,-0.6632389890601733,-0.8313039881436322,-1.0340390198174618,0.5888712243946576,-1.2212352112643798,-1.0972144246011444,0.4005975713463736,1.3406421395075003,-0.011661299383003693
SPAC1006.01,-0.4804328481467675,-1.3585962434252077,-0.7718983363369057,0.910773126982948,0.6875910405642356,1.012563260361697,0.40191672198763745,-1.8306572569182893,0.08812549196771326,1.212742821129721,0.07926665533956559,0.04860556649364992
SPAC1006.03c,0.37837968976787084,0.5773627084618983,1.017351833111551,0.5364311057734705,-1.4157895620587269,-1.0937357750560637,-0.5341205810225312,0.9379394721564763,1.340533848329245,-0.23919425082768817,-0.10143071080262556,-1.403727777832876
SPAC1006.04c,-1.2802297530338849,-1.1597121910350126,0.47533552479985014,1.2203047033849925,0.48169413942772477,0.26260757645633037,-0.668034913221046,-0.17512975843368725,1.0396640236341623,1.427550078581528,-0.6052759098683037,-1.0187735206926527
SPAC1006.05c,0.8659634327758445,0.002630899976911116,-0.7222347934825822,0.2087332957580566,-1.523254830403279,1.1681619953750493,-0.02965952521651472,-1.7207600714780376,0.9557696619572991,1.0074578777525545,0.10215591977298108,-0.31496386278828065
SPAC1006.06,-0.9865747697174801,-0.9647638319843516,-0.10318691037789783,1.6530901220628047,0.5694800140825481,-0.16804462406562354,-0.6288960954581411,-0.29808286344385726,0.7574202315710465,1.489725252516757,-0.00768394264047201,-1.3124825825453306
