,ribo,ribo,ribo,ribo,ribo,ribo
,h0,h1,h3,h5,h7,h10
SPAC139.02c,5.920761975911185,6.9986985403888795,7.343052188720286,4.7446626750601935,4.417177984573769,5.749493408308149
SPAC139.04c,5.070602731570183,3.7887041848090295,6.0529807796353605,5.513074319412229,3.389714201733861,3.8179458196637066
SPAC139.05,3.4508737952589987,-0.8066617650428931,2.9136628262541153,4.217805419216535,5.997325473951386,9.752690291228935
SPAC139.06,5.181805005227679,5.557049900223762,5.370300800709713,4.871419396249445,4.794590792800974,3.425783761518768
SPAC1399.04c,3.0463939418207686,1.617986689075205,0.49556643451729804,0.7661019388336475,0.23879583164669108,-0.659005056265102
SPAC13A11.01c,6.656355839816558,7.356329622948644,6.782046446121611,6.734841767831175,6.5940245562050155,3.9848052000119303
SPAC13A11.02c,9.511293575557593,6.143368104741038,9.992871525377303,9.112936826553515,6.935702004516399,7.370113740536634
SPAC13A11.05,7.803100966177195,7.526975937029972,8.51574187836244,7.666937847215338,6.172870771525711,5.7759609963984
SPAC13A11.06,3.427378285477019,3.8315384394178515,4.390388662940914,4.352730574552919,12.590802536101508,13.115518226112282
SPAC13C5.01c,9.138158463550626,7.134679976534507,10.737694661138704,7.766926445381802,5.196653876601531,6.211356200131045
SPAC13C5.04,6.718274550188625,4.4228603087623775,8.247990913987792,7.764848805402762,11.134637407787103,11.016874829673373
SPAC13C5.05c,5.4508774726352724,6.924516830447435,9.414549329848121,10.70555464413042,6.401248822317064,4.121859143708195
SPAC13C5.07,4.963232594337413,4.475019516262936,7.178568994334344,0.15836788046898834,4.037488399646883,2.1770704829506156
SPAC13D6.02c,8.694571747155404,10.371416992420905,9.349079480649243,8.211898482650517,11.203729921274983,8.88259723342231
SPAC13D6.03c,5.737596505647829,6.058538516143608,6.75714804221671,5.6216912688517535,6.52734424643448,3.3771566891774065
SPAC13D6.04c,4.4435002147854865,4.25595179418782,5.8355630363211555,3.6550226515365956,4.326662509986356,2.642363282885824
SPAC13D6.05,7.113002860553968,7.66979843381031,8.059837894838182,8.35822257208812,7.801072560337936,6.908391537891562
SPAC13F5.01c,2.082512208559412,3.6293129520295784,4.627843994248953,1.4038855828042722,1.3373862667258483,0.9544695354565913
SPAC13F5.02c,5.980234606690699,6.177116893838226,8.143029747499371,5.287289273816532,5.796864653510515,5.850530058033102
SPAC13F5.03c,3.1748541850906493,3.251870578289637,6.070111598338982,8.897732659039958,11.36516514133343,7.365839881906456
SPAC13F5.04c,6.317979508163447,3.3923561395123105,6.557686289246571,8.136715432469721,5.366018735089079,5.581115553788354
SPAC13F5.05,4.518431136045132,5.883449994532402,7.246822724183516,4.097602324814167,5.945063096325977,4.728356763670989
SPAC13F5.06c,5.574411795519075,6.026686848301087,5.553185143789216,3.3169884193533057,5.390653837308021,2.4960854487157
SPAC13G6.02c,8.923430616553532,11.440012162165239,9.77403756753427,8.98871153886307,9.070417034425532,8.093377724096403
SPAC13G6.03,5.798418037882259,5.566036192984519,6.504624247086984,8.647674620105894,3.7926887198872046,2.775354080537059
SPAC13G6.04,8.713589970437122,9.064137527935602,8.542326191526264,9.64390808816996,9.095011640880065,6.495538899123555
SPAC13G6.05c,6.723432504907616,5.715027714607266,7.3200820560766795,5.076143898196091,4.337909268937288,4.738453068502897
SPAC13G6.06c,8.012397307857254,8.51564703492816,8.194771886807965,6.575168374289312,6.861898442881923,5.063482508422673
SPAC13G6.07c,8.331278041343818,10.699123375221289,8.168913302088445,9.052603630329742,8.626571354773457,6.7266679658202495
SPAC13G6.09,6.268603310885068,8.160297364681435,7.977791479923747,7.3429558159663335,5.528659035561363,4.074963104116401
SPAC13G6.10c,8.874079037090581,10.970329386291409,10.152183910814097,6.359417404391703,8.619788415551382,5.007066907789913
SPAC13G6.11c,6.81046073578337,6.641785629350025,7.894143460298448,4.368601981523648,3.850509466528265,3.436546859587397
SPAC13G6.14,7.379978453213397,6.768648075643239,8.969847018950402,4.825958743430732,5.888491035883068,4.229110534845843
SPAC13G7.01c,6.2280744310823275,6.160199620409143,5.749386558050847,6.42094536538756,6.196167737503821,3.2207592755201597
SPAC13G7.02c,8.169720768837168,8.620080118272977,12.079362117646097,12.322030999251615,10.768107847221566,10.66129235063477
SPAC13G7.03,6.040654444696517,4.363358991223217,7.021701725139791,4.478150473548418,3.452337588648474,4.479362054611268
SPAC13G7.04c,6.793460846872259,6.609463612486967,8.692568979354093,5.959210826419556,6.859044353971611,3.972595045593361
SPAC13G7.05,4.246831834598208,5.074360677677737,8.299569097713642,7.986123224078906,7.343849404163653,5.289182464385844
SPAC13G7.06,7.422430428837424,7.595442724926914,5.921755327192016,6.462168971507817,8.675587568922804,6.861063422956299
SPAC13G7.08c,5.384079456387306,7.6488317647597075,5.341574888802309,4.289939216955282,5.665499312579092,2.074540028199516
SPAC13G7.11,6.075027989139636,4.6660848927349665,5.400021001540487,3.409314064017045,3.9347250724790386,3.2802890748377136
SPAC13G7.12c,4.468885463203858,6.391161011443975,8.906217579177047,6.855885757987079,7.315333417137676,5.597350815021895
SPAC13G7.13c,6.819101792734708,8.01417411622759,7.051436898567173,0.6088724264170298,1.019225535431438,1.0269302578724353
SPAC140.01,9.958238445665264,9.465442541883398,9.302697341699709,9.640395010765967,9.825053755651465,7.855664592698621
SPAC140.02,2.654165373182057,9.240166042178958,9.334044710736029,3.8094259762426517,8.558337842262349,6.833205047418373
SPAC1420.02c,6.761703299196676,7.106935089873674,9.22403167808581,7.948109297202416,6.8115777303506,6.929410562029832
SPAC144.02,6.622490550875083,4.59095868253361,8.18003875242282,6.572357158946332,3.6579803152082877,5.399539344332699
SPAC144.03,6.837731781926831,9.409216686102242,9.939610386617307,3.7460676826907346,7.390580149471271,7.2147050427528825
SPAC144.06,6.240460899328608,5.601622150085127,8.677635818945802,6.204983272204753,5.613783819586103,3.7602853628739203
SPAC144.08,6.5182891498104505,7.258530863047762,7.594223176585865,8.56352319538312,5.930412371873837,4.986103173914381
SPAC144.12,6.848763436726535,9.859111333412566,7.794417920106378,7.758742263281347,9.851938966723862,5.599703496170828
SPAC144.14,6.663672329790849,5.087420816004034,8.367633790863845,4.026225796567011,4.156224594834427,2.1428547667470856
SPAC144.15c,6.443561575942485,5.040789562028644,8.272052615714452,6.969177541466022,4.433417067094057,2.272490059282321
SPAC144.16,7.526095120415652,8.062590165327418,7.0042636908082745,5.395423239982453,8.129751801364966,6.369924149225844
SPAC144.17c,6.088259922428248,4.748612499257731,7.614345927690315,5.393665508570054,5.885342192490693,3.4236408860162078
SPAC144.18,7.3259046547049484,9.09735223566174,10.074537556348272,7.534036428727825,6.8945840837504555,4.399668280400531
SPAC1486.01,11.139183688195496,7.705352876608337,10.770700755661132,11.401185840496625,11.003376695196856,9.819278856108264
SPAC1486.02c,6.091346055658769,6.494893464156826,5.215222425601643,5.56896033613712,6.299815846112174,2.846601163906355
SPAC1486.03c,2.164425553140733,4.640737681712006,7.060516712772408,3.179070483140652,5.85752898013992,4.237458304836933
SPAC1486.04c,4.834052942117042,3.3852373908083884,6.631964496027609,5.011724588589452,3.215483391509407,3.549364879125843
SPAC1486.05,6.390383495653651,5.301077682879163,8.342415075494422,7.03336567164168,5.692357089455501,4.433466849977254
SPAC1486.06,5.639393279958059,6.656734783372181,9.005481548285863,6.2173925112656505,7.519600122158802,6.464707656630907
SPAC1486.07c,5.858447286994854,6.609311831270593,8.885707932170602,4.948988535717937,5.4991236536778505,5.275915450885793
SPAC1486.08,6.010404511207679,4.87684361403977,7.384079456387306,7.343555137329915,4.819569565734543,5.261180229816777
SPAC1486.10,4.970650090137172,4.851015169203045,7.5963525300562935,3.2950683959754397,4.118906437637721,2.9489343196444304
SPAC1486.11,7.980385736066375,5.875881148885037,6.9894668858090165,5.939571205670993,6.439588075499701,5.540198661966817
SPAC14C4.01c,9.591165447901183,6.445146366994046,9.007116764863062,9.102553089653144,11.784157270928308,10.582914714652237
SPAC14C4.02c,4.399436298933861,4.044571142517413,5.164342064981293,0.3330865090597248,3.0435563525137317,2.3880925615977038
SPAC14C4.04,8.198946967188906,8.253891950125873,10.820919897882238,5.10720254829512,9.083263493307461,8.792583439347665
SPAC14C4.05c,5.473641584951767,5.226267012674562,8.326139137068589,11.11074849780071,5.73405260730533,3.9809048638772127
SPAC14C4.06c,7.743872206622114,7.365160300557969,7.152472472780014,5.554140173011996,5.7446027863660785,6.1698609712647885
SPAC14C4.11,9.03405440212999,7.798047008743566,7.911464370751505,6.748474915713752,7.270653597464085,6.323958462430302
SPAC14C4.14,10.431440381222014,7.940205926831063,11.713410438437116,11.92038690648273,8.870501143921404,8.50499858214231
SPAC1527.01,1.244965975691457,-2.4722334693085313,5.390498214568664,9.480449519005978,5.394125709863608,1.4643201387267282
SPAC1527.02,8.079921408689843,6.383611157183037,8.311695666353863,3.332640213056278,5.117110484112143,5.0112701963264525
SPAC1527.03,4.568560198451791,7.278795339120743,8.391623534696414,3.988967360523305,7.125251902851725,5.814763370219826
SPAC1556.01c,4.8979390092667785,4.2337187677985035,5.186015128692718,2.86918569078771,4.297935953136095,2.0856248870486067
SPAC1556.02c,9.499076278588719,6.512243503133397,9.661743894124909,8.914671669918736,7.034882332305327,7.982310614660273
SPAC1556.03,5.811968355287624,3.0283639975719727,6.309321767228584,6.577811595859072,3.9001812325384058,3.8511027376703444
SPAC1556.04c,6.484170802675312,1.0628084684796297,7.538942979118612,4.389735328636064,3.191093493947854,4.079733862065259
SPAC1556.07,7.572997588176737,9.781894836634098,12.018535719225826,5.840136459546297,7.60336526616736,6.543216003316027
SPAC1556.08c,8.722718633487325,5.3683980217345635,9.025929980249359,6.633207052582561,6.724494512803242,6.958690666934366
SPAC1565.01,10.129745293188462,7.280031174895335,10.555988342749183,7.385206241982991,7.605649071037158,6.61721339522058
SPAC1565.02c,7.007332704483686,4.004415584522468,8.345516679579648,9.411652356624426,3.1759211804370024,3.372683808628182
SPAC1565.04c,7.205706387687717,5.383367443675616,6.7957103543149895,4.883740077243709,2.779488813644886,2.892218641192827
SPAC1565.05,3.896732490131965,5.954052786245253,7.557212751502245,3.5771019812313605,6.475160418261958,4.9665499934943655
SPAC1565.06c,5.0900433443749105,5.128108256600381,6.3728225398924305,4.78783117784882,6.087152982768373,3.187967319426429
SPAC1565.07c,4.279906969651702,5.859496936241815,6.9423032966818345,5.375864341611822,3.8799621655610026,2.5053548035895212
SPAC1565.08,9.627089278195491,8.86869921520524,11.42615201070364,10.969145240792265,8.917294658546476,9.028464959141445
SPAC15A10.01,4.934236680729586,3.2800274386078154,4.336331161877667,3.531177553829942,5.412893160054063,5.231762380256584
SPAC15A10.02,6.274649444460382,8.15168103480753,9.63623609839594,5.916786009945113,7.031849083458711,5.110341441622141
SPAC15A10.04c,6.819393862163535,8.066564709093887,8.004328732823833,7.0388317375728064,5.46034663655431,4.795977240243194
SPAC15A10.05c,6.832132015009194,5.056081823509705,6.914891553357837,10.636047982228979,9.134353065795372,7.286566489742232
SPAC15A10.07,7.625825185318443,5.520897764396827,8.633596151339955,8.024602425154553,9.303833721336167,8.988581098212222
SPAC15A10.08,6.4052693765950695,4.354581814033799,8.18931959747496,5.371640180552061,3.8303659517604665,2.347510855258086
SPAC15A10.11,5.415741106145242,4.928544464771736,6.202535365493128,5.817273091676136,5.956870778908009,3.08538164308154
SPAC15A10.13,5.156294174915953,5.003359979257543,6.4837256492184325,5.831538439417847,5.966673260819744,2.335046976296008
SPAC15A10.15,5.90878482618468,5.0162188228394875,8.151582395361674,4.37226720154547,5.521927245610727,3.0356655735474622
SPAC15A10.16,6.680917281891325,4.970949022905846,8.702554328180202,6.275405644132469,5.1524724642348225,3.810479908591422
SPAC15E1.02c,8.720699261378408,5.556153451980198,8.668736675074458,9.418554310190917,10.789695182826483,11.950113438911956
SPAC15E1.03,11.64444365164766,12.742082866534014,13.811906512404574,10.582970820152315,10.981104442302378,10.112882724022631
SPAC15E1.04,8.821948289560263,6.520984006639522,8.621093260916318,6.621020281932047,5.761634351013367,5.579889921941404
SPAC15E1.05c,4.618471952754928,6.47381996644479,9.130966067033656,6.9154196968276365,5.541501490814226,4.031358114707372
SPAC15E1.06,6.871342106762904,6.2245607024136875,7.148402450691611,9.15104140166546,6.251855721097737,4.3341554308318475
SPAC15E1.08,4.7952550475327484,8.047610027179333,10.014487386255176,6.748423721445685,6.411542903181686,5.348858487579657
SPAC15E1.09,6.49655418564572,4.691713784094291,4.463764772743538,4.147651286783208,6.005363072938081,2.3472895973062875
SPAC15E1.10,6.2892062287055985,1.928626174089544,5.421554166799913,4.878306194799818,7.176902997247154,8.342568561653902
SPAC15F9.02,6.048160391603725,5.41323674882124,7.620346954749413,7.261163284145693,6.154134913922895,6.581919733778804
SPAC15F9.03c,9.515445218761396,8.988482504594655,11.788770744023184,7.64667856218083,7.73440361447641,8.30313504181394
SPAC16.01,6.398693708657894,6.024734605945215,8.09277732656826,7.891346180047445,6.396709170283193,6.330543831580377
SPAC16.02c,7.649723490724354,9.582421749982805,11.165006315170562,9.353712978687465,7.046693858015442,5.542556097196612
SPAC16.03c,7.109634377455767,5.251580142770305,7.2960752179637485,2.161860295194089,2.910751033785806,4.692476185240247
SPAC16.04,4.793365564854436,6.69757893168936,8.263029644921854,2.5578743168799436,7.0124317796528315,5.550010990816312
SPAC1610.01,5.904831280897235,5.652655228017443,6.639405863695486,5.008212550524779,6.828369318413559,3.4051074297144543
SPAC1610.02c,6.334996666265972,5.832242025244073,2.6167122745618245,1.3022854128325936,6.2278379063457905,3.1402129486312718
SPAC1610.03c,1.7395383341370265,0.7166537613430912,10.33611413267173,13.57297386249891,6.920806919899724,6.1501854504013425
SPAC1610.04,5.546615686709416,1.1000463462831889,5.609691920023929,7.937917485627513,4.498273867769596,4.082656358836434
SPAC1635.01,10.33366388382248,9.784414905460212,10.730543748492707,8.764475022899676,7.599411267294999,4.981940328001495
SPAC1639.01c,7.552612153925901,8.167847916760513,9.213376178641406,9.880839097226957,10.036545901481118,6.3489696182928235
SPAC167.01,4.03514231269468,4.066422438477276,5.893043696720816,2.3453175437190295,3.682967305509172,3.0036578001144334
