,ribo,ribo,ribo,ribo,ribo
,d1,d3,d5,d7,d10
SPAC1142.08,-1.751579664410463,3.864394853437574,0.22152395945384296,-3.0135221761404267,0.39875904039769683
SPAC11D3.01c,1.9774857245441027,-2.383227240785769,5.144046584703881,5.165154355124404,-2.400201991360211
SPAC11D3.02c,1.6069454281326738,0.2418321782131745,-5.3899006213920595,1.7635755761959788,1.0576560746986376
SPAC11D3.03c,-5.664720436573419,1.3316326868588861,0.6304863872563766,-2.181314023320373,1.1450047019413874
SPAC11D3.04c,-0.17467627556521492,2.108571586922128,-1.6155515050960005,-0.41519993745854755,-2.062523285568094
SPAC11D3.15,-5.416546828810999,3.177026374254538,0.7161962341204835,0.4609123160063442,2.2784767087323416
SPAC11E3.01c,0.08703300937323011,2.3403058788312157,-3.9991749597683155,2.7946903836409316,0.651193270464244
SPAC11E3.02c,-0.8029817961917831,2.5728963021718374,-1.0558019836806416,-1.656792292668761,0.4953458088257148
SPAC11E3.03,0.4154839012268554,2.924389556745509,-4.267034223896553,1.7021382356052719,-0.4906885528524785
SPAC11E3.04c,1.2284715103697605,2.613284538658556,-2.1727511122471252,-0.16194615664481304,-1.5504906768812345
SPAC11E3.05,-0.5605414158501731,2.5705805468879825,-0.3386042012986774,-1.329516660806354,0.24672711551460003
SPAC11E3.07,1.1531444198644216,0.5795961620745711,-2.921720602936185,0.928078014436462,-1.4050075361236924
SPAC11E3.11c,-1.5424080523612131,1.73538043559165,-2.686556218764065,-0.6974298015937079,-2.4172667062256266
SPAC11E3.13c,-0.6807148840422181,1.1377803720826218,-1.5100284301496174,-1.5804595897449722,0.7236632189562426
SPAC11E3.14,-0.10296134531569656,0.5548983684437836,-0.5435234583730892,-1.27878185183343,-0.35539750701286366
SPAC11E3.15,2.9275870962387653,0.6677858380351207,-4.029518268056433,2.082574941982479,-0.645883948351722
SPAC11G7.01,4.123215512276967,1.5968485386117415,-4.2095385323096295,2.620412439180276,-3.8251850913159435
SPAC11G7.02,-0.030226636855511302,2.145004702750793,-0.4330264797506711,-1.704661790770147,-0.19259895065399224
SPAC11G7.03,-2.8290632802297875,3.779860290241853,-0.5751704561128967,-2.8244066334702342,-0.6918004683803511
SPAC11H11.01,-0.5646575324678684,0.9046439796622296,-3.3025881266973647,2.088146644967754,-1.0920344953594636
SPAC11H11.06,-0.81734556611074,-0.6483769770149888,-0.006770744870045142,1.9461460135282485,-3.39640554212772
SPAC1250.01,-0.8003957101668515,0.5775914408687992,-2.391453466785969,2.7473492665847767,-0.01861968981872497
SPAC1250.03,-1.633673148241674,2.2705355840252484,2.180766616529552,-4.215926938183296,1.3260543533703535
SPAC1250.05,3.3294164644878386,-0.6346041676787539,-1.7473300284630255,-0.5993682872336272,-1.2875832347991985
SPAC1296.01c,-2.125210903373131,2.5757113691556457,-4.021373967051314,-0.37551960728852585,0.9399872400157405
SPAC1296.02,1.5947115754452899,0.8890327166902523,-1.2795186399063123,-2.434687802641162,-0.8647791887521379
SPAC1296.03c,-3.77226952757456,4.484546732391479,-0.35555925874791594,-3.964176538690795,1.044759557288236
SPAC1296.05c,1.2698261040263907,1.5245130362442714,-4.3633378835389935,1.6327455703856382,-2.062684508934095
SPAC1296.06,-0.27624639301566667,1.1923090838179027,-1.158307571888332,-0.5611379364379836,-1.275697637440436
SPAC12B10.01c,-2.087673147096054,2.8823943870145623,0.7865692537930054,-4.212683788411561,0.051028546654961815
SPAC12B10.02c,-0.18578239531852603,1.831084186347681,-1.002125154960467,-1.3503126122882607,0.20267193777235093
SPAC12B10.03,0.7676181477598671,-0.18829955666519815,0.4196309248906731,-0.9378473023343092,-1.9185801091444574
SPAC12B10.04,-0.8430841221764904,1.6774452074155857,-0.8553606199233563,-1.2625647090812553,1.0080088289651608
SPAC12B10.07,1.8804094226123595,1.7009617283469751,-4.829293157102161,4.558251801793184,-2.7251562784591403
SPAC12B10.10,-1.5183490297326334,2.9922344271360592,0.6323502405184849,-3.3832272238444094,-2.0006117511221873
SPAC12B10.13,-0.9891106933334077,0.7004829605449796,2.0414857894156784,-1.9077307874441525,-1.584075022636739
SPAC12B10.16c,0.5899075431873539,3.759143714605009,-0.9788759478052285,-0.06553181002373698,-2.590804111874472
SPAC12G12.01c,-0.32055186074454145,2.029729454938292,-1.7314400972381785,-0.8406669696421458,-0.42039120056070445
SPAC12G12.02,1.8180233715360217,1.0951307828040955,-5.7681650935073785,4.102676111981097,-2.1542608591310612
SPAC12G12.03,-1.0960323376681158,0.4350637972633393,0.32565594460468805,0.16238959738845882,-1.105103003409564
SPAC12G12.04,0.45136437337018975,1.5696033399685643,-3.3232012040552146,0.8955257340968945,-1.011478452205381
SPAC12G12.05c,0.6674920748867166,1.6499992604495608,-2.8356511047248363,1.496138901396665,-0.6440234363294781
SPAC12G12.06c,0.9447620255808546,-1.0952464769177839,0.6238792082236495,1.2815839363748367,-3.536511492865489
SPAC12G12.07c,0.43982071429939484,2.9726210631869376,-1.085077755461489,-0.6652136192108724,-2.29873487448988
SPAC12G12.08,-1.7879302833932549,3.1943236038205693,-0.8447207859166568,-1.7365725982767275,0.2450153758878546
SPAC12G12.09,-3.237322321750451,3.128527905543004,1.2274289976101906,-1.3196102965240186,-0.2818426181762206
SPAC12G12.11c,-1.8111059156089206,3.279637796345077,-0.527306429343442,-3.2334034442893604,0.7103587391158395
SPAC12G12.12,-2.000162431727233,2.7645139956183957,-2.8864478273090546,2.1270439939173373,-0.7403001541624947
SPAC12G12.13c,2.32925251157868,-1.18493768673122,-1.7700579290687952,1.5116216405935181,-2.9356074511607004
SPAC12G12.14c,0.658266644297882,2.6611430421861266,-3.460441144009205,-1.588472327137123,1.668335519184895
SPAC12G12.15,0.7832651331114988,1.4267443469564558,-1.842294236721858,-0.39278340090047514,-1.8950098568879783
SPAC1327.01c,-0.19931914791179217,-1.0538490805863896,0.9980915040929563,0.4613096749015435,-1.8069644764142954
SPAC139.01c,-0.9776129907500346,3.0599355492514944,0.006845567309586187,-4.186016369302388,0.09667430769164564
SPAC139.02c,1.0779365644776941,0.34435364833140625,-2.5983895136600923,-0.3274846904864246,1.3323154237343804
SPAC139.04c,-1.2818985467611537,2.264276594826331,-0.5399064602231318,-2.123360117678368,0.42823161792984576
SPAC139.05,-4.257535560301892,3.7203245912970084,1.3041425929624193,1.779520054734851,3.75536481727755
SPAC139.06,0.37524489499608293,-0.18674909951404928,-0.49888140446026785,-0.07682860344847153,-1.3688070312822056
SPAC1399.04c,-1.4284072527455636,-1.122420254557907,0.2705355043163495,-0.5273061071869565,-0.897800887911793
SPAC13A11.01c,0.6999737831320862,-0.5742831768270333,-0.047204678290436064,-0.14081721162615946,-2.609219356193085
SPAC13A11.02c,-3.367925470816555,3.8495034206362657,-0.8799346988237886,-2.177234822037116,0.43441173602023486
SPAC13A11.05,-0.2761250291472228,0.9887659413324688,-0.848804031147103,-1.4940670756896264,-0.3969097751273116
SPAC13A11.06,0.4041601539408326,0.5588502235230628,-0.037658088387995114,8.238071961548588,0.5247156900107743
SPAC13C5.01c,-2.0034784870161193,3.6030146846041973,-2.9707682157569018,-2.570272568780271,1.014702323529514
SPAC13C5.04,-2.295414241426248,3.8251306052254144,-0.4831421085850298,3.3697886023843413,-0.11776257811373014
SPAC13C5.05c,1.4736393578121625,2.4900324994006864,1.2910053142822981,-4.304305821813355,-2.2793896786088688
SPAC13C5.07,-0.48821307807447667,2.703549478071408,-7.0202011138653555,3.879120519177895,-1.8604179166962678
SPAC13D6.02c,1.6768452452655005,-1.0223375117716618,-1.1371809979987262,2.991831438624466,-2.321132687852673
SPAC13D6.03c,0.320942010495779,0.6986095260731018,-1.1354567733649565,0.9056529775827267,-3.1501875572570737
SPAC13D6.04c,-0.18754842059766652,1.5796112421333355,-2.18054038478456,0.6716398584497605,-1.684299227100532
SPAC13D6.05,0.5567955732563412,0.39003946102787257,0.29838467724993833,-0.5571500117501849,-0.8926810224463733
SPAC13F5.01c,1.5468007434701665,0.9985310422193745,-3.2239584114446806,-0.06649931607842396,-0.38291673126925696
SPAC13F5.02c,0.19688228714752753,1.9659128536611448,-2.8557404736828396,0.5095753796939837,0.05366540452258661
SPAC13F5.03c,0.07701639319898756,2.818241020049345,2.8276210607009764,2.4674324822934715,-3.999325259426974
SPAC13F5.04c,-2.925623368651136,3.1653301497342605,1.57902914322315,-2.770696697380642,0.21509681869927544
SPAC13F5.05,1.3650188584872698,1.3633727296511138,-3.149220399369349,1.8474607715118099,-1.2167063326549874
SPAC13F5.06c,0.45227505278201185,-0.4735017045118708,-2.2361967244359104,2.073665417954715,-2.8945683885923206
SPAC13G6.02c,2.5165815456117073,-1.6659745946309688,-0.7853260286712,0.08170549556246165,-0.977039310329129
SPAC13G6.03,-0.23238184489774039,0.9385880541024658,2.1430503730189097,-4.85498590021869,-1.0173346393501457
SPAC13G6.04,0.35054755749848,-0.5218113364093373,1.1015818966436957,-0.548896447289895,-2.59947274175651
SPAC13G6.05c,-1.0084047903003501,1.6050543414694136,-2.2439381578805886,-0.7382346292588027,0.40054379956560915
SPAC13G6.06c,0.5032497270709051,-0.32087514812019435,-1.619603512518653,0.2867300685926111,-1.7984159344592499
SPAC13G6.07c,2.3678453338774705,-2.530210073132844,0.8836903282412969,-0.42603227555628465,-1.8999033889532075
SPAC13G6.09,1.8916940537963676,-0.18250588475768836,-0.6348356639574133,-1.8142967804049706,-1.4536959314449618
SPAC13G6.10c,2.0962503492008278,-0.8181454754773121,-3.792766506422394,2.2603710111596786,-3.612721507761469
SPAC13G6.11c,-0.16867510643334516,1.252357830948423,-3.5255414787748,-0.518092514995383,-0.41396260694086795
SPAC13G6.14,-0.611330377570158,2.201198943307163,-4.14388827551967,1.0625322924523362,-1.6593805010372256
SPAC13G7.01c,-0.06787481067318435,-0.4108130623582964,0.6715588073367131,-0.22477762788373923,-2.975408461983661
SPAC13G7.02c,0.4503593494358089,3.45928199937312,0.24266888160551758,-1.5539231520300483,-0.10681549658679579
SPAC13G7.03,-1.6772954534732998,2.658342733916574,-2.5435512515913734,-1.0258128848999437,1.0270244659627936
SPAC13G7.04c,-0.18399723438529225,2.0831053668671258,-2.733358152934537,0.8998335275520555,-2.88644930837825
SPAC13G7.05,0.8275288430795289,3.225208420035905,-0.31344587363473586,-0.6422738199152525,-2.0546669397778095
SPAC13G7.06,0.17301229608949065,-1.6736873977348985,0.5404136443158016,2.2134185974149867,-1.8145241459665051
SPAC13G7.08c,2.264752308372402,-2.307256875957399,-1.051635671847027,1.3755600956238103,-3.590959284379576
SPAC13G7.11,-1.4089430964046699,0.7339361088055201,-1.9907069375234414,0.5254110084619934,-0.654435997641325
SPAC13G7.12c,1.9222755482401173,2.5150565677330725,-2.0503318211899684,0.45944765915059715,-1.7179826021157814
SPAC13G7.13c,1.195072323492882,-0.9627372176604165,-6.442564472150144,0.41035310901440814,0.0077047224409974024
SPAC140.01,-0.49279590378186633,-0.16274520018368932,0.33769766906625875,0.18465874488549794,-1.9693891629528446
SPAC140.02,6.586000668996901,0.09387866855707117,-5.524618734493377,4.7489118660196965,-1.7251327948439759
SPAC1420.02c,0.3452317906769977,2.117096588212136,-1.2759223808833937,-1.1365315668518159,0.11783283167923209
SPAC144.02,-2.0315318683414736,3.589080069889211,-1.6076815934764888,-2.914376843738044,1.7415590291244114
SPAC144.03,2.5714849041754118,0.5303937005150647,-6.193542703926573,3.644512466780536,-0.17587510671838835
SPAC144.06,-0.6388387492434804,3.076013668860675,-2.472652546741049,-0.5911994526186506,-1.8534984567121824
SPAC144.08,0.7402417132373111,0.3356923135381038,0.969300018797254,-2.6331108235092824,-0.9443091979594564
SPAC144.12,3.0103478966860306,-2.0646934133061876,-0.035675656825031155,2.0931967034425156,-4.2522354705530345
SPAC144.14,-1.576251513786815,3.2802129748598112,-4.341407994296834,0.12999879826741623,-2.0133698280873413
SPAC144.15c,-1.4027720139138404,3.231263053685808,-1.3028750742484299,-2.5357604743719655,-2.1609270078117357
SPAC144.16,0.5364950449117654,-1.0583264745191432,-1.6088404508258218,2.7343285613825135,-1.7598276521391218
SPAC144.17c,-1.3396474231705175,2.865733428432584,-2.220680419120261,0.49167668392063923,-2.4617013064744855
SPAC144.18,1.7714475809567913,0.977185320686532,-2.5405011276204466,-0.6394523449773697,-2.494915803349924
SPAC1486.01,-3.4338308115871596,3.065347879052795,0.6304850848354935,-0.3978091452997692,-1.184097839088592
SPAC1486.02c,0.40354740849805726,-1.2796710385551835,0.353737910535477,0.7308555099750542,-3.453214682205819
SPAC1486.03c,2.476312128571273,2.4197790310604024,-3.881446229631756,2.6784584969992675,-1.620070675302987
SPAC1486.04c,-1.4488155513086536,3.246727105219221,-1.6202399074381573,-1.796241197080045,0.333881487616436
SPAC1486.05,-1.0893058127744881,3.041337392615259,-1.3090494038527423,-1.3410085821861788,-1.258890239478247
SPAC1486.06,1.017341503414122,2.348746764913682,-2.788089037020212,1.3022076108931513,-1.054892465527895
SPAC1486.07c,0.7508645442757391,2.2763961009000093,-3.9367193964526654,0.5501351179599139,-0.22320820279205744
SPAC1486.08,-1.133560897167909,2.5072358423475354,-0.040524319057390734,-2.5239855715953716,0.4416106640822335
SPAC1486.10,-0.11963492093412764,2.7453373608532488,-4.301284134080854,0.823838041662281,-1.1699721179932903
SPAC1486.11,-2.1045045871813377,1.1135857369239792,-1.0498956801380235,0.5000168698287082,-0.8993894135328846
SPAC14C4.01c,-3.146019080907137,2.5619703978690156,0.09543632479008224,2.681604181275164,-1.2012425562760711
SPAC14C4.02c,-0.354865156416448,1.1197709224638794,-4.831255555921568,2.710469843454007,-0.6554637909160279
SPAC14C4.04,0.05494498293696637,2.5670279477563653,-5.713717349587117,3.9760609450123408,-0.2906800539597967
SPAC14C4.05c,-0.24737457227720494,3.099872124394027,2.784609360732121,-5.37669589049538,-1.753147743428117
SPAC14C4.06c,-0.3787119060641446,-0.21268782777795536,-1.5983322997680176,0.19046261335408232,0.42525818489871003
SPAC14C4.11,-1.2360073933864228,0.1134173620079384,-1.1629894550377529,0.5221786817503329,-0.9466951350337824
SPAC14C4.14,-2.491234454390951,3.7732045116060524,0.20697646804561387,-3.049885762561326,-0.3655025617790937
SPAC1527.01,-3.7171994449999883,7.862731683877195,4.089951304437314,-4.08632380914237,-3.9298055711368796
SPAC1527.02,-1.696310251506806,1.9280845091708256,-4.979055453297585,1.7844702710558646,-0.1058402877856901
SPAC1527.03,2.710235140668952,1.1128281955756716,-4.402656174173109,3.1362845423284202,-1.3104885326318998
SPAC1556.01c,-0.664220241468275,0.9522963608942145,-2.316829437905008,1.4287502623483852,-2.2123110660874885
SPAC1556.02c,-2.986832775455322,3.149500390991512,-0.7470722242061729,-1.879789337613409,0.947428282354946
SPAC1556.03,-2.783604357715651,3.2809577696566117,0.26848982863048754,-2.677630363320666,-0.04907849486806137
SPAC1556.04c,-5.421362334195682,6.476134510638983,-3.1492076504825484,-1.19864183468821,0.8886403681174051
SPAC1556.07,2.2088972484573617,2.236640882591727,-6.178399259679528,1.763228806621063,-1.0601492628513336
SPAC1556.08c,-3.3543206117527617,3.657531958514795,-2.3927229276667976,0.09128746022068057,0.2341961541311246
SPAC1565.01,-2.849714118293127,3.275957167853848,-3.170782100766192,0.2204428290541669,-0.9884356758165778
SPAC1565.02c,-3.002917119961219,4.34110109505718,1.0661356770447785,-6.235731176187423,0.19676262819117962
SPAC1565.04c,-1.8223389440121007,1.4123429106393735,-1.9119702770712808,-2.104251263598823,0.11272982754794114
SPAC1565.05,2.057320296113288,1.6031599652569923,-3.9801107702708847,2.8980584370305977,-1.5086104247675927
SPAC1565.06c,0.03806491222547059,1.2447142832920495,-1.5849913620436107,1.2993218049195532,-2.899185663341944
SPAC1565.07c,1.5795899665901132,1.0828063604400198,-1.5664389550700122,-1.4959021760508198,-1.3746073619714814
SPAC1565.08,-0.7583900629902516,2.557452795498401,-0.45700676991137534,-2.0518505822457893,0.11117030059496891
SPAC15A10.01,-1.6542092421217705,1.0563037232698518,-0.8051536080477253,1.881715606224121,-0.1811307797974786
SPAC15A10.02,1.8770315903471468,1.4845550635884113,-3.7194500884508273,1.115063073513598,-1.9215076418365706
SPAC15A10.04c,1.2471708469303522,-0.062235976270054394,-0.9654969952510264,-1.5784851010184964,-0.6643693963111161
SPAC15A10.05c,-1.7760501914994897,1.858809729848132,3.721156428871142,-1.5016949164336069,-1.8477865760531396
SPAC15A10.07,-2.1049274209216158,3.1126983869431273,-0.6089937261854015,1.2792312961816137,-0.31525262312394453
SPAC15A10.08,-2.0506875625612704,3.8347377834411605,-2.817679416922899,-1.5412742287915941,-1.4828550965023806
SPAC15A10.11,-0.4871966413735054,1.273990900721392,-0.3852622738169922,0.1395976872318725,-2.8714891358264687
SPAC15A10.13,-0.1529341956584096,1.4803656699608894,-0.6521872098005854,0.1351348214018966,-3.6316262845237355
SPAC15A10.15,-0.8925660033451921,3.135363572522186,-3.7793151938162035,1.1496600440652571,-2.486261672063265
SPAC15A10.16,-1.7099682589854792,3.731605305274356,-2.427148684047733,-1.1229331798976467,-1.3419925556434005
SPAC15E1.02c,-3.16454580939821,3.1125832230942594,0.7498176351164592,1.371140872635566,1.1604182560854728
SPAC15E1.03,1.097639214886355,1.0698236458705601,-3.228935692252259,0.39813362215006265,-0.8682217182797469
SPAC15E1.04,-2.3009642829207406,2.100109254276796,-2.000072978984271,-0.8593859309186804,-0.18174442907196298
SPAC15E1.05c,1.855348013689862,2.657146100588866,-2.2155463702060194,-1.3739182060134105,-1.5101433761068543
SPAC15E1.06,-0.6467814043492162,0.9238417482779235,2.0026389509738483,-2.8991856805677223,-1.9177002902658895
SPAC15E1.08,3.2523549796465847,1.966877359075843,-3.266063664809491,-0.3368808182639995,-1.0626844156020283
SPAC15E1.09,-1.804840401551429,-0.22794901135075296,-0.3161134859603303,1.8577117861548738,-3.658073475631794
SPAC15E1.10,-4.3605800546160545,3.492927992710369,-0.5432479720000947,2.298596802447336,1.1656655644067477
SPAC15F9.02,-0.6349236427824847,2.2071102059281733,-0.3591836706037208,-1.1070283702227979,0.4277848198559093
SPAC15F9.03c,-0.526962714166741,2.8002882394285287,-4.1420921818423535,0.08772505229557925,0.5687314273375303
SPAC16.01,-0.3739591027126785,2.068042720623045,-0.2014311465208154,-1.4946370097642516,-0.06616533870281671
SPAC16.02c,1.9326982592584505,1.5825845651877568,-1.8112933364830965,-2.307019120672023,-1.5041377608188302
SPAC16.03c,-1.8580542346854623,2.044495075193444,-5.13421492276966,0.748890738591717,1.7817251514544412
SPAC16.04,1.9042133668349246,1.5654507132324937,-5.7051553280419105,4.454557462772888,-1.4624207888365195
SPAC1610.01,-0.2521760528797916,0.9867506356780424,-1.6311933131707068,1.82015676788878,-3.4232618886991046
SPAC1610.02c,-0.5027546410218982,-3.215529750682249,-1.314426861729231,4.925552493513197,-3.0876249577145187
SPAC1610.03c,-1.0228845727939353,9.619460371328639,3.236859729827181,-6.6521669425991865,-0.7706214694983817
SPAC1610.04,-4.446569340426227,4.50964557374074,2.328225565603584,-3.439643617857917,-0.4156175089331615
SPAC1635.01,-0.549248978362268,0.9461288430324952,-1.966068725593031,-1.1650637556046766,-2.6174709392935043
SPAC1639.01c,0.6152357628346117,1.045528261880893,0.6674629185855512,0.1557068042541605,-3.687576283188294
SPAC167.01,0.03128012578259565,1.8266212582435397,-3.5477261530017863,1.3376497617901424,-0.6793095053947384
SPAC167.04,-0.96843687917199,2.5335699909811344,-1.072740563315211,-1.8095732274099978,0.9504260429645228
SPAC167.05,-0.44223969295065757,3.7194432526443526,-2.1714676495853737,0.31487280182647925,-1.3483714018752124
SPAC167.06c,-4.581231116331425,5.523954506222573,1.7143974979367833,-0.33853402001198774,-2.3852127130469825
SPAC167.07c,1.008640131884066,3.2052044333630025,-5.233774463180745,2.302100249751324,-1.0111541162733415
SPAC1687.01,2.8026705336480573,-0.5821730767528717,-1.8911385426381138,-0.031159116996677838,-1.8192288009262274
SPAC1687.03c,-0.10727456044275119,1.4651041155024913,-1.4760659194468086,-1.9867652328183514,-0.8449416498895008
SPAC1687.04,-1.0300563165357306,2.8554980791321953,-0.30012894821824876,-1.5437481133555835,0.1382503245848028
SPAC1687.05,1.731099055102364,2.74024173199234,-1.5774572769712831,-1.321795442157896,-1.1622200864015197
SPAC1687.06c,-0.6685010985143371,1.284265092052184,-0.8822705252896341,-0.4164760386961692,0.9540432147849582
SPAC1687.07,-1.0562856935109215,0.1783276024151954,0.16556803112166651,0.3330663326954628,-2.3477409872077732
SPAC1687.09,0.11661978324728306,2.110669424291154,-0.7835191603210401,-2.4843519111525403,-0.11988205097628679
SPAC1687.11,-0.1347969525360737,1.7199871421815702,-2.1760449007200915,-1.4275071203807403,0.5263554109307629
SPAC1687.12c,-0.5281980699804736,1.0419664816143097,-1.7618858898112002,0.5842852645419203,-2.0924478417865773
