,prot,prot,prot,prot,prot,ribo,ribo,ribo,ribo,ribo
,d1,d3,d5,d7,d10,d1,d3,d5,d7,d10
SPAC1006.04c,0.18360519422908306,2.490950268662817,1.1349400739627096,-1.1252528992935957,-0.3337723588178917,1.6875085193232584,4.158964126363793,1.3279654633207265,-6.959576584851719,-1.4156491045157102
SPAC1006.05c,-0.11634530585249975,-0.09768509537583972,0.12546007820470406,-0.23340796346205694,0.36270347968535455,-1.886352970750055,2.985558620466443,0.05765607469863099,-1.009827027515203,-0.4652799283475435
SPAC1006.06,0.02143173285363309,0.8465975485629172,1.72574240671318,-1.0647704668128517,-0.724702037627464,0.7854978700888067,2.506234191293025,1.7388180959562032,-3.55551598188978,-3.0981727855909487
SPAC1006.07,0.06921312152941002,0.0665058761054116,-0.04080517449243683,0.11732362501538417,0.04556823756241009,3.7075474189279323,-1.8312012929481192,0.6701880735145771,-1.054179457721677,-1.375627185404781
SPAC1006.09,-0.21262015986730237,-0.21911505999844785,0.01925003738723899,-0.3509913055823847,-0.2717169534212398,-0.5176211468903036,2.1888466610067443,-3.7022439227317703,2.5111766997663993,-0.5930313433854675
SPAC1039.02,-0.2938990343777599,-0.6008828834957256,-0.1876403144521428,0.1506272816251616,-0.21829004692553824,-3.193662769599772,0.34648648367650736,-5.231954821147461,4.543982907645546,-2.0126529397550366
SPAC1039.06,-0.17883063690060286,-0.5291376171653999,-0.26148314609553214,0.05343268008947835,0.006470702619370952,-4.199845163571125,1.540427510497759,-1.8248291164134383,0.7844702546732556,-0.8366536788111869
SPAC1039.10,-0.2521544750474143,-0.6486090402881135,-0.3702729166155114,0.06478518341379369,0.013433474626040443,-5.918409590928737,-1.7301029556576974,-0.12178176022968379,1.057656074698637,-2.3128379089372686
SPAC1039.11c,-1.9803473277121264,1.66075472962269,3.374606823829031,1.6891949780827864,-0.4305124634770918,-0.17075326814341807,4.4189813725812295,3.8062731041091826,-3.0307424837852075,-3.0439454837326423
SPAC105.02c,-0.13085034615755464,0.3311614204861503,0.6879327110327091,0.33014140393270786,-0.0800593052607691,1.773081967069297,2.141293568650463,-1.872216496818579,-0.7600443356714521,-0.6655968474387155
SPAC1071.01c,-0.04740749585272627,-0.11259017249311366,0.007477322175453022,-0.1778812885782832,0.164880471438891,-0.19696727884725096,1.919628420093555,-0.6358308704151074,-1.163090794012918,-0.4190397783870692
SPAC1071.02,0.04941585983135484,-0.21035247069665272,-0.1603592530814481,0.02931702860369023,0.09747414680778123,0.5672111618554903,-1.0694858563760823,-0.19212477937568906,1.3822796931637749,-3.0704318781722546
SPAC1071.04c,-0.13150239783456918,0.15702577218984481,0.29856383694350713,-0.010031011787337438,-0.2490386813791569,0.8175284865037611,1.4806897639982113,-2.5246017051954084,-0.7535026803191194,-1.8423123977617268
SPAC1071.05,-0.05476684866908508,0.04575704511472679,0.1359967086295651,-0.0591696449371612,-0.08505102988575355,-0.04687893989852743,0.8370105520543163,-2.8780820318910045,1.6049546359654299,0.07414419479628265
SPAC1071.06,-0.018432660103790993,0.1381122946885053,-0.11137141190791672,-0.050714755136920114,0.04454147397802864,0.5724807824503779,0.9479689949205445,-3.7960116687022953,3.48606079103992,-3.2083686480057714
SPAC1071.07c,0.017243545081090356,0.0364048824562188,-0.209790985465723,0.02219851984004964,-0.12279056093470014,0.4472513891448937,-1.0165801993555448,-2.4962697859682814,1.8565592798031103,1.057656074698631
SPAC1071.08,0.07615775722776563,0.08801007502131042,-0.09569626774041518,0.06570049009913953,-0.22194309212465804,2.9484970378549598,-1.1972747460959692,-5.997602071571445,4.192678265331183,0.3579058162211286
SPAC1071.10c,-0.11908413864133202,-0.3470808112275804,-0.21305313548260008,0.23995282652093042,-0.014476487121425796,0.33888526407954167,-0.9899643739898014,-4.232553976520314,0.7401738959976623,-1.0904454985399346
SPAC1071.11,-0.21279640886682555,-0.030914739141550567,-0.12574792291355685,0.03727602751749437,0.026557403499351595,0.17086669800838816,-0.3969021805281825,-0.19325674423411154,1.6462076849475569,-4.209530179418827
SPAC1071.12c,0.04965069297285947,0.08399106121767352,-0.24184676606578065,-0.010456058375821364,-0.40850841277350913,-1.5517516057025933,2.3585826015895286,-2.9765459931780383,-0.1416612259918164,-0.2900866065131913
SPAC1093.02,-0.09607580394891091,-0.36441176437913875,-0.18527438856942346,0.03933479656660799,-0.023013817035138745,2.181332607320864,1.317426862600752,-4.98632667326614,4.1908664162681895,-2.2458780138301346
SPAC1093.04c,0.20541223185770352,0.5600811836316747,0.3341990692278616,0.02777947977193926,0.035034646270690584,-0.5588886643966289,3.8677339926895185,-2.730857717961845,-0.1968543469509001,-2.007303789637135
SPAC1093.05,0.578790968638037,-0.21558477148143462,-0.2622960459328521,-0.514794980603421,-0.031001636942943306,3.4372447283373786,-1.5460370826932062,-0.06724885622630783,0.49020266316810623,-3.8431053848187013
SPAC1093.06c,0.11628345521821559,0.3730631078543778,0.21973345866130262,0.06845374600508902,-0.6367863433954464,0.8846465090116968,-2.4669317473052335,-1.9850909597908273,-2.7553626276934917,-0.8379902548708247
SPAC10F6.01c,-0.05467621216223101,-0.3189021155525875,-0.19075821236445567,0.06633911547387217,0.024240765848652146,2.9295992058504314,-0.9017092423034274,-0.6090499483707958,0.19744599957648745,-1.8154301117411968
SPAC10F6.02c,-0.07166304252450055,0.25840334763991085,-0.30047492532159975,-0.09462212606176157,0.05453719291988285,-1.0973585354497803,2.742479773681607,-4.781227849171868,2.391327008520809,0.07803340828044458
SPAC10F6.03c,0.5281172214515057,-0.07534465245470864,-0.27578337140085707,0.09410291595926663,-0.010395378222867957,1.388491392187464,-1.3482518380707953,-0.24715622034374451,1.262572517562437,-2.96193074848014
SPAC10F6.05c,1.0306690981483986,1.0652198241311954,1.062511716586276,-0.4728113573533489,-1.7089578396249214,-1.2936643126401748,3.2679088448097726,-0.12030269745524436,-1.5368740856201573,-2.3755420602635295
SPAC10F6.06,-0.05809853673385087,0.10171428593149687,0.2894443095053483,0.10612169189951032,-0.019906772093544134,-1.4414282799256775,2.088054368509944,-2.8362889804121334,1.7411796147995577,0.4004563679796238
SPAC10F6.08c,0.04332434741437813,0.15127480666493423,-0.03310556109849072,-0.4666936935968581,0.07767350372169204,-1.4856717410180522,2.749612966659897,-1.5181612309043473,-1.787653176254905,0.46693667381658743
SPAC10F6.09c,0.677646542387972,1.5514400603910072,-1.8442953508454205,-1.029730647417513,-0.38277879818606975,3.625350855459048,2.0653501798599505,-7.403197126513465,4.263963578646058,-2.941830026763696
SPAC10F6.10,0.36189911212235415,-0.04989370827326037,-0.17027554091328917,-0.03245249201656706,-0.05217417109793676,1.5277119871203348,-0.5082100887696583,-1.530683607751337,-0.7277890596216245,-0.8449416364650353
SPAC10F6.11c,-0.053998441517204454,0.44304885760812707,0.33161230481424236,0.4163665529774315,0.022858427676545334,-0.8566140673716074,0.3961133258690257,1.7469231736022985,-0.11478941609456328,-2.755698360745453
SPAC10F6.12c,0.3256140081867791,-0.07353650079667906,-0.38981288870301123,0.05834608821204501,-0.30715141603415574,-2.4866226262062083,1.764851342011002,-1.7622586594724545,-1.5086771477723855,1.1879606510438054
SPAC10F6.13c,-0.1783733601623334,-0.4853914489093191,-0.26107237145998974,0.028400896005749188,0.100077847576106,-2.8176882620654737,3.1150783658729893,-3.250447269291321,1.4878287937613681,-0.6241317730639429
SPAC10F6.14c,0.026967668233116526,-0.0693087611627905,0.014592159050447834,0.07865705034305259,0.06513878346503932,-0.3215013202455479,1.4607940569751445,-3.510490766491682,1.323002985507849,0.36577834881688354
SPAC10F6.16,-0.18735848727257176,0.25838465943785416,-0.17324589289825104,0.270561900756895,-0.19344618865279756,-0.8071055121211286,3.3683769231656724,-3.0804861915445123,0.8411482858221131,-0.3870715468113932
SPAC10F6.17c,-0.07963072211806033,0.3346580334387851,0.6162152881143464,0.15766780140406644,0.04611646413812487,0.42340475984819204,0.1460961232383493,1.3887711048473879,-0.5868960183336371,-2.4354756773628115
SPAC110.02,0.15779694615375742,0.5146618690570371,-0.4791015642320261,-0.46009783572305835,-0.03836031939002649,2.132373132571587,2.6713298713075977,-7.978173936115503,4.117175833867428,-1.4906884910955167
SPAC110.03,0.08063168561509837,0.09771011579852024,0.23657936667533272,0.8552830353848423,0.0028735935509524024,0.34475701112220314,-0.2861230154593084,2.184681419736,0.6515043605225106,-2.917370771530779
SPAC110.04c,0.322283040717542,0.4718811485812789,0.1320470228855351,-0.007788454988850252,-0.023581766963540807,3.993244148360084,-1.4650899710684673,0.7669029972766275,-2.2191226990859505,-3.0657353455240512
SPAC1142.01,0.11130926568594025,0.4290819248119329,0.02745936629082585,-0.280991355863054,-0.44219962218758874,1.4903522449727857,-0.5100031818906636,-0.20596015542726054,0.4861693911251157,-3.1986418469109834
SPAC1142.02c,0.09619129358249265,0.13350321233706017,0.07600521902354994,0.07543053763122726,-0.2541678697152491,-1.281730424176244,2.9932472301091284,-3.0411808943037855,0.4358263369095887,-1.4692983681786584
SPAC1142.04,0.4206912410068575,-0.008805102089063377,-0.21257423709891382,-0.3371697512595302,0.0577047971932295,1.5409096036430405,-0.262985654742522,-3.0927286590486913,1.586037418265077,-0.08673384135646067
SPAC1142.06,-0.011694819532789447,0.18065231979114157,0.26443057135578296,0.053244794146732555,-0.03459307778990006,1.5700958670655192,2.8454884375887293,-2.3544268649345543,0.4113157237895262,-1.605344694468548
SPAC1142.07c,0.08057334549618544,0.2657019827798623,0.6903910448413033,0.08846934667844547,-0.4860193020009881,-0.719945913679866,-0.01815728296789665,1.7631948689731578,-1.0322367831408084,-2.8845905490273926
SPAC1142.08,0.33237754746042336,0.7189664598514338,0.565762770069389,-1.0224974138750904,-0.023938752659984353,-1.751579664410463,3.864394853437574,0.22152395945384296,-3.0135221761404267,0.39875904039769683
SPAC11D3.01c,0.22179231332471572,-0.8482015317256324,0.8000380310119086,3.331636526787129,2.015853810628451,1.9774857245441027,-2.383227240785769,5.144046584703881,5.165154355124404,-2.400201991360211
SPAC11D3.02c,-0.16456595639539368,-0.5287288089055802,-0.3567300413518165,-0.08066250914708528,-0.2441725714685955,1.6069454281326738,0.2418321782131745,-5.3899006213920595,1.7635755761959788,1.0576560746986376
SPAC11D3.03c,-0.11768091885881304,-0.5802033441395893,-0.14200559221800546,-0.014662762866718637,-0.17981286006863195,-5.664720436573419,1.3316326868588861,0.6304863872563766,-2.181314023320373,1.1450047019413874
SPAC11D3.04c,0.11331031704032479,0.29375939502545434,0.36206042329621235,0.29053179422836484,0.12673638295235992,-0.17467627556521492,2.108571586922128,-1.6155515050960005,-0.41519993745854755,-2.062523285568094
SPAC11D3.15,-0.2583551299219211,-0.5678291756034727,-0.3690031385538046,0.03727635089344977,0.3412393359729079,-5.416546828810999,3.177026374254538,0.7161962341204835,0.4609123160063442,2.2784767087323416
SPAC11E3.01c,-0.1861931950441178,0.21759086784889256,0.2266289292671475,-0.08860225608014241,0.15982137034298474,0.08703300937323011,2.3403058788312157,-3.9991749597683155,2.7946903836409316,0.651193270464244
SPAC11E3.02c,-0.12143735735635264,0.14351409711051,0.08787029007670952,-0.3247901365888086,0.02631319066217111,-0.8029817961917831,2.5728963021718374,-1.0558019836806416,-1.656792292668761,0.4953458088257148
SPAC11E3.03,0.2435603068048917,0.5495936930373808,0.47466630141933874,-0.031751558813052305,-0.23425409647075945,0.4154839012268554,2.924389556745509,-4.267034223896553,1.7021382356052719,-0.4906885528524785
SPAC11E3.04c,-0.028423459498278958,0.24596467413085388,0.34515177098373084,0.034192159569040356,-0.06299085862878365,1.2284715103697605,2.613284538658556,-2.1727511122471252,-0.16194615664481304,-1.5504906768812345
SPAC11E3.05,0.03282059993828618,0.21950316597497227,-0.09721971306900758,-0.6809346137055641,0.286123881596398,-0.5605414158501731,2.5705805468879825,-0.3386042012986774,-1.329516660806354,0.24672711551460003
SPAC11E3.07,-0.0803084027307804,-0.17930802367091012,-0.14922503473385657,0.18238545566590333,-0.06209974956696854,1.1531444198644216,0.5795961620745711,-2.921720602936185,0.928078014436462,-1.4050075361236924
SPAC11E3.11c,-0.028347304230223358,-0.1149206898411878,-1.2426201964833985,-0.22259895290938214,-0.5420761158022649,-1.5424080523612131,1.73538043559165,-2.686556218764065,-0.6974298015937079,-2.4172667062256266
SPAC11E3.13c,-0.16483346285443867,-0.42197699797943666,-0.10717042952100997,0.14242972017858108,-0.2878052790537649,-0.6807148840422181,1.1377803720826218,-1.5100284301496174,-1.5804595897449722,0.7236632189562426
SPAC11E3.14,0.1795489950489777,-0.2765293459752288,-0.1531029498633505,-0.05105377714394091,-0.22507640266809648,-0.10296134531569656,0.5548983684437836,-0.5435234583730892,-1.27878185183343,-0.35539750701286366
SPAC11E3.15,0.04861375507918583,-0.019461172562419388,-0.14008481581103516,-0.042089586399653434,-0.04388019171407414,2.9275870962387653,0.6677858380351207,-4.029518268056433,2.082574941982479,-0.645883948351722
SPAC11G7.01,0.23112573355652222,0.5647218510940837,-0.3704356046712807,0.5934518071553517,-0.1721334144182538,4.123215512276967,1.5968485386117415,-4.2095385323096295,2.620412439180276,-3.8251850913159435
SPAC11G7.02,0.0827789962280352,0.1940827618908212,0.029560680944726837,0.04357013581714648,0.0644622354716011,-0.030226636855511302,2.145004702750793,-0.4330264797506711,-1.704661790770147,-0.19259895065399224
SPAC11G7.03,-0.16191073093303732,0.21836912140760184,0.7720844889954903,0.037880411339819564,0.027672124904938755,-2.8290632802297875,3.779860290241853,-0.5751704561128967,-2.8244066334702342,-0.6918004683803511
SPAC11H11.01,0.03904188904939476,0.2257218320934455,-0.16884036047083117,0.1081092700137176,-0.15656797788280313,-0.5646575324678684,0.9046439796622296,-3.3025881266973647,2.088146644967754,-1.0920344953594636
SPAC11H11.06,-0.19542136311418845,-0.07916308930851026,-0.061389888512779184,0.14999755524316952,0.07305627694089341,-0.81734556611074,-0.6483769770149888,-0.006770744870045142,1.9461460135282485,-3.39640554212772
SPAC1250.01,-0.023593893227217833,-0.19878329814258058,-0.10848974836707281,-0.21662716975449253,0.19820411282192096,-0.8003957101668515,0.5775914408687992,-2.391453466785969,2.7473492665847767,-0.01861968981872497
SPAC1250.03,-0.20720776800377033,0.21977672622913275,0.6558423120814646,0.09804548905896027,-0.19711920240810443,-1.633673148241674,2.2705355840252484,2.180766616529552,-4.215926938183296,1.3260543533703535
SPAC1250.05,0.3601083139656953,0.11895987862952777,-0.16757824597006726,-0.015114304449097872,-0.08152191682349051,3.3294164644878386,-0.6346041676787539,-1.7473300284630255,-0.5993682872336272,-1.2875832347991985
SPAC1296.01c,0.04589658803483207,0.10541361624750822,-0.11985677538689218,0.018501169369987164,-0.0037147766211410582,-2.125210903373131,2.5757113691556457,-4.021373967051314,-0.37551960728852585,0.9399872400157405
SPAC1296.02,0.04747863198127279,0.1677284001444218,0.2174193251973574,0.005936107763036325,-0.28903387326553764,1.5947115754452899,0.8890327166902523,-1.2795186399063123,-2.434687802641162,-0.8647791887521379
SPAC1296.03c,-1.6113285324865463,0.1520464699743025,1.4039106733116196,-0.34770398076811926,1.9962602127135616,-3.77226952757456,4.484546732391479,-0.35555925874791594,-3.964176538690795,1.044759557288236
SPAC1296.05c,-0.33086793428457023,-0.11631226353485909,0.011248389642515275,-0.3404786814979529,0.21242926770415022,1.2698261040263907,1.5245130362442714,-4.3633378835389935,1.6327455703856382,-2.062684508934095
SPAC1296.06,-0.07500231932754585,0.059137055555476034,0.023039841815548225,0.01554468873824727,-0.020938828579602813,-0.27624639301566667,1.1923090838179027,-1.158307571888332,-0.5611379364379836,-1.275697637440436
SPAC12B10.01c,-0.12609180080326865,0.22449705679012577,0.8359728670022563,-0.2247753798277023,-0.2408820266211533,-2.087673147096054,2.8823943870145623,0.7865692537930054,-4.212683788411561,0.051028546654961815
SPAC12B10.02c,0.034008800069157186,0.06224326135352548,-0.05349188068827326,0.09697900064676168,-0.22459396412687063,-0.18578239531852603,1.831084186347681,-1.002125154960467,-1.3503126122882607,0.20267193777235093
SPAC12B10.03,-0.07118939919419288,-0.009697970648483878,0.09691217406699748,0.01241522679429679,0.032363697010650325,0.7676181477598671,-0.18829955666519815,0.4196309248906731,-0.9378473023343092,-1.9185801091444574
SPAC12B10.04,0.07465493920084815,-0.2900784261216838,-0.37375645220221027,0.069625973940908,-0.030777222442173763,-0.8430841221764904,1.6774452074155857,-0.8553606199233563,-1.2625647090812553,1.0080088289651608
SPAC12B10.07,-0.18462699183759815,-0.13900828142010652,-0.17608851086686772,0.17613281451098367,0.04062852880566065,1.8804094226123595,1.7009617283469751,-4.829293157102161,4.558251801793184,-2.7251562784591403
SPAC12B10.10,0.006857022931583745,0.12216291999986753,0.35147416338664406,0.17857245663938381,-0.3645866892750714,-1.5183490297326334,2.9922344271360592,0.6323502405184849,-3.3832272238444094,-2.0006117511221873
SPAC12B10.13,-0.05213061997473811,0.5633772462988627,0.8262464137121517,0.2113917981204762,-0.10673242743045153,-0.9891106933334077,0.7004829605449796,2.0414857894156784,-1.9077307874441525,-1.584075022636739
SPAC12B10.16c,-0.07396979332080589,0.8569324162114992,0.6772225962411629,0.2672518102894167,-0.31064237378964976,0.5899075431873539,3.759143714605009,-0.9788759478052285,-0.06553181002373698,-2.590804111874472
SPAC12G12.01c,-0.05372769578922687,0.3637212216988919,0.28288090426751866,0.014268222097042565,0.033121129236889854,-0.32055186074454145,2.029729454938292,-1.7314400972381785,-0.8406669696421458,-0.42039120056070445
SPAC12G12.02,0.0003785879727487007,-0.643840169712152,-0.38058317209297243,-0.6183973502409496,0.18391701273397731,1.8180233715360217,1.0951307828040955,-5.7681650935073785,4.102676111981097,-2.1542608591310612
SPAC12G12.03,-0.21295713686326417,-0.30324198602990815,-0.26923257067665307,-0.012617080082626214,-0.24504241699728146,-1.0960323376681158,0.4350637972633393,0.32565594460468805,0.16238959738845882,-1.105103003409564
SPAC12G12.04,0.0526393887582316,-0.0020766267741642863,-0.04992854787245643,0.03480700613264184,0.0790703718520182,0.45136437337018975,1.5696033399685643,-3.3232012040552146,0.8955257340968945,-1.011478452205381
SPAC12G12.05c,-0.021523697449676568,0.04283369868636534,0.11261628917256317,-0.09824988326428419,-0.14990973731339885,0.6674920748867166,1.6499992604495608,-2.8356511047248363,1.496138901396665,-0.6440234363294781
SPAC12G12.06c,-0.154508103487714,-0.3573863377389263,-0.053581042088902964,0.34155441678565257,0.22691527930402144,0.9447620255808546,-1.0952464769177839,0.6238792082236495,1.2815839363748367,-3.536511492865489
SPAC12G12.07c,0.046197508676774524,0.40658909165674617,0.4058529029966235,0.10932504198158355,0.03324301208175806,0.43982071429939484,2.9726210631869376,-1.085077755461489,-0.6652136192108724,-2.29873487448988
SPAC12G12.08,-0.053317733264074546,-0.17970006682539108,-0.11556747132492522,-0.04877605518133918,0.22256497941942424,-1.7879302833932549,3.1943236038205693,-0.8447207859166568,-1.7365725982767275,0.2450153758878546
SPAC12G12.09,-0.14511134644284346,-0.09216970781410427,0.21193621330270554,0.042456003719644,0.12829528926039446,-3.237322321750451,3.128527905543004,1.2274289976101906,-1.3196102965240186,-0.2818426181762206
SPAC12G12.11c,-0.07001334756822142,0.19979625774564763,0.23143344752968092,0.06253835858108134,-0.14918188845915703,-1.8111059156089206,3.279637796345077,-0.527306429343442,-3.2334034442893604,0.7103587391158395
SPAC12G12.12,0.07745727562428689,0.48870961439521,-0.028743526881414294,-0.03051406383813504,0.39302591343058896,-2.000162431727233,2.7645139956183957,-2.8864478273090546,2.1270439939173373,-0.7403001541624947
SPAC12G12.13c,-0.08284974500496689,-0.25480881720795245,-0.24605409044101992,-0.3227324980285801,0.13383164519826335,2.32925251157868,-1.18493768673122,-1.7700579290687952,1.5116216405935181,-2.9356074511607004
SPAC12G12.14c,0.042425821624436214,0.28997668391009573,-0.0859324232975141,-0.5426539503297213,0.20931856491804027,0.658266644297882,2.6611430421861266,-3.460441144009205,-1.588472327137123,1.668335519184895
SPAC12G12.15,-0.18911969262443806,0.2208336164010886,0.09997280275850515,0.4961281066391564,-0.4179520731307124,0.7832651331114988,1.4267443469564558,-1.842294236721858,-0.39278340090047514,-1.8950098568879783
SPAC1327.01c,-0.1260425098420549,-0.07011562345603461,-0.38331850462050066,-0.3109178812083432,0.29996803178872056,-0.19931914791179217,-1.0538490805863896,0.9980915040929563,0.4613096749015435,-1.8069644764142954
SPAC139.01c,0.03191919409593291,0.21213932903675875,0.5204117373630448,0.12237074408887061,0.060170314375681155,-0.9776129907500346,3.0599355492514944,0.006845567309586187,-4.186016369302388,0.09667430769164564
SPAC139.02c,-0.022680913134913085,-0.31552039355643174,-0.2513764424998824,0.01072759783249555,0.12323222187318494,1.0779365644776941,0.34435364833140625,-2.5983895136600923,-0.3274846904864246,1.3323154237343804
SPAC139.04c,-0.0681502533297336,-0.018639868250967355,-0.08368226258707297,-0.03747026389613717,-0.10758115138937602,-1.2818985467611537,2.264276594826331,-0.5399064602231318,-2.123360117678368,0.42823161792984576
SPAC139.05,-0.004397270020444516,0.09024152203545738,-0.03028868178257349,0.3631517449128839,-0.31011363349498383,-4.257535560301892,3.7203245912970084,1.3041425929624193,1.779520054734851,3.75536481727755
SPAC139.06,0.03628185928607028,0.01880402935875527,-0.07045816295445517,-0.04505312673715156,0.10338746723321912,0.37524489499608293,-0.18674909951404928,-0.49888140446026785,-0.07682860344847153,-1.3688070312822056
SPAC1399.04c,-0.5461749049855105,-1.0035517349235819,-0.9505042441064349,-0.2627092852596311,-0.18429128889045243,-1.4284072527455636,-1.122420254557907,0.2705355043163495,-0.5273061071869565,-0.897800887911793
SPAC13A11.01c,-0.0035777849003084394,0.3458819776832233,-1.3887450079151766,-0.5620422087185865,-1.0135385804540404,0.6999737831320862,-0.5742831768270333,-0.047204678290436064,-0.14081721162615946,-2.609219356193085
SPAC13A11.02c,-0.21304425745444328,-0.4276082583116688,-0.19598173920570325,0.02283566680291013,-0.40621512276359123,-3.367925470816555,3.8495034206362657,-0.8799346988237886,-2.177234822037116,0.43441173602023486
SPAC13A11.05,0.00876621983535561,-0.015068076466814767,0.17271632307448379,0.1081225165601492,0.040467200765609716,-0.2761250291472228,0.9887659413324688,-0.848804031147103,-1.4940670756896264,-0.3969097751273116
SPAC13A11.06,-0.2656652422639628,-0.28018021703075907,-0.35805764935608075,2.0540207098647,4.026253308777273,0.4041601539408326,0.5588502235230628,-0.037658088387995114,8.238071961548588,0.5247156900107743
SPAC13C5.01c,-0.07040952371284614,0.3382466693647631,0.17983891621916004,0.002510466942067323,0.008993708650763127,-2.0034784870161193,3.6030146846041973,-2.9707682157569018,-2.570272568780271,1.014702323529514
SPAC13C5.04,-0.1992555429044154,-0.18321222350170258,0.6866153241557347,0.2992033604309319,0.8142553385392453,-2.295414241426248,3.8251306052254144,-0.4831421085850298,3.3697886023843413,-0.11776257811373014
SPAC13C5.05c,-0.08503327524599058,0.7420039948275088,1.30718631164961,0.11468345547078085,-0.07621855173680858,1.4736393578121625,2.4900324994006864,1.2910053142822981,-4.304305821813355,-2.2793896786088688
SPAC13C5.07,0.22189938432491885,0.19783756803281638,0.002801676220891225,-0.07579889239865838,-0.016890484748498663,-0.48821307807447667,2.703549478071408,-7.0202011138653555,3.879120519177895,-1.8604179166962678
SPAC13D6.02c,0.05609057696299824,-0.4346277897935466,-0.13315209010939022,-0.17597960574136343,-0.17304896979899115,1.6768452452655005,-1.0223375117716618,-1.1371809979987262,2.991831438624466,-2.321132687852673
SPAC13D6.03c,0.1402797850579028,-0.09256165894234955,-0.21068487755883694,-0.08766801503830182,0.03053074512585023,0.320942010495779,0.6986095260731018,-1.1354567733649565,0.9056529775827267,-3.1501875572570737
SPAC13D6.04c,-0.10576337678405895,-0.09929769026377229,-0.0596630253322152,-0.22569438708100517,0.08490381685719084,-0.18754842059766652,1.5796112421333355,-2.18054038478456,0.6716398584497605,-1.684299227100532
SPAC13D6.05,-0.021706698830284907,0.18896674528206286,0.23322245085248433,-0.046509635871459065,-0.3036106593724289,0.5567955732563412,0.39003946102787257,0.29838467724993833,-0.5571500117501849,-0.8926810224463733
SPAC13F5.01c,0.3524832888348277,0.5857156547790977,0.18970467903172575,-0.2804451203282664,0.020079017629865803,1.5468007434701665,0.9985310422193745,-3.2239584114446806,-0.06649931607842396,-0.38291673126925696
SPAC13F5.02c,0.7159243537660622,0.34193722685777067,-0.5769215879849644,-0.6565619914808493,-0.23179103584380423,0.19688228714752753,1.9659128536611448,-2.8557404736828396,0.5095753796939837,0.05366540452258661
