,prot,prot,prot,prot,prot
,d1,d3,d5,d7,d10
SPAC10F6.16,-0.18735848727257176,0.25838465943785416,-0.17324589289825104,0.270561900756895,-0.19344618865279756
SPAC10F6.17c,-0.07963072211806033,0.3346580334387851,0.6162152881143464,0.15766780140406644,0.04611646413812487
SPAC110.02,0.15779694615375742,0.5146618690570371,-0.4791015642320261,-0.46009783572305835,-0.03836031939002649
SPAC110.03,0.08063168561509837,0.09771011579852024,0.23657936667533272,0.8552830353848423,0.0028735935509524024
SPAC110.04c,0.322283040717542,0.4718811485812789,0.1320470228855351,-0.007788454988850252,-0.023581766963540807
SPAC1142.01,0.11130926568594025,0.4290819248119329,0.02745936629082585,-0.280991355863054,-0.44219962218758874
SPAC1142.02c,0.09619129358249265,0.13350321233706017,0.07600521902354994,0.07543053763122726,-0.2541678697152491
SPAC1142.04,0.4206912410068575,-0.008805102089063377,-0.21257423709891382,-0.3371697512595302,0.0577047971932295
SPAC1142.06,-0.011694819532789447,0.18065231979114157,0.26443057135578296,0.053244794146732555,-0.03459307778990006
SPAC1142.07c,0.08057334549618544,0.2657019827798623,0.6903910448413033,0.08846934667844547,-0.4860193020009881
SPAC1142.08,0.33237754746042336,0.7189664598514338,0.565762770069389,-1.0224974138750904,-0.023938752659984353
SPAC11D3.01c,0.22179231332471572,-0.8482015317256324,0.8000380310119086,3.331636526787129,2.015853810628451
SPAC11D3.02c,-0.16456595639539368,-0.5287288089055802,-0.3567300413518165,-0.08066250914708528,-0.2441725714685955
SPAC11D3.03c,-0.11768091885881304,-0.5802033441395893,-0.14200559221800546,-0.014662762866718637,-0.17981286006863195
SPAC11D3.04c,0.11331031704032479,0.29375939502545434,0.36206042329621235,0.29053179422836484,0.12673638295235992
SPAC11D3.15,-0.2583551299219211,-0.5678291756034727,-0.3690031385538046,0.03727635089344977,0.3412393359729079
SPAC11E3.01c,-0.1861931950441178,0.21759086784889256,0.2266289292671475,-0.08860225608014241,0.15982137034298474
SPAC11E3.02c,-0.12143735735635264,0.14351409711051,0.08787029007670952,-0.3247901365888086,0.02631319066217111
SPAC11E3.03,0.2435603068048917,0.5495936930373808,0.47466630141933874,-0.031751558813052305,-0.23425409647075945
SPAC11E3.04c,-0.028423459498278958,0.24596467413085388,0.34515177098373084,0.034192159569040356,-0.06299085862878365
SPAC11E3.05,0.03282059993828618,0.21950316597497227,-0.09721971306900758,-0.6809346137055641,0.286123881596398
SPAC11E3.07,-0.0803084027307804,-0.17930802367091012,-0.14922503473385657,0.18238545566590333,-0.06209974956696854
SPAC11E3.11c,-0.028347304230223358,-0.1149206898411878,-1.2426201964833985,-0.22259895290938214,-0.5420761158022649
SPAC11E3.13c,-0.16483346285443867,-0.42197699797943666,-0.10717042952100997,0.14242972017858108,-0.2878052790537649
SPAC11E3.14,0.1795489950489777,-0.2765293459752288,-0.1531029498633505,-0.05105377714394091,-0.22507640266809648
SPAC11E3.15,0.04861375507918583,-0.019461172562419388,-0.14008481581103516,-0.042089586399653434,-0.04388019171407414
SPAC11G7.01,0.23112573355652222,0.5647218510940837,-0.3704356046712807,0.5934518071553517,-0.1721334144182538
SPAC11G7.02,0.0827789962280352,0.1940827618908212,0.029560680944726837,0.04357013581714648,0.0644622354716011
SPAC11G7.03,-0.16191073093303732,0.21836912140760184,0.7720844889954903,0.037880411339819564,0.027672124904938755
SPAC11H11.01,0.03904188904939476,0.2257218320934455,-0.16884036047083117,0.1081092700137176,-0.15656797788280313
SPAC11H11.06,-0.19542136311418845,-0.07916308930851026,-0.061389888512779184,0.14999755524316952,0.07305627694089341
SPAC1250.01,-0.023593893227217833,-0.19878329814258058,-0.10848974836707281,-0.21662716975449253,0.19820411282192096
SPAC1250.03,-0.20720776800377033,0.21977672622913275,0.6558423120814646,0.09804548905896027,-0.19711920240810443
SPAC1250.05,0.3601083139656953,0.11895987862952777,-0.16757824597006726,-0.015114304449097872,-0.08152191682349051
SPAC1296.01c,0.04589658803483207,0.10541361624750822,-0.11985677538689218,0.018501169369987164,-0.0037147766211410582
SPAC1296.02,0.04747863198127279,0.1677284001444218,0.2174193251973574,0.005936107763036325,-0.28903387326553764
SPAC1296.03c,-1.6113285324865463,0.1520464699743025,1.4039106733116196,-0.34770398076811926,1.9962602127135616
SPAC1296.05c,-0.33086793428457023,-0.11631226353485909,0.011248389642515275,-0.3404786814979529,0.21242926770415022
SPAC1296.06,-0.07500231932754585,0.059137055555476034,0.023039841815548225,0.01554468873824727,-0.020938828579602813
SPAC12B10.01c,-0.12609180080326865,0.22449705679012577,0.8359728670022563,-0.2247753798277023,-0.2408820266211533
SPAC12B10.02c,0.034008800069157186,0.06224326135352548,-0.05349188068827326,0.09697900064676168,-0.22459396412687063
SPAC12B10.03,-0.07118939919419288,-0.009697970648483878,0.09691217406699748,0.01241522679429679,0.032363697010650325
SPAC12B10.04,0.07465493920084815,-0.2900784261216838,-0.37375645220221027,0.069625973940908,-0.030777222442173763
SPAC12B10.07,-0.18462699183759815,-0.13900828142010652,-0.17608851086686772,0.17613281451098367,0.04062852880566065
SPAC12B10.10,0.006857022931583745,0.12216291999986753,0.35147416338664406,0.17857245663938381,-0.3645866892750714
SPAC12B10.13,-0.05213061997473811,0.5633772462988627,0.8262464137121517,0.2113917981204762,-0.10673242743045153
SPAC12B10.16c,-0.07396979332080589,0.8569324162114992,0.6772225962411629,0.2672518102894167,-0.31064237378964976
SPAC12G12.01c,-0.05372769578922687,0.3637212216988919,0.28288090426751866,0.014268222097042565,0.033121129236889854
SPAC12G12.02,0.0003785879727487007,-0.643840169712152,-0.38058317209297243,-0.6183973502409496,0.18391701273397731
SPAC12G12.03,-0.21295713686326417,-0.30324198602990815,-0.26923257067665307,-0.012617080082626214,-0.24504241699728146
SPAC12G12.04,0.0526393887582316,-0.0020766267741642863,-0.04992854787245643,0.03480700613264184,0.0790703718520182
SPAC12G12.05c,-0.021523697449676568,0.04283369868636534,0.11261628917256317,-0.09824988326428419,-0.14990973731339885
SPAC12G12.06c,-0.154508103487714,-0.3573863377389263,-0.053581042088902964,0.34155441678565257,0.22691527930402144
SPAC12G12.07c,0.046197508676774524,0.40658909165674617,0.4058529029966235,0.10932504198158355,0.03324301208175806
SPAC12G12.08,-0.053317733264074546,-0.17970006682539108,-0.11556747132492522,-0.04877605518133918,0.22256497941942424
SPAC12G12.09,-0.14511134644284346,-0.09216970781410427,0.21193621330270554,0.042456003719644,0.12829528926039446
SPAC12G12.11c,-0.07001334756822142,0.19979625774564763,0.23143344752968092,0.06253835858108134,-0.14918188845915703
SPAC12G12.12,0.07745727562428689,0.48870961439521,-0.028743526881414294,-0.03051406383813504,0.39302591343058896
SPAC12G12.13c,-0.08284974500496689,-0.25480881720795245,-0.24605409044101992,-0.3227324980285801,0.13383164519826335
SPAC12G12.14c,0.042425821624436214,0.28997668391009573,-0.0859324232975141,-0.5426539503297213,0.20931856491804027
SPAC12G12.15,-0.18911969262443806,0.2208336164010886,0.09997280275850515,0.4961281066391564,-0.4179520731307124
SPAC1327.01c,-0.1260425098420549,-0.07011562345603461,-0.38331850462050066,-0.3109178812083432,0.29996803178872056
SPAC139.01c,0.03191919409593291,0.21213932903675875,0.5204117373630448,0.12237074408887061,0.060170314375681155
SPAC139.02c,-0.022680913134913085,-0.31552039355643174,-0.2513764424998824,0.01072759783249555,0.12323222187318494
SPAC139.04c,-0.0681502533297336,-0.018639868250967355,-0.08368226258707297,-0.03747026389613717,-0.10758115138937602
SPAC139.05,-0.004397270020444516,0.09024152203545738,-0.03028868178257349,0.3631517449128839,-0.31011363349498383
SPAC139.06,0.03628185928607028,0.01880402935875527,-0.07045816295445517,-0.04505312673715156,0.10338746723321912
SPAC1399.04c,-0.5461749049855105,-1.0035517349235819,-0.9505042441064349,-0.2627092852596311,-0.18429128889045243
SPAC13A11.01c,-0.0035777849003084394,0.3458819776832233,-1.3887450079151766,-0.5620422087185865,-1.0135385804540404
SPAC13A11.02c,-0.21304425745444328,-0.4276082583116688,-0.19598173920570325,0.02283566680291013,-0.40621512276359123
SPAC13A11.05,0.00876621983535561,-0.015068076466814767,0.17271632307448379,0.1081225165601492,0.040467200765609716
SPAC13A11.06,-0.2656652422639628,-0.28018021703075907,-0.35805764935608075,2.0540207098647,4.026253308777273
SPAC13C5.01c,-0.07040952371284614,0.3382466693647631,0.17983891621916004,0.002510466942067323,0.008993708650763127
SPAC13C5.04,-0.1992555429044154,-0.18321222350170258,0.6866153241557347,0.2992033604309319,0.8142553385392453
SPAC13C5.05c,-0.08503327524599058,0.7420039948275088,1.30718631164961,0.11468345547078085,-0.07621855173680858
SPAC13C5.07,0.22189938432491885,0.19783756803281638,0.002801676220891225,-0.07579889239865838,-0.016890484748498663
SPAC13D6.02c,0.05609057696299824,-0.4346277897935466,-0.13315209010939022,-0.17597960574136343,-0.17304896979899115
SPAC13D6.03c,0.1402797850579028,-0.09256165894234955,-0.21068487755883694,-0.08766801503830182,0.03053074512585023
SPAC13D6.04c,-0.10576337678405895,-0.09929769026377229,-0.0596630253322152,-0.22569438708100517,0.08490381685719084
SPAC13D6.05,-0.021706698830284907,0.18896674528206286,0.23322245085248433,-0.046509635871459065,-0.3036106593724289
SPAC13F5.01c,0.3524832888348277,0.5857156547790977,0.18970467903172575,-0.2804451203282664,0.020079017629865803
SPAC13F5.02c,0.7159243537660622,0.34193722685777067,-0.5769215879849644,-0.6565619914808493,-0.23179103584380423
SPAC13F5.03c,-0.13856099001894606,-0.44940361634974657,1.25261749483901,2.144946789925598,0.20266378814842545
SPAC13F5.04c,0.06666361232404394,0.17981237731039293,0.7207973278293015,0.37668667918221577,-0.13429002016813207
SPAC13F5.05,0.21798504367979887,0.9032345005200957,0.3556425279238911,0.04696631037960597,-0.1984484393004382
SPAC13F5.06c,0.03199037606691987,0.30705834583542013,-0.11365185672701963,-0.003365435127753871,-0.07155995727795811
SPAC13G6.02c,0.06734416882492486,0.13317705545265418,-0.15229196229048303,-0.03806413103456131,-0.02821610644863789
SPAC13G6.03,-0.3117131920636107,0.049849081811769114,0.37655704552028263,0.05646764860868129,-0.14163395533252043
SPAC13G6.04,-0.00715307000769793,0.1734257150466511,0.19600691516504137,0.07351947804858994,-0.07863581339936299
SPAC13G6.05c,-0.1811649120036437,0.13096652327081512,0.09159588630764542,0.32656584516320214,0.15373147166621606
SPAC13G6.06c,-0.1552432568270537,-0.062474828696127,-0.0032089878149286766,0.00479247339866859,0.0827496088612033
SPAC13G6.07c,0.06695814628054718,-0.016947871035412385,-0.09079659598348233,-0.05167741785742698,-0.0643823328636941
SPAC13G6.09,0.3361510173655921,0.33855453404620195,0.24949720360482763,-0.010671562679138213,-0.04989164334901883
SPAC13G6.10c,0.05220769809576109,0.36338613351115195,-0.3018336596503303,0.11525431692785709,-0.04299888477206487
SPAC13G6.11c,-0.09698721572495367,0.03813989238499482,-0.0933307749266421,-0.1696514226799285,-0.24587427931650518
SPAC13G6.14,-0.027495474418658572,0.08574261275904049,-0.2448364309676812,-0.10960014069297486,-0.24552055630317263
SPAC13G7.01c,-0.12103320965696532,-0.3851421149097489,-0.19319902667811867,0.038844391167974446,-0.0543483671938253
SPAC13G7.02c,0.5756688965940842,1.9041844529165706,1.4819453392415334,0.04811404597680524,0.02309697246244502
SPAC13G7.03,0.10763043390630905,0.6202517463163192,-0.08905560440244957,-0.1642616260137914,-0.07432831660307962
SPAC13G7.04c,-0.28208705901708475,-0.41863556837873983,-1.6451389936191294,-0.22756007442632986,0.387089305623759
SPAC13G7.05,-0.14454949289385133,-0.09652992186877907,0.7731134338300003,0.19932422478840853,-0.11344305274154226
SPAC13G7.06,-0.07079297665956497,-0.40389934330950733,-0.22395180092915107,0.2231025126860722,0.12257699272068873
SPAC13G7.08c,0.2141373546190159,-0.2606066832282308,-0.07958338129484702,-0.05452524485499749,0.042645643438735226
SPAC13G7.11,-0.2628213870069822,-0.3073822086564427,-0.19688800773635187,0.23425263597714982,-0.11945620117377295
SPAC13G7.12c,-0.013816670489523841,0.1514156365697198,0.4219812340401343,0.13446927776090756,0.037094341731735314
SPAC13G7.13c,-0.02842152977059964,-0.7668122110563355,-2.2101465530685025,-0.11884078248218755,-0.18018771895208996
SPAC140.01,-0.07534259156326195,0.04273498871109907,0.05240364871632089,0.07504964892903287,0.07549331287863117
SPAC140.02,-0.12122229006134766,-0.4474319452114569,-0.19689013935188912,-0.2342776395484278,0.2801560385333986
SPAC1420.02c,0.0029023502593863923,0.1083893976079416,-0.02645929608486899,0.0032019157295011882,0.0041303818066109645
SPAC144.02,-0.1907703910434946,-0.1107988989265226,-0.0419692584474991,-0.3118034946894735,0.09407153296100002
SPAC144.03,-0.05313853418459358,-0.32004440507232446,-0.16812789688826205,-0.004636713090994504,-0.005213879312144287
SPAC144.06,0.10271036609127213,0.11015410038572862,0.1056927465124009,0.008786992523354381,-0.08677714299657832
SPAC144.08,0.039306425967713735,0.1023316599055285,0.4434214529637732,0.061919044795616995,-0.132617604658205
SPAC144.12,0.20447275107951163,-0.03438386709983543,0.022638700409814416,0.6378589037463318,0.006675667141174679
SPAC144.14,-0.10668014368578208,0.20773103768482903,-0.0542456175630755,-0.5495225337160382,-0.8554612602575488
SPAC144.15c,0.15941311990804474,0.3459135267446346,0.18278447731841502,-0.10775128488819051,0.08819969030943407
SPAC144.16,-0.01785443397584835,-0.2669647573364675,-0.4427690170299773,0.041286688280059436,-0.2545720498479418
SPAC144.17c,-0.051974049717038395,0.4717983157480298,0.1956421185529831,0.06277184897471633,-0.09763567586838123
SPAC144.18,0.003989016728637329,0.630617298393485,-0.03543194124305697,0.03146418277752673,-0.0521836527236246
SPAC1486.01,-0.10737363105682889,-0.19168393996958483,0.17568393290341977,0.33516474350650066,0.26809892424877224
SPAC1486.02c,-0.07493971495835436,-0.12389663074709568,-0.3049065529749081,0.14892341261060932,-0.19680710194591378
SPAC1486.03c,0.13161198426957516,0.24774559486383876,0.15267080382373355,-0.1547026405228651,0.06432996103594162
SPAC1486.04c,-0.11331294025457427,-0.06876150593752957,-0.024873633427081168,-0.241921537648024,0.10964719847796767
SPAC1486.05,-0.08772587490975428,-0.08448491253212273,0.04646854728004847,-0.30954729331877373,0.20820918874259925
SPAC1486.06,0.35836166616669846,0.03634241363279456,-0.3215408244672048,-0.17465046050333766,-0.2668599487162636
SPAC1486.07c,-0.17336636106399916,-0.20112882418807004,-0.2171388521951756,-0.07239169566289683,0.07332695990846877
SPAC1486.08,0.20962791485767648,-0.16543013613354912,0.15230400297954705,0.07576914520832645,0.0916755038586034
SPAC1486.10,0.2855044880254447,-0.43611725200274554,0.13568973476978843,-0.6094312778545204,-0.29572482103912223
SPAC1486.11,-0.22393969164911606,-0.22166722961489901,-0.32544761009151424,0.12928346794608525,-0.02838807732702764
SPAC14C4.01c,-0.29626528926949747,0.20888288577405112,0.28202019350761554,0.8949418849214245,-0.4075956565375779
SPAC14C4.02c,-0.11256769157771568,-0.017290246724334907,-0.190666496437497,-0.4430213394592174,0.5296724782758464
SPAC14C4.04,0.06452402763083559,0.2680567070229576,0.036292810193059244,0.12214848084194593,-0.12765630568841924
SPAC14C4.05c,-0.01363189357627359,1.2145248608795924,1.7941885092678582,-1.3163653430012707,0.07648497950630356
SPAC14C4.06c,0.029474004110423502,-0.2312484470292654,-0.0678006079796523,-0.06159114104183752,0.05726389694211653
SPAC14C4.11,-0.039708651521565774,-0.5440487225833877,-0.9876266003301726,-1.2426857929412722,0.10733823789610675
SPAC14C4.14,-0.0731269065825419,-0.07207261507660223,0.30571755333002043,0.09492155476430794,0.06761091780477026
SPAC1527.01,-0.1893583373103307,0.11511091399999729,2.8902601727138313,-1.2079674079282912,-0.8645512394525205
SPAC1527.02,-0.0858882828004961,0.37831479628931786,0.09588322458489833,0.09480790414733037,-0.07520218510361742
SPAC1527.03,0.44669090564953545,-0.2607671754534911,-1.0559129321796932,-1.6004344907683807,0.2424783021101662
SPAC1556.01c,0.19980465006793585,0.15168038161772407,0.018536229670934393,-0.1466465162326212,0.03029411272452292
SPAC1556.02c,-0.05946069797185084,-0.028234705394741128,0.07541609719335006,0.035100670142713834,0.10399887852429948
SPAC1556.03,-0.2909510443805742,0.01857720239213495,0.2080827463745381,0.23920960799484955,-0.12635379230724778
SPAC1556.04c,-0.33730154737133033,-0.5008767650837178,-0.1286026788495861,0.11277795247363442,0.1717462588955958
SPAC1556.07,-0.13122972010722195,0.27126989090341225,0.019389813455896618,0.021707537101314844,-0.06883749731847177
SPAC1556.08c,-0.07975067159681637,0.15569320714768925,-0.05446699690961308,-0.002055872451648899,0.09773468446232574
SPAC1565.01,-0.16674625502356172,-0.06501014535468037,-0.007075331251182523,0.042812267922585384,0.0924728977047955
SPAC1565.02c,-0.050503880553563585,0.2691027044182274,0.8694380469431825,0.1981484338941823,-0.1610364454963893
SPAC1565.04c,0.15198456138135116,0.37269825225561604,-0.22252539150553752,-0.5699360476820214,-1.0887529420392648
SPAC1565.05,0.05055812764393397,-0.25845882026847483,-0.13045467605162692,-0.1707878145677923,0.17085588480105737
SPAC1565.06c,-0.27255169805811164,-0.42447956770497114,-0.19907027288446053,-0.13060184614764617,-0.36468691299890704
SPAC1565.07c,0.13520298785398016,0.2999898527880285,0.42050189151075223,-0.000575944342543544,0.012495091135744318
SPAC1565.08,-0.04588268406607798,0.6369029752572367,0.8526989709512568,0.04579659757452825,-0.06627622818295165
SPAC15A10.01,-0.17527699862607868,-0.5237403181410354,-0.1709021853849283,0.11544519455627006,0.30970411558701816
SPAC15A10.02,0.09449723879417235,0.3015291342152301,-0.35557668882322757,-0.44546940815080627,0.062756900443041
SPAC15A10.04c,0.3733972195857588,-0.2856036868918721,-0.023707517980007337,0.08482856620062003,0.016223490353350772
SPAC15A10.05c,-0.19495959857833495,0.2104814546040119,1.141866871798813,0.24574281151870236,0.10569899807280092
SPAC15A10.07,-0.08682192626578622,0.27598436309908475,0.06247363656974261,0.49953279055194894,0.20161301309897117
SPAC15A10.08,-0.15299776120017963,0.3229839358995364,-0.10789439229325379,-0.14500297522365643,-0.036510346369629465
SPAC15A10.11,-0.08374596297921233,0.1376679221411865,0.12853323354342056,-0.08301731906473346,-0.05551084515012766
SPAC15A10.13,0.012335131474580041,0.2792974026395522,0.38574710615575125,-0.028738783358791264,-0.1311473064127684
SPAC15A10.15,0.1234594383373819,0.22125417700047287,-0.013836711202908688,-0.4440205846016099,0.037617520050408526
SPAC15A10.16,0.03355604119312633,0.3810420077731638,-2.3541174453389337,0.6862042626521239,-0.6594400803803464
SPAC15E1.02c,-0.09271951737398498,-0.43685328873168955,-0.08724481609236329,0.3515459916962943,1.1086253641066623
SPAC15E1.03,0.0740498411859028,0.12757149433357062,-0.395365130839359,0.04811589937314302,-0.06781314856078566
SPAC15E1.04,-0.14139118640937767,0.23811918470680415,0.328502246328752,0.037381682826269635,-0.15639815007735058
SPAC15E1.05c,0.07515807490835302,0.48953760046569,0.39731360733119514,-0.04450263179861706,-0.23140565965657084
SPAC15E1.06,-0.10248890464606197,0.14010051811789653,0.5633702338296813,0.1577167792868652,0.08862616251715613
SPAC15E1.08,0.08198414334258675,0.18040970655110217,-0.12410093328755374,-0.11571263950816156,0.00402152478109654
SPAC15E1.09,-0.2798872654695247,-0.521493203630444,-0.15627979012440305,0.16400628381933346,-0.10294992660692887
SPAC15E1.10,-0.19961515763084745,-0.2996797605338657,0.01132370266925161,1.1574592625246827,-0.02838868185379284
SPAC15F9.02,-0.007603786820307712,0.11436273312535156,0.10395414481907374,-0.1247670901375293,0.05536564225392551
SPAC15F9.03c,-0.05400214389941273,0.28172917306925394,0.19260824365373122,0.09947708950004047,-0.007037712614582414
SPAC16.01,0.019806888419525548,0.08138088036549579,0.5548002947861047,0.36577693965442315,0.14759689508902019
SPAC16.02c,-0.15861687673646252,-0.0978338269328112,0.042703985247563664,-0.16351345682470253,0.09378498140103361
SPAC16.03c,-0.1434692310180702,-0.3980705062290837,-0.22262571752272048,-0.0022297061349413894,-0.0580264581539669
SPAC16.04,0.21590349436767264,-0.26307658342097806,-0.41979219303729126,-0.3276455638873904,-0.0815635942365627
SPAC1610.01,0.014795705549562999,0.4508188880487286,0.2790555607800197,0.0062522712538235214,0.03618462386980202
SPAC1610.02c,-0.1782323749294468,-0.405481634695426,-0.17877479335120927,0.21386051603875794,0.09082337509424272
SPAC1610.03c,-1.1974545760417277,2.4248382249403564,2.779917342178065,-3.1877612979992005,-3.0900995546716032
SPAC1610.04,-0.11844130207028956,-0.18630807764670906,0.4611694383228258,0.08395343681493338,0.07808549498697856
SPAC1635.01,-0.13632643241886083,-0.00415183801998445,0.11606556286393224,0.028109725610905342,0.08442632699113028
SPAC1639.01c,0.07677623908629444,0.05312161516105118,0.2561393093167472,1.0822358991952743,-0.9067119798387424
SPAC167.01,-0.04998597970784252,0.37988264898265706,0.10800533017246057,0.033214225733951136,-0.366706184421673
SPAC167.04,-0.07631984534932093,0.24816041958466606,-0.014634011094390456,-0.012849093663334255,0.14646496005618848
SPAC167.05,-0.12850852533649165,0.23039799391226123,0.39458145090676827,0.03623069326667877,-0.08156017154808018
SPAC167.06c,-0.1275122999860725,0.7238444907337847,1.8824295792109054,0.5600043320511896,0.047220358108029714
SPAC167.07c,-0.06446125267542768,0.3681951525669064,-0.02820785853015842,-0.1165830429550821,-0.020252714606260824
SPAC1687.01,0.29615547613199744,-0.1974323507679967,-0.40071622548399344,-0.15286577190575337,-0.36685277794784915
SPAC1687.03c,-0.04430828886717303,0.325018547133078,0.40197948633338987,-0.22914243380703897,-0.07820082153207872
SPAC1687.04,-0.033561999007382104,-0.3522178415987846,0.1175969072777444,-0.0805508886460293,-0.2579710656892776
SPAC1687.05,0.0497862842206207,0.15434594293213896,0.2032754360669335,-0.5423703421879413,0.1323985023522924
SPAC1687.06c,0.06189505790793845,0.007303086753738794,-0.17819800127965815,-0.020276523514991998,-0.12261847028182117
