,ribo,ribo,ribo,ribo,ribo,ribo
,h0,h1,h3,h5,h7,h10
SPAC1002.01,0.5331702302466966,-0.24202035328465069,0.729735611444585,0.5936107039328825,0.30382547164678936,-1.9183216639863006
SPAC1002.02,-0.30030650273500026,0.30888226397288154,1.8201378989540327,-0.6987532674420481,-0.13205733554600652,-0.9979030572038605
SPAC1002.03c,0.7709439464107218,-0.6109386723116339,0.05173493564014069,-0.24144215586928067,1.4239264588301253,-1.3942245127000759
SPAC1002.04c,-1.2029998227654897,-0.5924385705625058,1.6026363248890787,-0.13426820054625438,0.6935584106688016,-0.36648814168363053
SPAC1002.07c,-0.034837283623622636,-0.32111615255790554,1.4357742192934877,0.8911954960966674,-1.20634877528151,-0.7646675039271164
SPAC1002.08c,-0.5020146525710404,-0.2992449307252964,1.4217710531017316,1.0282838303130908,-0.4924562199308066,-1.156339080187677
SPAC1002.09c,0.9389822318235378,0.644019030361034,0.7312420890741945,-0.3659329984235711,-0.2201746431141012,-1.7281357097210979
SPAC1002.12c,0.42967413851816616,-1.1588883872550306,1.1963009124340949,-1.2796669456414365,0.21454666857484037,0.5980336133693597
SPAC1002.13c,-0.06002990973273294,1.1059649324594036,1.2910439326428789,-1.2063601244001991,-0.4878842197166267,-0.6427346112527232
SPAC1002.15c,0.22653029323354232,-0.4787809225354889,1.4862014992294,0.5755437832202085,-0.38404018149924485,-1.4254544716484188
SPAC1002.17c,0.5552287390702713,-1.8548669833539497,0.1001702105206838,1.0165827924778181,0.40046638234719495,-0.2175811410620167
SPAC1002.18,-0.02904527440309317,0.10831217528986838,1.7364259319823543,0.07917448618535061,-0.6552691940416456,-1.2395981250128356
SPAC1002.19,0.5888712243946576,-1.2212352112643798,-1.0972144246011444,0.4005975713463736,1.3406421395075003,-0.011661299383003693
SPAC1006.01,0.40191672198763745,-1.8306572569182893,0.08812549196771326,1.212742821129721,0.07926665533956559,0.04860556649364992
SPAC1006.03c,-0.5341205810225312,0.9379394721564763,1.340533848329245,-0.23919425082768817,-0.10143071080262556,-1.403727777832876
SPAC1006.04c,-0.668034913221046,-0.17512975843368725,1.0396640236341623,1.427550078581528,-0.6052759098683037,-1.0187735206926527
SPAC1006.05c,-0.02965952521651472,-1.7207600714780376,0.9557696619572991,1.0074578777525545,0.10215591977298108,-0.31496386278828065
SPAC1006.06,-0.6288960954581411,-0.29808286344385726,0.7574202315710465,1.489725252516757,-0.00768394264047201,-1.3124825825453306
SPAC1006.07,-1.1374801903868956,1.4605530118148553,0.17735384497327106,0.6469825968056544,-0.09172494291662874,-1.055684320290255
SPAC1006.09,0.06995397507240193,-0.3559344275938578,1.4450051471084389,-1.6011276471285225,0.4650186838344401,-0.022915731292899266
SPAC1039.02,1.4192104070326552,0.2471649394953952,0.37432235781194,-1.5457579314585725,0.1218428628920976,-0.6167826357735149
